,seed,gen,pheno,threshold,hits,true_positives,false_positives,coloc1,coloc2,coloc3,coloc4,coloc5,coloc6,coloc1pp,coloc2pp,coloc3pp,coloc4pp,coloc5pp,coloc6pp
1078,31,5,MDD,1.9599639845400545,234,144,90,117,91,24,1,1,0,234,117,26,2,1,0
1079,31,5,SCZ,1.9599639845400545,358,211,147,167,145,38,7,1,0,358,191,46,8,1,0
1080,32,0,ADHD,1.9599639845400545,305,224,81,200,93,11,1,0,0,305,105,12,1,0,0
1081,32,0,ALC,1.9599639845400545,265,175,90,173,78,14,0,0,0,265,92,14,0,0,0
1082,32,0,ANX,1.9599639845400545,291,195,96,188,91,11,1,0,0,291,103,12,1,0,0
1083,32,0,BIP,1.9599639845400545,276,189,87,173,92,11,0,0,0,276,103,11,0,0,0
1084,32,0,MDD,1.9599639845400545,232,149,83,136,79,16,1,0,0,232,96,17,1,0,0
1085,32,0,SCZ,1.9599639845400545,288,197,91,180,95,12,1,0,0,288,108,13,1,0,0
1086,32,1,ADHD,1.9599639845400545,372,222,150,227,124,17,4,0,0,372,145,21,4,0,0
1087,32,1,ALC,1.9599639845400545,266,171,95,149,95,18,4,0,0,266,117,22,4,0,0
1088,32,1,ANX,1.9599639845400545,283,186,97,168,101,11,3,0,0,283,115,14,3,0,0
1089,32,1,BIP,1.9599639845400545,286,194,92,165,101,17,3,0,0,286,121,20,3,0,0
1090,32,1,MDD,1.9599639845400545,237,154,83,135,86,15,1,0,0,237,102,16,1,0,0
1091,32,1,SCZ,1.9599639845400545,321,207,114,194,111,15,1,0,0,321,127,16,1,0,0
1092,32,2,ADHD,1.9599639845400545,357,220,137,185,136,32,4,0,0,357,172,36,4,0,0
1093,32,2,ALC,1.9599639845400545,288,191,97,158,108,18,4,0,0,288,130,22,4,0,0
1094,32,2,ANX,1.9599639845400545,334,211,123,176,124,31,3,0,0,334,158,34,3,0,0
1095,32,2,BIP,1.9599639845400545,282,188,94,149,102,29,2,0,0,282,133,31,2,0,0
1096,32,2,MDD,1.9599639845400545,280,159,121,147,115,15,3,0,0,280,133,18,3,0,0
1097,32,2,SCZ,1.9599639845400545,351,217,134,196,129,22,4,0,0,351,155,26,4,0,0
1098,32,3,ADHD,1.9599639845400545,393,219,174,195,147,46,4,1,0,393,198,51,5,1,0
1099,32,3,ALC,1.9599639845400545,341,210,131,172,137,29,2,1,0,341,169,32,3,1,0
1100,32,3,ANX,1.9599639845400545,339,213,126,171,130,34,3,1,0,339,168,38,4,1,0
1101,32,3,BIP,1.9599639845400545,312,197,115,159,112,38,2,1,0,312,153,41,3,1,0
1102,32,3,MDD,1.9599639845400545,281,169,112,138,114,27,2,0,0,281,143,29,2,0,0
1103,32,3,SCZ,1.9599639845400545,340,213,127,169,128,39,3,1,0,340,171,43,4,1,0
1104,32,4,ADHD,1.9599639845400545,415,232,183,196,158,53,5,3,0,415,219,61,8,3,0
1105,32,4,ALC,1.9599639845400545,319,192,127,145,127,42,2,3,0,319,174,47,5,3,0
1106,32,4,ANX,1.9599639845400545,362,209,153,164,142,49,4,3,0,362,198,56,7,3,0
1107,32,4,BIP,1.9599639845400545,337,192,145,156,146,30,4,1,0,337,181,35,5,1,0
1108,32,4,MDD,1.9599639845400545,268,160,108,123,104,35,4,2,0,268,145,41,6,2,0
1109,32,4,SCZ,1.9599639845400545,365,208,157,171,137,49,5,3,0,365,194,57,8,3,0
1110,32,5,ADHD,1.9599639845400545,420,229,191,185,160,58,16,1,0,420,235,75,17,1,0
1111,32,5,ALC,1.9599639845400545,329,195,134,151,119,46,12,1,0,329,178,59,13,1,0
1112,32,5,ANX,1.9599639845400545,375,204,171,154,147,62,11,1,0,375,221,74,12,1,0
1113,32,5,BIP,1.9599639845400545,334,189,145,157,122,42,12,1,0,334,177,55,13,1,0
1114,32,5,MDD,1.9599639845400545,281,155,126,123,100,49,9,0,0,281,158,58,9,0,0
1115,32,5,SCZ,1.9599639845400545,350,205,145,145,130,58,16,1,0,350,205,75,17,1,0
1116,33,0,ADHD,1.9599639845400545,286,207,79,197,79,9,1,0,0,286,89,10,1,0,0
1117,33,0,ALC,1.9599639845400545,253,165,88,152,90,11,0,0,0,253,101,11,0,0,0
1118,33,0,ANX,1.9599639845400545,281,195,86,180,89,12,0,0,0,281,101,12,0,0,0
1119,33,0,BIP,1.9599639845400545,260,183,77,165,87,7,1,0,0,260,95,8,1,0,0
1120,33,0,MDD,1.9599639845400545,255,174,81,166,76,12,1,0,0,255,89,13,1,0,0
1121,33,0,SCZ,1.9599639845400545,281,195,86,177,91,12,1,0,0,281,104,13,1,0,0
1122,33,1,ADHD,1.9599639845400545,352,212,140,202,130,18,2,0,0,352,150,20,2,0,0
1123,33,1,ALC,1.9599639845400545,254,163,91,147,88,18,1,0,0,254,107,19,1,0,0
1124,33,1,ANX,1.9599639845400545,302,195,107,184,97,20,1,0,0,302,118,21,1,0,0
1125,33,1,BIP,1.9599639845400545,295,191,104,174,107,12,2,0,0,295,121,14,2,0,0
1126,33,1,MDD,1.9599639845400545,252,165,87,137,100,13,2,0,0,252,115,15,2,0,0
1127,33,1,SCZ,1.9599639845400545,296,205,91,173,102,21,0,0,0,296,123,21,0,0,0
1128,33,2,ADHD,1.9599639845400545,357,216,141,208,124,22,3,0,0,357,149,25,3,0,0
1129,33,2,ALC,1.9599639845400545,272,171,101,151,99,20,2,0,0,272,121,22,2,0,0
1130,33,2,ANX,1.9599639845400545,316,196,120,187,107,19,3,0,0,316,129,22,3,0,0
1131,33,2,BIP,1.9599639845400545,278,187,91,167,90,19,2,0,0,278,111,21,2,0,0
1132,33,2,MDD,1.9599639845400545,270,170,100,148,98,21,3,0,0,270,122,24,3,0,0
1133,33,2,SCZ,1.9599639845400545,304,195,109,154,122,25,3,0,0,304,150,28,3,0,0
1134,33,3,ADHD,1.9599639845400545,377,226,151,193,145,32,6,1,0,377,184,39,7,1,0
1135,33,3,ALC,1.9599639845400545,275,169,106,146,101,21,7,0,0,275,129,28,7,0,0
1136,33,3,ANX,1.9599639845400545,366,219,147,182,148,30,5,1,0,366,184,36,6,1,0
1137,33,3,BIP,1.9599639845400545,314,191,123,159,119,32,3,1,0,314,155,36,4,1,0
1138,33,3,MDD,1.9599639845400545,278,162,116,146,97,32,2,1,0,278,132,35,3,1,0
1139,33,3,SCZ,1.9599639845400545,314,188,126,150,122,36,5,1,0,314,164,42,6,1,0
1140,33,4,ADHD,1.9599639845400545,403,234,169,202,162,35,4,0,0,403,201,39,4,0,0
1141,33,4,ALC,1.9599639845400545,280,164,116,141,111,24,4,0,0,280,139,28,4,0,0
1142,33,4,ANX,1.9599639845400545,339,208,131,171,125,39,4,0,0,339,168,43,4,0,0
1143,33,4,BIP,1.9599639845400545,317,182,135,168,123,22,4,0,0,317,149,26,4,0,0
1144,33,4,MDD,1.9599639845400545,266,181,85,127,116,20,3,0,0,266,139,23,3,0,0
1145,33,4,SCZ,1.9599639845400545,337,202,135,179,119,34,5,0,0,337,158,39,5,0,0
1146,33,5,ADHD,1.9599639845400545,413,227,186,199,153,50,9,2,0,413,214,61,11,2,0
1147,33,5,ALC,1.9599639845400545,303,173,130,132,135,31,3,2,0,303,171,36,5,2,0
1148,33,5,ANX,1.9599639845400545,361,205,156,178,140,34,8,1,0,361,183,43,9,1,0
1149,33,5,BIP,1.9599639845400545,313,182,131,138,131,35,7,2,0,313,175,44,9,2,0
1150,33,5,MDD,1.9599639845400545,302,177,125,146,110,38,6,2,0,302,156,46,8,2,0
1151,33,5,SCZ,1.9599639845400545,344,211,133,172,121,43,7,1,0,344,172,51,8,1,0
1152,34,0,ADHD,1.9599639845400545,312,231,81,211,92,9,0,0,0,312,101,9,0,0,0
1153,34,0,ALC,1.9599639845400545,279,190,89,185,87,7,0,0,0,279,94,7,0,0,0
1154,34,0,ANX,1.9599639845400545,275,194,81,179,82,14,0,0,0,275,96,14,0,0,0
1155,34,0,BIP,1.9599639845400545,299,211,88,199,86,14,0,0,0,299,100,14,0,0,0
1156,34,0,MDD,1.9599639845400545,236,150,86,127,99,10,0,0,0,236,109,10,0,0,0
1157,34,0,SCZ,1.9599639845400545,257,181,76,155,90,12,0,0,0,257,102,12,0,0,0
1158,34,1,ADHD,1.9599639845400545,384,234,150,218,134,28,4,0,0,384,166,32,4,0,0
1159,34,1,ALC,1.9599639845400545,289,189,100,158,111,16,4,0,0,289,131,20,4,0,0
1160,34,1,ANX,1.9599639845400545,327,201,126,169,133,22,3,0,0,327,158,25,3,0,0
1161,34,1,BIP,1.9599639845400545,327,217,110,187,115,22,3,0,0,327,140,25,3,0,0
1162,34,1,MDD,1.9599639845400545,240,143,97,126,88,24,2,0,0,240,114,26,2,0,0
1163,34,1,SCZ,1.9599639845400545,286,184,102,150,115,17,4,0,0,286,136,21,4,0,0
1164,34,2,ADHD,1.9599639845400545,432,245,187,217,167,42,5,1,0,432,215,48,6,1,0
1165,34,2,ALC,1.9599639845400545,311,192,119,164,112,32,3,0,0,311,147,35,3,0,0
1166,34,2,ANX,1.9599639845400545,349,204,145,163,142,40,3,1,0,349,186,44,4,1,0
1167,34,2,BIP,1.9599639845400545,343,216,127,187,127,25,3,1,0,343,156,29,4,1,0
1168,34,2,MDD,1.9599639845400545,260,165,95,124,107,25,3,1,0,260,136,29,4,1,0
1169,34,2,SCZ,1.9599639845400545,318,187,131,148,135,31,3,1,0,318,170,35,4,1,0
1170,34,3,ADHD,1.9599639845400545,437,241,196,199,178,54,6,0,0,437,238,60,6,0,0
1171,34,3,ALC,1.9599639845400545,325,185,140,151,119,48,6,1,0,325,174,55,7,1,0
1172,34,3,ANX,1.9599639845400545,356,205,151,159,147,43,6,1,0,356,197,50,7,1,0
1173,34,3,BIP,1.9599639845400545,379,211,168,181,142,49,6,1,0,379,198,56,7,1,0
1174,34,3,MDD,1.9599639845400545,289,169,120,120,126,38,4,1,0,289,169,43,5,1,0
1175,34,3,SCZ,1.9599639845400545,315,182,133,151,130,29,4,1,0,315,164,34,5,1,0
1176,34,4,ADHD,1.9599639845400545,455,245,210,196,171,67,21,0,0,455,259,88,21,0,0
1177,34,4,ALC,1.9599639845400545,332,192,140,150,117,55,10,0,0,332,182,65,10,0,0
1178,34,4,ANX,1.9599639845400545,401,215,186,163,158,62,18,0,0,401,238,80,18,0,0
1179,34,4,BIP,1.9599639845400545,367,207,160,180,125,47,15,0,0,367,187,62,15,0,0
1180,34,4,MDD,1.9599639845400545,274,159,115,114,113,38,9,0,0,274,160,47,9,0,0
1181,34,4,SCZ,1.9599639845400545,315,190,125,139,112,49,15,0,0,315,176,64,15,0,0
1182,34,5,ADHD,1.9599639845400545,471,241,230,184,200,64,17,5,1,471,287,87,23,6,1
1183,34,5,ALC,1.9599639845400545,317,193,124,140,120,43,9,4,1,317,177,57,14,5,1
1184,34,5,ANX,1.9599639845400545,389,207,182,156,162,54,11,5,1,389,233,71,17,6,1
1185,34,5,BIP,1.9599639845400545,373,207,166,177,136,39,15,5,1,373,196,60,21,6,1
1186,34,5,MDD,1.9599639845400545,272,152,120,102,120,41,6,2,1,272,170,50,9,3,1
1187,34,5,SCZ,1.9599639845400545,341,183,158,150,122,50,14,4,1,341,191,69,19,5,1
1188,35,0,ADHD,1.9599639845400545,299,201,98,182,103,13,1,0,0,299,117,14,1,0,0
1189,35,0,ALC,1.9599639845400545,255,173,82,170,72,12,1,0,0,255,85,13,1,0,0
1190,35,0,ANX,1.9599639845400545,253,177,76,163,74,15,1,0,0,253,90,16,1,0,0
1191,35,0,BIP,1.9599639845400545,281,199,82,191,81,9,0,0,0,281,90,9,0,0,0
1192,35,0,MDD,1.9599639845400545,236,144,92,134,88,13,1,0,0,236,102,14,1,0,0
1193,35,0,SCZ,1.9599639845400545,288,193,95,179,96,13,0,0,0,288,109,13,0,0,0
1194,35,1,ADHD,1.9599639845400545,354,219,135,187,136,27,3,1,0,354,167,31,4,1,0
1195,35,1,ALC,1.9599639845400545,280,172,108,161,89,28,1,1,0,280,119,30,2,1,0
1196,35,1,ANX,1.9599639845400545,293,187,106,154,111,26,2,0,0,293,139,28,2,0,0
1197,35,1,BIP,1.9599639845400545,345,215,130,187,123,32,2,1,0,345,158,35,3,1,0
1198,35,1,MDD,1.9599639845400545,239,139,100,125,85,24,4,1,0,239,114,29,5,1,0
1199,35,1,SCZ,1.9599639845400545,317,209,108,177,110,25,4,1,0,317,140,30,5,1,0
1200,35,2,ADHD,1.9599639845400545,414,234,180,193,178,38,5,0,0,414,221,43,5,0,0
1201,35,2,ALC,1.9599639845400545,287,187,100,168,95,20,4,0,0,287,119,24,4,0,0
1202,35,2,ANX,1.9599639845400545,335,187,148,177,127,28,3,0,0,335,158,31,3,0,0
1203,35,2,BIP,1.9599639845400545,345,211,134,190,117,33,5,0,0,345,155,38,5,0,0
1204,35,2,MDD,1.9599639845400545,240,146,94,117,97,20,6,0,0,240,123,26,6,0,0
1205,35,2,SCZ,1.9599639845400545,332,214,118,162,136,29,5,0,0,332,170,34,5,0,0
1206,35,3,ADHD,1.9599639845400545,420,231,189,200,164,46,9,1,0,420,220,56,10,1,0
1207,35,3,ALC,1.9599639845400545,309,185,124,154,116,30,8,1,0,309,155,39,9,1,0
1208,35,3,ANX,1.9599639845400545,336,188,148,163,116,47,10,0,0,336,173,57,10,0,0
1209,35,3,BIP,1.9599639845400545,352,196,156,182,115,42,12,1,0,352,170,55,13,1,0
1210,35,3,MDD,1.9599639845400545,257,146,111,128,89,30,9,1,0,257,129,40,10,1,0
1211,35,3,SCZ,1.9599639845400545,359,210,149,165,136,45,12,1,0,359,194,58,13,1,0
1212,35,4,ADHD,1.9599639845400545,412,230,182,183,165,53,10,1,0,412,229,64,11,1,0
1213,35,4,ALC,1.9599639845400545,347,189,158,148,135,56,8,0,0,347,199,64,8,0,0
1214,35,4,ANX,1.9599639845400545,369,200,169,156,157,50,5,1,0,369,213,56,6,1,0
1215,35,4,BIP,1.9599639845400545,356,203,153,158,139,51,7,1,0,356,198,59,8,1,0
1216,35,4,MDD,1.9599639845400545,264,154,110,124,98,36,5,1,0,264,140,42,6,1,0
1217,35,4,SCZ,1.9599639845400545,362,199,163,168,124,60,9,1,0,362,194,70,10,1,0
1218,35,5,ADHD,1.9599639845400545,460,239,221,199,189,67,5,0,0,460,261,72,5,0,0
1219,35,5,ALC,1.9599639845400545,347,193,154,151,128,63,5,0,0,347,196,68,5,0,0
1220,35,5,ANX,1.9599639845400545,352,204,148,159,131,57,5,0,0,352,193,62,5,0,0
1221,35,5,BIP,1.9599639845400545,361,210,151,152,158,45,6,0,0,361,209,51,6,0,0
1222,35,5,MDD,1.9599639845400545,256,142,114,109,102,40,5,0,0,256,147,45,5,0,0
1223,35,5,SCZ,1.9599639845400545,356,206,150,158,146,46,6,0,0,356,198,52,6,0,0
1224,36,0,ADHD,1.9599639845400545,256,186,70,169,71,14,2,0,0,256,87,16,2,0,0
1225,36,0,ALC,1.9599639845400545,249,169,80,145,90,13,1,0,0,249,104,14,1,0,0
1226,36,0,ANX,1.9599639845400545,272,191,81,187,66,19,0,0,0,272,85,19,0,0,0
1227,36,0,BIP,1.9599639845400545,252,167,85,168,65,18,1,0,0,252,84,19,1,0,0
1228,36,0,MDD,1.9599639845400545,235,149,86,147,70,16,2,0,0,235,88,18,2,0,0
1229,36,0,SCZ,1.9599639845400545,281,182,99,181,82,16,2,0,0,281,100,18,2,0,0
1230,36,1,ADHD,1.9599639845400545,325,207,118,194,100,27,3,1,0,325,131,31,4,1,0
1231,36,1,ALC,1.9599639845400545,268,172,96,163,81,20,3,1,0,268,105,24,4,1,0
1232,36,1,ANX,1.9599639845400545,315,201,114,176,106,29,3,1,0,315,139,33,4,1,0
1233,36,1,BIP,1.9599639845400545,280,174,106,156,93,27,3,1,0,280,124,31,4,1,0
1234,36,1,MDD,1.9599639845400545,243,148,95,149,69,23,1,1,0,243,94,25,2,1,0
1235,36,1,SCZ,1.9599639845400545,267,179,88,161,79,24,3,0,0,267,106,27,3,0,0
1236,36,2,ADHD,1.9599639845400545,329,203,126,189,113,25,2,0,0,329,140,27,2,0,0
1237,36,2,ALC,1.9599639845400545,288,179,109,156,103,28,1,0,0,288,132,29,1,0,0
1238,36,2,ANX,1.9599639845400545,325,201,124,188,109,26,2,0,0,325,137,28,2,0,0
1239,36,2,BIP,1.9599639845400545,256,177,79,161,78,15,2,0,0,256,95,17,2,0,0
1240,36,2,MDD,1.9599639845400545,268,167,101,152,96,18,2,0,0,268,116,20,2,0,0
1241,36,2,SCZ,1.9599639845400545,300,188,112,167,107,23,3,0,0,300,133,26,3,0,0
1242,36,3,ADHD,1.9599639845400545,359,206,153,175,153,25,6,0,0,359,184,31,6,0,0
1243,36,3,ALC,1.9599639845400545,310,183,127,165,116,24,5,0,0,310,145,29,5,0,0
1244,36,3,ANX,1.9599639845400545,316,200,116,160,124,27,5,0,0,316,156,32,5,0,0
1245,36,3,BIP,1.9599639845400545,286,187,99,159,107,15,5,0,0,286,127,20,5,0,0
1246,36,3,MDD,1.9599639845400545,278,159,119,149,108,18,3,0,0,278,129,21,3,0,0
1247,36,3,SCZ,1.9599639845400545,321,193,128,158,130,29,4,0,0,321,163,33,4,0,0
1248,36,4,ADHD,1.9599639845400545,363,211,152,173,137,44,9,0,0,363,190,53,9,0,0
1249,36,4,ALC,1.9599639845400545,308,176,132,142,123,36,7,0,0,308,166,43,7,0,0
1250,36,4,ANX,1.9599639845400545,382,204,178,180,150,45,7,0,0,382,202,52,7,0,0
1251,36,4,BIP,1.9599639845400545,289,173,116,142,113,29,5,0,0,289,147,34,5,0,0
1252,36,4,MDD,1.9599639845400545,285,164,121,164,81,34,6,0,0,285,121,40,6,0,0
1253,36,4,SCZ,1.9599639845400545,344,205,139,164,128,46,6,0,0,344,180,52,6,0,0
1254,36,5,ADHD,1.9599639845400545,391,210,181,193,143,43,10,2,0,391,198,55,12,2,0
1255,36,5,ALC,1.9599639845400545,301,187,114,142,112,38,7,2,0,301,159,47,9,2,0
1256,36,5,ANX,1.9599639845400545,347,203,144,168,117,52,8,2,0,347,179,62,10,2,0
1257,36,5,BIP,1.9599639845400545,294,167,127,155,100,31,7,1,0,294,139,39,8,1,0
1258,36,5,MDD,1.9599639845400545,250,145,105,114,94,37,4,1,0,250,136,42,5,1,0
1259,36,5,SCZ,1.9599639845400545,353,199,154,155,134,54,8,2,0,353,198,64,10,2,0
1260,37,0,ADHD,1.9599639845400545,290,202,88,176,96,18,0,0,0,290,114,18,0,0,0
1261,37,0,ALC,1.9599639845400545,252,176,76,156,80,15,1,0,0,252,96,16,1,0,0
1262,37,0,ANX,1.9599639845400545,267,173,94,160,83,23,1,0,0,267,107,24,1,0,0
1263,37,0,BIP,1.9599639845400545,253,172,81,162,71,19,1,0,0,253,91,20,1,0,0
1264,37,0,MDD,1.9599639845400545,264,170,94,171,75,18,0,0,0,264,93,18,0,0,0
1265,37,0,SCZ,1.9599639845400545,269,186,83,185,71,12,1,0,0,269,84,13,1,0,0
1266,37,1,ADHD,1.9599639845400545,340,220,120,198,116,24,2,0,0,340,142,26,2,0,0
1267,37,1,ALC,1.9599639845400545,297,194,103,178,99,17,3,0,0,297,119,20,3,0,0
1268,37,1,ANX,1.9599639845400545,297,188,109,166,108,20,3,0,0,297,131,23,3,0,0
1269,37,1,BIP,1.9599639845400545,286,178,108,160,104,20,2,0,0,286,126,22,2,0,0
1270,37,1,MDD,1.9599639845400545,252,164,88,139,87,25,1,0,0,252,113,26,1,0,0
1271,37,1,SCZ,1.9599639845400545,287,189,98,183,86,17,1,0,0,287,104,18,1,0,0
1272,37,2,ADHD,1.9599639845400545,384,227,157,212,137,30,4,1,0,384,172,35,5,1,0
1273,37,2,ALC,1.9599639845400545,339,204,135,180,122,31,5,1,0,339,159,37,6,1,0
1274,37,2,ANX,1.9599639845400545,309,181,128,169,108,28,3,1,0,309,140,32,4,1,0
1275,37,2,BIP,1.9599639845400545,291,186,105,155,102,28,5,1,0,291,136,34,6,1,0
1276,37,2,MDD,1.9599639845400545,284,169,115,143,106,32,3,0,0,284,141,35,3,0,0
1277,37,2,SCZ,1.9599639845400545,304,187,117,157,111,31,4,1,0,304,147,36,5,1,0
1278,37,3,ADHD,1.9599639845400545,414,228,186,199,165,40,10,0,0,414,215,50,10,0,0
1279,37,3,ALC,1.9599639845400545,345,204,141,163,138,37,7,0,0,345,182,44,7,0,0
1280,37,3,ANX,1.9599639845400545,316,196,120,147,140,25,4,0,0,316,169,29,4,0,0
1281,37,3,BIP,1.9599639845400545,326,201,125,167,127,26,6,0,0,326,159,32,6,0,0
1282,37,3,MDD,1.9599639845400545,266,160,106,129,107,24,6,0,0,266,137,30,6,0,0
1283,37,3,SCZ,1.9599639845400545,321,194,127,159,121,34,7,0,0,321,162,41,7,0,0
1284,37,4,ADHD,1.9599639845400545,419,235,184,190,173,45,10,1,0,419,229,56,11,1,0
1285,37,4,ALC,1.9599639845400545,321,206,115,144,135,31,10,1,0,321,177,42,11,1,0
1286,37,4,ANX,1.9599639845400545,338,187,151,166,133,29,9,1,0,338,172,39,10,1,0
1287,37,4,BIP,1.9599639845400545,300,191,109,168,91,29,11,1,0,300,132,41,12,1,0
1288,37,4,MDD,1.9599639845400545,278,161,117,133,104,33,7,1,0,278,145,41,8,1,0
1289,37,4,SCZ,1.9599639845400545,320,187,133,159,130,22,9,0,0,320,161,31,9,0,0
1290,37,5,ADHD,1.9599639845400545,463,246,217,212,170,68,12,1,0,463,251,81,13,1,0
1291,37,5,ALC,1.9599639845400545,333,195,138,131,127,61,12,2,0,333,202,75,14,2,0
1292,37,5,ANX,1.9599639845400545,347,204,143,151,137,45,13,1,0,347,196,59,14,1,0
1293,37,5,BIP,1.9599639845400545,316,187,129,144,104,54,12,2,0,316,172,68,14,2,0
1294,37,5,MDD,1.9599639845400545,302,177,125,140,105,43,12,2,0,302,162,57,14,2,0
1295,37,5,SCZ,1.9599639845400545,340,202,138,151,125,47,15,2,0,340,189,64,17,2,0
1296,38,0,ADHD,1.9599639845400545,311,218,93,198,102,11,0,0,0,311,113,11,0,0,0
1297,38,0,ALC,1.9599639845400545,245,161,84,146,86,13,0,0,0,245,99,13,0,0,0
1298,38,0,ANX,1.9599639845400545,253,181,72,161,80,11,1,0,0,253,92,12,1,0,0
1299,38,0,BIP,1.9599639845400545,275,179,96,172,93,9,1,0,0,275,103,10,1,0,0
1300,38,0,MDD,1.9599639845400545,249,171,78,155,84,9,1,0,0,249,94,10,1,0,0
1301,38,0,SCZ,1.9599639845400545,280,188,92,172,97,10,1,0,0,280,108,11,1,0,0
1302,38,1,ADHD,1.9599639845400545,348,223,125,198,126,20,4,0,0,348,150,24,4,0,0
1303,38,1,ALC,1.9599639845400545,283,176,107,149,111,22,1,0,0,283,134,23,1,0,0
1304,38,1,ANX,1.9599639845400545,306,203,103,179,103,23,1,0,0,306,127,24,1,0,0
1305,38,1,BIP,1.9599639845400545,286,176,110,154,108,21,3,0,0,286,132,24,3,0,0
1306,38,1,MDD,1.9599639845400545,246,171,75,148,78,17,3,0,0,246,98,20,3,0,0
1307,38,1,SCZ,1.9599639845400545,291,187,104,166,98,23,4,0,0,291,125,27,4,0,0
1308,38,2,ADHD,1.9599639845400545,423,233,190,230,155,30,8,0,0,423,193,38,8,0,0
1309,38,2,ALC,1.9599639845400545,293,177,116,157,105,23,8,0,0,293,136,31,8,0,0
1310,38,2,ANX,1.9599639845400545,327,211,116,186,114,20,7,0,0,327,141,27,7,0,0
1311,38,2,BIP,1.9599639845400545,282,175,107,151,104,21,6,0,0,282,131,27,6,0,0
1312,38,2,MDD,1.9599639845400545,272,178,94,144,97,25,6,0,0,272,128,31,6,0,0
1313,38,2,SCZ,1.9599639845400545,345,196,149,176,139,25,5,0,0,345,169,30,5,0,0
1314,38,3,ADHD,1.9599639845400545,437,243,194,216,166,48,6,1,0,437,221,55,7,1,0
1315,38,3,ALC,1.9599639845400545,312,177,135,156,115,35,6,0,0,312,156,41,6,0,0
1316,38,3,ANX,1.9599639845400545,345,210,135,174,127,36,7,1,0,345,171,44,8,1,0
1317,38,3,BIP,1.9599639845400545,292,181,111,131,113,42,5,1,0,292,161,48,6,1,0
1318,38,3,MDD,1.9599639845400545,286,167,119,128,109,39,9,1,0,286,158,49,10,1,0
1319,38,3,SCZ,1.9599639845400545,349,195,154,141,154,46,7,1,0,349,208,54,8,1,0
1320,38,4,ADHD,1.9599639845400545,464,231,233,202,189,57,12,4,0,464,262,73,16,4,0
1321,38,4,ALC,1.9599639845400545,290,171,119,132,105,42,7,4,0,290,158,53,11,4,0
1322,38,4,ANX,1.9599639845400545,345,206,139,162,120,48,11,4,0,345,183,63,15,4,0
1323,38,4,BIP,1.9599639845400545,291,181,110,149,98,31,8,5,0,291,142,44,13,5,0
1324,38,4,MDD,1.9599639845400545,299,172,127,148,95,40,13,3,0,299,151,56,16,3,0
1325,38,4,SCZ,1.9599639845400545,372,205,167,162,143,49,13,5,0,372,210,67,18,5,0
1326,38,5,ADHD,1.9599639845400545,466,230,236,194,190,70,10,2,0,466,272,82,12,2,0
1327,38,5,ALC,1.9599639845400545,313,177,136,141,125,40,5,2,0,313,172,47,7,2,0
1328,38,5,ANX,1.9599639845400545,330,201,129,150,126,45,7,2,0,330,180,54,9,2,0
1329,38,5,BIP,1.9599639845400545,317,181,136,123,134,46,12,2,0,317,194,60,14,2,0
1330,38,5,MDD,1.9599639845400545,291,178,113,135,110,37,9,0,0,291,156,46,9,0,0
1331,38,5,SCZ,1.9599639845400545,389,213,176,180,145,53,9,2,0,389,209,64,11,2,0
1332,39,0,ADHD,1.9599639845400545,264,198,66,178,72,14,0,0,0,264,86,14,0,0,0
1333,39,0,ALC,1.9599639845400545,250,173,77,157,79,14,0,0,0,250,93,14,0,0,0
1334,39,0,ANX,1.9599639845400545,270,186,84,183,70,17,0,0,0,270,87,17,0,0,0
1335,39,0,BIP,1.9599639845400545,255,181,74,178,61,16,0,0,0,255,77,16,0,0,0
1336,39,0,MDD,1.9599639845400545,214,147,67,140,63,11,0,0,0,214,74,11,0,0,0
1337,39,0,SCZ,1.9599639845400545,299,195,104,201,83,15,0,0,0,299,98,15,0,0,0
1338,39,1,ADHD,1.9599639845400545,350,214,136,191,132,22,5,0,0,350,159,27,5,0,0
1339,39,1,ALC,1.9599639845400545,286,185,101,169,102,13,2,0,0,286,117,15,2,0,0
1340,39,1,ANX,1.9599639845400545,293,196,97,173,93,23,4,0,0,293,120,27,4,0,0
1341,39,1,BIP,1.9599639845400545,286,178,108,173,89,21,3,0,0,286,113,24,3,0,0
1342,39,1,MDD,1.9599639845400545,261,148,113,139,99,19,4,0,0,261,122,23,4,0,0
1343,39,1,SCZ,1.9599639845400545,293,199,94,173,99,19,2,0,0,293,120,21,2,0,0
1344,39,2,ADHD,1.9599639845400545,370,219,151,184,138,42,5,1,0,370,186,48,6,1,0
1345,39,2,ALC,1.9599639845400545,314,189,125,175,95,38,5,1,0,314,139,44,6,1,0
1346,39,2,ANX,1.9599639845400545,317,202,115,157,105,49,5,1,0,317,160,55,6,1,0
1347,39,2,BIP,1.9599639845400545,283,176,107,155,92,33,3,0,0,283,128,36,3,0,0
1348,39,2,MDD,1.9599639845400545,272,157,115,149,89,28,5,1,0,272,123,34,6,1,0
1349,39,2,SCZ,1.9599639845400545,362,213,149,201,117,38,5,1,0,362,161,44,6,1,0
1350,39,3,ADHD,1.9599639845400545,400,225,175,198,155,42,5,0,0,400,202,47,5,0,0
1351,39,3,ALC,1.9599639845400545,312,186,126,152,129,26,5,0,0,312,160,31,5,0,0
1352,39,3,ANX,1.9599639845400545,322,198,124,162,122,34,4,0,0,322,160,38,4,0,0
1353,39,3,BIP,1.9599639845400545,300,183,117,167,94,38,1,0,0,300,133,39,1,0,0
