,seed,gen,pheno,threshold,hits,true_positives,false_positives,coloc1,coloc2,coloc3,coloc4,coloc5,coloc6,coloc1pp,coloc2pp,coloc3pp,coloc4pp,coloc5pp,coloc6pp
798,24,1,ADHD,1.9599639845400545,347,221,126,190,128,28,1,0,0,347,157,29,1,0,0
799,24,1,ALC,1.9599639845400545,282,173,109,161,98,21,2,0,0,282,121,23,2,0,0
800,24,1,ANX,1.9599639845400545,306,203,103,183,96,24,3,0,0,306,123,27,3,0,0
801,24,1,BIP,1.9599639845400545,269,156,113,151,96,20,2,0,0,269,118,22,2,0,0
802,24,1,MDD,1.9599639845400545,279,178,101,153,96,28,2,0,0,279,126,30,2,0,0
803,24,1,SCZ,1.9599639845400545,329,206,123,182,122,23,2,0,0,329,147,25,2,0,0
804,24,2,ADHD,1.9599639845400545,403,228,175,194,166,36,7,0,0,403,209,43,7,0,0
805,24,2,ALC,1.9599639845400545,316,186,130,172,114,26,4,0,0,316,144,30,4,0,0
806,24,2,ANX,1.9599639845400545,311,199,112,158,121,26,6,0,0,311,153,32,6,0,0
807,24,2,BIP,1.9599639845400545,270,170,100,144,99,19,8,0,0,270,126,27,8,0,0
808,24,2,MDD,1.9599639845400545,290,177,113,147,108,27,8,0,0,290,143,35,8,0,0
809,24,2,SCZ,1.9599639845400545,334,194,140,181,118,28,7,0,0,334,153,35,7,0,0
810,24,3,ADHD,1.9599639845400545,382,225,157,211,136,32,3,0,0,382,171,35,3,0,0
811,24,3,ALC,1.9599639845400545,299,193,106,175,96,24,4,0,0,299,124,28,4,0,0
812,24,3,ANX,1.9599639845400545,312,187,125,156,123,28,5,0,0,312,156,33,5,0,0
813,24,3,BIP,1.9599639845400545,287,173,114,154,105,24,4,0,0,287,133,28,4,0,0
814,24,3,MDD,1.9599639845400545,292,188,104,141,125,24,2,0,0,292,151,26,2,0,0
815,24,3,SCZ,1.9599639845400545,337,205,132,181,123,27,6,0,0,337,156,33,6,0,0
816,24,4,ADHD,1.9599639845400545,423,233,190,197,169,47,10,0,0,423,226,57,10,0,0
817,24,4,ALC,1.9599639845400545,291,187,104,148,106,30,7,0,0,291,143,37,7,0,0
818,24,4,ANX,1.9599639845400545,329,194,135,168,121,33,7,0,0,329,161,40,7,0,0
819,24,4,BIP,1.9599639845400545,286,169,117,133,112,30,11,0,0,286,153,41,11,0,0
820,24,4,MDD,1.9599639845400545,317,190,127,154,120,34,9,0,0,317,163,43,9,0,0
821,24,4,SCZ,1.9599639845400545,351,207,144,181,120,42,8,0,0,351,170,50,8,0,0
822,24,5,ADHD,1.9599639845400545,439,239,200,178,187,63,11,0,0,439,261,74,11,0,0
823,24,5,ALC,1.9599639845400545,323,184,139,130,141,43,9,0,0,323,193,52,9,0,0
824,24,5,ANX,1.9599639845400545,326,205,121,151,124,43,8,0,0,326,175,51,8,0,0
825,24,5,BIP,1.9599639845400545,332,179,153,135,140,47,10,0,0,332,197,57,10,0,0
826,24,5,MDD,1.9599639845400545,320,184,136,141,128,46,5,0,0,320,179,51,5,0,0
827,24,5,SCZ,1.9599639845400545,346,209,137,154,134,49,9,0,0,346,192,58,9,0,0
828,25,0,ADHD,1.9599639845400545,281,191,90,179,81,21,0,0,0,281,102,21,0,0,0
829,25,0,ALC,1.9599639845400545,246,169,77,152,81,13,0,0,0,246,94,13,0,0,0
830,25,0,ANX,1.9599639845400545,281,192,89,183,80,18,0,0,0,281,98,18,0,0,0
831,25,0,BIP,1.9599639845400545,274,188,86,168,86,20,0,0,0,274,106,20,0,0,0
832,25,0,MDD,1.9599639845400545,248,175,73,170,67,11,0,0,0,248,78,11,0,0,0
833,25,0,SCZ,1.9599639845400545,284,204,80,189,73,22,0,0,0,284,95,22,0,0,0
834,25,1,ADHD,1.9599639845400545,303,200,103,182,103,15,3,0,0,303,121,18,3,0,0
835,25,1,ALC,1.9599639845400545,292,184,108,169,103,16,4,0,0,292,123,20,4,0,0
836,25,1,ANX,1.9599639845400545,320,202,118,172,125,20,3,0,0,320,148,23,3,0,0
837,25,1,BIP,1.9599639845400545,306,199,107,156,130,17,3,0,0,306,150,20,3,0,0
838,25,1,MDD,1.9599639845400545,283,175,108,137,124,19,3,0,0,283,146,22,3,0,0
839,25,1,SCZ,1.9599639845400545,321,208,113,173,129,15,4,0,0,321,148,19,4,0,0
840,25,2,ADHD,1.9599639845400545,323,195,128,175,115,33,0,0,0,323,148,33,0,0,0
841,25,2,ALC,1.9599639845400545,303,190,113,165,109,29,0,0,0,303,138,29,0,0,0
842,25,2,ANX,1.9599639845400545,345,199,146,191,124,30,0,0,0,345,154,30,0,0,0
843,25,2,BIP,1.9599639845400545,313,191,122,163,114,36,0,0,0,313,150,36,0,0,0
844,25,2,MDD,1.9599639845400545,276,167,109,140,106,30,0,0,0,276,136,30,0,0,0
845,25,2,SCZ,1.9599639845400545,334,216,118,166,140,28,0,0,0,334,168,28,0,0,0
846,25,3,ADHD,1.9599639845400545,319,200,119,167,125,24,3,0,0,319,152,27,3,0,0
847,25,3,ALC,1.9599639845400545,317,190,127,173,109,31,4,0,0,317,144,35,4,0,0
848,25,3,ANX,1.9599639845400545,353,215,138,188,130,29,6,0,0,353,165,35,6,0,0
849,25,3,BIP,1.9599639845400545,321,179,142,152,139,26,4,0,0,321,169,30,4,0,0
850,25,3,MDD,1.9599639845400545,292,173,119,144,119,26,3,0,0,292,148,29,3,0,0
851,25,3,SCZ,1.9599639845400545,354,205,149,172,140,38,4,0,0,354,182,42,4,0,0
852,25,4,ADHD,1.9599639845400545,342,214,128,169,131,37,3,2,0,342,173,42,5,2,0
853,25,4,ALC,1.9599639845400545,332,194,138,170,117,39,4,2,0,332,162,45,6,2,0
854,25,4,ANX,1.9599639845400545,381,215,166,202,137,36,5,1,0,381,179,42,6,1,0
855,25,4,BIP,1.9599639845400545,328,193,135,162,124,37,4,1,0,328,166,42,5,1,0
856,25,4,MDD,1.9599639845400545,274,170,104,130,110,26,6,2,0,274,144,34,8,2,0
857,25,4,SCZ,1.9599639845400545,363,221,142,181,139,35,6,2,0,363,182,43,8,2,0
858,25,5,ADHD,1.9599639845400545,375,206,169,163,162,43,6,1,0,375,212,50,7,1,0
859,25,5,ALC,1.9599639845400545,320,195,125,159,121,31,8,1,0,320,161,40,9,1,0
860,25,5,ANX,1.9599639845400545,360,210,150,156,149,47,7,1,0,360,204,55,8,1,0
861,25,5,BIP,1.9599639845400545,337,192,145,160,139,32,6,0,0,337,177,38,6,0,0
862,25,5,MDD,1.9599639845400545,283,174,109,141,108,26,7,1,0,283,142,34,8,1,0
863,25,5,SCZ,1.9599639845400545,357,211,146,182,131,37,6,1,0,357,175,44,7,1,0
864,26,0,ADHD,1.9599639845400545,302,218,84,194,91,15,2,0,0,302,108,17,2,0,0
865,26,0,ALC,1.9599639845400545,266,177,89,158,93,14,1,0,0,266,108,15,1,0,0
866,26,0,ANX,1.9599639845400545,279,187,92,182,80,16,1,0,0,279,97,17,1,0,0
867,26,0,BIP,1.9599639845400545,276,210,66,174,89,11,2,0,0,276,102,13,2,0,0
868,26,0,MDD,1.9599639845400545,236,152,84,142,80,14,0,0,0,236,94,14,0,0,0
869,26,0,SCZ,1.9599639845400545,275,185,90,174,85,14,2,0,0,275,101,16,2,0,0
870,26,1,ADHD,1.9599639845400545,353,227,126,211,116,26,0,0,0,353,142,26,0,0,0
871,26,1,ALC,1.9599639845400545,325,192,133,175,116,34,0,0,0,325,150,34,0,0,0
872,26,1,ANX,1.9599639845400545,290,189,101,155,110,25,0,0,0,290,135,25,0,0,0
873,26,1,BIP,1.9599639845400545,328,221,107,192,110,26,0,0,0,328,136,26,0,0,0
874,26,1,MDD,1.9599639845400545,249,158,91,140,88,21,0,0,0,249,109,21,0,0,0
875,26,1,SCZ,1.9599639845400545,301,202,99,174,106,21,0,0,0,301,127,21,0,0,0
876,26,2,ADHD,1.9599639845400545,361,217,144,179,149,28,5,0,0,361,182,33,5,0,0
877,26,2,ALC,1.9599639845400545,304,185,119,161,111,24,8,0,0,304,143,32,8,0,0
878,26,2,ANX,1.9599639845400545,321,200,121,161,132,21,7,0,0,321,160,28,7,0,0
879,26,2,BIP,1.9599639845400545,330,202,128,181,121,24,4,0,0,330,149,28,4,0,0
880,26,2,MDD,1.9599639845400545,250,160,90,132,91,22,5,0,0,250,118,27,5,0,0
881,26,2,SCZ,1.9599639845400545,351,202,149,189,130,25,7,0,0,351,162,32,7,0,0
882,26,3,ADHD,1.9599639845400545,392,226,166,175,155,53,8,1,0,392,217,62,9,1,0
883,26,3,ALC,1.9599639845400545,310,185,125,146,117,39,7,1,0,310,164,47,8,1,0
884,26,3,ANX,1.9599639845400545,355,206,149,168,132,49,6,0,0,355,187,55,6,0,0
885,26,3,BIP,1.9599639845400545,377,217,160,182,135,54,5,1,0,377,195,60,6,1,0
886,26,3,MDD,1.9599639845400545,282,165,117,133,111,30,7,1,0,282,149,38,8,1,0
887,26,3,SCZ,1.9599639845400545,375,208,167,177,136,54,7,1,0,375,198,62,8,1,0
888,26,4,ADHD,1.9599639845400545,405,235,170,172,158,57,17,1,0,405,233,75,18,1,0
889,26,4,ALC,1.9599639845400545,350,185,165,159,140,38,12,1,0,350,191,51,13,1,0
890,26,4,ANX,1.9599639845400545,372,216,156,150,161,46,14,1,0,372,222,61,15,1,0
891,26,4,BIP,1.9599639845400545,373,211,162,153,165,41,13,1,0,373,220,55,14,1,0
892,26,4,MDD,1.9599639845400545,312,177,135,144,119,38,11,0,0,312,168,49,11,0,0
893,26,4,SCZ,1.9599639845400545,362,210,152,163,141,44,13,1,0,362,199,58,14,1,0
894,26,5,ADHD,1.9599639845400545,431,234,197,192,157,68,13,1,0,431,239,82,14,1,0
895,26,5,ALC,1.9599639845400545,336,199,137,156,119,50,10,1,0,336,180,61,11,1,0
896,26,5,ANX,1.9599639845400545,367,211,156,160,142,50,14,1,0,367,207,65,15,1,0
897,26,5,BIP,1.9599639845400545,368,216,152,173,136,47,11,1,0,368,195,59,12,1,0
898,26,5,MDD,1.9599639845400545,290,172,118,141,96,43,9,1,0,290,149,53,10,1,0
899,26,5,SCZ,1.9599639845400545,394,219,175,143,180,60,11,0,0,394,251,71,11,0,0
900,27,0,ADHD,1.9599639845400545,302,215,87,208,88,5,1,0,0,302,94,6,1,0,0
901,27,0,ALC,1.9599639845400545,254,181,73,174,75,5,0,0,0,254,80,5,0,0,0
902,27,0,ANX,1.9599639845400545,278,194,84,179,87,11,1,0,0,278,99,12,1,0,0
903,27,0,BIP,1.9599639845400545,279,209,70,200,72,7,0,0,0,279,79,7,0,0,0
904,27,0,MDD,1.9599639845400545,224,152,72,136,79,8,1,0,0,224,88,9,1,0,0
905,27,0,SCZ,1.9599639845400545,265,180,85,169,83,12,1,0,0,265,96,13,1,0,0
906,27,1,ADHD,1.9599639845400545,361,231,130,214,119,25,2,1,0,361,147,28,3,1,0
907,27,1,ALC,1.9599639845400545,296,192,104,161,113,19,3,0,0,296,135,22,3,0,0
908,27,1,ANX,1.9599639845400545,322,202,120,179,114,25,3,1,0,322,143,29,4,1,0
909,27,1,BIP,1.9599639845400545,323,208,115,182,118,20,2,1,0,323,141,23,3,1,0
910,27,1,MDD,1.9599639845400545,252,156,96,126,96,27,2,1,0,252,126,30,3,1,0
911,27,1,SCZ,1.9599639845400545,317,194,123,162,126,28,0,1,0,317,155,29,1,1,0
912,27,2,ADHD,1.9599639845400545,417,235,182,213,148,47,9,0,0,417,204,56,9,0,0
913,27,2,ALC,1.9599639845400545,315,199,116,159,110,36,10,0,0,315,156,46,10,0,0
914,27,2,ANX,1.9599639845400545,316,204,112,156,125,28,7,0,0,316,160,35,7,0,0
915,27,2,BIP,1.9599639845400545,330,209,121,170,123,31,6,0,0,330,160,37,6,0,0
916,27,2,MDD,1.9599639845400545,282,172,110,148,105,22,7,0,0,282,134,29,7,0,0
917,27,2,SCZ,1.9599639845400545,330,204,126,175,119,31,5,0,0,330,155,36,5,0,0
918,27,3,ADHD,1.9599639845400545,447,231,216,199,180,62,6,0,0,447,248,68,6,0,0
919,27,3,ALC,1.9599639845400545,331,205,126,175,112,38,6,0,0,331,156,44,6,0,0
920,27,3,ANX,1.9599639845400545,348,212,136,157,128,55,8,0,0,348,191,63,8,0,0
921,27,3,BIP,1.9599639845400545,331,199,132,154,136,34,7,0,0,331,177,41,7,0,0
922,27,3,MDD,1.9599639845400545,253,158,95,101,104,42,6,0,0,253,152,48,6,0,0
923,27,3,SCZ,1.9599639845400545,360,205,155,175,124,54,7,0,0,360,185,61,7,0,0
924,27,4,ADHD,1.9599639845400545,443,237,206,200,177,59,7,0,0,443,243,66,7,0,0
925,27,4,ALC,1.9599639845400545,322,200,122,146,134,37,5,0,0,322,176,42,5,0,0
926,27,4,ANX,1.9599639845400545,347,208,139,162,135,43,7,0,0,347,185,50,7,0,0
927,27,4,BIP,1.9599639845400545,342,197,145,170,126,42,4,0,0,342,172,46,4,0,0
928,27,4,MDD,1.9599639845400545,296,171,125,131,114,48,3,0,0,296,165,51,3,0,0
929,27,4,SCZ,1.9599639845400545,349,206,143,167,138,38,6,0,0,349,182,44,6,0,0
930,27,5,ADHD,1.9599639845400545,444,240,204,184,175,69,15,1,0,444,260,85,16,1,0
931,27,5,ALC,1.9599639845400545,343,207,136,159,114,55,14,1,0,343,184,70,15,1,0
932,27,5,ANX,1.9599639845400545,368,216,152,154,139,66,8,1,0,368,214,75,9,1,0
933,27,5,BIP,1.9599639845400545,365,205,160,152,141,62,9,1,0,365,213,72,10,1,0
934,27,5,MDD,1.9599639845400545,306,188,118,140,106,54,5,1,0,306,166,60,6,1,0
935,27,5,SCZ,1.9599639845400545,389,215,174,164,141,75,9,0,0,389,225,84,9,0,0
936,28,0,ADHD,1.9599639845400545,277,211,66,193,76,8,0,0,0,277,84,8,0,0,0
937,28,0,ALC,1.9599639845400545,256,168,88,162,86,8,0,0,0,256,94,8,0,0,0
938,28,0,ANX,1.9599639845400545,283,204,79,184,87,12,0,0,0,283,99,12,0,0,0
939,28,0,BIP,1.9599639845400545,287,205,82,186,96,5,0,0,0,287,101,5,0,0,0
940,28,0,MDD,1.9599639845400545,217,149,68,130,79,8,0,0,0,217,87,8,0,0,0
941,28,0,SCZ,1.9599639845400545,278,191,87,185,86,7,0,0,0,278,93,7,0,0,0
942,28,1,ADHD,1.9599639845400545,348,214,134,210,112,25,1,0,0,348,138,26,1,0,0
943,28,1,ALC,1.9599639845400545,270,172,98,151,94,25,0,0,0,270,119,25,0,0,0
944,28,1,ANX,1.9599639845400545,324,201,123,193,102,28,1,0,0,324,131,29,1,0,0
945,28,1,BIP,1.9599639845400545,328,208,120,197,103,27,1,0,0,328,131,28,1,0,0
946,28,1,MDD,1.9599639845400545,244,156,88,131,93,20,0,0,0,244,113,20,0,0,0
947,28,1,SCZ,1.9599639845400545,297,196,101,159,112,25,1,0,0,297,138,26,1,0,0
948,28,2,ADHD,1.9599639845400545,366,218,148,186,146,33,1,0,0,366,180,34,1,0,0
949,28,2,ALC,1.9599639845400545,302,191,111,168,110,24,0,0,0,302,134,24,0,0,0
950,28,2,ANX,1.9599639845400545,328,203,125,162,134,32,0,0,0,328,166,32,0,0,0
951,28,2,BIP,1.9599639845400545,359,211,148,187,135,36,1,0,0,359,172,37,1,0,0
952,28,2,MDD,1.9599639845400545,261,163,98,137,97,26,1,0,0,261,124,27,1,0,0
953,28,2,SCZ,1.9599639845400545,319,201,118,151,138,29,1,0,0,319,168,30,1,0,0
954,28,3,ADHD,1.9599639845400545,405,230,175,201,148,49,7,0,0,405,204,56,7,0,0
955,28,3,ALC,1.9599639845400545,325,191,134,161,120,38,6,0,0,325,164,44,6,0,0
956,28,3,ANX,1.9599639845400545,364,211,153,179,137,40,8,0,0,364,185,48,8,0,0
957,28,3,BIP,1.9599639845400545,336,222,114,172,125,31,8,0,0,336,164,39,8,0,0
958,28,3,MDD,1.9599639845400545,256,155,101,109,105,38,4,0,0,256,147,42,4,0,0
959,28,3,SCZ,1.9599639845400545,347,207,140,147,143,50,7,0,0,347,200,57,7,0,0
960,28,4,ADHD,1.9599639845400545,397,231,166,181,148,56,12,0,0,397,216,68,12,0,0
961,28,4,ALC,1.9599639845400545,335,186,149,151,123,49,12,0,0,335,184,61,12,0,0
962,28,4,ANX,1.9599639845400545,403,227,176,191,154,48,10,0,0,403,212,58,10,0,0
963,28,4,BIP,1.9599639845400545,377,219,158,185,140,43,9,0,0,377,192,52,9,0,0
964,28,4,MDD,1.9599639845400545,266,149,117,110,113,34,9,0,0,266,156,43,9,0,0
965,28,4,SCZ,1.9599639845400545,366,204,162,152,154,52,8,0,0,366,214,60,8,0,0
966,28,5,ADHD,1.9599639845400545,440,239,201,190,173,60,16,1,0,440,250,77,17,1,0
967,28,5,ALC,1.9599639845400545,338,193,145,153,136,38,10,1,0,338,185,49,11,1,0
968,28,5,ANX,1.9599639845400545,377,218,159,165,139,56,16,1,0,377,212,73,17,1,0
969,28,5,BIP,1.9599639845400545,385,224,161,180,153,33,18,1,0,385,205,52,19,1,0
970,28,5,MDD,1.9599639845400545,265,160,105,117,103,37,8,0,0,265,148,45,8,0,0
971,28,5,SCZ,1.9599639845400545,364,206,158,150,136,61,16,1,0,364,214,78,17,1,0
972,29,0,ADHD,1.9599639845400545,296,215,81,194,88,11,3,0,0,296,102,14,3,0,0
973,29,0,ALC,1.9599639845400545,271,176,95,173,86,9,3,0,0,271,98,12,3,0,0
974,29,0,ANX,1.9599639845400545,265,182,83,187,72,6,0,0,0,265,78,6,0,0,0
975,29,0,BIP,1.9599639845400545,255,169,86,163,80,9,3,0,0,255,92,12,3,0,0
976,29,0,MDD,1.9599639845400545,267,177,90,170,82,13,2,0,0,267,97,15,2,0,0
977,29,0,SCZ,1.9599639845400545,280,184,96,174,96,9,1,0,0,280,106,10,1,0,0
978,29,1,ADHD,1.9599639845400545,350,224,126,198,127,25,0,0,0,350,152,25,0,0,0
979,29,1,ALC,1.9599639845400545,283,187,96,165,100,16,2,0,0,283,118,18,2,0,0
980,29,1,ANX,1.9599639845400545,307,201,106,181,105,20,1,0,0,307,126,21,1,0,0
981,29,1,BIP,1.9599639845400545,297,182,115,167,107,22,1,0,0,297,130,23,1,0,0
982,29,1,MDD,1.9599639845400545,276,168,108,147,108,19,2,0,0,276,129,21,2,0,0
983,29,1,SCZ,1.9599639845400545,326,199,127,182,115,27,2,0,0,326,144,29,2,0,0
984,29,2,ADHD,1.9599639845400545,369,228,141,190,134,36,9,0,0,369,179,45,9,0,0
985,29,2,ALC,1.9599639845400545,311,186,125,157,122,24,8,0,0,311,154,32,8,0,0
986,29,2,ANX,1.9599639845400545,331,204,127,178,113,31,9,0,0,331,153,40,9,0,0
987,29,2,BIP,1.9599639845400545,307,184,123,158,113,27,9,0,0,307,149,36,9,0,0
988,29,2,MDD,1.9599639845400545,274,173,101,150,97,25,2,0,0,274,124,27,2,0,0
989,29,2,SCZ,1.9599639845400545,333,196,137,182,113,31,7,0,0,333,151,38,7,0,0
990,29,3,ADHD,1.9599639845400545,395,235,160,196,151,46,2,0,0,395,199,48,2,0,0
991,29,3,ALC,1.9599639845400545,303,189,114,148,125,29,1,0,0,303,155,30,1,0,0
992,29,3,ANX,1.9599639845400545,351,212,139,186,133,30,2,0,0,351,165,32,2,0,0
993,29,3,BIP,1.9599639845400545,292,186,106,144,113,33,2,0,0,292,148,35,2,0,0
994,29,3,MDD,1.9599639845400545,289,179,110,136,118,32,3,0,0,289,153,35,3,0,0
995,29,3,SCZ,1.9599639845400545,365,212,153,174,152,37,2,0,0,365,191,39,2,0,0
996,29,4,ADHD,1.9599639845400545,436,233,203,212,155,62,7,0,0,436,224,69,7,0,0
997,29,4,ALC,1.9599639845400545,312,197,115,161,109,35,7,0,0,312,151,42,7,0,0
998,29,4,ANX,1.9599639845400545,353,201,152,160,134,51,8,0,0,353,193,59,8,0,0
999,29,4,BIP,1.9599639845400545,286,184,102,154,101,28,3,0,0,286,132,31,3,0,0
1000,29,4,MDD,1.9599639845400545,302,170,132,133,117,46,6,0,0,302,169,52,6,0,0
1001,29,4,SCZ,1.9599639845400545,335,210,125,152,132,42,9,0,0,335,183,51,9,0,0
1002,29,5,ADHD,1.9599639845400545,417,236,181,188,163,55,10,1,0,417,229,66,11,1,0
1003,29,5,ALC,1.9599639845400545,324,197,127,145,126,48,5,0,0,324,179,53,5,0,0
1004,29,5,ANX,1.9599639845400545,376,209,167,164,144,59,8,1,0,376,212,68,9,1,0
1005,29,5,BIP,1.9599639845400545,339,191,148,156,124,49,9,1,0,339,183,59,10,1,0
1006,29,5,MDD,1.9599639845400545,307,184,123,137,109,51,9,1,0,307,170,61,10,1,0
1007,29,5,SCZ,1.9599639845400545,377,201,176,160,150,59,7,1,0,377,217,67,8,1,0
1008,30,0,ADHD,1.9599639845400545,293,211,82,179,96,17,1,0,0,293,114,18,1,0,0
1009,30,0,ALC,1.9599639845400545,237,163,74,149,71,16,1,0,0,237,88,17,1,0,0
1010,30,0,ANX,1.9599639845400545,285,184,101,180,93,12,0,0,0,285,105,12,0,0,0
1011,30,0,BIP,1.9599639845400545,288,195,93,188,85,14,1,0,0,288,100,15,1,0,0
1012,30,0,MDD,1.9599639845400545,215,145,70,141,62,12,0,0,0,215,74,12,0,0,0
1013,30,0,SCZ,1.9599639845400545,272,194,78,170,91,10,1,0,0,272,102,11,1,0,0
1014,30,1,ADHD,1.9599639845400545,371,228,143,207,142,22,0,0,0,371,164,22,0,0,0
1015,30,1,ALC,1.9599639845400545,316,192,124,178,113,21,4,0,0,316,138,25,4,0,0
1016,30,1,ANX,1.9599639845400545,299,208,91,184,97,15,3,0,0,299,115,18,3,0,0
1017,30,1,BIP,1.9599639845400545,331,208,123,177,131,19,4,0,0,331,154,23,4,0,0
1018,30,1,MDD,1.9599639845400545,242,150,92,137,81,21,3,0,0,242,105,24,3,0,0
1019,30,1,SCZ,1.9599639845400545,295,203,92,168,106,19,2,0,0,295,127,21,2,0,0
1020,30,2,ADHD,1.9599639845400545,376,225,151,193,148,34,1,0,0,376,183,35,1,0,0
1021,30,2,ALC,1.9599639845400545,292,187,105,169,90,33,0,0,0,292,123,33,0,0,0
1022,30,2,ANX,1.9599639845400545,330,203,127,153,131,44,2,0,0,330,177,46,2,0,0
1023,30,2,BIP,1.9599639845400545,326,202,124,180,109,35,2,0,0,326,146,37,2,0,0
1024,30,2,MDD,1.9599639845400545,249,144,105,139,85,23,2,0,0,249,110,25,2,0,0
1025,30,2,SCZ,1.9599639845400545,316,204,112,180,103,32,1,0,0,316,136,33,1,0,0
1026,30,3,ADHD,1.9599639845400545,396,229,167,186,158,47,5,0,0,396,210,52,5,0,0
1027,30,3,ALC,1.9599639845400545,315,193,122,160,115,35,5,0,0,315,155,40,5,0,0
1028,30,3,ANX,1.9599639845400545,365,212,153,180,136,44,5,0,0,365,185,49,5,0,0
1029,30,3,BIP,1.9599639845400545,348,205,143,169,140,34,5,0,0,348,179,39,5,0,0
1030,30,3,MDD,1.9599639845400545,253,153,100,113,99,36,5,0,0,253,140,41,5,0,0
1031,30,3,SCZ,1.9599639845400545,337,195,142,150,136,44,7,0,0,337,187,51,7,0,0
1032,30,4,ADHD,1.9599639845400545,443,234,209,178,193,58,10,4,0,443,265,72,14,4,0
1033,30,4,ALC,1.9599639845400545,322,195,127,152,121,37,8,4,0,322,170,49,12,4,0
1034,30,4,ANX,1.9599639845400545,370,205,165,165,140,53,9,3,0,370,205,65,12,3,0
1035,30,4,BIP,1.9599639845400545,334,197,137,151,129,43,9,2,0,334,183,54,11,2,0
1036,30,4,MDD,1.9599639845400545,265,153,112,115,103,40,4,3,0,265,150,47,7,3,0
1037,30,4,SCZ,1.9599639845400545,366,201,165,148,154,48,12,4,0,366,218,64,16,4,0
1038,30,5,ADHD,1.9599639845400545,451,246,205,191,182,67,10,1,0,451,260,78,11,1,0
1039,30,5,ALC,1.9599639845400545,307,191,116,151,111,36,8,1,0,307,156,45,9,1,0
1040,30,5,ANX,1.9599639845400545,366,207,159,176,132,50,7,1,0,366,190,58,8,1,0
1041,30,5,BIP,1.9599639845400545,363,203,160,149,149,52,12,1,0,363,214,65,13,1,0
1042,30,5,MDD,1.9599639845400545,244,144,100,109,96,32,7,0,0,244,135,39,7,0,0
1043,30,5,SCZ,1.9599639845400545,361,214,147,154,146,48,12,1,0,361,207,61,13,1,0
1044,31,0,ADHD,1.9599639845400545,301,214,87,193,93,14,1,0,0,301,108,15,1,0,0
1045,31,0,ALC,1.9599639845400545,226,154,72,155,60,10,1,0,0,226,71,11,1,0,0
1046,31,0,ANX,1.9599639845400545,269,183,86,180,74,14,1,0,0,269,89,15,1,0,0
1047,31,0,BIP,1.9599639845400545,265,196,69,172,81,10,2,0,0,265,93,12,2,0,0
1048,31,0,MDD,1.9599639845400545,213,147,66,145,59,7,2,0,0,213,68,9,2,0,0
1049,31,0,SCZ,1.9599639845400545,297,202,95,179,109,8,1,0,0,297,118,9,1,0,0
1050,31,1,ADHD,1.9599639845400545,375,231,144,214,126,29,5,1,0,375,161,35,6,1,0
1051,31,1,ALC,1.9599639845400545,264,165,99,135,108,16,5,0,0,264,129,21,5,0,0
1052,31,1,ANX,1.9599639845400545,281,180,101,139,109,28,4,1,0,281,142,33,5,1,0
1053,31,1,BIP,1.9599639845400545,316,184,132,172,113,25,5,1,0,316,144,31,6,1,0
1054,31,1,MDD,1.9599639845400545,236,145,91,141,73,19,2,1,0,236,95,22,3,1,0
1055,31,1,SCZ,1.9599639845400545,326,198,128,179,113,30,3,1,0,326,147,34,4,1,0
1056,31,2,ADHD,1.9599639845400545,377,226,151,208,141,26,2,0,0,377,169,28,2,0,0
1057,31,2,ALC,1.9599639845400545,263,158,105,144,100,17,2,0,0,263,119,19,2,0,0
1058,31,2,ANX,1.9599639845400545,278,175,103,150,112,16,0,0,0,278,128,16,0,0,0
1059,31,2,BIP,1.9599639845400545,299,182,117,169,105,24,1,0,0,299,130,25,1,0,0
1060,31,2,MDD,1.9599639845400545,248,141,107,131,97,19,1,0,0,248,117,20,1,0,0
1061,31,2,SCZ,1.9599639845400545,336,212,124,201,109,24,2,0,0,336,135,26,2,0,0
1062,31,3,ADHD,1.9599639845400545,402,234,168,225,132,43,2,0,0,402,177,45,2,0,0
1063,31,3,ALC,1.9599639845400545,268,163,105,147,84,34,3,0,0,268,121,37,3,0,0
1064,31,3,ANX,1.9599639845400545,294,183,111,144,111,35,4,0,0,294,150,39,4,0,0
1065,31,3,BIP,1.9599639845400545,302,182,120,150,122,26,4,0,0,302,152,30,4,0,0
1066,31,3,MDD,1.9599639845400545,262,147,115,127,107,25,3,0,0,262,135,28,3,0,0
1067,31,3,SCZ,1.9599639845400545,351,209,142,169,146,32,4,0,0,351,182,36,4,0,0
1068,31,4,ADHD,1.9599639845400545,436,235,201,217,168,45,6,0,0,436,219,51,6,0,0
1069,31,4,ALC,1.9599639845400545,278,171,107,139,104,30,5,0,0,278,139,35,5,0,0
1070,31,4,ANX,1.9599639845400545,308,189,119,157,114,30,7,0,0,308,151,37,7,0,0
1071,31,4,BIP,1.9599639845400545,310,180,130,167,111,26,6,0,0,310,143,32,6,0,0
1072,31,4,MDD,1.9599639845400545,258,144,114,127,94,30,7,0,0,258,131,37,7,0,0
1073,31,4,SCZ,1.9599639845400545,345,206,139,166,137,37,5,0,0,345,179,42,5,0,0
1074,31,5,ADHD,1.9599639845400545,429,239,190,204,175,42,7,1,0,429,225,50,8,1,0
1075,31,5,ALC,1.9599639845400545,269,160,109,139,106,21,2,1,0,269,130,24,3,1,0
1076,31,5,ANX,1.9599639845400545,322,192,130,156,124,37,5,0,0,322,166,42,5,0,0
1077,31,5,BIP,1.9599639845400545,319,189,130,169,113,30,6,1,0,319,150,37,7,1,0
