"gen","scenario","seed","type","h2"
5,"5xAM",27,"True",0.264165337955876
0,"5xAM + VT (5%)",27,"True",0.253001350560306
1,"5xAM + VT (5%)",27,"True",0.227113923265087
2,"5xAM + VT (5%)",27,"True",0.220674616479058
3,"5xAM + VT (5%)",27,"True",0.218615215249909
4,"5xAM + VT (5%)",27,"True",0.216658764360246
5,"5xAM + VT (5%)",27,"True",0.216653427760253
0,"RM",28,"True",0.24502144132998
1,"RM",28,"True",0.244677376087433
2,"RM",28,"True",0.243600143838302
3,"RM",28,"True",0.243652589193157
4,"RM",28,"True",0.244385052415975
5,"RM",28,"True",0.24407201759208
0,"RM + VT (5%)",28,"True",0.244335223014988
1,"RM + VT (5%)",28,"True",0.233778206309474
2,"RM + VT (5%)",28,"True",0.229219915054764
3,"RM + VT (5%)",28,"True",0.229318226314029
4,"RM + VT (5%)",28,"True",0.228366799536986
5,"RM + VT (5%)",28,"True",0.227182674765156
0,"5xAM",28,"True",0.24546414731719
1,"5xAM",28,"True",0.249804880133074
2,"5xAM",28,"True",0.250725894811071
3,"5xAM",28,"True",0.254966736199702
4,"5xAM",28,"True",0.256422576910796
5,"5xAM",28,"True",0.259676811710234
0,"5xAM + VT (5%)",28,"True",0.244927326843754
1,"5xAM + VT (5%)",28,"True",0.220496554277849
2,"5xAM + VT (5%)",28,"True",0.213873028495697
3,"5xAM + VT (5%)",28,"True",0.211758536843922
4,"5xAM + VT (5%)",28,"True",0.210700130969452
5,"5xAM + VT (5%)",28,"True",0.213112091154228
0,"RM",29,"True",0.253112516028333
1,"RM",29,"True",0.254129110420549
2,"RM",29,"True",0.253423363749813
3,"RM",29,"True",0.254283676608506
4,"RM",29,"True",0.255477078534438
5,"RM",29,"True",0.254399614631237
0,"RM + VT (5%)",29,"True",0.253085100296178
1,"RM + VT (5%)",29,"True",0.242061396873377
2,"RM + VT (5%)",29,"True",0.237859068639529
3,"RM + VT (5%)",29,"True",0.235763929246282
4,"RM + VT (5%)",29,"True",0.23330101992456
5,"RM + VT (5%)",29,"True",0.237120900097099
0,"5xAM",29,"True",0.253080218577095
1,"5xAM",29,"True",0.258072077059602
2,"5xAM",29,"True",0.260585083108604
3,"5xAM",29,"True",0.26429149850958
4,"5xAM",29,"True",0.264679082533239
5,"5xAM",29,"True",0.269088600055143
0,"5xAM + VT (5%)",29,"True",0.253912123384191
1,"5xAM + VT (5%)",29,"True",0.229077022655473
2,"5xAM + VT (5%)",29,"True",0.220867035309649
3,"5xAM + VT (5%)",29,"True",0.219685082043872
4,"5xAM + VT (5%)",29,"True",0.218001269827563
5,"5xAM + VT (5%)",29,"True",0.221603093265594
0,"RM",3,"True",0.244651820398645
1,"RM",3,"True",0.245042398779278
2,"RM",3,"True",0.244366327351847
3,"RM",3,"True",0.244686212434849
4,"RM",3,"True",0.243896412585563
5,"RM",3,"True",0.243925782326604
0,"RM + VT (5%)",3,"True",0.244114897449876
1,"RM + VT (5%)",3,"True",0.233881021081749
2,"RM + VT (5%)",3,"True",0.22963338802698
3,"RM + VT (5%)",3,"True",0.229712957676954
4,"RM + VT (5%)",3,"True",0.226175236049739
5,"RM + VT (5%)",3,"True",0.22770441821643
0,"5xAM",3,"True",0.24405446196166
1,"5xAM",3,"True",0.249465577029318
2,"5xAM",3,"True",0.252017037468194
3,"5xAM",3,"True",0.255830034629287
4,"5xAM",3,"True",0.254715763590942
5,"5xAM",3,"True",0.259278696789174
0,"5xAM + VT (5%)",3,"True",0.24468108224036
1,"5xAM + VT (5%)",3,"True",0.220857614421058
2,"5xAM + VT (5%)",3,"True",0.213472073619115
3,"5xAM + VT (5%)",3,"True",0.212685947276473
4,"5xAM + VT (5%)",3,"True",0.21116012030699
5,"5xAM + VT (5%)",3,"True",0.213674511109886
0,"RM",30,"True",0.248393950474309
1,"RM",30,"True",0.247627667820043
2,"RM",30,"True",0.249015247296605
3,"RM",30,"True",0.249148447714655
4,"RM",30,"True",0.246628399224589
5,"RM",30,"True",0.254951584948865
0,"RM + VT (5%)",30,"True",0.248387021549877
1,"RM + VT (5%)",30,"True",0.237809117823049
2,"RM + VT (5%)",30,"True",0.232915214551903
3,"RM + VT (5%)",30,"True",0.232509377059884
4,"RM + VT (5%)",30,"True",0.232809086837356
5,"RM + VT (5%)",30,"True",0.237641012469869
0,"5xAM",30,"True",0.248126658520011
1,"5xAM",30,"True",0.252845568341026
2,"5xAM",30,"True",0.255490404152526
3,"5xAM",30,"True",0.258693135156436
4,"5xAM",30,"True",0.259095414645115
5,"5xAM",30,"True",0.267891277762003
0,"5xAM + VT (5%)",30,"True",0.248174051201631
1,"5xAM + VT (5%)",30,"True",0.223310600184597
2,"5xAM + VT (5%)",30,"True",0.216419355587647
3,"5xAM + VT (5%)",30,"True",0.215707924663182
4,"5xAM + VT (5%)",30,"True",0.216178559671475
5,"5xAM + VT (5%)",30,"True",0.217175698575486
0,"RM",31,"True",0.256558243212368
1,"RM",31,"True",0.256854274291914
2,"RM",31,"True",0.257037344033524
3,"RM",31,"True",0.255263585467165
4,"RM",31,"True",0.256181265235276
5,"RM",31,"True",0.258256888141175
0,"RM + VT (5%)",31,"True",0.256131602017005
1,"RM + VT (5%)",31,"True",0.244779700603312
2,"RM + VT (5%)",31,"True",0.23944200181255
3,"RM + VT (5%)",31,"True",0.237863315842138
4,"RM + VT (5%)",31,"True",0.239158492397303
5,"RM + VT (5%)",31,"True",0.243037528910265
0,"5xAM",31,"True",0.256246734506072
1,"5xAM",31,"True",0.262157234217838
2,"5xAM",31,"True",0.265233526444761
3,"5xAM",31,"True",0.267154655187448
4,"5xAM",31,"True",0.271324150472313
