"seed","gen","scenario","rmate","args_kphen","args_rmate","args_theta","args_phi","he_rg","rg_true","he_h2","h2_true"
181,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.510541352239327,0.0614931720054736,0.701563656330109,0.370459361315265
181,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.526461502884628,0.0614455302384327,0.715353190898895,0.363959011303218
181,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.546912884991607,0.0649263058538826,0.739005744457245,0.357139387789088
181,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-0.000486613256768583,-5.01474301816544e-05,0.499700134992599,0.497305718442551
181,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.314476303634664,0.0320147774723988,0.598958170413971,0.422378585292872
181,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.463474076439174,0.053438750611701,0.668102693557739,0.377155557093594
181,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.536879942168161,0.0630879922316629,0.696775031089783,0.349514342965528
181,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.569761590106061,0.0667146995384471,0.706815099716187,0.327786420303879
181,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.573231415075718,0.0650658698164296,0.700175893306732,0.315300836881289
181,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.00368522938463071,0.00114932259837764,0.496982473134994,0.497260579549288
181,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.319671669800687,0.0340227510680755,0.599110519886017,0.420402318057771
181,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.46861229888581,0.0554288629667934,0.664045035839081,0.374174358307598
181,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.53851979428424,0.0660757843218878,0.699360692501068,0.347103477008007
181,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.572456517393317,0.0683968425292767,0.714064359664917,0.329503309091114
181,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.576563237858448,0.0677074965677393,0.690189111232758,0.314250113537471
181,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-0.000569403179276233,-6.19230935586448e-05,0.4983962059021,0.498447763066341
181,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.320976100361068,0.0337539273931065,0.597043037414551,0.419631876351325
181,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.466647086002006,0.0533863524961295,0.662820434570312,0.375931488783347
181,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.526396413040042,0.0597936342803799,0.688196969032288,0.346715505836265
181,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.556194888906117,0.06009451370389,0.689013934135437,0.323949011849827
181,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.565700212514272,0.0584970981003846,0.675650775432587,0.311054137840581
182,0,"5xAM",0.2,5,0.2,0,0,0.000198913171720297,-0.000711901584126324,0.478725016117096,0.478266898309544
182,1,"5xAM",0.2,5,0.2,0,0,0.0918464680165841,0.0441165500418039,0.521673268079758,0.490295876432668
182,2,"5xAM",0.2,5,0.2,0,0,0.164609789956798,0.0756793233566948,0.551578664779663,0.500307014725571
182,3,"5xAM",0.2,5,0.2,0,0,0.226373436342015,0.101742458469771,0.586183500289917,0.504718463101778
182,4,"5xAM",0.2,5,0.2,0,0,0.277247688948451,0.120050853063976,0.622275936603546,0.513986897945182
182,5,"5xAM",0.2,5,0.2,0,0,0.282821990904885,0.124361601230043,0.635248947143555,0.509913346962033
182,0,"5xAM",0.2,5,0.2,0,0,0.000779910098007146,0.000622446720387045,0.493583619594574,0.492905331349431
182,1,"5xAM",0.2,5,0.2,0,0,0.0980678774605574,0.047240924100359,0.538344299793243,0.506093268961859
182,2,"5xAM",0.2,5,0.2,0,0,0.176431406431324,0.0808760134277484,0.57679740190506,0.51358899394564
182,3,"5xAM",0.2,5,0.2,0,0,0.228655080422545,0.10549345031896,0.602430737018585,0.520153013695908
182,4,"5xAM",0.2,5,0.2,0,0,0.275426735571638,0.120000468049291,0.63736709356308,0.527292349670957
182,5,"5xAM",0.2,5,0.2,0,0,0.293442622748512,0.132057709218399,0.639295852184296,0.530559081199325
182,0,"5xAM",0.2,5,0.2,0,0,-0.000134987517239854,-0.000363940076812264,0.489164698123932,0.487851382920167
182,1,"5xAM",0.2,5,0.2,0,0,0.10132435830344,0.0483872212352302,0.531968104839325,0.500745408228334
182,2,"5xAM",0.2,5,0.2,0,0,0.172558227118939,0.0798711225100998,0.566570389270783,0.507339250754245
182,3,"5xAM",0.2,5,0.2,0,0,0.227575276855063,0.102090797795895,0.599825084209442,0.516052310442131
182,4,"5xAM",0.2,5,0.2,0,0,0.269502976075116,0.118791923629132,0.63070946931839,0.522508134431048
182,5,"5xAM",0.2,5,0.2,0,0,0.278339374241636,0.128541847439215,0.637092578411102,0.525098425051358
182,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.000897682948002882,-0.000715141098318958,0.482988697290421,0.483137539662906
182,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.0939310382455719,0.0447363439380011,0.529508155584335,0.493785452060774
182,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.176583659988471,0.0803459917170782,0.564044177532196,0.501284886811283
182,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.227567869078391,0.100033580710991,0.589526081085205,0.511205285085987
182,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.257069793436333,0.116265243674776,0.611427354812622,0.513831422218245
182,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.280325928744261,0.121501737356261,0.61557525396347,0.509470158867681
182,0,"5xAM + GxE",0.2,5,0.2,0,0.05,0.00191848131182126,0.000499150570000831,0.491679704189301,0.497171009520819
182,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.101160935447168,0.0475703832426197,0.535447645187378,0.508510401504436
182,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.173828759727433,0.0798143110629292,0.574956226348877,0.514955693945628
182,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.226367414810958,0.103548810091526,0.609013116359711,0.521774925257768
182,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.281656209799328,0.125611464869025,0.62847843170166,0.527769637761581
182,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.285206464469955,0.129835220924229,0.646268141269684,0.52670849175508
182,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.00248554567726419,-0.000622659843539223,0.491951644420624,0.491546802786282
182,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.097312337858481,0.0465680277595009,0.533196461200714,0.503539443459503
182,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.171586620114581,0.0795227678246496,0.564788675308228,0.509763441475144
182,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.221743162672738,0.102899020050912,0.599676322937012,0.513715812540064
182,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.250633486945135,0.117494884459443,0.613986814022064,0.520539486847025
182,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.268207717208198,0.126469282824202,0.652854406833649,0.523888030610726
182,0,"5xAM + VT",0.2,5,0.2,0.05,0,-0.00311677410698036,-0.000920006048177336,0.481222420930862,0.478859556669179
182,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.312661521820162,0.031786409156843,0.581370222568512,0.412819995393159
182,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.45759810521478,0.0538469074291241,0.661849594116211,0.379046621040914
182,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.510632228389052,0.0620170165266887,0.687954545021057,0.360191305884249
182,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.537937449039992,0.0654644399736912,0.70167407989502,0.353574470639011
182,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.56522422064308,0.0744591698238555,0.724944591522217,0.34756989083656
182,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.000722176271236149,0.000412652778426285,0.491275089979172,0.493775269732507
182,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.317585044650796,0.0341623778129165,0.599334168434143,0.423073167505047
182,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.460229357428877,0.0557750082401612,0.672948968410492,0.38722124877588
182,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.522247036283937,0.0667172103846329,0.722577667236328,0.370248857613788
182,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.542968241386313,0.069289115404182,0.727124416828156,0.357584907467022
182,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.560911549623974,0.0726567699055833,0.734317100048065,0.355386172491321
182,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.00194515722840013,0.000151567950494238,0.488933390378952,0.488961219266697
182,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.314746953258685,0.0321747412998203,0.594156873226166,0.419536505972103
182,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.452794608395165,0.0525547443035942,0.667252492904663,0.383680600541248
182,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.517789685454733,0.0654813049949212,0.70960533618927,0.365019129923876
182,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.541153022635232,0.0661163548618263,0.729112112522125,0.358968896099044
182,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.5591056886429,0.0701584883942457,0.729708111286163,0.353577882889895
182,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.00162312035783801,0.000599631133067335,0.487109631299973,0.480602210252854
182,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.320398676591722,0.0329267650068263,0.58223317861557,0.408500949415865
182,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.460545931587635,0.0507922740821474,0.65022439956665,0.36763701962155
182,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.526395959480939,0.058062315493963,0.679013788700104,0.34204500058342
182,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.552752712149154,0.0609421489620131,0.694591784477234,0.325042652483854
182,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.571653789995406,0.0630843091167787,0.687506198883057,0.311998164457493
182,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-0.0026095548456789,-0.000684629121398228,0.495759528875351,0.493149331831278
182,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.31618523283239,0.0324906664655236,0.591909790039063,0.418782656672931
182,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.460803547903007,0.0511677909295925,0.655458533763886,0.374373092311992
182,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.525640307160189,0.0591559295179131,0.686798477172852,0.347302207063842
182,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.575193528856218,0.0657817141277544,0.70199099779129,0.325951437891259
182,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.580229796133263,0.064361314629115,0.689638602733612,0.313831023788397
182,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-0.000554730501939166,-0.000143539866715551,0.490775841474533,0.489562497310254
182,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.319218633221839,0.0338335509891551,0.58798656463623,0.415829322611973
182,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.463114843777165,0.0530918294530027,0.6509037733078,0.372049389796611
182,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.528679267319197,0.0626177720678624,0.684730648994446,0.345614880871661
182,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.562322367070459,0.0628204947870226,0.697937309741974,0.32575465136687
182,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.585992008711615,0.0655754152853376,0.703392493724823,0.312032905542513
183,0,"5xAM",0.2,5,0.2,0,0,-0.000698190419735087,0.000451632452116108,0.494871681928635,0.498669103452457
183,1,"5xAM",0.2,5,0.2,0,0,0.101619811993637,0.046819468109717,0.547273880243301,0.511068712896847
183,2,"5xAM",0.2,5,0.2,0,0,0.174342208743359,0.0790959794889779,0.57750369310379,0.518208631675797
183,3,"5xAM",0.2,5,0.2,0,0,0.223880901942357,0.101890785578213,0.617134392261505,0.524152580563686
183,4,"5xAM",0.2,5,0.2,0,0,0.254072412827019,0.114908805512319,0.636896789073944,0.536402119205586
183,5,"5xAM",0.2,5,0.2,0,0,0.282072396853068,0.126734238568576,0.648832404613495,0.533687613687948
183,0,"5xAM",0.2,5,0.2,0,0,-0.00147265152215649,-0.000490004991717472,0.501128232479095,0.500332384033285
183,1,"5xAM",0.2,5,0.2,0,0,0.100408801127687,0.0476581738397318,0.545929861068726,0.512139279382673
183,2,"5xAM",0.2,5,0.2,0,0,0.179600644462883,0.0825211231460594,0.584210348129272,0.521032019305052
183,3,"5xAM",0.2,5,0.2,0,0,0.228369828419831,0.10431734986514,0.621285820007324,0.528536274621733
183,4,"5xAM",0.2,5,0.2,0,0,0.268446050273194,0.120025972534376,0.644314527511597,0.530218155493076
183,5,"5xAM",0.2,5,0.2,0,0,0.299151969716425,0.13224783677393,0.662997090816498,0.537670964067722
183,0,"5xAM",0.2,5,0.2,0,0,0.00112895680922082,0.000363378511853916,0.502126741409302,0.50032501473692
183,1,"5xAM",0.2,5,0.2,0,0,0.0999458630150063,0.0476029699196011,0.545368909835815,0.512322554215549
183,2,"5xAM",0.2,5,0.2,0,0,0.175342814470662,0.0804535511909234,0.580357193946838,0.521316793979968
183,3,"5xAM",0.2,5,0.2,0,0,0.234292361744306,0.105471334340788,0.615083026885986,0.524963095026899
183,4,"5xAM",0.2,5,0.2,0,0,0.27067167964234,0.119854207084492,0.643422842025757,0.532373930286561
183,5,"5xAM",0.2,5,0.2,0,0,0.304002224849257,0.133839971872038,0.648683989048004,0.535484896540331
183,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.0045284188603848,-0.00228925132681527,0.499115788936615,0.501381201968149
183,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.0958012688155072,0.0447617955517588,0.540273058414459,0.511000549622383
183,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.178982805176136,0.0820886943392644,0.578247666358948,0.520750184624006
183,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.235826560859517,0.106326897307608,0.618951094150543,0.527673497855886
183,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.261719301347404,0.120976131096794,0.640343463420868,0.532540403240985
183,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.305107049993287,0.135996019255814,0.659144973754883,0.535824903183896
183,0,"5xAM + GxE",0.2,5,0.2,0,0.05,0.00217685706590009,0.000356857079566102,0.502760756015778,0.501194904069144
183,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.101033161338841,0.0483169542133235,0.54760890007019,0.513852616044295
183,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.177870222527125,0.0807943758936999,0.586295199394226,0.52400122148459
183,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.227027141445956,0.10376931597176,0.61535952091217,0.529954330413937
183,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.266760613142077,0.1196341211075,0.639961564540863,0.53255463245113
183,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.285657989317601,0.129568604334699,0.663632667064667,0.524375297396463
183,0,"5xAM + GxE",0.2,5,0.2,0,0.05,0.000126329393965763,-0.000569089547640326,0.502683359384537,0.502114123339838
183,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.100076835481353,0.0475233910692735,0.5440758228302,0.513384129144863
183,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.181123767131791,0.0812621504846107,0.578651642799377,0.520798902250995
183,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.225351908584372,0.102725494726348,0.608243715763092,0.525053321289277
183,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.271512208088291,0.120781316200569,0.632106673717499,0.536721173336047
183,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.28461043353199,0.13042400926184,0.654617059230804,0.537233657372875
183,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.00272774093908542,0.000996130155065197,0.498129016160965,0.498864140756076
183,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.32066822643508,0.0340916475309851,0.605221402645111,0.427745780000192
183,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.464893097280289,0.056242976932209,0.681406557559967,0.38980359879666
183,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.521407863173143,0.0654512912839178,0.7160364985466,0.373139005267326
183,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.557043365590303,0.0745966961747579,0.762501120567322,0.364827659614408
183,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.571990954448159,0.0736835675821361,0.744854342937469,0.357192890241831
183,0,"5xAM + VT",0.2,5,0.2,0.05,0,-0.000991656532313181,-0.000120676041885761,0.497786974906921,0.499148136888465
183,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.318673247613898,0.034287918059593,0.607980000972748,0.428733830801318
183,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.454455472180903,0.0540888702892736,0.682487821578979,0.392783914815214
183,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.512951677835444,0.0638634225495708,0.718797087669373,0.372066405722003
183,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.542451569386664,0.0652674889680096,0.731728661060333,0.364358010661376
183,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.562329345720531,0.0701768768314627,0.734455132484436,0.353140665788906
183,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.000940525868633847,0.000493620577933333,0.49985573887825,0.500649859135895
183,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.320583414168395,0.0344819465683297,0.608261942863464,0.429013123892644
183,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.453759651880256,0.0540680152901185,0.678681826591492,0.390694523752464
183,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.511483491995359,0.0626359289378411,0.714236998558044,0.373805772806904
183,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.553353670007115,0.0731104765844783,0.750115323066711,0.366463000668551
183,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.551025856616564,0.0684296553010576,0.769292914867401,0.361115346795825
183,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.00351410366040356,0.000800994228018969,0.500263875722885,0.497478251417672
183,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.325207569173143,0.0347180044223309,0.60600825548172,0.420419804053772
183,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.470509146238802,0.0545261863284448,0.666508066654205,0.374272067779272
183,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.540669265251377,0.0645623244531,0.699345481395721,0.348012448603823
183,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.576965293741285,0.0718843502283708,0.71883624792099,0.328924550659703
183,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.600669411072302,0.0734062992952032,0.701930212974548,0.310603979606649
183,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.00161062753759594,0.000852752450344471,0.498881024122238,0.500814573018399
183,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.316905153432409,0.0323320393487826,0.602104842662811,0.422589245478802
183,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.468353626676907,0.0545723083630103,0.668078231811523,0.375842725439403
183,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.534963879147286,0.0630101104434922,0.693216407299042,0.346080581366571
183,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.567449113956374,0.0629159100051617,0.686543393135071,0.327066455940276
183,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.586302479529247,0.060996894570262,0.696233117580414,0.314248702882745
183,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-0.00274311726761032,-0.000714184945417322,0.503166902065277,0.500111674767733
183,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.319695246152864,0.0332490219509576,0.599106228351593,0.422648001579382
183,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.467607792967642,0.0548684438285922,0.671903014183044,0.377562089180731
183,3,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.528337210546992,0.0611011223944346,0.691885042190552,0.348755358439306
183,4,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.571164713655381,0.0632310877566648,0.700925052165985,0.329324010890092
183,5,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.593835857464921,0.0625836920460429,0.687605381011963,0.311170673043737
184,0,"5xAM",0.2,5,0.2,0,0,-0.00154982144255085,-0.000513701733913456,0.486315679550171,0.486688143428858
184,1,"5xAM",0.2,5,0.2,0,0,0.101620548805791,0.0468598678468734,0.529172110557556,0.498822781970232
184,2,"5xAM",0.2,5,0.2,0,0,0.169693024455463,0.0793174369345953,0.562746262550354,0.507825999717664
184,3,"5xAM",0.2,5,0.2,0,0,0.22059604677182,0.101688546891893,0.588056087493896,0.512535991211334
184,4,"5xAM",0.2,5,0.2,0,0,0.266309795772688,0.120192430038265,0.615131747722626,0.516058135163658
184,5,"5xAM",0.2,5,0.2,0,0,0.289562994759529,0.128268435471385,0.64485422372818,0.52066404654563
184,0,"5xAM",0.2,5,0.2,0,0,0.004982575068232,0.00186499488075594,0.485686373710632,0.483375267808527
184,1,"5xAM",0.2,5,0.2,0,0,0.100147982144364,0.0476480071523244,0.524913883209228,0.495527560898151
184,2,"5xAM",0.2,5,0.2,0,0,0.173134442349794,0.0809125860723648,0.561991274356842,0.503813531222481
184,3,"5xAM",0.2,5,0.2,0,0,0.222221899767699,0.0998952243267627,0.590545392036438,0.509546232910421
184,4,"5xAM",0.2,5,0.2,0,0,0.258952937721184,0.117554981734486,0.612547945976257,0.51357289411427
184,5,"5xAM",0.2,5,0.2,0,0,0.275400058774193,0.126481444547696,0.638301420211792,0.516501861894873
184,0,"5xAM",0.2,5,0.2,0,0,-0.000565940802867479,-3.19931564854914e-06,0.489072996377945,0.485859212610192
184,1,"5xAM",0.2,5,0.2,0,0,0.10022611835226,0.0459726309645573,0.52790185213089,0.499326150954012
184,2,"5xAM",0.2,5,0.2,0,0,0.171522491041204,0.0772940823475061,0.561579144001007,0.506841210502965
184,3,"5xAM",0.2,5,0.2,0,0,0.224061920083382,0.101883647146856,0.588469326496124,0.513884158969018
184,4,"5xAM",0.2,5,0.2,0,0,0.279534223839048,0.12255297926418,0.62957626581192,0.518998716654956
184,5,"5xAM",0.2,5,0.2,0,0,0.281293521602527,0.12498185903411,0.637417685985565,0.525567175410739
184,0,"5xAM + GxE",0.2,5,0.2,0,0.05,0.00151641436962653,0.000865172518744199,0.488313907384872,0.489759188535491
184,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.0987990817088978,0.0463522984510223,0.534054976701736,0.501471308534379
184,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.17041377249353,0.0792487906352883,0.563143229484558,0.510974544284591
184,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.224205975254064,0.101213606808846,0.596965229511261,0.51390041876271
184,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.259846783234586,0.117440601987805,0.621050906181335,0.523980776038615
184,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.285046325753242,0.126663290388408,0.644243466854096,0.524358672113819
184,0,"5xAM + GxE",0.2,5,0.2,0,0.05,0.000449208872555285,0.000546756184918564,0.487325298786163,0.487272875194303
184,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.0985806825873478,0.0464208450003961,0.526920902729034,0.497990400523815
184,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.169256740143874,0.0784534023656333,0.560476672649384,0.50395169959537
184,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.228800695189962,0.103386214620937,0.593876886367798,0.511694562888393
184,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.259102505839037,0.118938791944525,0.626539051532745,0.518589741383006
184,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.307392154044801,0.137876205707347,0.663249552249908,0.520716089414956
184,0,"5xAM + GxE",0.2,5,0.2,0,0.05,-0.00334289113192389,-0.00116629226382048,0.490466415882111,0.489756188373601
184,1,"5xAM + GxE",0.2,5,0.2,0,0.05,0.10355680334482,0.0473375163385214,0.52866325378418,0.500454742689014
184,2,"5xAM + GxE",0.2,5,0.2,0,0.05,0.178733115456652,0.0805814904608708,0.562454855442047,0.507521741237058
184,3,"5xAM + GxE",0.2,5,0.2,0,0.05,0.22879146551619,0.103694456534893,0.590094351768494,0.514570845081938
184,4,"5xAM + GxE",0.2,5,0.2,0,0.05,0.277490342049694,0.121507786524563,0.614261186122894,0.519685838233035
184,5,"5xAM + GxE",0.2,5,0.2,0,0.05,0.295677069980757,0.128464283287584,0.631045508384705,0.521293127248094
184,0,"5xAM + VT",0.2,5,0.2,0.05,0,-0.00151871082534399,-0.000967841985141983,0.482585299015045,0.486312535744271
184,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.316806853244102,0.0329054688016391,0.589730489253998,0.41823003045037
184,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.456265191080523,0.0533982204564146,0.66854681968689,0.382742415095081
184,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.51615798070831,0.0620546041266303,0.698043966293335,0.366311803067834
184,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.536719558720996,0.065632587932094,0.730028021335602,0.354588249280489
184,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.567541471604792,0.0732512012519007,0.750360977649689,0.352127635472284
184,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.00010141594917244,-2.72647704159434e-05,0.482920861244202,0.482815936238441
184,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.312752369657351,0.0319394300812531,0.586145162582397,0.415946599553924
184,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.455231194327719,0.0526223047698875,0.662986528873444,0.381520631022078
184,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.514046764370948,0.0634133557781674,0.699048364162445,0.363931642968255
184,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.538702220732935,0.0678434459480741,0.718058907985687,0.355614639214561
184,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.553257562262111,0.0685017675223569,0.734892356395721,0.351979432524812
184,0,"5xAM + VT",0.2,5,0.2,0.05,0,0.00198856157034898,0.000631849443291928,0.486792588233948,0.485914794408004
184,1,"5xAM + VT",0.2,5,0.2,0.05,0,0.314614590863219,0.0326298497033316,0.591810166835785,0.417529757110277
184,2,"5xAM + VT",0.2,5,0.2,0.05,0,0.4536225468437,0.0519340847054176,0.65988963842392,0.383627651799352
184,3,"5xAM + VT",0.2,5,0.2,0.05,0,0.509765880171587,0.0608056741532877,0.703035831451416,0.365495781984539
184,4,"5xAM + VT",0.2,5,0.2,0.05,0,0.537665449351125,0.0649435486241465,0.716035032272339,0.357259551545535
184,5,"5xAM + VT",0.2,5,0.2,0.05,0,0.536611325616497,0.0642158647076287,0.728560793399811,0.355748748528085
184,0,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,-0.00039386596545673,0.000288846469131263,0.490736603736877,0.48789568452844
184,1,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.314505623942258,0.0306919572935992,0.578608691692352,0.414490653500022
184,2,"5xAM + VT + GxE",0.2,5,0.2,0.05,0.05,0.46342546853813,0.0526173452872756,0.65228875875473,0.371390460916416
