"seed","gen","xAM","dx","value"
25,2,"6-variate","BIP",0.031375
26,2,"6-variate","BIP",0.025
27,2,"6-variate","BIP",0.029875
28,2,"6-variate","BIP",0.028875
29,2,"6-variate","BIP",0.028375
30,2,"6-variate","BIP",0.025875
31,2,"6-variate","BIP",0.028875
32,2,"6-variate","BIP",0.0225
33,2,"6-variate","BIP",0.029625
34,2,"6-variate","BIP",0.031625
35,2,"6-variate","BIP",0.032375
36,2,"6-variate","BIP",0.027875
37,2,"6-variate","BIP",0.0285
38,2,"6-variate","BIP",0.0245
39,2,"6-variate","BIP",0.02225
40,2,"6-variate","BIP",0.029375
41,2,"6-variate","BIP",0.025125
42,2,"6-variate","BIP",0.02375
43,2,"6-variate","BIP",0.023625
44,2,"6-variate","BIP",0.0295
45,2,"6-variate","BIP",0.027375
46,2,"6-variate","BIP",0.023375
47,2,"6-variate","BIP",0.02425
48,2,"6-variate","BIP",0.0255
49,2,"6-variate","BIP",0.02425
1,3,"6-variate","BIP",0.02725
2,3,"6-variate","BIP",0.02725
3,3,"6-variate","BIP",0.02725
4,3,"6-variate","BIP",0.026375
5,3,"6-variate","BIP",0.0265
6,3,"6-variate","BIP",0.0285
7,3,"6-variate","BIP",0.031625
8,3,"6-variate","BIP",0.026125
9,3,"6-variate","BIP",0.029
10,3,"6-variate","BIP",0.024125
11,3,"6-variate","BIP",0.025625
12,3,"6-variate","BIP",0.02525
13,3,"6-variate","BIP",0.030375
14,3,"6-variate","BIP",0.0285
15,3,"6-variate","BIP",0.021625
16,3,"6-variate","BIP",0.034875
17,3,"6-variate","BIP",0.027
18,3,"6-variate","BIP",0.03325
19,3,"6-variate","BIP",0.0275
20,3,"6-variate","BIP",0.02225
21,3,"6-variate","BIP",0.0275
22,3,"6-variate","BIP",0.026625
23,3,"6-variate","BIP",0.030375
24,3,"6-variate","BIP",0.026125
25,3,"6-variate","BIP",0.030375
26,3,"6-variate","BIP",0.025375
27,3,"6-variate","BIP",0.02875
28,3,"6-variate","BIP",0.02925
29,3,"6-variate","BIP",0.02825
30,3,"6-variate","BIP",0.023625
31,3,"6-variate","BIP",0.030125
32,3,"6-variate","BIP",0.023125
33,3,"6-variate","BIP",0.032125
34,3,"6-variate","BIP",0.031125
35,3,"6-variate","BIP",0.0345
36,3,"6-variate","BIP",0.027375
37,3,"6-variate","BIP",0.027
38,3,"6-variate","BIP",0.023875
39,3,"6-variate","BIP",0.0215
40,3,"6-variate","BIP",0.02675
41,3,"6-variate","BIP",0.027375
42,3,"6-variate","BIP",0.023375
43,3,"6-variate","BIP",0.025375
44,3,"6-variate","BIP",0.0275
45,3,"6-variate","BIP",0.028875
46,3,"6-variate","BIP",0.023125
47,3,"6-variate","BIP",0.025875
48,3,"6-variate","BIP",0.02675
49,3,"6-variate","BIP",0.030125
1,4,"6-variate","BIP",0.024375
2,4,"6-variate","BIP",0.029125
3,4,"6-variate","BIP",0.02875
4,4,"6-variate","BIP",0.026
5,4,"6-variate","BIP",0.02825
6,4,"6-variate","BIP",0.026
7,4,"6-variate","BIP",0.02775
8,4,"6-variate","BIP",0.025
9,4,"6-variate","BIP",0.031
10,4,"6-variate","BIP",0.022
11,4,"6-variate","BIP",0.025875
12,4,"6-variate","BIP",0.026125
13,4,"6-variate","BIP",0.025125
14,4,"6-variate","BIP",0.031375
15,4,"6-variate","BIP",0.02675
16,4,"6-variate","BIP",0.035125
17,4,"6-variate","BIP",0.0235
18,4,"6-variate","BIP",0.0305
19,4,"6-variate","BIP",0.027875
20,4,"6-variate","BIP",0.02425
21,4,"6-variate","BIP",0.0285
22,4,"6-variate","BIP",0.025625
23,4,"6-variate","BIP",0.026875
24,4,"6-variate","BIP",0.026
25,4,"6-variate","BIP",0.0305
26,4,"6-variate","BIP",0.026
27,4,"6-variate","BIP",0.0275
28,4,"6-variate","BIP",0.030625
29,4,"6-variate","BIP",0.030375
30,4,"6-variate","BIP",0.020875
31,4,"6-variate","BIP",0.026
32,4,"6-variate","BIP",0.022625
33,4,"6-variate","BIP",0.029375
34,4,"6-variate","BIP",0.02875
35,4,"6-variate","BIP",0.03125
36,4,"6-variate","BIP",0.02925
37,4,"6-variate","BIP",0.026625
38,4,"6-variate","BIP",0.023375
39,4,"6-variate","BIP",0.01975
40,4,"6-variate","BIP",0.032
41,4,"6-variate","BIP",0.02825
42,4,"6-variate","BIP",0.024375
43,4,"6-variate","BIP",0.02475
44,4,"6-variate","BIP",0.03275
45,4,"6-variate","BIP",0.027125
46,4,"6-variate","BIP",0.018875
47,4,"6-variate","BIP",0.0265
48,4,"6-variate","BIP",0.026375
49,4,"6-variate","BIP",0.02525
1,5,"6-variate","BIP",0.025625
2,5,"6-variate","BIP",0.025125
3,5,"6-variate","BIP",0.03025
4,5,"6-variate","BIP",0.026875
5,5,"6-variate","BIP",0.027625
6,5,"6-variate","BIP",0.026125
7,5,"6-variate","BIP",0.033375
8,5,"6-variate","BIP",0.027625
9,5,"6-variate","BIP",0.032
10,5,"6-variate","BIP",0.02175
11,5,"6-variate","BIP",0.028375
12,5,"6-variate","BIP",0.024625
13,5,"6-variate","BIP",0.028125
14,5,"6-variate","BIP",0.035625
15,5,"6-variate","BIP",0.0245
16,5,"6-variate","BIP",0.031375
17,5,"6-variate","BIP",0.026375
18,5,"6-variate","BIP",0.031125
19,5,"6-variate","BIP",0.02775
20,5,"6-variate","BIP",0.026875
21,5,"6-variate","BIP",0.033
22,5,"6-variate","BIP",0.024125
23,5,"6-variate","BIP",0.023375
24,5,"6-variate","BIP",0.02775
25,5,"6-variate","BIP",0.030625
26,5,"6-variate","BIP",0.027875
27,5,"6-variate","BIP",0.0285
28,5,"6-variate","BIP",0.030875
29,5,"6-variate","BIP",0.026625
30,5,"6-variate","BIP",0.022875
31,5,"6-variate","BIP",0.024
32,5,"6-variate","BIP",0.025
33,5,"6-variate","BIP",0.029
34,5,"6-variate","BIP",0.029875
35,5,"6-variate","BIP",0.034125
36,5,"6-variate","BIP",0.028
37,5,"6-variate","BIP",0.02925
38,5,"6-variate","BIP",0.025625
39,5,"6-variate","BIP",0.0205
40,5,"6-variate","BIP",0.02875
41,5,"6-variate","BIP",0.026625
42,5,"6-variate","BIP",0.024875
43,5,"6-variate","BIP",0.025875
44,5,"6-variate","BIP",0.02975
45,5,"6-variate","BIP",0.02975
46,5,"6-variate","BIP",0.0255
47,5,"6-variate","BIP",0.02425
48,5,"6-variate","BIP",0.03075
49,5,"6-variate","BIP",0.02575
1,0,"2-variate","MDD",0.148875
2,0,"2-variate","MDD",0.146375
3,0,"2-variate","MDD",0.15475
4,0,"2-variate","MDD",0.15425
5,0,"2-variate","MDD",0.14475
6,0,"2-variate","MDD",0.1395
7,0,"2-variate","MDD",0.137875
8,0,"2-variate","MDD",0.138375
9,0,"2-variate","MDD",0.14525
10,0,"2-variate","MDD",0.1425
11,0,"2-variate","MDD",0.14225
12,0,"2-variate","MDD",0.13775
13,0,"2-variate","MDD",0.139
14,0,"2-variate","MDD",0.141875
15,0,"2-variate","MDD",0.139375
16,0,"2-variate","MDD",0.14525
17,0,"2-variate","MDD",0.14425
18,0,"2-variate","MDD",0.147375
19,0,"2-variate","MDD",0.150625
20,0,"2-variate","MDD",0.147125
21,0,"2-variate","MDD",0.145875
22,0,"2-variate","MDD",0.145625
23,0,"2-variate","MDD",0.145
24,0,"2-variate","MDD",0.146625
25,0,"2-variate","MDD",0.14925
26,0,"2-variate","MDD",0.143375
27,0,"2-variate","MDD",0.148125
28,0,"2-variate","MDD",0.143875
29,0,"2-variate","MDD",0.143375
30,0,"2-variate","MDD",0.142375
31,0,"2-variate","MDD",0.149125
32,0,"2-variate","MDD",0.140625
33,0,"2-variate","MDD",0.14075
34,0,"2-variate","MDD",0.15125
35,0,"2-variate","MDD",0.149125
36,0,"2-variate","MDD",0.14225
37,0,"2-variate","MDD",0.149625
38,0,"2-variate","MDD",0.153625
39,0,"2-variate","MDD",0.142
40,0,"2-variate","MDD",0.140625
41,0,"2-variate","MDD",0.14075
42,0,"2-variate","MDD",0.137125
43,0,"2-variate","MDD",0.157375
44,0,"2-variate","MDD",0.144125
45,0,"2-variate","MDD",0.1445
46,0,"2-variate","MDD",0.152375
47,0,"2-variate","MDD",0.134125
48,0,"2-variate","MDD",0.1515
49,0,"2-variate","MDD",0.145
1,1,"2-variate","MDD",0.142875
2,1,"2-variate","MDD",0.15025
3,1,"2-variate","MDD",0.153375
4,1,"2-variate","MDD",0.14905
5,1,"2-variate","MDD",0.1454
6,1,"2-variate","MDD",0.140075
7,1,"2-variate","MDD",0.14115
8,1,"2-variate","MDD",0.140725
9,1,"2-variate","MDD",0.14435
10,1,"2-variate","MDD",0.145
11,1,"2-variate","MDD",0.141025
12,1,"2-variate","MDD",0.1398
13,1,"2-variate","MDD",0.141525
14,1,"2-variate","MDD",0.14445
15,1,"2-variate","MDD",0.148175
16,1,"2-variate","MDD",0.145475
17,1,"2-variate","MDD",0.14225
18,1,"2-variate","MDD",0.1502
19,1,"2-variate","MDD",0.1445
20,1,"2-variate","MDD",0.150175
21,1,"2-variate","MDD",0.14885
22,1,"2-variate","MDD",0.14325
23,1,"2-variate","MDD",0.136125
24,1,"2-variate","MDD",0.143225
25,1,"2-variate","MDD",0.15105
26,1,"2-variate","MDD",0.147775
27,1,"2-variate","MDD",0.14765
28,1,"2-variate","MDD",0.1403
29,1,"2-variate","MDD",0.13945
30,1,"2-variate","MDD",0.145325
31,1,"2-variate","MDD",0.15505
32,1,"2-variate","MDD",0.147725
33,1,"2-variate","MDD",0.144425
34,1,"2-variate","MDD",0.154675
35,1,"2-variate","MDD",0.145575
36,1,"2-variate","MDD",0.147625
37,1,"2-variate","MDD",0.147875
38,1,"2-variate","MDD",0.1442
39,1,"2-variate","MDD",0.141025
40,1,"2-variate","MDD",0.142425
41,1,"2-variate","MDD",0.13935
42,1,"2-variate","MDD",0.138275
43,1,"2-variate","MDD",0.155
44,1,"2-variate","MDD",0.140625
45,1,"2-variate","MDD",0.147725
46,1,"2-variate","MDD",0.14915
47,1,"2-variate","MDD",0.1359
48,1,"2-variate","MDD",0.149275
49,1,"2-variate","MDD",0.14155
1,2,"2-variate","MDD",0.146925
2,2,"2-variate","MDD",0.151125
3,2,"2-variate","MDD",0.150175
4,2,"2-variate","MDD",0.146325
5,2,"2-variate","MDD",0.142
6,2,"2-variate","MDD",0.138075
7,2,"2-variate","MDD",0.13955
8,2,"2-variate","MDD",0.140825
9,2,"2-variate","MDD",0.1465
10,2,"2-variate","MDD",0.1406
11,2,"2-variate","MDD",0.142275
12,2,"2-variate","MDD",0.1456
13,2,"2-variate","MDD",0.1466
14,2,"2-variate","MDD",0.14165
15,2,"2-variate","MDD",0.14145
16,2,"2-variate","MDD",0.14635
17,2,"2-variate","MDD",0.137825
18,2,"2-variate","MDD",0.154375
19,2,"2-variate","MDD",0.155325
20,2,"2-variate","MDD",0.15185
21,2,"2-variate","MDD",0.1527
22,2,"2-variate","MDD",0.1413
23,2,"2-variate","MDD",0.14015
24,2,"2-variate","MDD",0.142875
25,2,"2-variate","MDD",0.15055
26,2,"2-variate","MDD",0.15205
27,2,"2-variate","MDD",0.14685
28,2,"2-variate","MDD",0.13825
29,2,"2-variate","MDD",0.142625
30,2,"2-variate","MDD",0.144
31,2,"2-variate","MDD",0.14795
32,2,"2-variate","MDD",0.147175
33,2,"2-variate","MDD",0.143925
34,2,"2-variate","MDD",0.1516
35,2,"2-variate","MDD",0.1467
36,2,"2-variate","MDD",0.144175
37,2,"2-variate","MDD",0.151425
38,2,"2-variate","MDD",0.1466
39,2,"2-variate","MDD",0.151375
40,2,"2-variate","MDD",0.141875
41,2,"2-variate","MDD",0.1408
42,2,"2-variate","MDD",0.1411
43,2,"2-variate","MDD",0.157425
44,2,"2-variate","MDD",0.14695
45,2,"2-variate","MDD",0.151525
46,2,"2-variate","MDD",0.152475
47,2,"2-variate","MDD",0.136925
48,2,"2-variate","MDD",0.143425
49,2,"2-variate","MDD",0.143875
1,3,"2-variate","MDD",0.148375
2,3,"2-variate","MDD",0.14345
3,3,"2-variate","MDD",0.152175
4,3,"2-variate","MDD",0.1457
5,3,"2-variate","MDD",0.1484
6,3,"2-variate","MDD",0.140725
7,3,"2-variate","MDD",0.142125
8,3,"2-variate","MDD",0.14055
9,3,"2-variate","MDD",0.14365
10,3,"2-variate","MDD",0.14095
11,3,"2-variate","MDD",0.14425
12,3,"2-variate","MDD",0.143875
13,3,"2-variate","MDD",0.142175
14,3,"2-variate","MDD",0.143625
15,3,"2-variate","MDD",0.141925
16,3,"2-variate","MDD",0.143
17,3,"2-variate","MDD",0.142625
18,3,"2-variate","MDD",0.1479
19,3,"2-variate","MDD",0.148425
20,3,"2-variate","MDD",0.152625
21,3,"2-variate","MDD",0.146075
22,3,"2-variate","MDD",0.14705
23,3,"2-variate","MDD",0.138975
24,3,"2-variate","MDD",0.15005
25,3,"2-variate","MDD",0.150625
26,3,"2-variate","MDD",0.15105
27,3,"2-variate","MDD",0.147025
28,3,"2-variate","MDD",0.147675
29,3,"2-variate","MDD",0.140825
30,3,"2-variate","MDD",0.1426
31,3,"2-variate","MDD",0.15
32,3,"2-variate","MDD",0.146275
33,3,"2-variate","MDD",0.1422
34,3,"2-variate","MDD",0.1495
35,3,"2-variate","MDD",0.143375
36,3,"2-variate","MDD",0.14235
37,3,"2-variate","MDD",0.146675
38,3,"2-variate","MDD",0.154125
39,3,"2-variate","MDD",0.14205
40,3,"2-variate","MDD",0.13975
41,3,"2-variate","MDD",0.133475
42,3,"2-variate","MDD",0.138075
43,3,"2-variate","MDD",0.15955
44,3,"2-variate","MDD",0.146725
45,3,"2-variate","MDD",0.1483
46,3,"2-variate","MDD",0.15325
47,3,"2-variate","MDD",0.140625
48,3,"2-variate","MDD",0.147625
49,3,"2-variate","MDD",0.14365
1,4,"2-variate","MDD",0.149775
2,4,"2-variate","MDD",0.1516
3,4,"2-variate","MDD",0.150575
4,4,"2-variate","MDD",0.148925
5,4,"2-variate","MDD",0.1412
6,4,"2-variate","MDD",0.133075
7,4,"2-variate","MDD",0.1387
8,4,"2-variate","MDD",0.135725
9,4,"2-variate","MDD",0.1387
10,4,"2-variate","MDD",0.137975
11,4,"2-variate","MDD",0.1416
12,4,"2-variate","MDD",0.144625
13,4,"2-variate","MDD",0.1428
14,4,"2-variate","MDD",0.146725
15,4,"2-variate","MDD",0.14135
16,4,"2-variate","MDD",0.148025
17,4,"2-variate","MDD",0.14035
18,4,"2-variate","MDD",0.149
19,4,"2-variate","MDD",0.14995
20,4,"2-variate","MDD",0.153275
21,4,"2-variate","MDD",0.141025
22,4,"2-variate","MDD",0.1398
23,4,"2-variate","MDD",0.144875
24,4,"2-variate","MDD",0.146
25,4,"2-variate","MDD",0.150275
26,4,"2-variate","MDD",0.147325
27,4,"2-variate","MDD",0.1486
28,4,"2-variate","MDD",0.143575
29,4,"2-variate","MDD",0.152525
30,4,"2-variate","MDD",0.144625
31,4,"2-variate","MDD",0.142725
32,4,"2-variate","MDD",0.148325
33,4,"2-variate","MDD",0.1464
34,4,"2-variate","MDD",0.1527
35,4,"2-variate","MDD",0.141425
36,4,"2-variate","MDD",0.1438
37,4,"2-variate","MDD",0.149
38,4,"2-variate","MDD",0.1502
39,4,"2-variate","MDD",0.145175
40,4,"2-variate","MDD",0.14125
41,4,"2-variate","MDD",0.1426
42,4,"2-variate","MDD",0.13845
43,4,"2-variate","MDD",0.160175
44,4,"2-variate","MDD",0.148675
45,4,"2-variate","MDD",0.1529
46,4,"2-variate","MDD",0.1542
47,4,"2-variate","MDD",0.13955
48,4,"2-variate","MDD",0.1465
49,4,"2-variate","MDD",0.14135
1,5,"2-variate","MDD",0.14805
2,5,"2-variate","MDD",0.14815
3,5,"2-variate","MDD",0.149975
4,5,"2-variate","MDD",0.1582
5,5,"2-variate","MDD",0.1441
6,5,"2-variate","MDD",0.1345
7,5,"2-variate","MDD",0.138575
8,5,"2-variate","MDD",0.1415
9,5,"2-variate","MDD",0.1438
10,5,"2-variate","MDD",0.141925
11,5,"2-variate","MDD",0.143275
12,5,"2-variate","MDD",0.141775
13,5,"2-variate","MDD",0.141925
14,5,"2-variate","MDD",0.1412
15,5,"2-variate","MDD",0.14725
16,5,"2-variate","MDD",0.145975
17,5,"2-variate","MDD",0.135025
18,5,"2-variate","MDD",0.151725
19,5,"2-variate","MDD",0.15425
20,5,"2-variate","MDD",0.151025
21,5,"2-variate","MDD",0.1521
22,5,"2-variate","MDD",0.148875
23,5,"2-variate","MDD",0.13935
24,5,"2-variate","MDD",0.1509
25,5,"2-variate","MDD",0.155575
26,5,"2-variate","MDD",0.148925
27,5,"2-variate","MDD",0.150025
28,5,"2-variate","MDD",0.146325
29,5,"2-variate","MDD",0.145175
30,5,"2-variate","MDD",0.147575
31,5,"2-variate","MDD",0.1523
32,5,"2-variate","MDD",0.150425
33,5,"2-variate","MDD",0.140325
34,5,"2-variate","MDD",0.1539
35,5,"2-variate","MDD",0.14635
36,5,"2-variate","MDD",0.144625
37,5,"2-variate","MDD",0.14475
38,5,"2-variate","MDD",0.153475
39,5,"2-variate","MDD",0.142775
40,5,"2-variate","MDD",0.140325
41,5,"2-variate","MDD",0.139425
42,5,"2-variate","MDD",0.13905
43,5,"2-variate","MDD",0.15505
44,5,"2-variate","MDD",0.144225
45,5,"2-variate","MDD",0.151825
46,5,"2-variate","MDD",0.155275
47,5,"2-variate","MDD",0.139925
48,5,"2-variate","MDD",0.1417
49,5,"2-variate","MDD",0.14435
1,0,"6-variate","MDD",0.148875
2,0,"6-variate","MDD",0.146375
3,0,"6-variate","MDD",0.15475
4,0,"6-variate","MDD",0.15425
5,0,"6-variate","MDD",0.14475
6,0,"6-variate","MDD",0.1395
7,0,"6-variate","MDD",0.137875
8,0,"6-variate","MDD",0.138375
9,0,"6-variate","MDD",0.14525
10,0,"6-variate","MDD",0.1425
11,0,"6-variate","MDD",0.14225
12,0,"6-variate","MDD",0.13775
13,0,"6-variate","MDD",0.139
14,0,"6-variate","MDD",0.141875
15,0,"6-variate","MDD",0.139375
16,0,"6-variate","MDD",0.14525
17,0,"6-variate","MDD",0.14425
18,0,"6-variate","MDD",0.147375
19,0,"6-variate","MDD",0.150625
20,0,"6-variate","MDD",0.147125
21,0,"6-variate","MDD",0.145875
22,0,"6-variate","MDD",0.145625
23,0,"6-variate","MDD",0.145
24,0,"6-variate","MDD",0.146625
25,0,"6-variate","MDD",0.14925
26,0,"6-variate","MDD",0.143375
27,0,"6-variate","MDD",0.148125
28,0,"6-variate","MDD",0.143875
29,0,"6-variate","MDD",0.143375
30,0,"6-variate","MDD",0.142375
31,0,"6-variate","MDD",0.149125
32,0,"6-variate","MDD",0.140625
33,0,"6-variate","MDD",0.14075
34,0,"6-variate","MDD",0.15125
35,0,"6-variate","MDD",0.149125
36,0,"6-variate","MDD",0.14225
37,0,"6-variate","MDD",0.149625
38,0,"6-variate","MDD",0.153625
39,0,"6-variate","MDD",0.142
40,0,"6-variate","MDD",0.140625
41,0,"6-variate","MDD",0.14075
42,0,"6-variate","MDD",0.137125
43,0,"6-variate","MDD",0.157375
44,0,"6-variate","MDD",0.144125
45,0,"6-variate","MDD",0.1445
46,0,"6-variate","MDD",0.152375
47,0,"6-variate","MDD",0.134125
48,0,"6-variate","MDD",0.1515
49,0,"6-variate","MDD",0.145
1,1,"6-variate","MDD",0.14475
2,1,"6-variate","MDD",0.1435
3,1,"6-variate","MDD",0.15
4,1,"6-variate","MDD",0.151875
5,1,"6-variate","MDD",0.144
6,1,"6-variate","MDD",0.140875
7,1,"6-variate","MDD",0.137375
8,1,"6-variate","MDD",0.14125
9,1,"6-variate","MDD",0.14025
10,1,"6-variate","MDD",0.144875
11,1,"6-variate","MDD",0.143875
12,1,"6-variate","MDD",0.146
13,1,"6-variate","MDD",0.140625
14,1,"6-variate","MDD",0.141625
15,1,"6-variate","MDD",0.149875
16,1,"6-variate","MDD",0.148125
17,1,"6-variate","MDD",0.140875
18,1,"6-variate","MDD",0.153
19,1,"6-variate","MDD",0.14725
20,1,"6-variate","MDD",0.148125
21,1,"6-variate","MDD",0.147125
22,1,"6-variate","MDD",0.14375
23,1,"6-variate","MDD",0.134875
24,1,"6-variate","MDD",0.141125
25,1,"6-variate","MDD",0.146875
26,1,"6-variate","MDD",0.148875
27,1,"6-variate","MDD",0.1475
28,1,"6-variate","MDD",0.140375
29,1,"6-variate","MDD",0.14
30,1,"6-variate","MDD",0.139
31,1,"6-variate","MDD",0.15225
32,1,"6-variate","MDD",0.14875
33,1,"6-variate","MDD",0.13875
34,1,"6-variate","MDD",0.15675
35,1,"6-variate","MDD",0.14725
36,1,"6-variate","MDD",0.148625
37,1,"6-variate","MDD",0.151125
38,1,"6-variate","MDD",0.144625
39,1,"6-variate","MDD",0.139375
40,1,"6-variate","MDD",0.139375
41,1,"6-variate","MDD",0.13425
42,1,"6-variate","MDD",0.13875
43,1,"6-variate","MDD",0.1555
44,1,"6-variate","MDD",0.142625
45,1,"6-variate","MDD",0.146125
46,1,"6-variate","MDD",0.148625
47,1,"6-variate","MDD",0.14075
48,1,"6-variate","MDD",0.14775
49,1,"6-variate","MDD",0.1415
1,2,"6-variate","MDD",0.149125
2,2,"6-variate","MDD",0.154
3,2,"6-variate","MDD",0.152
4,2,"6-variate","MDD",0.14375
5,2,"6-variate","MDD",0.142875
6,2,"6-variate","MDD",0.136
7,2,"6-variate","MDD",0.143875
8,2,"6-variate","MDD",0.1385
9,2,"6-variate","MDD",0.145
10,2,"6-variate","MDD",0.144125
11,2,"6-variate","MDD",0.14075
12,2,"6-variate","MDD",0.143125
13,2,"6-variate","MDD",0.1525
14,2,"6-variate","MDD",0.138125
15,2,"6-variate","MDD",0.14625
16,2,"6-variate","MDD",0.14975
17,2,"6-variate","MDD",0.14
18,2,"6-variate","MDD",0.14875
19,2,"6-variate","MDD",0.15775
20,2,"6-variate","MDD",0.152625
21,2,"6-variate","MDD",0.15225
22,2,"6-variate","MDD",0.14125
23,2,"6-variate","MDD",0.137375
24,2,"6-variate","MDD",0.142
25,2,"6-variate","MDD",0.150125
26,2,"6-variate","MDD",0.151125
27,2,"6-variate","MDD",0.147875
28,2,"6-variate","MDD",0.138375
29,2,"6-variate","MDD",0.144
30,2,"6-variate","MDD",0.143875
31,2,"6-variate","MDD",0.14625
32,2,"6-variate","MDD",0.1485
33,2,"6-variate","MDD",0.14275
34,2,"6-variate","MDD",0.14975
35,2,"6-variate","MDD",0.145
36,2,"6-variate","MDD",0.147125
37,2,"6-variate","MDD",0.1575
38,2,"6-variate","MDD",0.140625
39,2,"6-variate","MDD",0.1525
40,2,"6-variate","MDD",0.1425
41,2,"6-variate","MDD",0.1405
42,2,"6-variate","MDD",0.14125
43,2,"6-variate","MDD",0.161
44,2,"6-variate","MDD",0.1415
45,2,"6-variate","MDD",0.152125
46,2,"6-variate","MDD",0.153125
47,2,"6-variate","MDD",0.136125
48,2,"6-variate","MDD",0.140625
49,2,"6-variate","MDD",0.14725
1,3,"6-variate","MDD",0.151125
2,3,"6-variate","MDD",0.1465
3,3,"6-variate","MDD",0.149125
4,3,"6-variate","MDD",0.144125
5,3,"6-variate","MDD",0.15375
6,3,"6-variate","MDD",0.135875
7,3,"6-variate","MDD",0.1395
8,3,"6-variate","MDD",0.1345
9,3,"6-variate","MDD",0.150625
10,3,"6-variate","MDD",0.143125
11,3,"6-variate","MDD",0.14725
12,3,"6-variate","MDD",0.1435
13,3,"6-variate","MDD",0.14375
14,3,"6-variate","MDD",0.146125
15,3,"6-variate","MDD",0.148
16,3,"6-variate","MDD",0.151625
17,3,"6-variate","MDD",0.14175
18,3,"6-variate","MDD",0.14625
19,3,"6-variate","MDD",0.147625
20,3,"6-variate","MDD",0.155375
21,3,"6-variate","MDD",0.1465
22,3,"6-variate","MDD",0.146625
23,3,"6-variate","MDD",0.1395
24,3,"6-variate","MDD",0.154375
25,3,"6-variate","MDD",0.151625
26,3,"6-variate","MDD",0.154125
27,3,"6-variate","MDD",0.149125
28,3,"6-variate","MDD",0.14725
29,3,"6-variate","MDD",0.14025
30,3,"6-variate","MDD",0.147875
31,3,"6-variate","MDD",0.153875
32,3,"6-variate","MDD",0.142375
33,3,"6-variate","MDD",0.143375
34,3,"6-variate","MDD",0.148375
35,3,"6-variate","MDD",0.1445
36,3,"6-variate","MDD",0.144375
37,3,"6-variate","MDD",0.151125
38,3,"6-variate","MDD",0.148625
39,3,"6-variate","MDD",0.15125
40,3,"6-variate","MDD",0.144125
41,3,"6-variate","MDD",0.13425
42,3,"6-variate","MDD",0.135
43,3,"6-variate","MDD",0.160125
44,3,"6-variate","MDD",0.1445
45,3,"6-variate","MDD",0.15175
46,3,"6-variate","MDD",0.150375
47,3,"6-variate","MDD",0.142375
48,3,"6-variate","MDD",0.14475
49,3,"6-variate","MDD",0.140625
1,4,"6-variate","MDD",0.153375
2,4,"6-variate","MDD",0.15025
3,4,"6-variate","MDD",0.15525
4,4,"6-variate","MDD",0.156
5,4,"6-variate","MDD",0.147875
6,4,"6-variate","MDD",0.134125
7,4,"6-variate","MDD",0.13875
8,4,"6-variate","MDD",0.136625
9,4,"6-variate","MDD",0.143375
10,4,"6-variate","MDD",0.1435
11,4,"6-variate","MDD",0.13925
12,4,"6-variate","MDD",0.1455
13,4,"6-variate","MDD",0.1435
14,4,"6-variate","MDD",0.146875
15,4,"6-variate","MDD",0.14
16,4,"6-variate","MDD",0.152125
17,4,"6-variate","MDD",0.139625
18,4,"6-variate","MDD",0.147625
19,4,"6-variate","MDD",0.154625
20,4,"6-variate","MDD",0.157375
21,4,"6-variate","MDD",0.145375
22,4,"6-variate","MDD",0.138125
23,4,"6-variate","MDD",0.1405
24,4,"6-variate","MDD",0.143125
25,4,"6-variate","MDD",0.151375
26,4,"6-variate","MDD",0.153375
27,4,"6-variate","MDD",0.14475
28,4,"6-variate","MDD",0.14675
29,4,"6-variate","MDD",0.1485
30,4,"6-variate","MDD",0.148125
31,4,"6-variate","MDD",0.144125
32,4,"6-variate","MDD",0.15225
33,4,"6-variate","MDD",0.1525
34,4,"6-variate","MDD",0.1515
35,4,"6-variate","MDD",0.14125
36,4,"6-variate","MDD",0.143125
37,4,"6-variate","MDD",0.149625
38,4,"6-variate","MDD",0.1485
39,4,"6-variate","MDD",0.145
40,4,"6-variate","MDD",0.14525
41,4,"6-variate","MDD",0.149625
42,4,"6-variate","MDD",0.139375
43,4,"6-variate","MDD",0.165375
44,4,"6-variate","MDD",0.14625
45,4,"6-variate","MDD",0.15175
46,4,"6-variate","MDD",0.15125
47,4,"6-variate","MDD",0.137375
48,4,"6-variate","MDD",0.143125
49,4,"6-variate","MDD",0.1455
1,5,"6-variate","MDD",0.1535
2,5,"6-variate","MDD",0.151625
3,5,"6-variate","MDD",0.147125
4,5,"6-variate","MDD",0.1605
5,5,"6-variate","MDD",0.143375
6,5,"6-variate","MDD",0.136125
7,5,"6-variate","MDD",0.13625
8,5,"6-variate","MDD",0.1335
9,5,"6-variate","MDD",0.14725
10,5,"6-variate","MDD",0.1445
11,5,"6-variate","MDD",0.1485
12,5,"6-variate","MDD",0.148625
13,5,"6-variate","MDD",0.142875
14,5,"6-variate","MDD",0.141875
15,5,"6-variate","MDD",0.14725
16,5,"6-variate","MDD",0.15025
17,5,"6-variate","MDD",0.141
18,5,"6-variate","MDD",0.153875
19,5,"6-variate","MDD",0.15275
20,5,"6-variate","MDD",0.147
21,5,"6-variate","MDD",0.149625
22,5,"6-variate","MDD",0.141375
23,5,"6-variate","MDD",0.14325
24,5,"6-variate","MDD",0.14525
25,5,"6-variate","MDD",0.1485
26,5,"6-variate","MDD",0.15675
27,5,"6-variate","MDD",0.152
28,5,"6-variate","MDD",0.14275
