"seed","gen","xAM","dx","value"
18,2,"2-variate","ALC",0.30025
19,2,"2-variate","ALC",0.292125
20,2,"2-variate","ALC",0.29295
21,2,"2-variate","ALC",0.29905
22,2,"2-variate","ALC",0.305275
23,2,"2-variate","ALC",0.294175
24,2,"2-variate","ALC",0.289775
25,2,"2-variate","ALC",0.30135
26,2,"2-variate","ALC",0.299025
27,2,"2-variate","ALC",0.298275
28,2,"2-variate","ALC",0.2927
29,2,"2-variate","ALC",0.2959
30,2,"2-variate","ALC",0.28485
31,2,"2-variate","ALC",0.2862
32,2,"2-variate","ALC",0.302475
33,2,"2-variate","ALC",0.284775
34,2,"2-variate","ALC",0.295875
35,2,"2-variate","ALC",0.291675
36,2,"2-variate","ALC",0.293975
37,2,"2-variate","ALC",0.299175
38,2,"2-variate","ALC",0.2906
39,2,"2-variate","ALC",0.300425
40,2,"2-variate","ALC",0.295825
41,2,"2-variate","ALC",0.299775
42,2,"2-variate","ALC",0.304175
43,2,"2-variate","ALC",0.2902
44,2,"2-variate","ALC",0.292
45,2,"2-variate","ALC",0.2963
46,2,"2-variate","ALC",0.3105
47,2,"2-variate","ALC",0.292625
48,2,"2-variate","ALC",0.3072
49,2,"2-variate","ALC",0.3018
1,3,"2-variate","ALC",0.2917
2,3,"2-variate","ALC",0.29525
3,3,"2-variate","ALC",0.302875
4,3,"2-variate","ALC",0.286475
5,3,"2-variate","ALC",0.3095
6,3,"2-variate","ALC",0.291625
7,3,"2-variate","ALC",0.2996
8,3,"2-variate","ALC",0.293825
9,3,"2-variate","ALC",0.2881
10,3,"2-variate","ALC",0.296125
11,3,"2-variate","ALC",0.290225
12,3,"2-variate","ALC",0.29335
13,3,"2-variate","ALC",0.3031
14,3,"2-variate","ALC",0.2875
15,3,"2-variate","ALC",0.30235
16,3,"2-variate","ALC",0.299825
17,3,"2-variate","ALC",0.292525
18,3,"2-variate","ALC",0.2923
19,3,"2-variate","ALC",0.293875
20,3,"2-variate","ALC",0.2942
21,3,"2-variate","ALC",0.3017
22,3,"2-variate","ALC",0.300775
23,3,"2-variate","ALC",0.3021
24,3,"2-variate","ALC",0.29065
25,3,"2-variate","ALC",0.2952
26,3,"2-variate","ALC",0.303725
27,3,"2-variate","ALC",0.296875
28,3,"2-variate","ALC",0.293925
29,3,"2-variate","ALC",0.29435
30,3,"2-variate","ALC",0.289425
31,3,"2-variate","ALC",0.28785
32,3,"2-variate","ALC",0.298225
33,3,"2-variate","ALC",0.2887
34,3,"2-variate","ALC",0.296525
35,3,"2-variate","ALC",0.2931
36,3,"2-variate","ALC",0.298125
37,3,"2-variate","ALC",0.300275
38,3,"2-variate","ALC",0.288325
39,3,"2-variate","ALC",0.29875
40,3,"2-variate","ALC",0.299675
41,3,"2-variate","ALC",0.302275
42,3,"2-variate","ALC",0.29635
43,3,"2-variate","ALC",0.290725
44,3,"2-variate","ALC",0.29395
45,3,"2-variate","ALC",0.299825
46,3,"2-variate","ALC",0.308825
47,3,"2-variate","ALC",0.29635
48,3,"2-variate","ALC",0.3081
49,3,"2-variate","ALC",0.296325
1,4,"2-variate","ALC",0.290725
2,4,"2-variate","ALC",0.290425
3,4,"2-variate","ALC",0.304225
4,4,"2-variate","ALC",0.28975
5,4,"2-variate","ALC",0.30325
6,4,"2-variate","ALC",0.28555
7,4,"2-variate","ALC",0.29585
8,4,"2-variate","ALC",0.2947
9,4,"2-variate","ALC",0.291
10,4,"2-variate","ALC",0.290925
11,4,"2-variate","ALC",0.291675
12,4,"2-variate","ALC",0.292825
13,4,"2-variate","ALC",0.2913
14,4,"2-variate","ALC",0.286125
15,4,"2-variate","ALC",0.296375
16,4,"2-variate","ALC",0.29635
17,4,"2-variate","ALC",0.300175
18,4,"2-variate","ALC",0.295225
19,4,"2-variate","ALC",0.29675
20,4,"2-variate","ALC",0.2917
21,4,"2-variate","ALC",0.296875
22,4,"2-variate","ALC",0.304625
23,4,"2-variate","ALC",0.290875
24,4,"2-variate","ALC",0.30035
25,4,"2-variate","ALC",0.293975
26,4,"2-variate","ALC",0.301325
27,4,"2-variate","ALC",0.293675
28,4,"2-variate","ALC",0.2986
29,4,"2-variate","ALC",0.291925
30,4,"2-variate","ALC",0.285725
31,4,"2-variate","ALC",0.294475
32,4,"2-variate","ALC",0.298825
33,4,"2-variate","ALC",0.28655
34,4,"2-variate","ALC",0.29915
35,4,"2-variate","ALC",0.29805
36,4,"2-variate","ALC",0.3023
37,4,"2-variate","ALC",0.301675
38,4,"2-variate","ALC",0.2974
39,4,"2-variate","ALC",0.296975
40,4,"2-variate","ALC",0.298675
41,4,"2-variate","ALC",0.3021
42,4,"2-variate","ALC",0.29615
43,4,"2-variate","ALC",0.294575
44,4,"2-variate","ALC",0.2929
45,4,"2-variate","ALC",0.2993
46,4,"2-variate","ALC",0.307125
47,4,"2-variate","ALC",0.292975
48,4,"2-variate","ALC",0.310375
49,4,"2-variate","ALC",0.304175
1,5,"2-variate","ALC",0.291225
2,5,"2-variate","ALC",0.294525
3,5,"2-variate","ALC",0.302025
4,5,"2-variate","ALC",0.296725
5,5,"2-variate","ALC",0.303125
6,5,"2-variate","ALC",0.29
7,5,"2-variate","ALC",0.300625
8,5,"2-variate","ALC",0.29975
9,5,"2-variate","ALC",0.293175
10,5,"2-variate","ALC",0.291725
11,5,"2-variate","ALC",0.289675
12,5,"2-variate","ALC",0.296825
13,5,"2-variate","ALC",0.299025
14,5,"2-variate","ALC",0.284025
15,5,"2-variate","ALC",0.30255
16,5,"2-variate","ALC",0.29785
17,5,"2-variate","ALC",0.302375
18,5,"2-variate","ALC",0.300975
19,5,"2-variate","ALC",0.30655
20,5,"2-variate","ALC",0.299425
21,5,"2-variate","ALC",0.2968
22,5,"2-variate","ALC",0.301575
23,5,"2-variate","ALC",0.297875
24,5,"2-variate","ALC",0.2951
25,5,"2-variate","ALC",0.2971
26,5,"2-variate","ALC",0.30425
27,5,"2-variate","ALC",0.29665
28,5,"2-variate","ALC",0.298575
29,5,"2-variate","ALC",0.2978
30,5,"2-variate","ALC",0.28725
31,5,"2-variate","ALC",0.2845
32,5,"2-variate","ALC",0.3007
33,5,"2-variate","ALC",0.28095
34,5,"2-variate","ALC",0.29605
35,5,"2-variate","ALC",0.291225
36,5,"2-variate","ALC",0.29785
37,5,"2-variate","ALC",0.306075
38,5,"2-variate","ALC",0.295075
39,5,"2-variate","ALC",0.304275
40,5,"2-variate","ALC",0.303425
41,5,"2-variate","ALC",0.302425
42,5,"2-variate","ALC",0.29885
43,5,"2-variate","ALC",0.291875
44,5,"2-variate","ALC",0.288575
45,5,"2-variate","ALC",0.29585
46,5,"2-variate","ALC",0.306825
47,5,"2-variate","ALC",0.294125
48,5,"2-variate","ALC",0.308675
49,5,"2-variate","ALC",0.3018
1,0,"6-variate","ALC",0.2905
2,0,"6-variate","ALC",0.293875
3,0,"6-variate","ALC",0.29925
4,0,"6-variate","ALC",0.28
5,0,"6-variate","ALC",0.30125
6,0,"6-variate","ALC",0.283125
7,0,"6-variate","ALC",0.297375
8,0,"6-variate","ALC",0.294875
9,0,"6-variate","ALC",0.2905
10,0,"6-variate","ALC",0.293625
11,0,"6-variate","ALC",0.27525
12,0,"6-variate","ALC",0.286625
13,0,"6-variate","ALC",0.301
14,0,"6-variate","ALC",0.2865
15,0,"6-variate","ALC",0.28475
16,0,"6-variate","ALC",0.288125
17,0,"6-variate","ALC",0.293
18,0,"6-variate","ALC",0.29125
19,0,"6-variate","ALC",0.290875
20,0,"6-variate","ALC",0.29275
21,0,"6-variate","ALC",0.2945
22,0,"6-variate","ALC",0.296625
23,0,"6-variate","ALC",0.296
24,0,"6-variate","ALC",0.28925
25,0,"6-variate","ALC",0.30425
26,0,"6-variate","ALC",0.296125
27,0,"6-variate","ALC",0.2945
28,0,"6-variate","ALC",0.29575
29,0,"6-variate","ALC",0.284375
30,0,"6-variate","ALC",0.28475
31,0,"6-variate","ALC",0.2925
32,0,"6-variate","ALC",0.294625
33,0,"6-variate","ALC",0.28675
34,0,"6-variate","ALC",0.293875
35,0,"6-variate","ALC",0.28375
36,0,"6-variate","ALC",0.290375
37,0,"6-variate","ALC",0.292625
38,0,"6-variate","ALC",0.28875
39,0,"6-variate","ALC",0.296
40,0,"6-variate","ALC",0.294
41,0,"6-variate","ALC",0.2985
42,0,"6-variate","ALC",0.291875
43,0,"6-variate","ALC",0.287
44,0,"6-variate","ALC",0.29
45,0,"6-variate","ALC",0.2875
46,0,"6-variate","ALC",0.294875
47,0,"6-variate","ALC",0.29125
48,0,"6-variate","ALC",0.30225
49,0,"6-variate","ALC",0.292125
1,1,"6-variate","ALC",0.29725
2,1,"6-variate","ALC",0.284375
3,1,"6-variate","ALC",0.3075
4,1,"6-variate","ALC",0.287625
5,1,"6-variate","ALC",0.29875
6,1,"6-variate","ALC",0.28975
7,1,"6-variate","ALC",0.294625
8,1,"6-variate","ALC",0.2845
9,1,"6-variate","ALC",0.289125
10,1,"6-variate","ALC",0.287125
11,1,"6-variate","ALC",0.284125
12,1,"6-variate","ALC",0.296625
13,1,"6-variate","ALC",0.290875
14,1,"6-variate","ALC",0.2875
15,1,"6-variate","ALC",0.30175
16,1,"6-variate","ALC",0.285625
17,1,"6-variate","ALC",0.296375
18,1,"6-variate","ALC",0.29675
19,1,"6-variate","ALC",0.29675
20,1,"6-variate","ALC",0.29925
21,1,"6-variate","ALC",0.29675
22,1,"6-variate","ALC",0.29975
23,1,"6-variate","ALC",0.29725
24,1,"6-variate","ALC",0.29575
25,1,"6-variate","ALC",0.2965
26,1,"6-variate","ALC",0.307125
27,1,"6-variate","ALC",0.286625
28,1,"6-variate","ALC",0.289375
29,1,"6-variate","ALC",0.292375
30,1,"6-variate","ALC",0.28975
31,1,"6-variate","ALC",0.2925
32,1,"6-variate","ALC",0.2975
33,1,"6-variate","ALC",0.291125
34,1,"6-variate","ALC",0.300375
35,1,"6-variate","ALC",0.294875
36,1,"6-variate","ALC",0.295125
37,1,"6-variate","ALC",0.2935
38,1,"6-variate","ALC",0.275875
39,1,"6-variate","ALC",0.30575
40,1,"6-variate","ALC",0.288
41,1,"6-variate","ALC",0.299375
42,1,"6-variate","ALC",0.304125
43,1,"6-variate","ALC",0.28975
44,1,"6-variate","ALC",0.29175
45,1,"6-variate","ALC",0.2945
46,1,"6-variate","ALC",0.302
47,1,"6-variate","ALC",0.2915
48,1,"6-variate","ALC",0.30575
49,1,"6-variate","ALC",0.289
1,2,"6-variate","ALC",0.2885
2,2,"6-variate","ALC",0.28825
3,2,"6-variate","ALC",0.302375
4,2,"6-variate","ALC",0.285125
5,2,"6-variate","ALC",0.302625
6,2,"6-variate","ALC",0.29575
7,2,"6-variate","ALC",0.29
8,2,"6-variate","ALC",0.298125
9,2,"6-variate","ALC",0.29375
10,2,"6-variate","ALC",0.292375
11,2,"6-variate","ALC",0.287
12,2,"6-variate","ALC",0.296
13,2,"6-variate","ALC",0.293875
14,2,"6-variate","ALC",0.288125
15,2,"6-variate","ALC",0.301
16,2,"6-variate","ALC",0.282875
17,2,"6-variate","ALC",0.2915
18,2,"6-variate","ALC",0.297375
19,2,"6-variate","ALC",0.29525
20,2,"6-variate","ALC",0.29725
21,2,"6-variate","ALC",0.3045
22,2,"6-variate","ALC",0.302
23,2,"6-variate","ALC",0.305
24,2,"6-variate","ALC",0.2895
25,2,"6-variate","ALC",0.299875
26,2,"6-variate","ALC",0.29625
27,2,"6-variate","ALC",0.290625
28,2,"6-variate","ALC",0.286875
29,2,"6-variate","ALC",0.295
30,2,"6-variate","ALC",0.284
31,2,"6-variate","ALC",0.291875
32,2,"6-variate","ALC",0.304625
33,2,"6-variate","ALC",0.2885
34,2,"6-variate","ALC",0.29575
35,2,"6-variate","ALC",0.29475
36,2,"6-variate","ALC",0.29225
37,2,"6-variate","ALC",0.301625
38,2,"6-variate","ALC",0.287
39,2,"6-variate","ALC",0.30375
40,2,"6-variate","ALC",0.291625
41,2,"6-variate","ALC",0.30125
42,2,"6-variate","ALC",0.308125
43,2,"6-variate","ALC",0.287625
44,2,"6-variate","ALC",0.29425
45,2,"6-variate","ALC",0.296875
46,2,"6-variate","ALC",0.3025
47,2,"6-variate","ALC",0.28925
48,2,"6-variate","ALC",0.3085
49,2,"6-variate","ALC",0.294125
1,3,"6-variate","ALC",0.28725
2,3,"6-variate","ALC",0.287875
3,3,"6-variate","ALC",0.307375
4,3,"6-variate","ALC",0.286125
5,3,"6-variate","ALC",0.306125
6,3,"6-variate","ALC",0.292875
7,3,"6-variate","ALC",0.298625
8,3,"6-variate","ALC",0.29975
9,3,"6-variate","ALC",0.29825
10,3,"6-variate","ALC",0.298875
11,3,"6-variate","ALC",0.289375
12,3,"6-variate","ALC",0.297625
13,3,"6-variate","ALC",0.293625
14,3,"6-variate","ALC",0.28725
15,3,"6-variate","ALC",0.313625
16,3,"6-variate","ALC",0.293375
17,3,"6-variate","ALC",0.29425
18,3,"6-variate","ALC",0.28725
19,3,"6-variate","ALC",0.291625
20,3,"6-variate","ALC",0.29475
21,3,"6-variate","ALC",0.3005
22,3,"6-variate","ALC",0.30025
23,3,"6-variate","ALC",0.300375
24,3,"6-variate","ALC",0.294875
25,3,"6-variate","ALC",0.305125
26,3,"6-variate","ALC",0.305375
27,3,"6-variate","ALC",0.291625
28,3,"6-variate","ALC",0.286625
29,3,"6-variate","ALC",0.28875
30,3,"6-variate","ALC",0.29025
31,3,"6-variate","ALC",0.291
32,3,"6-variate","ALC",0.29575
33,3,"6-variate","ALC",0.295625
34,3,"6-variate","ALC",0.295375
35,3,"6-variate","ALC",0.2955
36,3,"6-variate","ALC",0.30175
37,3,"6-variate","ALC",0.30325
38,3,"6-variate","ALC",0.282125
39,3,"6-variate","ALC",0.305625
40,3,"6-variate","ALC",0.299125
41,3,"6-variate","ALC",0.294875
42,3,"6-variate","ALC",0.300125
43,3,"6-variate","ALC",0.284
44,3,"6-variate","ALC",0.297
45,3,"6-variate","ALC",0.301875
46,3,"6-variate","ALC",0.309875
47,3,"6-variate","ALC",0.297625
48,3,"6-variate","ALC",0.3125
49,3,"6-variate","ALC",0.303625
1,4,"6-variate","ALC",0.289125
2,4,"6-variate","ALC",0.280375
3,4,"6-variate","ALC",0.306875
4,4,"6-variate","ALC",0.285625
5,4,"6-variate","ALC",0.305125
6,4,"6-variate","ALC",0.288875
7,4,"6-variate","ALC",0.28975
8,4,"6-variate","ALC",0.298
9,4,"6-variate","ALC",0.298
10,4,"6-variate","ALC",0.299375
11,4,"6-variate","ALC",0.2865
12,4,"6-variate","ALC",0.294375
13,4,"6-variate","ALC",0.281125
14,4,"6-variate","ALC",0.289875
15,4,"6-variate","ALC",0.30175
16,4,"6-variate","ALC",0.287875
17,4,"6-variate","ALC",0.292
18,4,"6-variate","ALC",0.289125
19,4,"6-variate","ALC",0.28475
20,4,"6-variate","ALC",0.299
21,4,"6-variate","ALC",0.3
22,4,"6-variate","ALC",0.299125
23,4,"6-variate","ALC",0.297
24,4,"6-variate","ALC",0.297
25,4,"6-variate","ALC",0.303
26,4,"6-variate","ALC",0.294375
27,4,"6-variate","ALC",0.28925
28,4,"6-variate","ALC",0.297
29,4,"6-variate","ALC",0.280625
30,4,"6-variate","ALC",0.287875
31,4,"6-variate","ALC",0.287875
32,4,"6-variate","ALC",0.301625
33,4,"6-variate","ALC",0.287875
34,4,"6-variate","ALC",0.300375
35,4,"6-variate","ALC",0.309
36,4,"6-variate","ALC",0.30425
37,4,"6-variate","ALC",0.299375
38,4,"6-variate","ALC",0.29275
39,4,"6-variate","ALC",0.31025
40,4,"6-variate","ALC",0.295625
41,4,"6-variate","ALC",0.299375
42,4,"6-variate","ALC",0.2945
43,4,"6-variate","ALC",0.2905
44,4,"6-variate","ALC",0.299125
45,4,"6-variate","ALC",0.298625
46,4,"6-variate","ALC",0.30625
47,4,"6-variate","ALC",0.296375
48,4,"6-variate","ALC",0.310875
49,4,"6-variate","ALC",0.304375
1,5,"6-variate","ALC",0.28325
2,5,"6-variate","ALC",0.2905
3,5,"6-variate","ALC",0.307625
4,5,"6-variate","ALC",0.29475
5,5,"6-variate","ALC",0.310875
6,5,"6-variate","ALC",0.29125
7,5,"6-variate","ALC",0.294
8,5,"6-variate","ALC",0.30175
9,5,"6-variate","ALC",0.291375
10,5,"6-variate","ALC",0.297375
11,5,"6-variate","ALC",0.2885
12,5,"6-variate","ALC",0.300875
13,5,"6-variate","ALC",0.298125
14,5,"6-variate","ALC",0.280875
15,5,"6-variate","ALC",0.3045
16,5,"6-variate","ALC",0.292875
17,5,"6-variate","ALC",0.296625
18,5,"6-variate","ALC",0.297875
19,5,"6-variate","ALC",0.306
20,5,"6-variate","ALC",0.29825
21,5,"6-variate","ALC",0.306375
22,5,"6-variate","ALC",0.303125
23,5,"6-variate","ALC",0.302375
24,5,"6-variate","ALC",0.287625
25,5,"6-variate","ALC",0.30725
26,5,"6-variate","ALC",0.30475
27,5,"6-variate","ALC",0.294625
28,5,"6-variate","ALC",0.30175
29,5,"6-variate","ALC",0.28725
30,5,"6-variate","ALC",0.287125
31,5,"6-variate","ALC",0.287875
32,5,"6-variate","ALC",0.302625
33,5,"6-variate","ALC",0.274875
34,5,"6-variate","ALC",0.301125
35,5,"6-variate","ALC",0.2995
36,5,"6-variate","ALC",0.292
37,5,"6-variate","ALC",0.3015
38,5,"6-variate","ALC",0.29325
39,5,"6-variate","ALC",0.309625
40,5,"6-variate","ALC",0.30075
41,5,"6-variate","ALC",0.298
42,5,"6-variate","ALC",0.299625
43,5,"6-variate","ALC",0.294375
44,5,"6-variate","ALC",0.292
45,5,"6-variate","ALC",0.289375
46,5,"6-variate","ALC",0.3085
47,5,"6-variate","ALC",0.3015
48,5,"6-variate","ALC",0.311375
49,5,"6-variate","ALC",0.298375
1,0,"2-variate","ANX",0.308875
2,0,"2-variate","ANX",0.311
3,0,"2-variate","ANX",0.30725
4,0,"2-variate","ANX",0.32175
5,0,"2-variate","ANX",0.311875
6,0,"2-variate","ANX",0.321125
7,0,"2-variate","ANX",0.310875
8,0,"2-variate","ANX",0.322625
9,0,"2-variate","ANX",0.316625
10,0,"2-variate","ANX",0.3165
11,0,"2-variate","ANX",0.320375
12,0,"2-variate","ANX",0.304125
13,0,"2-variate","ANX",0.31175
14,0,"2-variate","ANX",0.31575
15,0,"2-variate","ANX",0.314375
16,0,"2-variate","ANX",0.31525
17,0,"2-variate","ANX",0.32225
18,0,"2-variate","ANX",0.31575
19,0,"2-variate","ANX",0.315125
20,0,"2-variate","ANX",0.32175
21,0,"2-variate","ANX",0.31075
22,0,"2-variate","ANX",0.324125
23,0,"2-variate","ANX",0.31575
24,0,"2-variate","ANX",0.3115
25,0,"2-variate","ANX",0.313875
26,0,"2-variate","ANX",0.31075
27,0,"2-variate","ANX",0.318375
28,0,"2-variate","ANX",0.3195
29,0,"2-variate","ANX",0.311
30,0,"2-variate","ANX",0.31125
31,0,"2-variate","ANX",0.314875
32,0,"2-variate","ANX",0.307625
33,0,"2-variate","ANX",0.32625
34,0,"2-variate","ANX",0.319375
35,0,"2-variate","ANX",0.315125
36,0,"2-variate","ANX",0.311
37,0,"2-variate","ANX",0.322
38,0,"2-variate","ANX",0.315
39,0,"2-variate","ANX",0.317
40,0,"2-variate","ANX",0.314
41,0,"2-variate","ANX",0.315125
42,0,"2-variate","ANX",0.317125
43,0,"2-variate","ANX",0.322125
44,0,"2-variate","ANX",0.322125
45,0,"2-variate","ANX",0.310625
46,0,"2-variate","ANX",0.316875
47,0,"2-variate","ANX",0.319125
48,0,"2-variate","ANX",0.311375
49,0,"2-variate","ANX",0.31125
1,1,"2-variate","ANX",0.318275
2,1,"2-variate","ANX",0.3157
3,1,"2-variate","ANX",0.315875
4,1,"2-variate","ANX",0.324775
5,1,"2-variate","ANX",0.3163
6,1,"2-variate","ANX",0.329
7,1,"2-variate","ANX",0.321075
8,1,"2-variate","ANX",0.3184
9,1,"2-variate","ANX",0.3285
10,1,"2-variate","ANX",0.318775
11,1,"2-variate","ANX",0.325375
12,1,"2-variate","ANX",0.313925
13,1,"2-variate","ANX",0.312375
14,1,"2-variate","ANX",0.32175
15,1,"2-variate","ANX",0.3192
16,1,"2-variate","ANX",0.32905
17,1,"2-variate","ANX",0.3232
18,1,"2-variate","ANX",0.31425
19,1,"2-variate","ANX",0.317025
20,1,"2-variate","ANX",0.32475
21,1,"2-variate","ANX",0.3142
22,1,"2-variate","ANX",0.330725
23,1,"2-variate","ANX",0.32085
24,1,"2-variate","ANX",0.3125
25,1,"2-variate","ANX",0.318225
26,1,"2-variate","ANX",0.32165
27,1,"2-variate","ANX",0.31975
28,1,"2-variate","ANX",0.323175
29,1,"2-variate","ANX",0.3163
30,1,"2-variate","ANX",0.312
31,1,"2-variate","ANX",0.3154
32,1,"2-variate","ANX",0.315025
33,1,"2-variate","ANX",0.334425
34,1,"2-variate","ANX",0.3213
35,1,"2-variate","ANX",0.318025
36,1,"2-variate","ANX",0.315
37,1,"2-variate","ANX",0.326975
38,1,"2-variate","ANX",0.321925
39,1,"2-variate","ANX",0.320925
40,1,"2-variate","ANX",0.323125
41,1,"2-variate","ANX",0.318475
42,1,"2-variate","ANX",0.320025
43,1,"2-variate","ANX",0.333525
44,1,"2-variate","ANX",0.31995
45,1,"2-variate","ANX",0.3239
46,1,"2-variate","ANX",0.325025
47,1,"2-variate","ANX",0.317825
48,1,"2-variate","ANX",0.32065
49,1,"2-variate","ANX",0.324625
1,2,"2-variate","ANX",0.3234
2,2,"2-variate","ANX",0.322825
3,2,"2-variate","ANX",0.312
4,2,"2-variate","ANX",0.32925
5,2,"2-variate","ANX",0.3208
6,2,"2-variate","ANX",0.33165
7,2,"2-variate","ANX",0.320775
8,2,"2-variate","ANX",0.3226
9,2,"2-variate","ANX",0.324525
10,2,"2-variate","ANX",0.321275
11,2,"2-variate","ANX",0.3253
12,2,"2-variate","ANX",0.308825
13,2,"2-variate","ANX",0.32165
14,2,"2-variate","ANX",0.324475
15,2,"2-variate","ANX",0.32275
16,2,"2-variate","ANX",0.339175
17,2,"2-variate","ANX",0.326525
18,2,"2-variate","ANX",0.3157
19,2,"2-variate","ANX",0.3276
20,2,"2-variate","ANX",0.328225
21,2,"2-variate","ANX",0.31905
22,2,"2-variate","ANX",0.33035
23,2,"2-variate","ANX",0.317875
24,2,"2-variate","ANX",0.319925
25,2,"2-variate","ANX",0.324575
26,2,"2-variate","ANX",0.3202
27,2,"2-variate","ANX",0.3269
28,2,"2-variate","ANX",0.32495
29,2,"2-variate","ANX",0.319475
30,2,"2-variate","ANX",0.316825
31,2,"2-variate","ANX",0.32455
32,2,"2-variate","ANX",0.31245
33,2,"2-variate","ANX",0.333275
34,2,"2-variate","ANX",0.323175
35,2,"2-variate","ANX",0.320625
36,2,"2-variate","ANX",0.312175
37,2,"2-variate","ANX",0.319875
38,2,"2-variate","ANX",0.324875
39,2,"2-variate","ANX",0.319575
40,2,"2-variate","ANX",0.3272
41,2,"2-variate","ANX",0.321525
42,2,"2-variate","ANX",0.325575
43,2,"2-variate","ANX",0.335875
44,2,"2-variate","ANX",0.321925
45,2,"2-variate","ANX",0.32
46,2,"2-variate","ANX",0.327475
47,2,"2-variate","ANX",0.32365
48,2,"2-variate","ANX",0.3185
49,2,"2-variate","ANX",0.332925
1,3,"2-variate","ANX",0.3183
2,3,"2-variate","ANX",0.319175
3,3,"2-variate","ANX",0.322925
4,3,"2-variate","ANX",0.325625
5,3,"2-variate","ANX",0.326975
6,3,"2-variate","ANX",0.331225
7,3,"2-variate","ANX",0.326075
8,3,"2-variate","ANX",0.324375
9,3,"2-variate","ANX",0.332725
10,3,"2-variate","ANX",0.318625
11,3,"2-variate","ANX",0.331
12,3,"2-variate","ANX",0.3159
13,3,"2-variate","ANX",0.321175
14,3,"2-variate","ANX",0.324875
15,3,"2-variate","ANX",0.321125
16,3,"2-variate","ANX",0.333925
17,3,"2-variate","ANX",0.32805
18,3,"2-variate","ANX",0.319625
19,3,"2-variate","ANX",0.324325
20,3,"2-variate","ANX",0.330225
21,3,"2-variate","ANX",0.3176
22,3,"2-variate","ANX",0.335825
23,3,"2-variate","ANX",0.3287
24,3,"2-variate","ANX",0.3177
25,3,"2-variate","ANX",0.327325
26,3,"2-variate","ANX",0.323075
27,3,"2-variate","ANX",0.3286
28,3,"2-variate","ANX",0.32715
29,3,"2-variate","ANX",0.3191
30,3,"2-variate","ANX",0.31895
31,3,"2-variate","ANX",0.32155
32,3,"2-variate","ANX",0.3144
33,3,"2-variate","ANX",0.33385
34,3,"2-variate","ANX",0.321925
35,3,"2-variate","ANX",0.31965
36,3,"2-variate","ANX",0.31665
37,3,"2-variate","ANX",0.32035
38,3,"2-variate","ANX",0.329625
39,3,"2-variate","ANX",0.31595
40,3,"2-variate","ANX",0.325025
41,3,"2-variate","ANX",0.32345
42,3,"2-variate","ANX",0.319075
43,3,"2-variate","ANX",0.337825
44,3,"2-variate","ANX",0.325525
45,3,"2-variate","ANX",0.323975
46,3,"2-variate","ANX",0.328825
47,3,"2-variate","ANX",0.32105
48,3,"2-variate","ANX",0.32665
49,3,"2-variate","ANX",0.3334
1,4,"2-variate","ANX",0.321075
2,4,"2-variate","ANX",0.320275
3,4,"2-variate","ANX",0.32205
4,4,"2-variate","ANX",0.328475
5,4,"2-variate","ANX",0.32695
6,4,"2-variate","ANX",0.33735
7,4,"2-variate","ANX",0.321825
8,4,"2-variate","ANX",0.322475
9,4,"2-variate","ANX",0.32925
10,4,"2-variate","ANX",0.3204
11,4,"2-variate","ANX",0.3376
12,4,"2-variate","ANX",0.314625
13,4,"2-variate","ANX",0.3174
14,4,"2-variate","ANX",0.326375
15,4,"2-variate","ANX",0.3211
16,4,"2-variate","ANX",0.3382
17,4,"2-variate","ANX",0.3259
18,4,"2-variate","ANX",0.3177
19,4,"2-variate","ANX",0.33285
20,4,"2-variate","ANX",0.331875
21,4,"2-variate","ANX",0.317325
22,4,"2-variate","ANX",0.334625
23,4,"2-variate","ANX",0.333125
24,4,"2-variate","ANX",0.321475
25,4,"2-variate","ANX",0.3241
26,4,"2-variate","ANX",0.33425
27,4,"2-variate","ANX",0.332575
28,4,"2-variate","ANX",0.330425
29,4,"2-variate","ANX",0.319775
30,4,"2-variate","ANX",0.317475
31,4,"2-variate","ANX",0.32245
32,4,"2-variate","ANX",0.321425
33,4,"2-variate","ANX",0.33575
34,4,"2-variate","ANX",0.32305
35,4,"2-variate","ANX",0.317625
36,4,"2-variate","ANX",0.3151
37,4,"2-variate","ANX",0.326275
38,4,"2-variate","ANX",0.327975
39,4,"2-variate","ANX",0.3216
40,4,"2-variate","ANX",0.324525
41,4,"2-variate","ANX",0.32305
42,4,"2-variate","ANX",0.32145
43,4,"2-variate","ANX",0.335
44,4,"2-variate","ANX",0.322775
45,4,"2-variate","ANX",0.323525
46,4,"2-variate","ANX",0.32855
47,4,"2-variate","ANX",0.3274
48,4,"2-variate","ANX",0.31815
49,4,"2-variate","ANX",0.326175
1,5,"2-variate","ANX",0.327075
2,5,"2-variate","ANX",0.324825
3,5,"2-variate","ANX",0.32135
4,5,"2-variate","ANX",0.331625
5,5,"2-variate","ANX",0.326975
6,5,"2-variate","ANX",0.33325
7,5,"2-variate","ANX",0.32405
8,5,"2-variate","ANX",0.3218
9,5,"2-variate","ANX",0.327675
10,5,"2-variate","ANX",0.324175
11,5,"2-variate","ANX",0.3341
12,5,"2-variate","ANX",0.31685
13,5,"2-variate","ANX",0.320275
14,5,"2-variate","ANX",0.32665
15,5,"2-variate","ANX",0.323025
16,5,"2-variate","ANX",0.3353
17,5,"2-variate","ANX",0.330325
18,5,"2-variate","ANX",0.320625
19,5,"2-variate","ANX",0.333025
20,5,"2-variate","ANX",0.3374
