"gen","xAM","outcome","pheno_1","pheno_2","value","se","Outcome","Generation"
3,"6-variate","rgHE","SCZ","ANX",0.200692307992182,0.0338044557380595,"hat(italic(r))[HE]","3~gen.~xAM"
5,"6-variate","rgHE","SCZ","ANX",0.244277531280963,0.0339595318220746,"hat(italic(r))[HE]","5~gen.~xAM"
0,"6-variate","rgtrue","SCZ","ANX",0.00197057898515043,0.0094422378742451,"italic(r)[score]","0~gen.~xAM"
1,"6-variate","rgtrue","SCZ","ANX",0.0421199830697892,0.0115693173414103,"italic(r)[score]","1~gen.~xAM"
3,"6-variate","rgtrue","SCZ","ANX",0.0895616058735118,0.0156323863677771,"italic(r)[score]","3~gen.~xAM"
5,"6-variate","rgtrue","SCZ","ANX",0.114049215364667,0.0147301783088429,"italic(r)[score]","5~gen.~xAM"
0,"6-variate","rgHE","SCZ","BIP",-0.00191738191066046,0.0244683568160448,"hat(italic(r))[HE]","0~gen.~xAM"
1,"6-variate","rgHE","SCZ","BIP",0.0796522984555312,0.0264972574197462,"hat(italic(r))[HE]","1~gen.~xAM"
3,"6-variate","rgHE","SCZ","BIP",0.168575068821771,0.0393607964630589,"hat(italic(r))[HE]","3~gen.~xAM"
5,"6-variate","rgHE","SCZ","BIP",0.214369138691021,0.0363918592371911,"hat(italic(r))[HE]","5~gen.~xAM"
0,"6-variate","rgtrue","SCZ","BIP",-0.000831674362621313,0.0104642731915144,"italic(r)[score]","0~gen.~xAM"
1,"6-variate","rgtrue","SCZ","BIP",0.0405280718719634,0.0125444863731507,"italic(r)[score]","1~gen.~xAM"
3,"6-variate","rgtrue","SCZ","BIP",0.0764736667376076,0.0148491574688771,"italic(r)[score]","3~gen.~xAM"
5,"6-variate","rgtrue","SCZ","BIP",0.0956260164793395,0.0179359014869835,"italic(r)[score]","5~gen.~xAM"
0,"6-variate","rgHE","SCZ","MDD",0.000870423012787874,0.0279472632630052,"hat(italic(r))[HE]","0~gen.~xAM"
1,"6-variate","rgHE","SCZ","MDD",0.0529738581558532,0.0310303008069065,"hat(italic(r))[HE]","1~gen.~xAM"
3,"6-variate","rgHE","SCZ","MDD",0.154677560055369,0.0318489674651475,"hat(italic(r))[HE]","3~gen.~xAM"
5,"6-variate","rgHE","SCZ","MDD",0.202792686319628,0.034736046273,"hat(italic(r))[HE]","5~gen.~xAM"
0,"6-variate","rgtrue","SCZ","MDD",0.00174009250954165,0.0107098241196598,"italic(r)[score]","0~gen.~xAM"
1,"6-variate","rgtrue","SCZ","MDD",0.0289591198035244,0.0108059119162274,"italic(r)[score]","1~gen.~xAM"
3,"6-variate","rgtrue","SCZ","MDD",0.0678762849542672,0.0138544431925449,"italic(r)[score]","3~gen.~xAM"
5,"6-variate","rgtrue","SCZ","MDD",0.0846742283692243,0.0153709391319139,"italic(r)[score]","5~gen.~xAM"
