"gen","seed","scenario","variable","var_label","value","intercept"
3,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.236845181087802,0
4,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.258811435012128,0
5,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.281412539090651,0
0,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.000659829962196166,0
1,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.099111731300902,0
2,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.167217894192526,0
3,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.226853349011789,0
4,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.268037900886245,0
5,143,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.298357027684012,0
0,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.000103815753422318,0
1,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.101431638183645,0
2,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.175303879055801,0
3,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.234831497266441,0
4,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.272612670370491,0
5,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.312283514281477,0
0,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.000407735036752206,0
1,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.0996591959592476,0
2,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.171945782913089,0
3,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.230354542858983,0
4,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.260681885968985,0
5,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.312750076618242,0
0,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00195612545065313,0
1,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.100095990581163,0
2,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.169802173929892,0
3,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.236956336204466,0
4,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.260048457280977,0
5,143,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.296074020150331,0
0,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.0015839098782107,0
1,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.321010505795179,0
2,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.459436931112249,0
3,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.523212885469417,0
4,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.551442579799145,0
5,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.564681757567681,0
0,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.00198616595475818,0
1,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.314119510173959,0
2,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.446873571265518,0
3,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.519510559150818,0
4,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.554156824853447,0
5,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.555370200055518,0
0,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.000872563074659036,0
1,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.317784576990688,0
2,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.455912705668493,0
3,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.519249942555435,0
4,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.548258011284635,0
5,143,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.559188014058853,0
0,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00173205929983184,0
1,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.32498489992616,0
2,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.468588992962348,0
3,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.53531187094192,0
4,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.565933054635464,0
5,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.612570675022499,0
0,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",-0.000290693619825358,0
1,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.321442113330587,0
2,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.46159977865774,0
3,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.533373642328925,0
4,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.558364058062409,0
5,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.573095811122218,0
0,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00290686944632409,0
1,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.315116753156415,0
2,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.460797105843428,0
3,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.528259134697445,0
4,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.572251136983709,0
5,143,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.58255892894068,0
0,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",-0.000247787994797159,0
1,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.103012867325496,0
2,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.178593740081715,0
3,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.238658837685604,0
4,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.275912279313072,0
5,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.289717967534906,0
0,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",-0.00161643569626473,0
1,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.0948953823524309,0
2,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.169158606624989,0
3,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.22949685710744,0
4,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.25989744588681,0
5,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.277205637481104,0
0,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",-0.000238936999697865,0
1,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.0990300382553286,0
2,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.171310773502715,0
3,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.229866298644517,0
4,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.268014927040946,0
5,144,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.313840203390592,0
0,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.000781616862058509,0
1,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.1046375892997,0
2,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.174523874764099,0
3,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.230282191005132,0
4,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.273585005134689,0
5,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.30625757621327,0
0,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.00139102915836733,0
1,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.10146967188044,0
2,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.175306818177085,0
3,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.232921566944762,0
4,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.260979460043562,0
5,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.28426901516786,0
0,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",-0.000714791584903568,0
1,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.0999128089728096,0
2,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.171592091609355,0
3,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.230906105159173,0
4,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.256846655337639,0
5,144,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.29096111887115,0
0,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.00136803309222141,0
1,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.318559443430323,0
2,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.456586726184413,0
3,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.518619760849152,0
4,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.554482986346296,0
5,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.563244589988174,0
0,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",-0.000826495796392411,0
1,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.31315971930367,0
2,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.452145393223883,0
3,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.51569865331358,0
4,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.540530773692292,0
5,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.537950898951917,0
0,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",-0.00327920557359353,0
1,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.316137493177281,0
2,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.456528323539794,0
3,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.514075866176914,0
4,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.543504848510371,0
5,144,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.567249948103144,0
0,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.000461471488442357,0
1,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.324148439488059,0
2,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.469920403418449,0
3,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.535838641217991,0
4,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.567331530837696,0
5,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.591248241922432,0
0,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.00070701870081793,0
1,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.319987947128793,0
2,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.462801006380418,0
3,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.536570904555585,0
4,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.576716910989316,0
5,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.599401479671798,0
0,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",-0.0012906293240633,0
1,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.319059237822975,0
2,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.465613758822061,0
3,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.535949650148697,0
4,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.561351687875192,0
5,144,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.588314764035202,0
0,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.000812529724416297,0
1,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.100799860215284,0
2,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.168600263622776,0
3,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.222008608918053,0
4,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.259511168282517,0
5,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.277949203696486,0
0,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.00104214674312286,0
1,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.0992903735769208,0
2,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.183129752849358,0
3,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.22799395507318,0
4,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.272390774153042,0
5,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.313387771301071,0
0,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.00289295055238124,0
1,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.103939221754177,0
2,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.176209984704922,0
3,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.225808955508223,0
4,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.269923325695142,0
5,145,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.328234764819202,0
0,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",5.76095055236663e-05,0
1,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.101952527954412,0
2,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.175900003075926,0
3,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.22480906041784,0
4,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.267377796705032,0
5,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.288029680951771,0
0,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00137867877026276,0
1,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.0960828620147602,0
2,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.173761954595,0
3,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.220490423098626,0
4,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.268987526043869,0
5,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.311678777565983,0
0,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.000327303331939802,0
1,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.100850540116999,0
2,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.177237085939085,0
3,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.232088267559918,0
4,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.280219615608208,0
5,145,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.305056016827686,0
0,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.00131475816225044,0
1,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.317218430755593,0
2,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.45969863155148,0
3,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.521239849565648,0
4,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.550205320499277,0
5,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.582883196616108,0
0,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.000355718261120408,0
1,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.315944393253514,0
2,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.457657129103859,0
3,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.512489129512434,0
4,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.550354940558786,0
5,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.556314381404226,0
0,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",-0.00186451910352143,0
1,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.312091151593477,0
2,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.44761503416512,0
3,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.515152547989339,0
4,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.545454950744895,0
5,145,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.561604577795754,0
0,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",7.58636777552024e-05,0
1,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.316970429972663,0
2,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.467071909339314,0
3,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.532918975583508,0
4,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.571230123513462,0
5,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.562131476999973,0
0,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00436683166598281,0
1,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.315467166509261,0
2,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.464417915829981,0
3,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.536948704038767,0
4,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.577292256555322,0
5,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.586646199639131,0
0,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.000529360038766828,0
1,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.316590757993181,0
2,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.461027096808132,0
3,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.534050555975274,0
4,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.567749113355578,0
5,145,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.596721587564748,0
0,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.000822631880502493,0
1,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.100318465775569,0
2,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.177877560029301,0
3,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.233500249352546,0
4,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.262025193417519,0
5,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.294557183688951,0
0,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",-0.00167517962934708,0
1,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.10443351617985,0
2,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.180400562086031,0
3,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.222566088507822,0
4,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.274835534565614,0
5,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.270532509893313,0
0,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.000596378293378535,0
1,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.102781158834239,0
2,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.178728150560485,0
3,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.228252662610967,0
4,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.279686993432489,0
5,146,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.306196738467055,0
0,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00120408044060141,0
1,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.102412085551845,0
2,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.175567657179638,0
3,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.235260250549083,0
4,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.262643775741992,0
5,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.3054021670611,0
0,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.000664880330968558,0
1,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.101203511518267,0
2,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.172893184467936,0
3,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.22169616421677,0
4,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.260326399292733,0
5,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.284942153825412,0
0,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",-0.000224255138351363,0
1,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.106122091509626,0
2,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.179006833688619,0
3,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.232028975736652,0
4,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.260726182369062,0
5,146,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.294171255529083,0
0,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.000928739270084183,0
1,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.314711841123524,0
2,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.452763173298437,0
3,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.522829029919062,0
4,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.547909405310719,0
5,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.56161574438176,0
0,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.00134758919275817,0
1,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.314910653084133,0
2,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.455038263896793,0
3,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.51503616598294,0
4,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.545326390461537,0
5,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.557444191942411,0
0,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",-0.000150220983824678,0
1,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.315881634076876,0
2,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.457330113665317,0
3,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.509306966441024,0
4,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.533887130719573,0
5,146,"5xAM + VT","rbeta_HE","hat(italic(r))[beta]",0.550929483632634,0
0,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.000563922332241009,0
1,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.327426365994214,0
2,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.466349467352981,0
3,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.527994240282437,0
4,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.558142447844319,0
5,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.558226759167755,0
0,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.00264441755867084,0
1,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.320266078203628,0
2,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.46337850069009,0
3,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.534626236828292,0
4,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.559214704937328,0
5,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.578327451411587,0
0,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",-0.000293380100402786,0
1,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.322508327766013,0
2,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.461267507847681,0
3,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.533337523694067,0
4,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.570948178856016,0
5,146,"5xAM + VT + GxE","rbeta_HE","hat(italic(r))[beta]",0.574015685332408,0
0,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",-0.000124964485283988,0
1,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.10109678460437,0
2,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.168379418855671,0
3,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.219319980291984,0
4,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.257519804918557,0
5,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.288588514315192,0
0,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",-2.43569054266851e-05,0
1,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.0992804981818948,0
2,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.180690637198609,0
3,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.226892480414337,0
4,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.26525670992137,0
5,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.294956874301753,0
0,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",-0.00238600122001736,0
1,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.104645401685738,0
2,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.178357894433478,0
3,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.230052947073008,0
4,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.281461362323911,0
5,147,"5xAM","rbeta_HE","hat(italic(r))[beta]",0.311223842375565,0
0,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00125280967887019,0
1,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.100614014232989,0
2,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.176707989783843,0
3,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.2285327431401,0
4,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.266899742073521,0
5,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.303219361341349,0
0,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00217852598597054,0
1,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.100856862438981,0
2,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.18008125692271,0
3,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.244974674462758,0
4,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.285348924853538,0
5,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.305736876673576,0
0,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",-0.00111593009365202,0
1,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.102165065516354,0
2,147,"5xAM + GxE","rbeta_HE","hat(italic(r))[beta]",0.178862086353294,0
