"gen","seed","scenario","power","GWAS","relative_T1R"
0,243,"5xAM","66%","Sibship",1.07655502392345
1,243,"5xAM","66%","Sibship",1.00478468899522
2,243,"5xAM","66%","Sibship",0.956937799043062
3,243,"5xAM","66%","Sibship",1.00956937799043
4,243,"5xAM","66%","Sibship",1.02392344497608
5,243,"5xAM","66%","Sibship",0.961722488038278
0,243,"5xAM","50%","Sibship",0.908424908424908
1,243,"5xAM","50%","Sibship",1.00549450549451
2,243,"5xAM","50%","Sibship",1.06593406593407
3,243,"5xAM","50%","Sibship",0.935897435897436
4,243,"5xAM","50%","Sibship",1.02197802197802
5,243,"5xAM","50%","Sibship",1.02380952380952
0,243,"5xAM","39%","Sibship",0.948506694129764
1,243,"5xAM","39%","Sibship",0.998970133882596
2,243,"5xAM","39%","Sibship",1.03707518022657
3,243,"5xAM","39%","Sibship",0.970133882595262
4,243,"5xAM","39%","Sibship",1.02059732234809
5,243,"5xAM","39%","Sibship",1.0010298661174
0,243,"5xAM + GxE","66%","Sibship",1.01435406698565
1,243,"5xAM + GxE","66%","Sibship",1
2,243,"5xAM + GxE","66%","Sibship",0.976076555023924
3,243,"5xAM + GxE","66%","Sibship",1.00956937799043
4,243,"5xAM + GxE","66%","Sibship",0.913875598086124
5,243,"5xAM + GxE","66%","Sibship",1.14354066985646
0,243,"5xAM + GxE","50%","Sibship",0.985347985347986
1,243,"5xAM + GxE","50%","Sibship",0.989010989010988
2,243,"5xAM + GxE","50%","Sibship",1.05494505494505
3,243,"5xAM + GxE","50%","Sibship",1.01282051282051
4,243,"5xAM + GxE","50%","Sibship",0.996336996336996
5,243,"5xAM + GxE","50%","Sibship",1.0018315018315
0,243,"5xAM + GxE","39%","Sibship",1.03604531410917
1,243,"5xAM + GxE","39%","Sibship",1.03604531410917
2,243,"5xAM + GxE","39%","Sibship",0.953656024716786
3,243,"5xAM + GxE","39%","Sibship",0.911431513903192
4,243,"5xAM + GxE","39%","Sibship",1.05767250257467
5,243,"5xAM + GxE","39%","Sibship",0.981462409886714
0,243,"5xAM + VT","66%","Sibship",0.985645933014354
1,243,"5xAM + VT","66%","Sibship",1.09090909090909
2,243,"5xAM + VT","66%","Sibship",0.913875598086124
3,243,"5xAM + VT","66%","Sibship",1.00956937799043
4,243,"5xAM + VT","66%","Sibship",1.03349282296651
5,243,"5xAM + VT","66%","Sibship",0.92822966507177
0,243,"5xAM + VT","50%","Sibship",0.932234432234432
1,243,"5xAM + VT","50%","Sibship",0.992673992673992
2,243,"5xAM + VT","50%","Sibship",1.02930402930403
3,243,"5xAM + VT","50%","Sibship",0.992673992673992
4,243,"5xAM + VT","50%","Sibship",0.992673992673992
5,243,"5xAM + VT","50%","Sibship",1.10805860805861
0,243,"5xAM + VT","39%","Sibship",1.01956745623069
1,243,"5xAM + VT","39%","Sibship",1.02059732234809
2,243,"5xAM + VT","39%","Sibship",1.09165808444902
3,243,"5xAM + VT","39%","Sibship",1.03192584963955
4,243,"5xAM + VT","39%","Sibship",1.08547888774459
5,243,"5xAM + VT","39%","Sibship",1.03295571575695
0,243,"5xAM + VT + GxE","66%","Sibship",1.13397129186603
1,243,"5xAM + VT + GxE","66%","Sibship",1
2,243,"5xAM + VT + GxE","66%","Sibship",0.985645933014354
3,243,"5xAM + VT + GxE","66%","Sibship",0.995215311004784
4,243,"5xAM + VT + GxE","66%","Sibship",1.15311004784689
5,243,"5xAM + VT + GxE","66%","Sibship",0.976076555023924
0,243,"5xAM + VT + GxE","50%","Sibship",0.99084249084249
1,243,"5xAM + VT + GxE","50%","Sibship",1.02930402930403
2,243,"5xAM + VT + GxE","50%","Sibship",0.968864468864468
3,243,"5xAM + VT + GxE","50%","Sibship",1.05128205128205
4,243,"5xAM + VT + GxE","50%","Sibship",0.983516483516484
5,243,"5xAM + VT + GxE","50%","Sibship",0.996336996336996
0,243,"5xAM + VT + GxE","39%","Sibship",1.02471678681771
1,243,"5xAM + VT + GxE","39%","Sibship",0.961894953656024
2,243,"5xAM + VT + GxE","39%","Sibship",0.995880535530382
3,243,"5xAM + VT + GxE","39%","Sibship",1.01647785787848
4,243,"5xAM + VT + GxE","39%","Sibship",1.01132852729145
5,243,"5xAM + VT + GxE","39%","Sibship",1.02677651905252
0,244,"5xAM","66%","Sibship",1.00478468899522
1,244,"5xAM","66%","Sibship",0.99043062200957
2,244,"5xAM","66%","Sibship",0.995215311004784
3,244,"5xAM","66%","Sibship",1.04306220095694
4,244,"5xAM","66%","Sibship",1.08133971291866
5,244,"5xAM","66%","Sibship",0.952153110047846
0,244,"5xAM","50%","Sibship",0.935897435897436
1,244,"5xAM","50%","Sibship",1.00915750915751
2,244,"5xAM","50%","Sibship",1
3,244,"5xAM","50%","Sibship",0.948717948717948
4,244,"5xAM","50%","Sibship",0.989010989010988
5,244,"5xAM","50%","Sibship",1.03296703296703
0,244,"5xAM","39%","Sibship",0.983522142121524
1,244,"5xAM","39%","Sibship",0.992790937178166
2,244,"5xAM","39%","Sibship",1.09268795056643
3,244,"5xAM","39%","Sibship",1.02471678681771
4,244,"5xAM","39%","Sibship",1.00926879505664
5,244,"5xAM","39%","Sibship",1.02368692070031
0,244,"5xAM + GxE","66%","Sibship",1
1,244,"5xAM + GxE","66%","Sibship",1.06698564593301
2,244,"5xAM + GxE","66%","Sibship",1
3,244,"5xAM + GxE","66%","Sibship",1.09569377990431
4,244,"5xAM + GxE","66%","Sibship",0.971291866028708
5,244,"5xAM + GxE","66%","Sibship",0.952153110047846
0,244,"5xAM + GxE","50%","Sibship",0.974358974358974
1,244,"5xAM + GxE","50%","Sibship",0.935897435897436
2,244,"5xAM + GxE","50%","Sibship",0.989010989010988
3,244,"5xAM + GxE","50%","Sibship",0.985347985347986
4,244,"5xAM + GxE","50%","Sibship",0.972527472527472
5,244,"5xAM + GxE","50%","Sibship",0.965201465201466
0,244,"5xAM + GxE","39%","Sibship",0.966014418125644
1,244,"5xAM + GxE","39%","Sibship",1.02059732234809
2,244,"5xAM + GxE","39%","Sibship",1.04222451081359
3,244,"5xAM + GxE","39%","Sibship",0.976313079299692
4,244,"5xAM + GxE","39%","Sibship",0.986611740473738
5,244,"5xAM + GxE","39%","Sibship",1.07106076210093
0,244,"5xAM + VT","66%","Sibship",0.985645933014354
1,244,"5xAM + VT","66%","Sibship",0.956937799043062
2,244,"5xAM + VT","66%","Sibship",1.03349282296651
3,244,"5xAM + VT","66%","Sibship",1.01913875598086
4,244,"5xAM + VT","66%","Sibship",1.00478468899522
5,244,"5xAM + VT","66%","Sibship",1.02392344497608
0,244,"5xAM + VT","50%","Sibship",0.974358974358974
1,244,"5xAM + VT","50%","Sibship",1.0018315018315
2,244,"5xAM + VT","50%","Sibship",0.996336996336996
3,244,"5xAM + VT","50%","Sibship",0.983516483516484
4,244,"5xAM + VT","50%","Sibship",0.998168498168498
5,244,"5xAM + VT","50%","Sibship",0.943223443223444
0,244,"5xAM + VT","39%","Sibship",0.98249227600412
1,244,"5xAM + VT","39%","Sibship",1.00411946446962
2,244,"5xAM + VT","39%","Sibship",1.02059732234809
3,244,"5xAM + VT","39%","Sibship",0.930998970133882
4,244,"5xAM + VT","39%","Sibship",0.984552008238928
5,244,"5xAM + VT","39%","Sibship",0.979402677651906
0,244,"5xAM + VT + GxE","66%","Sibship",1.04784688995215
1,244,"5xAM + VT + GxE","66%","Sibship",0.937799043062202
2,244,"5xAM + VT + GxE","66%","Sibship",0.995215311004784
3,244,"5xAM + VT + GxE","66%","Sibship",1.06698564593301
4,244,"5xAM + VT + GxE","66%","Sibship",0.956937799043062
5,244,"5xAM + VT + GxE","66%","Sibship",1.08133971291866
0,244,"5xAM + VT + GxE","50%","Sibship",1.06227106227106
1,244,"5xAM + VT + GxE","50%","Sibship",1.00549450549451
2,244,"5xAM + VT + GxE","50%","Sibship",0.924908424908424
3,244,"5xAM + VT + GxE","50%","Sibship",1.003663003663
4,244,"5xAM + VT + GxE","50%","Sibship",0.994505494505494
5,244,"5xAM + VT + GxE","50%","Sibship",0.961538461538462
0,244,"5xAM + VT + GxE","39%","Sibship",0.990731204943358
1,244,"5xAM + VT + GxE","39%","Sibship",0.988671472708548
2,244,"5xAM + VT + GxE","39%","Sibship",1.04840370751802
3,244,"5xAM + VT + GxE","39%","Sibship",0.993820803295572
4,244,"5xAM + VT + GxE","39%","Sibship",1.04222451081359
5,244,"5xAM + VT + GxE","39%","Sibship",0.977342945417096
0,245,"5xAM","66%","Sibship",1.00956937799043
1,245,"5xAM","66%","Sibship",0.961722488038278
2,245,"5xAM","66%","Sibship",1.01435406698565
3,245,"5xAM","66%","Sibship",1.0622009569378
4,245,"5xAM","66%","Sibship",1.05741626794258
5,245,"5xAM","66%","Sibship",0.84688995215311
0,245,"5xAM","50%","Sibship",1.04029304029304
1,245,"5xAM","50%","Sibship",0.996336996336996
2,245,"5xAM","50%","Sibship",0.983516483516484
3,245,"5xAM","50%","Sibship",0.956043956043956
4,245,"5xAM","50%","Sibship",0.948717948717948
5,245,"5xAM","50%","Sibship",0.996336996336996
0,245,"5xAM","39%","Sibship",0.987641606591144
1,245,"5xAM","39%","Sibship",1.02986611740474
2,245,"5xAM","39%","Sibship",1.02471678681771
3,245,"5xAM","39%","Sibship",1.06797116374871
4,245,"5xAM","39%","Sibship",0.983522142121524
5,245,"5xAM","39%","Sibship",1.03913491246138
0,245,"5xAM + GxE","66%","Sibship",1.00478468899522
1,245,"5xAM + GxE","66%","Sibship",1.02392344497608
2,245,"5xAM + GxE","66%","Sibship",1.01435406698565
3,245,"5xAM + GxE","66%","Sibship",0.866028708133972
4,245,"5xAM + GxE","66%","Sibship",0.913875598086124
5,245,"5xAM + GxE","66%","Sibship",1.04784688995215
0,245,"5xAM + GxE","50%","Sibship",1
1,245,"5xAM + GxE","50%","Sibship",0.961538461538462
2,245,"5xAM + GxE","50%","Sibship",0.983516483516484
3,245,"5xAM + GxE","50%","Sibship",1.02014652014652
4,245,"5xAM + GxE","50%","Sibship",0.943223443223444
5,245,"5xAM + GxE","50%","Sibship",1.03663003663004
0,245,"5xAM + GxE","39%","Sibship",0.967044284243048
1,245,"5xAM + GxE","39%","Sibship",0.952626158599382
2,245,"5xAM + GxE","39%","Sibship",0.983522142121524
3,245,"5xAM + GxE","39%","Sibship",1.0216271884655
4,245,"5xAM + GxE","39%","Sibship",0.977342945417096
5,245,"5xAM + GxE","39%","Sibship",1.02471678681771
0,245,"5xAM + VT","66%","Sibship",1.07655502392345
1,245,"5xAM + VT","66%","Sibship",1.00956937799043
2,245,"5xAM + VT","66%","Sibship",1.02870813397129
3,245,"5xAM + VT","66%","Sibship",1.09090909090909
4,245,"5xAM + VT","66%","Sibship",1.05741626794258
5,245,"5xAM + VT","66%","Sibship",0.99043062200957
0,245,"5xAM + VT","50%","Sibship",1.04029304029304
1,245,"5xAM + VT","50%","Sibship",1.04578754578755
2,245,"5xAM + VT","50%","Sibship",0.992673992673992
3,245,"5xAM + VT","50%","Sibship",1.03479853479853
4,245,"5xAM + VT","50%","Sibship",1.06410256410256
5,245,"5xAM + VT","50%","Sibship",0.968864468864468
0,245,"5xAM + VT","39%","Sibship",0.996910401647786
1,245,"5xAM + VT","39%","Sibship",0.969104016477858
2,245,"5xAM + VT","39%","Sibship",0.9783728115345
3,245,"5xAM + VT","39%","Sibship",0.954685890834192
4,245,"5xAM + VT","39%","Sibship",1.03913491246138
5,245,"5xAM + VT","39%","Sibship",1.03913491246138
0,245,"5xAM + VT + GxE","66%","Sibship",1.00956937799043
1,245,"5xAM + VT + GxE","66%","Sibship",1.07177033492823
2,245,"5xAM + VT + GxE","66%","Sibship",1.03349282296651
3,245,"5xAM + VT + GxE","66%","Sibship",0.899521531100478
4,245,"5xAM + VT + GxE","66%","Sibship",0.947368421052632
5,245,"5xAM + VT + GxE","66%","Sibship",0.976076555023924
0,245,"5xAM + VT + GxE","50%","Sibship",1.05128205128205
1,245,"5xAM + VT + GxE","50%","Sibship",1
2,245,"5xAM + VT + GxE","50%","Sibship",1.04395604395604
3,245,"5xAM + VT + GxE","50%","Sibship",1.04395604395604
4,245,"5xAM + VT + GxE","50%","Sibship",1.02380952380952
5,245,"5xAM + VT + GxE","50%","Sibship",1.02380952380952
0,245,"5xAM + VT + GxE","39%","Sibship",1.03398558187436
1,245,"5xAM + VT + GxE","39%","Sibship",0.992790937178166
2,245,"5xAM + VT + GxE","39%","Sibship",0.983522142121524
3,245,"5xAM + VT + GxE","39%","Sibship",1.06179196704428
4,245,"5xAM + VT + GxE","39%","Sibship",0.949536560247168
5,245,"5xAM + VT + GxE","39%","Sibship",1.00205973223481
0,246,"5xAM","66%","Sibship",0.942583732057416
1,246,"5xAM","66%","Sibship",1.10047846889952
2,246,"5xAM","66%","Sibship",0.976076555023924
3,246,"5xAM","66%","Sibship",1.02870813397129
4,246,"5xAM","66%","Sibship",0.995215311004784
5,246,"5xAM","66%","Sibship",1.10526315789474
0,246,"5xAM","50%","Sibship",1.04212454212454
1,246,"5xAM","50%","Sibship",1.0952380952381
2,246,"5xAM","50%","Sibship",0.97069597069597
3,246,"5xAM","50%","Sibship",0.989010989010988
4,246,"5xAM","50%","Sibship",1
5,246,"5xAM","50%","Sibship",0.945054945054946
0,246,"5xAM","39%","Sibship",0.990731204943358
1,246,"5xAM","39%","Sibship",1.01029866117405
2,246,"5xAM","39%","Sibship",0.951596292481978
3,246,"5xAM","39%","Sibship",1.01647785787848
4,246,"5xAM","39%","Sibship",0.944387229660144
5,246,"5xAM","39%","Sibship",0.975283213182286
0,246,"5xAM + GxE","66%","Sibship",1.00956937799043
1,246,"5xAM + GxE","66%","Sibship",0.961722488038278
2,246,"5xAM + GxE","66%","Sibship",1.10526315789474
3,246,"5xAM + GxE","66%","Sibship",1.10047846889952
4,246,"5xAM + GxE","66%","Sibship",0.985645933014354
5,246,"5xAM + GxE","66%","Sibship",1.02392344497608
0,246,"5xAM + GxE","50%","Sibship",0.994505494505494
1,246,"5xAM + GxE","50%","Sibship",1.04395604395604
2,246,"5xAM + GxE","50%","Sibship",1.03846153846154
3,246,"5xAM + GxE","50%","Sibship",1.03296703296703
4,246,"5xAM + GxE","50%","Sibship",0.946886446886446
5,246,"5xAM + GxE","50%","Sibship",0.981684981684982
0,246,"5xAM + GxE","39%","Sibship",0.971163748712668
1,246,"5xAM + GxE","39%","Sibship",0.995880535530382
2,246,"5xAM + GxE","39%","Sibship",1.00514933058702
3,246,"5xAM + GxE","39%","Sibship",0.974253347064882
4,246,"5xAM + GxE","39%","Sibship",0.998970133882596
5,246,"5xAM + GxE","39%","Sibship",1.01441812564367
0,246,"5xAM + VT","66%","Sibship",0.942583732057416
1,246,"5xAM + VT","66%","Sibship",1.08133971291866
2,246,"5xAM + VT","66%","Sibship",0.933014354066986
3,246,"5xAM + VT","66%","Sibship",1.07177033492823
4,246,"5xAM + VT","66%","Sibship",1.05263157894737
5,246,"5xAM + VT","66%","Sibship",1
0,246,"5xAM + VT","50%","Sibship",0.954212454212454
1,246,"5xAM + VT","50%","Sibship",0.943223443223444
2,246,"5xAM + VT","50%","Sibship",0.99084249084249
3,246,"5xAM + VT","50%","Sibship",0.972527472527472
4,246,"5xAM + VT","50%","Sibship",0.985347985347986
5,246,"5xAM + VT","50%","Sibship",1.02380952380952
0,246,"5xAM + VT","39%","Sibship",0.99794026776519
1,246,"5xAM + VT","39%","Sibship",1.00205973223481
2,246,"5xAM + VT","39%","Sibship",1.01647785787848
3,246,"5xAM + VT","39%","Sibship",1.043254376931
4,246,"5xAM + VT","39%","Sibship",0.996910401647786
5,246,"5xAM + VT","39%","Sibship",1.01441812564367
0,246,"5xAM + VT + GxE","66%","Sibship",0.91866028708134
1,246,"5xAM + VT + GxE","66%","Sibship",0.904306220095694
2,246,"5xAM + VT + GxE","66%","Sibship",1.00478468899522
3,246,"5xAM + VT + GxE","66%","Sibship",1.01913875598086
4,246,"5xAM + VT + GxE","66%","Sibship",1.0622009569378
5,246,"5xAM + VT + GxE","66%","Sibship",0.995215311004784
0,246,"5xAM + VT + GxE","50%","Sibship",1.02014652014652
1,246,"5xAM + VT + GxE","50%","Sibship",1.04578754578755
2,246,"5xAM + VT + GxE","50%","Sibship",0.965201465201466
3,246,"5xAM + VT + GxE","50%","Sibship",1.01465201465201
4,246,"5xAM + VT + GxE","50%","Sibship",0.961538461538462
5,246,"5xAM + VT + GxE","50%","Sibship",1.03479853479853
0,246,"5xAM + VT + GxE","39%","Sibship",1.01853759011329
1,246,"5xAM + VT + GxE","39%","Sibship",1.03398558187436
2,246,"5xAM + VT + GxE","39%","Sibship",0.974253347064882
3,246,"5xAM + VT + GxE","39%","Sibship",0.974253347064882
4,246,"5xAM + VT + GxE","39%","Sibship",1.01338825952626
5,246,"5xAM + VT + GxE","39%","Sibship",0.95880535530381
0,247,"5xAM","66%","Sibship",0.980861244019138
1,247,"5xAM","66%","Sibship",1.10047846889952
2,247,"5xAM","66%","Sibship",0.980861244019138
3,247,"5xAM","66%","Sibship",1.03349282296651
4,247,"5xAM","66%","Sibship",0.985645933014354
5,247,"5xAM","66%","Sibship",0.976076555023924
0,247,"5xAM","50%","Sibship",0.974358974358974
1,247,"5xAM","50%","Sibship",1.003663003663
2,247,"5xAM","50%","Sibship",1.01465201465201
3,247,"5xAM","50%","Sibship",1.02380952380952
4,247,"5xAM","50%","Sibship",0.998168498168498
5,247,"5xAM","50%","Sibship",1.0018315018315
0,247,"5xAM","39%","Sibship",0.988671472708548
1,247,"5xAM","39%","Sibship",1.04634397528321
2,247,"5xAM","39%","Sibship",1.12255406797116
3,247,"5xAM","39%","Sibship",0.996910401647786
4,247,"5xAM","39%","Sibship",1.0216271884655
5,247,"5xAM","39%","Sibship",1.00514933058702
0,247,"5xAM + GxE","66%","Sibship",0.894736842105264
1,247,"5xAM + GxE","66%","Sibship",0.91866028708134
2,247,"5xAM + GxE","66%","Sibship",0.966507177033492
3,247,"5xAM + GxE","66%","Sibship",0.90909090909091
4,247,"5xAM + GxE","66%","Sibship",0.985645933014354
5,247,"5xAM + GxE","66%","Sibship",1
0,247,"5xAM + GxE","50%","Sibship",1.04395604395604
1,247,"5xAM + GxE","50%","Sibship",0.996336996336996
2,247,"5xAM + GxE","50%","Sibship",0.998168498168498
3,247,"5xAM + GxE","50%","Sibship",1.00915750915751
4,247,"5xAM + GxE","50%","Sibship",0.983516483516484
5,247,"5xAM + GxE","50%","Sibship",1.02747252747253
0,247,"5xAM + GxE","39%","Sibship",1.00411946446962
1,247,"5xAM + GxE","39%","Sibship",1.03501544799176
2,247,"5xAM + GxE","39%","Sibship",1.06076210092688
3,247,"5xAM + GxE","39%","Sibship",0.99794026776519
4,247,"5xAM + GxE","39%","Sibship",1.01750772399588
5,247,"5xAM + GxE","39%","Sibship",1.00308959835221
0,247,"5xAM + VT","66%","Sibship",1.01435406698565
1,247,"5xAM + VT","66%","Sibship",0.92822966507177
2,247,"5xAM + VT","66%","Sibship",1.04306220095694
3,247,"5xAM + VT","66%","Sibship",1.08612440191388
4,247,"5xAM + VT","66%","Sibship",0.995215311004784
5,247,"5xAM + VT","66%","Sibship",1
0,247,"5xAM + VT","50%","Sibship",1.03479853479853
1,247,"5xAM + VT","50%","Sibship",0.998168498168498
2,247,"5xAM + VT","50%","Sibship",0.967032967032968
3,247,"5xAM + VT","50%","Sibship",1.04029304029304
4,247,"5xAM + VT","50%","Sibship",1.00732600732601
5,247,"5xAM + VT","50%","Sibship",1.01465201465201
0,247,"5xAM + VT","39%","Sibship",0.969104016477858
1,247,"5xAM + VT","39%","Sibship",1.01853759011329
2,247,"5xAM + VT","39%","Sibship",0.970133882595262
3,247,"5xAM + VT","39%","Sibship",0.998970133882596
4,247,"5xAM + VT","39%","Sibship",0.96292481977343
5,247,"5xAM + VT","39%","Sibship",0.977342945417096
0,247,"5xAM + VT + GxE","66%","Sibship",1.02392344497608
1,247,"5xAM + VT + GxE","66%","Sibship",1.07177033492823
2,247,"5xAM + VT + GxE","66%","Sibship",1.05741626794258
3,247,"5xAM + VT + GxE","66%","Sibship",0.899521531100478
4,247,"5xAM + VT + GxE","66%","Sibship",0.952153110047846
5,247,"5xAM + VT + GxE","66%","Sibship",0.985645933014354
0,247,"5xAM + VT + GxE","50%","Sibship",1.00915750915751
1,247,"5xAM + VT + GxE","50%","Sibship",0.978021978021978
2,247,"5xAM + VT + GxE","50%","Sibship",1.01282051282051
3,247,"5xAM + VT + GxE","50%","Sibship",0.963369963369964
4,247,"5xAM + VT + GxE","50%","Sibship",1.01098901098901
5,247,"5xAM + VT + GxE","50%","Sibship",0.998168498168498
0,247,"5xAM + VT + GxE","39%","Sibship",0.990731204943358
1,247,"5xAM + VT + GxE","39%","Sibship",1.01544799176107
2,247,"5xAM + VT + GxE","39%","Sibship",0.986611740473738
3,247,"5xAM + VT + GxE","39%","Sibship",1.03398558187436
4,247,"5xAM + VT + GxE","39%","Sibship",1.00411946446962
5,247,"5xAM + VT + GxE","39%","Sibship",1.02986611740474
0,248,"5xAM","66%","Sibship",1.15311004784689
1,248,"5xAM","66%","Sibship",0.952153110047846
2,248,"5xAM","66%","Sibship",1.13397129186603
3,248,"5xAM","66%","Sibship",0.952153110047846
4,248,"5xAM","66%","Sibship",1.00478468899522
5,248,"5xAM","66%","Sibship",1.02870813397129
0,248,"5xAM","50%","Sibship",1.02380952380952
1,248,"5xAM","50%","Sibship",1.03296703296703
2,248,"5xAM","50%","Sibship",1.05311355311355
3,248,"5xAM","50%","Sibship",1.02930402930403
4,248,"5xAM","50%","Sibship",0.967032967032968
5,248,"5xAM","50%","Sibship",0.968864468864468
0,248,"5xAM","39%","Sibship",0.976313079299692
1,248,"5xAM","39%","Sibship",0.92173017507724
2,248,"5xAM","39%","Sibship",0.972193614830072
3,248,"5xAM","39%","Sibship",1
4,248,"5xAM","39%","Sibship",1.0442842430484
5,248,"5xAM","39%","Sibship",1.04016477857878
0,248,"5xAM + GxE","66%","Sibship",0.956937799043062
1,248,"5xAM + GxE","66%","Sibship",0.870813397129186
2,248,"5xAM + GxE","66%","Sibship",1.10526315789474
3,248,"5xAM + GxE","66%","Sibship",1.12918660287081
4,248,"5xAM + GxE","66%","Sibship",1.01913875598086
5,248,"5xAM + GxE","66%","Sibship",1.02392344497608
0,248,"5xAM + GxE","50%","Sibship",1.003663003663
1,248,"5xAM + GxE","50%","Sibship",1.05677655677656
2,248,"5xAM + GxE","50%","Sibship",1.003663003663
3,248,"5xAM + GxE","50%","Sibship",1.04578754578755
4,248,"5xAM + GxE","50%","Sibship",1.03846153846154
5,248,"5xAM + GxE","50%","Sibship",0.992673992673992
0,248,"5xAM + GxE","39%","Sibship",1.0010298661174
1,248,"5xAM + GxE","39%","Sibship",0.981462409886714
2,248,"5xAM + GxE","39%","Sibship",0.959835221421216
3,248,"5xAM + GxE","39%","Sibship",1.0010298661174
4,248,"5xAM + GxE","39%","Sibship",0.973223480947476
5,248,"5xAM + GxE","39%","Sibship",0.99794026776519
0,248,"5xAM + VT","66%","Sibship",1.08612440191388
1,248,"5xAM + VT","66%","Sibship",0.971291866028708
2,248,"5xAM + VT","66%","Sibship",0.947368421052632
3,248,"5xAM + VT","66%","Sibship",0.923444976076556
4,248,"5xAM + VT","66%","Sibship",0.976076555023924
5,248,"5xAM + VT","66%","Sibship",1.03827751196172
0,248,"5xAM + VT","50%","Sibship",1.02747252747253
1,248,"5xAM + VT","50%","Sibship",0.996336996336996
2,248,"5xAM + VT","50%","Sibship",1.08608058608059
3,248,"5xAM + VT","50%","Sibship",0.935897435897436
4,248,"5xAM + VT","50%","Sibship",0.923076923076924
5,248,"5xAM + VT","50%","Sibship",0.99084249084249
0,248,"5xAM + VT","39%","Sibship",1.043254376931
1,248,"5xAM + VT","39%","Sibship",1.03398558187436
2,248,"5xAM + VT","39%","Sibship",0.99794026776519
3,248,"5xAM + VT","39%","Sibship",0.976313079299692
4,248,"5xAM + VT","39%","Sibship",1.00514933058702
5,248,"5xAM + VT","39%","Sibship",1.03501544799176
0,248,"5xAM + VT + GxE","66%","Sibship",1.06698564593301
1,248,"5xAM + VT + GxE","66%","Sibship",1.07177033492823
2,248,"5xAM + VT + GxE","66%","Sibship",0.971291866028708
3,248,"5xAM + VT + GxE","66%","Sibship",1.00956937799043
4,248,"5xAM + VT + GxE","66%","Sibship",0.980861244019138
5,248,"5xAM + VT + GxE","66%","Sibship",0.971291866028708
0,248,"5xAM + VT + GxE","50%","Sibship",0.972527472527472
1,248,"5xAM + VT + GxE","50%","Sibship",1.06959706959707
2,248,"5xAM + VT + GxE","50%","Sibship",1.03113553113553
3,248,"5xAM + VT + GxE","50%","Sibship",1.003663003663
4,248,"5xAM + VT + GxE","50%","Sibship",0.97985347985348
5,248,"5xAM + VT + GxE","50%","Sibship",1.00915750915751
0,248,"5xAM + VT + GxE","39%","Sibship",0.996910401647786
1,248,"5xAM + VT + GxE","39%","Sibship",0.979402677651906
2,248,"5xAM + VT + GxE","39%","Sibship",0.992790937178166
3,248,"5xAM + VT + GxE","39%","Sibship",1.0216271884655
4,248,"5xAM + VT + GxE","39%","Sibship",1.02677651905252
5,248,"5xAM + VT + GxE","39%","Sibship",0.991761071060762
0,249,"5xAM","66%","Sibship",0.980861244019138
1,249,"5xAM","66%","Sibship",0.995215311004784
2,249,"5xAM","66%","Sibship",0.851674641148326
3,249,"5xAM","66%","Sibship",0.942583732057416
4,249,"5xAM","66%","Sibship",1.11004784688995
5,249,"5xAM","66%","Sibship",1.01913875598086
0,249,"5xAM","50%","Sibship",0.967032967032968
1,249,"5xAM","50%","Sibship",1.01831501831502
2,249,"5xAM","50%","Sibship",1.03663003663004
3,249,"5xAM","50%","Sibship",0.961538461538462
4,249,"5xAM","50%","Sibship",1.06043956043956
5,249,"5xAM","50%","Sibship",1.03296703296703
0,249,"5xAM","39%","Sibship",0.985581874356334
1,249,"5xAM","39%","Sibship",1.01029866117405
2,249,"5xAM","39%","Sibship",1.03398558187436
3,249,"5xAM","39%","Sibship",1.00205973223481
4,249,"5xAM","39%","Sibship",1.02677651905252
5,249,"5xAM","39%","Sibship",1.04840370751802
0,249,"5xAM + GxE","66%","Sibship",1.01913875598086
1,249,"5xAM + GxE","66%","Sibship",1.05741626794258
2,249,"5xAM + GxE","66%","Sibship",1.08612440191388
3,249,"5xAM + GxE","66%","Sibship",0.985645933014354
4,249,"5xAM + GxE","66%","Sibship",0.976076555023924
5,249,"5xAM + GxE","66%","Sibship",0.942583732057416
0,249,"5xAM + GxE","50%","Sibship",0.992673992673992
1,249,"5xAM + GxE","50%","Sibship",0.965201465201466
2,249,"5xAM + GxE","50%","Sibship",0.992673992673992
3,249,"5xAM + GxE","50%","Sibship",1.04945054945055
4,249,"5xAM + GxE","50%","Sibship",0.985347985347986
5,249,"5xAM + GxE","50%","Sibship",0.956043956043956
0,249,"5xAM + GxE","39%","Sibship",0.963954685890834
1,249,"5xAM + GxE","39%","Sibship",1.04119464469619
2,249,"5xAM + GxE","39%","Sibship",1.00926879505664
3,249,"5xAM + GxE","39%","Sibship",1.02883625128733
4,249,"5xAM + GxE","39%","Sibship",1.00926879505664
5,249,"5xAM + GxE","39%","Sibship",1.03810504634398
0,249,"5xAM + VT","66%","Sibship",0.92822966507177
1,249,"5xAM + VT","66%","Sibship",0.966507177033492
2,249,"5xAM + VT","66%","Sibship",0.83732057416268
3,249,"5xAM + VT","66%","Sibship",0.904306220095694
4,249,"5xAM + VT","66%","Sibship",0.985645933014354
5,249,"5xAM + VT","66%","Sibship",0.952153110047846
0,249,"5xAM + VT","50%","Sibship",1
1,249,"5xAM + VT","50%","Sibship",1.06959706959707
2,249,"5xAM + VT","50%","Sibship",0.998168498168498
3,249,"5xAM + VT","50%","Sibship",1.02197802197802
