"gen","seed","scenario","power","GWAS","relative_T1R"
4,4,"5xAM + GxE","39%","Sibship",1.00308959835221
5,4,"5xAM + GxE","39%","Sibship",1.02986611740474
0,4,"5xAM + VT","66%","Sibship",0.899521531100478
1,4,"5xAM + VT","66%","Sibship",1.03349282296651
2,4,"5xAM + VT","66%","Sibship",1.00956937799043
3,4,"5xAM + VT","66%","Sibship",0.961722488038278
4,4,"5xAM + VT","66%","Sibship",0.885167464114832
5,4,"5xAM + VT","66%","Sibship",1.04306220095694
0,4,"5xAM + VT","50%","Sibship",1.13186813186813
1,4,"5xAM + VT","50%","Sibship",1.05860805860806
2,4,"5xAM + VT","50%","Sibship",0.983516483516484
3,4,"5xAM + VT","50%","Sibship",1.04212454212454
4,4,"5xAM + VT","50%","Sibship",0.952380952380952
5,4,"5xAM + VT","50%","Sibship",1.03113553113553
0,4,"5xAM + VT","39%","Sibship",1.01544799176107
1,4,"5xAM + VT","39%","Sibship",1.0010298661174
2,4,"5xAM + VT","39%","Sibship",0.98249227600412
3,4,"5xAM + VT","39%","Sibship",1.02883625128733
4,4,"5xAM + VT","39%","Sibship",0.995880535530382
5,4,"5xAM + VT","39%","Sibship",1.01132852729145
0,4,"5xAM + VT + GxE","66%","Sibship",0.923444976076556
1,4,"5xAM + VT + GxE","66%","Sibship",1.08612440191388
2,4,"5xAM + VT + GxE","66%","Sibship",1.03349282296651
3,4,"5xAM + VT + GxE","66%","Sibship",0.980861244019138
4,4,"5xAM + VT + GxE","66%","Sibship",0.937799043062202
5,4,"5xAM + VT + GxE","66%","Sibship",1.08133971291866
0,4,"5xAM + VT + GxE","50%","Sibship",0.989010989010988
1,4,"5xAM + VT + GxE","50%","Sibship",1.01465201465201
2,4,"5xAM + VT + GxE","50%","Sibship",0.946886446886446
3,4,"5xAM + VT + GxE","50%","Sibship",0.978021978021978
4,4,"5xAM + VT + GxE","50%","Sibship",0.989010989010988
5,4,"5xAM + VT + GxE","50%","Sibship",0.976190476190476
0,4,"5xAM + VT + GxE","39%","Sibship",1.06694129763131
1,4,"5xAM + VT + GxE","39%","Sibship",0.986611740473738
2,4,"5xAM + VT + GxE","39%","Sibship",1.00720906282183
3,4,"5xAM + VT + GxE","39%","Sibship",1.05767250257467
4,4,"5xAM + VT + GxE","39%","Sibship",1.03604531410917
5,4,"5xAM + VT + GxE","39%","Sibship",1.01235839340886
0,40,"5xAM","66%","Sibship",0.976076555023924
1,40,"5xAM","66%","Sibship",1.10047846889952
2,40,"5xAM","66%","Sibship",1.02392344497608
3,40,"5xAM","66%","Sibship",1.00956937799043
4,40,"5xAM","66%","Sibship",0.885167464114832
5,40,"5xAM","66%","Sibship",1.11004784688995
0,40,"5xAM","50%","Sibship",1.03479853479853
1,40,"5xAM","50%","Sibship",0.994505494505494
2,40,"5xAM","50%","Sibship",1.04395604395604
3,40,"5xAM","50%","Sibship",1.06043956043956
4,40,"5xAM","50%","Sibship",1.003663003663
5,40,"5xAM","50%","Sibship",1.04395604395604
0,40,"5xAM","39%","Sibship",0.9783728115345
1,40,"5xAM","39%","Sibship",1.01853759011329
2,40,"5xAM","39%","Sibship",0.994850669412976
3,40,"5xAM","39%","Sibship",1.02368692070031
4,40,"5xAM","39%","Sibship",1.01132852729145
5,40,"5xAM","39%","Sibship",0.994850669412976
0,40,"5xAM + GxE","66%","Sibship",0.952153110047846
1,40,"5xAM + GxE","66%","Sibship",1.02870813397129
2,40,"5xAM + GxE","66%","Sibship",1.05741626794258
3,40,"5xAM + GxE","66%","Sibship",0.961722488038278
4,40,"5xAM + GxE","66%","Sibship",1.00956937799043
5,40,"5xAM + GxE","66%","Sibship",0.889952153110048
0,40,"5xAM + GxE","50%","Sibship",0.994505494505494
1,40,"5xAM + GxE","50%","Sibship",0.963369963369964
2,40,"5xAM + GxE","50%","Sibship",0.994505494505494
3,40,"5xAM + GxE","50%","Sibship",1.00915750915751
4,40,"5xAM + GxE","50%","Sibship",1.02930402930403
5,40,"5xAM + GxE","50%","Sibship",1.04212454212454
0,40,"5xAM + GxE","39%","Sibship",1.03810504634398
1,40,"5xAM + GxE","39%","Sibship",0.93717816683831
2,40,"5xAM + GxE","39%","Sibship",1.03192584963955
3,40,"5xAM + GxE","39%","Sibship",0.963954685890834
4,40,"5xAM + GxE","39%","Sibship",0.986611740473738
5,40,"5xAM + GxE","39%","Sibship",0.985581874356334
0,40,"5xAM + VT","66%","Sibship",0.875598086124402
1,40,"5xAM + VT","66%","Sibship",0.956937799043062
2,40,"5xAM + VT","66%","Sibship",1.03349282296651
3,40,"5xAM + VT","66%","Sibship",0.875598086124402
4,40,"5xAM + VT","66%","Sibship",1.05263157894737
5,40,"5xAM + VT","66%","Sibship",1.01913875598086
0,40,"5xAM + VT","50%","Sibship",1.01282051282051
1,40,"5xAM + VT","50%","Sibship",0.987179487179488
2,40,"5xAM + VT","50%","Sibship",0.996336996336996
3,40,"5xAM + VT","50%","Sibship",0.981684981684982
4,40,"5xAM + VT","50%","Sibship",1.04395604395604
5,40,"5xAM + VT","50%","Sibship",1.01648351648352
0,40,"5xAM + VT","39%","Sibship",0.977342945417096
1,40,"5xAM + VT","39%","Sibship",0.973223480947476
2,40,"5xAM + VT","39%","Sibship",1.01235839340886
3,40,"5xAM + VT","39%","Sibship",0.96292481977343
4,40,"5xAM + VT","39%","Sibship",1.04840370751802
5,40,"5xAM + VT","39%","Sibship",0.968074150360454
0,40,"5xAM + VT + GxE","66%","Sibship",1.05741626794258
1,40,"5xAM + VT + GxE","66%","Sibship",0.92822966507177
2,40,"5xAM + VT + GxE","66%","Sibship",1.03827751196172
3,40,"5xAM + VT + GxE","66%","Sibship",0.933014354066986
4,40,"5xAM + VT + GxE","66%","Sibship",0.952153110047846
5,40,"5xAM + VT + GxE","66%","Sibship",0.933014354066986
0,40,"5xAM + VT + GxE","50%","Sibship",0.957875457875458
1,40,"5xAM + VT + GxE","50%","Sibship",1.03296703296703
2,40,"5xAM + VT + GxE","50%","Sibship",1.01831501831502
3,40,"5xAM + VT + GxE","50%","Sibship",1.10622710622711
4,40,"5xAM + VT + GxE","50%","Sibship",1.04029304029304
5,40,"5xAM + VT + GxE","50%","Sibship",0.928571428571428
0,40,"5xAM + VT + GxE","39%","Sibship",1.0442842430484
1,40,"5xAM + VT + GxE","39%","Sibship",0.968074150360454
2,40,"5xAM + VT + GxE","39%","Sibship",1
3,40,"5xAM + VT + GxE","39%","Sibship",1.04634397528321
4,40,"5xAM + VT + GxE","39%","Sibship",1.03398558187436
5,40,"5xAM + VT + GxE","39%","Sibship",0.99794026776519
0,41,"5xAM","66%","Sibship",1.05741626794258
1,41,"5xAM","66%","Sibship",1.0622009569378
2,41,"5xAM","66%","Sibship",0.971291866028708
3,41,"5xAM","66%","Sibship",1.01435406698565
4,41,"5xAM","66%","Sibship",1.08133971291866
5,41,"5xAM","66%","Sibship",1.03827751196172
0,41,"5xAM","50%","Sibship",0.956043956043956
1,41,"5xAM","50%","Sibship",0.985347985347986
2,41,"5xAM","50%","Sibship",1.04395604395604
3,41,"5xAM","50%","Sibship",0.972527472527472
4,41,"5xAM","50%","Sibship",0.987179487179488
5,41,"5xAM","50%","Sibship",1.05677655677656
0,41,"5xAM","39%","Sibship",1.03501544799176
1,41,"5xAM","39%","Sibship",0.984552008238928
2,41,"5xAM","39%","Sibship",0.975283213182286
3,41,"5xAM","39%","Sibship",1.0226570545829
4,41,"5xAM","39%","Sibship",1.02368692070031
5,41,"5xAM","39%","Sibship",0.995880535530382
0,41,"5xAM + GxE","66%","Sibship",0.880382775119618
1,41,"5xAM + GxE","66%","Sibship",0.894736842105264
2,41,"5xAM + GxE","66%","Sibship",0.937799043062202
3,41,"5xAM + GxE","66%","Sibship",0.976076555023924
4,41,"5xAM + GxE","66%","Sibship",1.01435406698565
5,41,"5xAM + GxE","66%","Sibship",0.90909090909091
0,41,"5xAM + GxE","50%","Sibship",1.00549450549451
1,41,"5xAM + GxE","50%","Sibship",1.02014652014652
2,41,"5xAM + GxE","50%","Sibship",1.02197802197802
3,41,"5xAM + GxE","50%","Sibship",0.996336996336996
4,41,"5xAM + GxE","50%","Sibship",1.02930402930403
5,41,"5xAM + GxE","50%","Sibship",1.01098901098901
0,41,"5xAM + GxE","39%","Sibship",0.970133882595262
1,41,"5xAM + GxE","39%","Sibship",0.967044284243048
2,41,"5xAM + GxE","39%","Sibship",1.01441812564367
3,41,"5xAM + GxE","39%","Sibship",1.03192584963955
4,41,"5xAM + GxE","39%","Sibship",1.04737384140062
5,41,"5xAM + GxE","39%","Sibship",1.02677651905252
0,41,"5xAM + VT","66%","Sibship",0.904306220095694
1,41,"5xAM + VT","66%","Sibship",1
2,41,"5xAM + VT","66%","Sibship",1.15311004784689
3,41,"5xAM + VT","66%","Sibship",1.04306220095694
4,41,"5xAM + VT","66%","Sibship",0.933014354066986
5,41,"5xAM + VT","66%","Sibship",1.01435406698565
0,41,"5xAM + VT","50%","Sibship",0.95970695970696
1,41,"5xAM + VT","50%","Sibship",1.0018315018315
2,41,"5xAM + VT","50%","Sibship",1.003663003663
3,41,"5xAM + VT","50%","Sibship",0.957875457875458
4,41,"5xAM + VT","50%","Sibship",1.01465201465201
5,41,"5xAM + VT","50%","Sibship",0.968864468864468
0,41,"5xAM + VT","39%","Sibship",1.02059732234809
1,41,"5xAM + VT","39%","Sibship",1.01956745623069
2,41,"5xAM + VT","39%","Sibship",0.987641606591144
3,41,"5xAM + VT","39%","Sibship",1.01441812564367
4,41,"5xAM + VT","39%","Sibship",1.04119464469619
5,41,"5xAM + VT","39%","Sibship",1.01853759011329
0,41,"5xAM + VT + GxE","66%","Sibship",1.0622009569378
1,41,"5xAM + VT + GxE","66%","Sibship",0.952153110047846
2,41,"5xAM + VT + GxE","66%","Sibship",0.933014354066986
3,41,"5xAM + VT + GxE","66%","Sibship",0.99043062200957
4,41,"5xAM + VT + GxE","66%","Sibship",0.90909090909091
5,41,"5xAM + VT + GxE","66%","Sibship",0.980861244019138
0,41,"5xAM + VT + GxE","50%","Sibship",0.981684981684982
1,41,"5xAM + VT + GxE","50%","Sibship",1.04761904761905
2,41,"5xAM + VT + GxE","50%","Sibship",0.948717948717948
3,41,"5xAM + VT + GxE","50%","Sibship",0.994505494505494
4,41,"5xAM + VT + GxE","50%","Sibship",1.04761904761905
5,41,"5xAM + VT + GxE","50%","Sibship",0.974358974358974
0,41,"5xAM + VT + GxE","39%","Sibship",0.944387229660144
1,41,"5xAM + VT + GxE","39%","Sibship",1.02780638516993
2,41,"5xAM + VT + GxE","39%","Sibship",1.00205973223481
3,41,"5xAM + VT + GxE","39%","Sibship",0.986611740473738
4,41,"5xAM + VT + GxE","39%","Sibship",0.988671472708548
5,41,"5xAM + VT + GxE","39%","Sibship",1.01132852729145
0,42,"5xAM","66%","Sibship",0.923444976076556
1,42,"5xAM","66%","Sibship",1.03349282296651
2,42,"5xAM","66%","Sibship",0.952153110047846
3,42,"5xAM","66%","Sibship",0.851674641148326
4,42,"5xAM","66%","Sibship",1.11483253588517
5,42,"5xAM","66%","Sibship",1.04784688995215
0,42,"5xAM","50%","Sibship",1
1,42,"5xAM","50%","Sibship",0.957875457875458
2,42,"5xAM","50%","Sibship",1.02747252747253
3,42,"5xAM","50%","Sibship",0.954212454212454
4,42,"5xAM","50%","Sibship",0.948717948717948
5,42,"5xAM","50%","Sibship",0.93956043956044
0,42,"5xAM","39%","Sibship",0.984552008238928
1,42,"5xAM","39%","Sibship",0.989701338825952
2,42,"5xAM","39%","Sibship",0.98043254376931
3,42,"5xAM","39%","Sibship",1.01853759011329
4,42,"5xAM","39%","Sibship",0.977342945417096
5,42,"5xAM","39%","Sibship",1.0226570545829
0,42,"5xAM + GxE","66%","Sibship",0.961722488038278
1,42,"5xAM + GxE","66%","Sibship",1
2,42,"5xAM + GxE","66%","Sibship",0.985645933014354
3,42,"5xAM + GxE","66%","Sibship",0.952153110047846
4,42,"5xAM + GxE","66%","Sibship",1.11004784688995
5,42,"5xAM + GxE","66%","Sibship",0.933014354066986
0,42,"5xAM + GxE","50%","Sibship",1.02564102564103
1,42,"5xAM + GxE","50%","Sibship",0.97985347985348
2,42,"5xAM + GxE","50%","Sibship",1.02380952380952
3,42,"5xAM + GxE","50%","Sibship",1.06227106227106
4,42,"5xAM + GxE","50%","Sibship",0.956043956043956
5,42,"5xAM + GxE","50%","Sibship",0.983516483516484
0,42,"5xAM + GxE","39%","Sibship",1.01338825952626
1,42,"5xAM + GxE","39%","Sibship",1.05046343975283
2,42,"5xAM + GxE","39%","Sibship",0.998970133882596
3,42,"5xAM + GxE","39%","Sibship",1.01338825952626
4,42,"5xAM + GxE","39%","Sibship",1.05252317198764
5,42,"5xAM + GxE","39%","Sibship",1.0010298661174
0,42,"5xAM + VT","66%","Sibship",0.866028708133972
1,42,"5xAM + VT","66%","Sibship",1.03827751196172
2,42,"5xAM + VT","66%","Sibship",1.00478468899522
3,42,"5xAM + VT","66%","Sibship",1.00478468899522
4,42,"5xAM + VT","66%","Sibship",1.08133971291866
5,42,"5xAM + VT","66%","Sibship",0.91866028708134
0,42,"5xAM + VT","50%","Sibship",0.998168498168498
1,42,"5xAM + VT","50%","Sibship",1.03113553113553
2,42,"5xAM + VT","50%","Sibship",0.967032967032968
3,42,"5xAM + VT","50%","Sibship",0.99084249084249
4,42,"5xAM + VT","50%","Sibship",1.02014652014652
5,42,"5xAM + VT","50%","Sibship",0.994505494505494
0,42,"5xAM + VT","39%","Sibship",0.976313079299692
1,42,"5xAM + VT","39%","Sibship",1.02883625128733
2,42,"5xAM + VT","39%","Sibship",0.98249227600412
3,42,"5xAM + VT","39%","Sibship",1.01544799176107
4,42,"5xAM + VT","39%","Sibship",0.971163748712668
5,42,"5xAM + VT","39%","Sibship",1.01647785787848
0,42,"5xAM + VT + GxE","66%","Sibship",1.1866028708134
1,42,"5xAM + VT + GxE","66%","Sibship",0.889952153110048
2,42,"5xAM + VT + GxE","66%","Sibship",0.91866028708134
3,42,"5xAM + VT + GxE","66%","Sibship",0.952153110047846
4,42,"5xAM + VT + GxE","66%","Sibship",0.961722488038278
5,42,"5xAM + VT + GxE","66%","Sibship",0.923444976076556
0,42,"5xAM + VT + GxE","50%","Sibship",0.95054945054945
1,42,"5xAM + VT + GxE","50%","Sibship",0.961538461538462
2,42,"5xAM + VT + GxE","50%","Sibship",0.97069597069597
3,42,"5xAM + VT + GxE","50%","Sibship",0.985347985347986
4,42,"5xAM + VT + GxE","50%","Sibship",0.97985347985348
5,42,"5xAM + VT + GxE","50%","Sibship",1.02197802197802
0,42,"5xAM + VT + GxE","39%","Sibship",0.936148300720906
1,42,"5xAM + VT + GxE","39%","Sibship",1.03192584963955
2,42,"5xAM + VT + GxE","39%","Sibship",1.0226570545829
3,42,"5xAM + VT + GxE","39%","Sibship",0.996910401647786
4,42,"5xAM + VT + GxE","39%","Sibship",1.01338825952626
5,42,"5xAM + VT + GxE","39%","Sibship",0.969104016477858
0,43,"5xAM","66%","Sibship",1.03349282296651
1,43,"5xAM","66%","Sibship",1.11961722488038
2,43,"5xAM","66%","Sibship",0.937799043062202
3,43,"5xAM","66%","Sibship",0.942583732057416
4,43,"5xAM","66%","Sibship",1.06698564593301
5,43,"5xAM","66%","Sibship",0.937799043062202
0,43,"5xAM","50%","Sibship",1.01098901098901
1,43,"5xAM","50%","Sibship",0.97985347985348
2,43,"5xAM","50%","Sibship",1.01465201465201
3,43,"5xAM","50%","Sibship",0.93040293040293
4,43,"5xAM","50%","Sibship",0.97985347985348
5,43,"5xAM","50%","Sibship",0.97069597069597
0,43,"5xAM","39%","Sibship",0.987641606591144
1,43,"5xAM","39%","Sibship",1.02986611740474
2,43,"5xAM","39%","Sibship",1.03604531410917
3,43,"5xAM","39%","Sibship",1.03913491246138
4,43,"5xAM","39%","Sibship",1.0010298661174
5,43,"5xAM","39%","Sibship",1.0226570545829
0,43,"5xAM + GxE","66%","Sibship",0.980861244019138
1,43,"5xAM + GxE","66%","Sibship",1.01435406698565
2,43,"5xAM + GxE","66%","Sibship",0.971291866028708
3,43,"5xAM + GxE","66%","Sibship",1.03349282296651
4,43,"5xAM + GxE","66%","Sibship",0.971291866028708
5,43,"5xAM + GxE","66%","Sibship",1.00956937799043
0,43,"5xAM + GxE","50%","Sibship",0.992673992673992
1,43,"5xAM + GxE","50%","Sibship",1.003663003663
2,43,"5xAM + GxE","50%","Sibship",1.06410256410256
3,43,"5xAM + GxE","50%","Sibship",0.996336996336996
4,43,"5xAM + GxE","50%","Sibship",1.02380952380952
5,43,"5xAM + GxE","50%","Sibship",1.06410256410256
0,43,"5xAM + GxE","39%","Sibship",1.01647785787848
1,43,"5xAM + GxE","39%","Sibship",1.02677651905252
2,43,"5xAM + GxE","39%","Sibship",1.00823892893924
3,43,"5xAM + GxE","39%","Sibship",1.02780638516993
4,43,"5xAM + GxE","39%","Sibship",0.949536560247168
5,43,"5xAM + GxE","39%","Sibship",1.03913491246138
0,43,"5xAM + VT","66%","Sibship",0.933014354066986
1,43,"5xAM + VT","66%","Sibship",1.02392344497608
2,43,"5xAM + VT","66%","Sibship",1.02870813397129
3,43,"5xAM + VT","66%","Sibship",1.12918660287081
4,43,"5xAM + VT","66%","Sibship",1.02870813397129
5,43,"5xAM + VT","66%","Sibship",0.90909090909091
0,43,"5xAM + VT","50%","Sibship",0.952380952380952
1,43,"5xAM + VT","50%","Sibship",0.994505494505494
2,43,"5xAM + VT","50%","Sibship",0.989010989010988
3,43,"5xAM + VT","50%","Sibship",0.998168498168498
4,43,"5xAM + VT","50%","Sibship",0.941391941391942
5,43,"5xAM + VT","50%","Sibship",1.02564102564103
0,43,"5xAM + VT","39%","Sibship",0.968074150360454
1,43,"5xAM + VT","39%","Sibship",0.977342945417096
2,43,"5xAM + VT","39%","Sibship",0.952626158599382
3,43,"5xAM + VT","39%","Sibship",1.03192584963955
4,43,"5xAM + VT","39%","Sibship",0.98043254376931
5,43,"5xAM + VT","39%","Sibship",0.950566426364572
0,43,"5xAM + VT + GxE","66%","Sibship",1.09090909090909
1,43,"5xAM + VT + GxE","66%","Sibship",1.09569377990431
2,43,"5xAM + VT + GxE","66%","Sibship",0.923444976076556
3,43,"5xAM + VT + GxE","66%","Sibship",0.899521531100478
4,43,"5xAM + VT + GxE","66%","Sibship",0.995215311004784
5,43,"5xAM + VT + GxE","66%","Sibship",0.90909090909091
0,43,"5xAM + VT + GxE","50%","Sibship",1.03846153846154
1,43,"5xAM + VT + GxE","50%","Sibship",1
2,43,"5xAM + VT + GxE","50%","Sibship",1.04029304029304
3,43,"5xAM + VT + GxE","50%","Sibship",0.937728937728938
4,43,"5xAM + VT + GxE","50%","Sibship",0.974358974358974
5,43,"5xAM + VT + GxE","50%","Sibship",0.857142857142858
0,43,"5xAM + VT + GxE","39%","Sibship",0.969104016477858
1,43,"5xAM + VT + GxE","39%","Sibship",1.01441812564367
2,43,"5xAM + VT + GxE","39%","Sibship",1.01441812564367
3,43,"5xAM + VT + GxE","39%","Sibship",1.01235839340886
4,43,"5xAM + VT + GxE","39%","Sibship",0.967044284243048
5,43,"5xAM + VT + GxE","39%","Sibship",0.989701338825952
0,44,"5xAM","66%","Sibship",1.11004784688995
1,44,"5xAM","66%","Sibship",0.961722488038278
2,44,"5xAM","66%","Sibship",1.11483253588517
3,44,"5xAM","66%","Sibship",0.995215311004784
4,44,"5xAM","66%","Sibship",1.03349282296651
5,44,"5xAM","66%","Sibship",1.15311004784689
0,44,"5xAM","50%","Sibship",0.954212454212454
1,44,"5xAM","50%","Sibship",1.04578754578755
2,44,"5xAM","50%","Sibship",0.998168498168498
3,44,"5xAM","50%","Sibship",1.03113553113553
4,44,"5xAM","50%","Sibship",0.99084249084249
5,44,"5xAM","50%","Sibship",1.04761904761905
0,44,"5xAM","39%","Sibship",1.06797116374871
1,44,"5xAM","39%","Sibship",0.969104016477858
2,44,"5xAM","39%","Sibship",0.98249227600412
3,44,"5xAM","39%","Sibship",0.951596292481978
4,44,"5xAM","39%","Sibship",0.961894953656024
5,44,"5xAM","39%","Sibship",0.98043254376931
0,44,"5xAM + GxE","66%","Sibship",0.956937799043062
1,44,"5xAM + GxE","66%","Sibship",0.933014354066986
2,44,"5xAM + GxE","66%","Sibship",0.995215311004784
3,44,"5xAM + GxE","66%","Sibship",1.04306220095694
4,44,"5xAM + GxE","66%","Sibship",1.16267942583732
5,44,"5xAM + GxE","66%","Sibship",1.1244019138756
0,44,"5xAM + GxE","50%","Sibship",0.996336996336996
1,44,"5xAM + GxE","50%","Sibship",0.965201465201466
2,44,"5xAM + GxE","50%","Sibship",1.02564102564103
3,44,"5xAM + GxE","50%","Sibship",1
4,44,"5xAM + GxE","50%","Sibship",0.965201465201466
5,44,"5xAM + GxE","50%","Sibship",0.996336996336996
0,44,"5xAM + GxE","39%","Sibship",0.988671472708548
1,44,"5xAM + GxE","39%","Sibship",0.995880535530382
2,44,"5xAM + GxE","39%","Sibship",1.02059732234809
3,44,"5xAM + GxE","39%","Sibship",1.01853759011329
4,44,"5xAM + GxE","39%","Sibship",1.02780638516993
5,44,"5xAM + GxE","39%","Sibship",1.00823892893924
0,44,"5xAM + VT","66%","Sibship",0.995215311004784
1,44,"5xAM + VT","66%","Sibship",1.08133971291866
2,44,"5xAM + VT","66%","Sibship",0.91866028708134
3,44,"5xAM + VT","66%","Sibship",0.980861244019138
4,44,"5xAM + VT","66%","Sibship",0.937799043062202
5,44,"5xAM + VT","66%","Sibship",1.04784688995215
0,44,"5xAM + VT","50%","Sibship",0.99084249084249
1,44,"5xAM + VT","50%","Sibship",1.003663003663
2,44,"5xAM + VT","50%","Sibship",1.05677655677656
3,44,"5xAM + VT","50%","Sibship",1.07509157509158
4,44,"5xAM + VT","50%","Sibship",0.981684981684982
5,44,"5xAM + VT","50%","Sibship",0.943223443223444
0,44,"5xAM + VT","39%","Sibship",0.986611740473738
1,44,"5xAM + VT","39%","Sibship",1.00411946446962
2,44,"5xAM + VT","39%","Sibship",0.929969104016478
3,44,"5xAM + VT","39%","Sibship",0.986611740473738
4,44,"5xAM + VT","39%","Sibship",0.973223480947476
5,44,"5xAM + VT","39%","Sibship",1.043254376931
0,44,"5xAM + VT + GxE","66%","Sibship",0.961722488038278
1,44,"5xAM + VT + GxE","66%","Sibship",1.03827751196172
2,44,"5xAM + VT + GxE","66%","Sibship",1.15789473684211
3,44,"5xAM + VT + GxE","66%","Sibship",0.985645933014354
4,44,"5xAM + VT + GxE","66%","Sibship",1.05741626794258
5,44,"5xAM + VT + GxE","66%","Sibship",1.04306220095694
0,44,"5xAM + VT + GxE","50%","Sibship",0.994505494505494
1,44,"5xAM + VT + GxE","50%","Sibship",1.01098901098901
2,44,"5xAM + VT + GxE","50%","Sibship",1
3,44,"5xAM + VT + GxE","50%","Sibship",0.967032967032968
4,44,"5xAM + VT + GxE","50%","Sibship",1.02197802197802
5,44,"5xAM + VT + GxE","50%","Sibship",0.972527472527472
0,44,"5xAM + VT + GxE","39%","Sibship",0.992790937178166
1,44,"5xAM + VT + GxE","39%","Sibship",0.956745623069002
2,44,"5xAM + VT + GxE","39%","Sibship",0.979402677651906
3,44,"5xAM + VT + GxE","39%","Sibship",1.00823892893924
4,44,"5xAM + VT + GxE","39%","Sibship",0.985581874356334
5,44,"5xAM + VT + GxE","39%","Sibship",1.03089598352214
0,45,"5xAM","66%","Sibship",1.10047846889952
1,45,"5xAM","66%","Sibship",0.952153110047846
2,45,"5xAM","66%","Sibship",0.966507177033492
3,45,"5xAM","66%","Sibship",1.01435406698565
4,45,"5xAM","66%","Sibship",0.923444976076556
5,45,"5xAM","66%","Sibship",0.985645933014354
0,45,"5xAM","50%","Sibship",1.03479853479853
1,45,"5xAM","50%","Sibship",0.987179487179488
2,45,"5xAM","50%","Sibship",0.91941391941392
3,45,"5xAM","50%","Sibship",0.97985347985348
4,45,"5xAM","50%","Sibship",1.12271062271062
5,45,"5xAM","50%","Sibship",1.01098901098901
0,45,"5xAM","39%","Sibship",0.991761071060762
1,45,"5xAM","39%","Sibship",1.00926879505664
2,45,"5xAM","39%","Sibship",0.985581874356334
3,45,"5xAM","39%","Sibship",1.01132852729145
4,45,"5xAM","39%","Sibship",0.993820803295572
5,45,"5xAM","39%","Sibship",1.02986611740474
0,45,"5xAM + GxE","66%","Sibship",0.956937799043062
1,45,"5xAM + GxE","66%","Sibship",1.01435406698565
2,45,"5xAM + GxE","66%","Sibship",1.10526315789474
3,45,"5xAM + GxE","66%","Sibship",1.01435406698565
4,45,"5xAM + GxE","66%","Sibship",0.99043062200957
5,45,"5xAM + GxE","66%","Sibship",0.952153110047846
0,45,"5xAM + GxE","50%","Sibship",1.00732600732601
1,45,"5xAM + GxE","50%","Sibship",0.987179487179488
2,45,"5xAM + GxE","50%","Sibship",0.985347985347986
3,45,"5xAM + GxE","50%","Sibship",1.05128205128205
4,45,"5xAM + GxE","50%","Sibship",0.996336996336996
5,45,"5xAM + GxE","50%","Sibship",1.05128205128205
0,45,"5xAM + GxE","39%","Sibship",1.05458290422245
1,45,"5xAM + GxE","39%","Sibship",1.02677651905252
2,45,"5xAM + GxE","39%","Sibship",0.992790937178166
3,45,"5xAM + GxE","39%","Sibship",1.0442842430484
4,45,"5xAM + GxE","39%","Sibship",0.969104016477858
5,45,"5xAM + GxE","39%","Sibship",1.03604531410917
0,45,"5xAM + VT","66%","Sibship",1
1,45,"5xAM + VT","66%","Sibship",0.976076555023924
2,45,"5xAM + VT","66%","Sibship",1.00478468899522
3,45,"5xAM + VT","66%","Sibship",0.92822966507177
4,45,"5xAM + VT","66%","Sibship",1.17703349282297
5,45,"5xAM + VT","66%","Sibship",1.07655502392345
0,45,"5xAM + VT","50%","Sibship",1.01098901098901
1,45,"5xAM + VT","50%","Sibship",1.01648351648352
2,45,"5xAM + VT","50%","Sibship",1.08608058608059
3,45,"5xAM + VT","50%","Sibship",0.987179487179488
4,45,"5xAM + VT","50%","Sibship",0.992673992673992
5,45,"5xAM + VT","50%","Sibship",1.0018315018315
0,45,"5xAM + VT","39%","Sibship",0.9783728115345
1,45,"5xAM + VT","39%","Sibship",0.994850669412976
2,45,"5xAM + VT","39%","Sibship",0.991761071060762
3,45,"5xAM + VT","39%","Sibship",1.00308959835221
4,45,"5xAM + VT","39%","Sibship",1.06385169927909
5,45,"5xAM + VT","39%","Sibship",1.01338825952626
0,45,"5xAM + VT + GxE","66%","Sibship",0.91866028708134
1,45,"5xAM + VT + GxE","66%","Sibship",1.01913875598086
2,45,"5xAM + VT + GxE","66%","Sibship",0.956937799043062
3,45,"5xAM + VT + GxE","66%","Sibship",1.09090909090909
4,45,"5xAM + VT + GxE","66%","Sibship",1.00478468899522
5,45,"5xAM + VT + GxE","66%","Sibship",0.92822966507177
0,45,"5xAM + VT + GxE","50%","Sibship",0.992673992673992
1,45,"5xAM + VT + GxE","50%","Sibship",0.954212454212454
2,45,"5xAM + VT + GxE","50%","Sibship",1.02564102564103
3,45,"5xAM + VT + GxE","50%","Sibship",1.07142857142857
4,45,"5xAM + VT + GxE","50%","Sibship",1.04761904761905
5,45,"5xAM + VT + GxE","50%","Sibship",0.97069597069597
0,45,"5xAM + VT + GxE","39%","Sibship",0.975283213182286
1,45,"5xAM + VT + GxE","39%","Sibship",0.967044284243048
2,45,"5xAM + VT + GxE","39%","Sibship",1.01853759011329
3,45,"5xAM + VT + GxE","39%","Sibship",1.00720906282183
4,45,"5xAM + VT + GxE","39%","Sibship",1.00514933058702
5,45,"5xAM + VT + GxE","39%","Sibship",0.979402677651906
0,46,"5xAM","66%","Sibship",0.899521531100478
1,46,"5xAM","66%","Sibship",1.15789473684211
2,46,"5xAM","66%","Sibship",1.18181818181818
3,46,"5xAM","66%","Sibship",0.91866028708134
