"seed","gen","scenario_label","latent_r","args_kphen","args_kmate","args_rmate","he_rg","rg_true","he_h2","h2_true"
101,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.140915484783448,0.0642159305539329,0.561027777194977,0.504146730355956
102,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,-0.0106328911527879,-0.00403685694810369,0.493122816085815,0.496433195704933
102,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0432413484985628,0.0221341303179855,0.513079732656479,0.500691147978814
102,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0713439461078971,0.0358497093956089,0.527654856443405,0.50496245332029
102,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.114047186463027,0.0505173639550138,0.524707198143005,0.506978850688188
102,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.10266021234794,0.0371219870214345,0.532128930091858,0.504338865021705
102,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.101490139359371,0.0443281179657567,0.535253405570984,0.504299445343197
102,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.00112344128708382,-0.000890466115280941,0.497099536657333,0.4943257617165
102,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0495598926040962,0.0244334165125267,0.512057083845139,0.500777934112844
102,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0777277334862973,0.0369164154241443,0.525883746147156,0.504588326544004
102,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0915454871243309,0.0433418938023999,0.534595715999603,0.504379383018801
102,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.10078817739067,0.0506559755446761,0.550072407722473,0.506690284608047
102,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.109856358224651,0.0531028100239668,0.558227205276489,0.512753690916034
103,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.00393304128116474,-0.00127199148772337,0.485204309225082,0.486527040979007
103,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0456221676052499,0.0239290488084007,0.502165257930756,0.490719087775915
103,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0593191437712437,0.0290565414621134,0.509101584553719,0.495719131945253
103,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.086810430914663,0.0347537352669232,0.514718025922775,0.496991456027856
103,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.100183148391883,0.0463513571026057,0.512846648693085,0.501682079231433
103,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.104699309971408,0.0606916747755909,0.524193376302719,0.490482457432354
103,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.000470855341115571,0.000485917377332951,0.487271124124527,0.487643503721282
103,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0528673155359285,0.0250145604600656,0.507927000522614,0.492196941333446
103,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0864818989081787,0.0397984531275375,0.523475444316864,0.496122665338444
103,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0954142930276884,0.0458330852815496,0.53430689573288,0.502695614488937
103,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.118343124817392,0.0505277621350559,0.541523396968842,0.502738791294662
103,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.11695508625818,0.0578621765491912,0.540166652202606,0.500488656331388
104,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.000474803211863374,-0.001177575694507,0.500753030180931,0.499317946256407
104,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0539404248273906,0.0257150472604238,0.520930528640747,0.507461899058917
104,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0684597486478262,0.0344331784228773,0.530771762132645,0.510779924162864
104,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0990014387032684,0.0425502058723054,0.534997791051865,0.511064784620382
104,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0702228381663621,0.0471613069387589,0.535633265972137,0.510371983317933
104,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.110375707327521,0.0646380649519635,0.549814432859421,0.513676692314023
104,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.00216479518834502,-0.00125172323841036,0.499985152482986,0.498370071401396
104,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0480407132608525,0.0245804838518658,0.517082220315933,0.504049697548641
104,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.082369649789277,0.0380036739544903,0.531430983543396,0.507745281136882
