"seed","gen","scenario_label","latent_r","args_kphen","args_kmate","args_rmate","he_rg","rg_true","he_h2","h2_true"
127,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0876714544728685,0.0433453165837067,0.523225605487823,0.513612660390933
127,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.112512989281899,0.0545037169046966,0.52575971186161,0.503900327158054
127,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.00319097544716689,0.00121078898196219,0.49780837893486,0.496858553435982
127,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0500053762206288,0.0246125462356746,0.521434634923935,0.505232952464369
127,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0788451233564783,0.0386991907999078,0.533750414848328,0.507481286492347
127,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0844110773725544,0.0438683777090045,0.536932814121246,0.512092423024434
127,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.111730722898135,0.0511223024256301,0.543455636501312,0.511354390304599
127,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.112706231835592,0.0556383029226211,0.536929351091385,0.514442807599905
128,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,-0.00374528631850431,0.000467777223474666,0.497417762875557,0.498556104676466
128,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0562904424129969,0.0284779240859516,0.516665190458298,0.504676436596555
128,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0758928588141229,0.039955080602415,0.521373271942139,0.509806903512407
128,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.104212823395803,0.0518411969195747,0.543347060680389,0.509152673988616
128,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0868845301812622,0.0426873630393069,0.553131341934204,0.513075716146293
128,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.103142573527208,0.0401452014155041,0.546603053808212,0.515973174874564
128,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.000214726028006944,0.000347247462824507,0.500390791893005,0.497414960383011
128,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0524049833706336,0.0255547382263322,0.517794907093048,0.504276193443066
128,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0830368598182222,0.0392939691142262,0.53122364282608,0.506183866693578
128,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.107805295763881,0.0507809721551804,0.535951495170593,0.510702775825229
128,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.127248018903642,0.0572909385460228,0.548082256317139,0.513596831461343
128,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.12352802956113,0.0563861334662598,0.541995763778687,0.510597724110619
13,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.00298202068616818,-0.00184622599958994,0.507672905921936,0.503359511718409
13,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0491058009016005,0.0235772874169865,0.525999248027802,0.510288571573829
13,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0836720514327837,0.040092738002115,0.537673443555832,0.514383978003241
13,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0910640925924573,0.0455786121656578,0.541357576847076,0.514692044309507
13,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.124432626014839,0.0508511123947667,0.567234337329865,0.51288842773711
13,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0946810035508526,0.0378976499242517,0.524455517530441,0.522908316091534
13,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.00230794052881215,-0.000635409336529113,0.503902208805084,0.504657375317482
13,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0517933414035064,0.0242014201082587,0.526030957698822,0.511583792886594
13,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0838891079249032,0.039446944977103,0.537223291397095,0.514937195181138
13,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.101603991123262,0.0470128267071231,0.541351854801178,0.51437510208823
13,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.110932492972713,0.0504584112186864,0.544702219963074,0.515392592450873
13,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.137866787840237,0.060927644865989,0.560632383823395,0.514096018163348
14,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,-0.00896103809764664,-0.00365970924918178,0.496825486421585,0.495416475870049
14,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0398316215280392,0.0212793479553344,0.515282601118088,0.503701399857613
14,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0683526575802774,0.0355467288200207,0.52420437335968,0.504797547281473
14,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.117938520245275,0.05182953241642,0.526180744171143,0.50441531432035
14,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.117431251455898,0.0600810416646806,0.530261486768723,0.508631049641269
14,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.138758064707895,0.067328616694768,0.521503508090973,0.505936975506256
14,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-8.11076845256645e-05,7.36030499308538e-05,0.497259080410004,0.495708793326701
14,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0530699763154641,0.0259626409895799,0.515116035938263,0.501444803745088
14,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0797031947473787,0.0389343117100633,0.52973757982254,0.505378423443013
14,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.100941567698442,0.0488764965217959,0.533811575174332,0.507305663607376
14,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0989735036221924,0.0481442928488173,0.539680063724518,0.505957307692269
14,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.111488376133878,0.0519618046025857,0.540629374980927,0.506028958354659
15,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,-0.00817015134890038,-0.00425757880407921,0.499115824699402,0.496718179172968
15,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0439613531540176,0.0229226271269968,0.514601975679398,0.504704356379865
15,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0590754910291993,0.0307267985951193,0.526560038328171,0.508046327444269
15,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0883093763852283,0.0370224139266439,0.535732239484787,0.508189548464985
15,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0781184848202418,0.039597468193932,0.537025928497314,0.511591535782727
15,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0994994465490905,0.0534013001727814,0.558104991912842,0.516473609104599
15,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.00209705374727588,-0.000177409969859099,0.499684804677963,0.498600684947964
15,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0457426502894438,0.0225555445079932,0.516318929195404,0.504010158577291
15,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0821659504902277,0.0384520763904443,0.53225564956665,0.507500823331207
15,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.104685953678402,0.0476680330249394,0.543256568908691,0.511810362521803
15,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.107069464479767,0.0499351565783128,0.536348307132721,0.511899880335873
15,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.117433675034244,0.0534809807955515,0.550611627101898,0.516985975520584
16,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.00545246946193795,0.00225034311736376,0.499414920806885,0.499682572570365
16,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0524344669104336,0.0281385984812996,0.520261704921722,0.505941629841319
16,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0933866417310287,0.0428897320526106,0.535049319267273,0.510258306163953
16,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0913372559423175,0.0490492878285651,0.540007025003433,0.51625785426514
16,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.119359646676349,0.0515343603284289,0.544496834278107,0.514584599978462
16,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0971545304861795,0.0467341788802425,0.534216642379761,0.513051724994647
16,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.00244898951682547,0.00104882722286199,0.501824086904526,0.501113095641754
16,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0498551962714963,0.0245039713080523,0.520163464546204,0.507344902310956
16,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0834223998774949,0.039352956259271,0.535525619983673,0.510660986959329
16,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.114583444143488,0.0526092953679448,0.548530673980713,0.51192861762832
16,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.121040792074098,0.0539376383486909,0.555496501922607,0.512910285052399
16,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.103096438019338,0.0546403417045166,0.546586012840271,0.52204380556211
17,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.000421523101755404,0.000176118156235993,0.496014401316643,0.496313198198642
17,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0304645786821683,0.0195224690228824,0.51725772023201,0.505346902782047
17,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0552543930857624,0.0317343553127169,0.528646528720856,0.503712824828624
17,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0836387316667721,0.0467671423978595,0.536758035421371,0.511922009270637
17,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0910044012195417,0.0462536822582892,0.545828729867935,0.514078440589712
17,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.118729765173896,0.057003307871416,0.554545164108276,0.514529356136027
17,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.00132980417913686,-0.00102753312161652,0.499481409788132,0.498126810355935
17,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0481109183050151,0.023021885767956,0.516698008775711,0.504908410735862
17,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0854127256290044,0.0394304780002834,0.535006904602051,0.506244622842435
17,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.107975043072229,0.0505128264202418,0.552266561985016,0.513125058678581
17,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.115656967122478,0.053471800586291,0.546274137496948,0.516870600338214
17,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.129977561622362,0.0577590447234948,0.560829830169678,0.509538306390025
18,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.00353544648457256,0.00047957317675775,0.494639024138451,0.49525493500727
18,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0502789002191247,0.0242329067270542,0.511690855026245,0.498868073431309
18,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.081149769377035,0.0432525542930581,0.52013173699379,0.502998478210316
18,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.109662875799855,0.0550595967573067,0.522660315036774,0.50532701366189
18,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0960947937007161,0.049417260145995,0.542053014039993,0.501100257138175
18,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.143331188926041,0.0595463838800699,0.528760880231857,0.505734290754771
18,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.000852293712355864,1.58039739687166e-05,0.498338043689728,0.495657510146157
18,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0472625599805079,0.0234575137778456,0.515426361560822,0.501777343385321
18,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.077290949195024,0.0376833523535363,0.527943956851959,0.5039566758195
18,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.10665515858224,0.0502537582964387,0.544188845157623,0.507795709327522
18,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.108168709928427,0.0528653563154504,0.547758662700653,0.509835472103898
18,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.126477602644175,0.0578921370019274,0.542107880115509,0.517962000938886
19,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.00560744754961258,0.00140167340560706,0.502401262521744,0.502093876393457
19,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0533282412654852,0.0272868551310183,0.519749969244003,0.510128653865834
19,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0736656414978757,0.0355247480724373,0.531948626041412,0.512477075004301
19,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0903014837200241,0.0451007500478782,0.536286413669586,0.51205552283279
19,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.10548233877534,0.0478101268167128,0.53685399889946,0.518911356833869
19,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0960963838873839,0.0503293109442765,0.543962806463242,0.510099935125533
19,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.00177960163933904,-0.000781629757338313,0.504132837057114,0.503562867130336
19,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0525196107162277,0.0245409459406599,0.525165724754334,0.510570187806798
19,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0823191296457953,0.0383208197706096,0.539767920970917,0.513043585083649
19,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.105097845704951,0.0500463048199603,0.543812620639801,0.511404634795452
19,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.117970346542172,0.0548606284070553,0.556494462490082,0.523582322011141
19,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.125072631825863,0.0559097279827733,0.560812401771545,0.519452402033959
2,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,-0.00383498314728698,4.19406648096026e-05,0.49371263384819,0.494257417150139
2,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0492056305468424,0.0249576068047345,0.515976756811142,0.501025125804335
2,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0774702591709841,0.0393580683003995,0.519210755825043,0.504976749883564
2,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.103419981476414,0.0439069408307677,0.531804382801056,0.506012498283266
2,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0894562349179374,0.0337641856230761,0.531343936920166,0.511062792741795
2,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.088895259968808,0.0423589094299497,0.51424577832222,0.497557920793374
2,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.0010780167218417,-0.000457636742146912,0.495299553871155,0.492748430417674
2,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0504002650048969,0.0244071077940913,0.514610141515732,0.499605720110422
2,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0776352328430862,0.0374931141660596,0.524384236335754,0.506059665896811
2,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.105543961687823,0.0482425663234718,0.533210027217865,0.507684101704885
2,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.106861541951012,0.0503708070836771,0.544384431838989,0.503173696756392
2,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.109347659148915,0.0517687234866137,0.537944805622101,0.506050610095956
20,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,-0.00572361797846938,-0.00258088340292658,0.502347022294998,0.501894195274467
20,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0484429914380318,0.0237434872426699,0.518050730228424,0.507435966443391
20,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0791439081214509,0.0400600014268311,0.535342574119568,0.513533890103086
20,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0791286871329916,0.0415707774817707,0.530994713306427,0.514349020796089
20,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0920010234426606,0.0453878766650228,0.532603889703751,0.513610545092622
20,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0379916748085195,0.0358983202068146,0.552060037851334,0.508950726349927
20,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.00072176971375614,-0.000324798116546467,0.499571961164474,0.501055897932016
20,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0472625962597644,0.0238281522333565,0.522664678096771,0.508954767296412
20,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0813506481315994,0.0392207284798629,0.535773777961731,0.514673449348227
20,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.103871821249168,0.0481824926843508,0.552796709537506,0.511852429587809
20,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.116759884136444,0.0533080711339154,0.556042647361755,0.515954131901281
20,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.128274111984565,0.0580699139027236,0.557751822471619,0.515644382591179
21,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.000281361547572196,0.00081280814174677,0.497139349579811,0.496415400267842
21,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0426024501533099,0.0237286712329273,0.512967586517334,0.501883799186526
21,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0723667845458485,0.0385598300465624,0.521317332983017,0.50996255390324
21,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0833826244641942,0.0454506602619696,0.538004159927368,0.509051821913518
21,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0906775819984118,0.0507578899133473,0.538175523281097,0.504461961273089
21,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0855381839703934,0.0380426776941552,0.535732358694077,0.510154930922456
21,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.00143957199519845,0.000787617311187655,0.495009559392929,0.497084847190284
21,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0494472136277606,0.0233360613269973,0.516141819953919,0.503108633274666
21,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0825524356481804,0.0397667449716369,0.528877997398376,0.506573264050486
21,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0999402737853168,0.049362330328607,0.535025954246521,0.507284775227012
21,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.124132730359537,0.056698365881076,0.545213615894318,0.504894339791131
21,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.114011268619685,0.0506705348169765,0.556722819805145,0.511954019210657
22,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.00622752686899131,0.00290568526436951,0.488975167274475,0.48844605667732
22,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0451664908572147,0.0219426869539865,0.508179754018784,0.497474905561692
22,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0879418398514826,0.0398505479658779,0.525213986635208,0.503682165024335
22,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.102813956187848,0.0499068601734697,0.534493714570999,0.500062106704674
22,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0637758179862783,0.044163670286648,0.549195408821106,0.503691328321195
22,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.115026889134341,0.0505557895115686,0.534107387065887,0.513226577356864
22,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.00131010779688492,0.000116647045580715,0.489596438407898,0.489881913578435
22,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0485150506572029,0.0238998208961947,0.512787932157517,0.496570656900579
22,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0848544219353378,0.038808665739731,0.522544002532959,0.499943850828684
22,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.10832761722077,0.0490176091399277,0.537076115608215,0.505029170566529
22,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.129182684497796,0.0607755277110948,0.539518290758133,0.505093290983205
22,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.115260797208935,0.0552305756285056,0.532517409324646,0.503785630013088
23,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.00679373869733556,0.00393278293726433,0.501122817397118,0.502767119466488
23,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0489881267203128,0.0256253070434778,0.521952688694,0.510552125665872
23,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0953355889341232,0.0450754048986078,0.535215258598328,0.51426498651941
23,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.120557271220278,0.0626915667548794,0.541173666715622,0.515218000203491
23,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.116807237677081,0.0490022110666787,0.540500938892365,0.513751517248202
23,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0496230731169469,0.0382495034133074,0.535502731800079,0.512800426802708
23,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.00319332619004122,-0.00144263453412049,0.50425791144371,0.503745644095569
23,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0499676282805997,0.0241456735626929,0.522638809680939,0.510987609605258
23,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0829353303892292,0.0391855130910688,0.542733705043793,0.511841893970703
23,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.105718011294953,0.0497338900572701,0.54574818611145,0.516416352726426
23,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.106019851775308,0.0530447910307009,0.561715257167816,0.51862051588692
23,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.114721636860725,0.0565089780041893,0.559060442447662,0.519602734228197
24,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.000900141864142498,0.000145771399975928,0.502791032195091,0.500004873445155
24,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0384933255877895,0.0227414603565265,0.521661221981049,0.50700236442245
24,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0794634045062443,0.0418694161036118,0.52769523859024,0.508460528036046
24,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0931698474998819,0.0455291131364164,0.528599083423615,0.508852115941071
24,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.102620022498451,0.0427118172124645,0.544375509023666,0.508502672251959
24,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.125485113870336,0.0589761863704637,0.540851980447769,0.51623323871928
24,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.000212836585578014,-0.00021140358360094,0.498967468738556,0.500046742564548
24,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0505768359017352,0.0234089806019487,0.520336723327637,0.505964681562399
24,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0841958018897618,0.0401632074531295,0.535261714458466,0.508014648796554
24,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.104988791758642,0.0481499020163721,0.539630019664764,0.514365587154723
24,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.119792599704505,0.0571040008396788,0.545725202560425,0.515011632768313
24,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.125737045750602,0.0589900942269541,0.552190971374512,0.521208366110167
25,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0107321853673366,0.00391868860504494,0.494144529104233,0.491290841265183
25,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0565196067907922,0.0285861851283174,0.509576946496964,0.498342707945951
25,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0827581209090525,0.043020229610357,0.522661417722702,0.499035455983136
25,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0960905474030081,0.0452044429940671,0.526580512523651,0.505495554733228
25,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0987833279767072,0.0489422061666629,0.531440436840057,0.500266191853786
25,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.126535439393402,0.0607298586669798,0.529032200574875,0.500347623459806
25,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.00132809683383785,0.000366270165305211,0.491317278146744,0.489941307244792
25,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0510860760630524,0.0254431134527914,0.509300476312637,0.49563768093849
25,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0798399051374798,0.0389223055116467,0.526197850704193,0.502132464881535
25,3,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0924712190097605,0.0447373253167277,0.534176003932953,0.501457941704194
25,4,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.111758344047935,0.0509877416563908,0.534419178962708,0.508167132985121
25,5,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.110555680321026,0.0498330088133504,0.531985294818878,0.507821449275321
26,0,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,-0.00542972249796372,-0.0020524622375766,0.496883988380432,0.497723783127078
26,1,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0472824923460355,0.0223391349564523,0.514868855476379,0.499932921523428
26,2,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0610867266348786,0.0325538709387339,0.526109874248505,0.505530613217909
26,3,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0778325345248308,0.0410448081389426,0.527005970478058,0.506961295324933
26,4,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.0924181700132558,0.0504469811816597,0.524005517363548,0.50295715458993
26,5,"2xAM.0.1 (latent r = 0.2)",0.2,2,2,0.1,0.160618859830488,0.0642040428983032,0.517121851444244,0.503606290704063
26,0,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,-0.000364560058758312,-0.000152693863912398,0.497847908735275,0.496357098013625
26,1,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0528253127135435,0.0250788800282854,0.515125399827957,0.502565562610077
26,2,"5xAM.0.1 (latent r = 0.5)",0.5,5,5,0.1,0.0786596049605992,0.0375685797880661,0.531435084342956,0.505717442509938
