"scenario","fp_rate_all_power","39%","50%","66%"
"5xAM",1.52208443106812,1.21099073120494,1.3719706959707,1.98329186602871
"5xAM + GxE",1.52409738521246,1.20823480947477,1.37293772893773,1.99111961722488
"5xAM + VT",2.77867056056909,1.7471184346035,2.33792673992674,4.25096650717703
"5xAM + VT + GxE",2.82489244793185,1.77015859938208,2.38327472527473,4.32124401913876
