"seed","gen","variable","value","type","traits"
21,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.998641040337525,"rgHE","edu / wealth"
21,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.10775769823956,"rgHE","edu / wealth"
21,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.994891729769574,"rgHE","edu / wealth"
21,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.24633941796523,"rgHE","edu / wealth"
22,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.224184781016617,"rgHE","edu / wealth"
22,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01571947162659,"rgHE","edu / wealth"
22,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.906544359072461,"rgHE","edu / wealth"
22,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.914594510070144,"rgHE","edu / wealth"
22,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.995761782333463,"rgHE","edu / wealth"
22,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.985298132704314,"rgHE","edu / wealth"
23,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",-0.43364172942605,"rgHE","edu / wealth"
23,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.967862858752088,"rgHE","edu / wealth"
23,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.988018687718753,"rgHE","edu / wealth"
23,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.88801474716443,"rgHE","edu / wealth"
23,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.814572370901704,"rgHE","edu / wealth"
23,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.06195581466804,"rgHE","edu / wealth"
24,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
24,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.996830366094176,"rgHE","edu / wealth"
24,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.02405392122255,"rgHE","edu / wealth"
24,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.979877615785042,"rgHE","edu / wealth"
24,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.942596387433721,"rgHE","edu / wealth"
24,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.804000684520489,"rgHE","edu / wealth"
25,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",-0.439964459970059,"rgHE","edu / wealth"
25,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.993529394264281,"rgHE","edu / wealth"
25,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03934797899068,"rgHE","edu / wealth"
25,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01218889624356,"rgHE","edu / wealth"
25,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.0584229811564,"rgHE","edu / wealth"
25,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.10003854847271,"rgHE","edu / wealth"
26,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.14142719957691,"rgHE","edu / wealth"
26,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01202127596905,"rgHE","edu / wealth"
26,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.996234705300462,"rgHE","edu / wealth"
26,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.1008297657198,"rgHE","edu / wealth"
26,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03056722317437,"rgHE","edu / wealth"
26,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.932968829956874,"rgHE","edu / wealth"
27,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
27,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.976282430459937,"rgHE","edu / wealth"
27,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.991144245865266,"rgHE","edu / wealth"
27,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.09803751502958,"rgHE","edu / wealth"
27,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.962574469850388,"rgHE","edu / wealth"
27,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.927775558347541,"rgHE","edu / wealth"
28,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.62688504785004,"rgHE","edu / wealth"
28,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.05123721743388,"rgHE","edu / wealth"
28,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.0063997978347,"rgHE","edu / wealth"
28,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.873751501918247,"rgHE","edu / wealth"
28,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.788409526295062,"rgHE","edu / wealth"
28,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.896644268730217,"rgHE","edu / wealth"
29,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
29,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.985433554255101,"rgHE","edu / wealth"
29,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.985529997581738,"rgHE","edu / wealth"
29,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08933660932412,"rgHE","edu / wealth"
29,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.931684988523973,"rgHE","edu / wealth"
29,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.778552577273474,"rgHE","edu / wealth"
3,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",-1.87568263173297,"rgHE","edu / wealth"
3,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.961245218202688,"rgHE","edu / wealth"
3,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.931173743817842,"rgHE","edu / wealth"
3,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04735725141967,"rgHE","edu / wealth"
3,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.990936547951019,"rgHE","edu / wealth"
3,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.19875533336364,"rgHE","edu / wealth"
30,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",-1.62996728118091,"rgHE","edu / wealth"
30,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.929362819561232,"rgHE","edu / wealth"
30,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.991533898508884,"rgHE","edu / wealth"
30,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.921558731154317,"rgHE","edu / wealth"
30,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.963495890839076,"rgHE","edu / wealth"
30,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.928561273215477,"rgHE","edu / wealth"
31,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
31,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.14911599773982,"rgHE","edu / wealth"
31,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.973984130995598,"rgHE","edu / wealth"
31,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.02927986516019,"rgHE","edu / wealth"
31,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.9213065663852,"rgHE","edu / wealth"
31,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.956679353799434,"rgHE","edu / wealth"
32,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
32,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08130074956769,"rgHE","edu / wealth"
32,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.968886499233024,"rgHE","edu / wealth"
32,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.00892574848333,"rgHE","edu / wealth"
32,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08575212237179,"rgHE","edu / wealth"
32,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.11955418573753,"rgHE","edu / wealth"
33,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
33,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03761718352885,"rgHE","edu / wealth"
33,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.982020259315396,"rgHE","edu / wealth"
33,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.918213739013974,"rgHE","edu / wealth"
33,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.12986084704009,"rgHE","edu / wealth"
33,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.24206614911815,"rgHE","edu / wealth"
34,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
34,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.976901482700654,"rgHE","edu / wealth"
34,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.962719907682149,"rgHE","edu / wealth"
34,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.991562884148186,"rgHE","edu / wealth"
34,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03519074184193,"rgHE","edu / wealth"
34,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.43281246895446,"rgHE","edu / wealth"
35,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.23897327979074,"rgHE","edu / wealth"
35,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01803872707452,"rgHE","edu / wealth"
35,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.977069404957758,"rgHE","edu / wealth"
35,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.99276844311353,"rgHE","edu / wealth"
35,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.965705663033271,"rgHE","edu / wealth"
35,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.36998156252778,"rgHE","edu / wealth"
36,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
36,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.02821582832246,"rgHE","edu / wealth"
36,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04288647685009,"rgHE","edu / wealth"
36,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.00324382563808,"rgHE","edu / wealth"
36,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.00220406506522,"rgHE","edu / wealth"
36,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.10688709836114,"rgHE","edu / wealth"
37,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
37,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.982916086128217,"rgHE","edu / wealth"
37,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03675398682244,"rgHE","edu / wealth"
37,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.00785180299134,"rgHE","edu / wealth"
37,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.02371966507812,"rgHE","edu / wealth"
37,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.0294107736621,"rgHE","edu / wealth"
38,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
38,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01683034824196,"rgHE","edu / wealth"
38,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04287711599383,"rgHE","edu / wealth"
38,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04515329036957,"rgHE","edu / wealth"
38,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.00856541578878,"rgHE","edu / wealth"
38,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.916239996307261,"rgHE","edu / wealth"
39,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
39,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.00062779144354,"rgHE","edu / wealth"
39,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.972639306220201,"rgHE","edu / wealth"
39,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.960541901614481,"rgHE","edu / wealth"
39,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.13853537914296,"rgHE","edu / wealth"
39,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.909716829587662,"rgHE","edu / wealth"
4,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
4,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.17849644053993,"rgHE","edu / wealth"
4,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.992336012398228,"rgHE","edu / wealth"
4,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.973299716401147,"rgHE","edu / wealth"
4,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04989672006777,"rgHE","edu / wealth"
4,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.806761972020251,"rgHE","edu / wealth"
40,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
40,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.02578678285954,"rgHE","edu / wealth"
40,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.949136468506948,"rgHE","edu / wealth"
40,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.06336614912696,"rgHE","edu / wealth"
40,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.888509773782483,"rgHE","edu / wealth"
40,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08590223674517,"rgHE","edu / wealth"
41,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.600933898213096,"rgHE","edu / wealth"
41,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08617330807511,"rgHE","edu / wealth"
41,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.999315302016827,"rgHE","edu / wealth"
41,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03602971271161,"rgHE","edu / wealth"
41,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.18673495264783,"rgHE","edu / wealth"
41,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.816998326717335,"rgHE","edu / wealth"
42,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
42,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.913463794046572,"rgHE","edu / wealth"
42,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.977822452899549,"rgHE","edu / wealth"
42,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04876375468922,"rgHE","edu / wealth"
42,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.96452359240998,"rgHE","edu / wealth"
42,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.797284386579906,"rgHE","edu / wealth"
43,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
43,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.962689475973164,"rgHE","edu / wealth"
43,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01032182786842,"rgHE","edu / wealth"
43,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.998561490685951,"rgHE","edu / wealth"
43,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03023271520822,"rgHE","edu / wealth"
43,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.736730388910582,"rgHE","edu / wealth"
44,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.949409219346008,"rgHE","edu / wealth"
44,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08344470138223,"rgHE","edu / wealth"
44,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03877506909875,"rgHE","edu / wealth"
44,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.96711551693869,"rgHE","edu / wealth"
44,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.0172227906862,"rgHE","edu / wealth"
44,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.18744577528738,"rgHE","edu / wealth"
45,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
45,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08330078046574,"rgHE","edu / wealth"
45,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.975485549366121,"rgHE","edu / wealth"
45,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.991357965361742,"rgHE","edu / wealth"
45,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03770241733222,"rgHE","edu / wealth"
45,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.18583745618443,"rgHE","edu / wealth"
46,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.970103840662734,"rgHE","edu / wealth"
46,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.00725701739285,"rgHE","edu / wealth"
46,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.00724471258693,"rgHE","edu / wealth"
46,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.06225195247753,"rgHE","edu / wealth"
46,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.856096400193307,"rgHE","edu / wealth"
46,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.918019467974119,"rgHE","edu / wealth"
47,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.872099654680908,"rgHE","edu / wealth"
47,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.87273679318188,"rgHE","edu / wealth"
47,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.02374032959077,"rgHE","edu / wealth"
47,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01594932069501,"rgHE","edu / wealth"
47,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03880897426507,"rgHE","edu / wealth"
47,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.807840064134514,"rgHE","edu / wealth"
48,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
48,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.967602395343525,"rgHE","edu / wealth"
48,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04048685396333,"rgHE","edu / wealth"
48,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01726667253962,"rgHE","edu / wealth"
48,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.939933970385956,"rgHE","edu / wealth"
48,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.15640497186015,"rgHE","edu / wealth"
49,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",-0.071272342442836,"rgHE","edu / wealth"
49,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.991197911355336,"rgHE","edu / wealth"
49,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.985640754365334,"rgHE","edu / wealth"
49,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.05999260284175,"rgHE","edu / wealth"
49,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.10193119826041,"rgHE","edu / wealth"
49,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.23555704547648,"rgHE","edu / wealth"
5,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
5,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.11483812660192,"rgHE","edu / wealth"
5,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.96736757951621,"rgHE","edu / wealth"
5,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.924015122408697,"rgHE","edu / wealth"
5,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.21245292079871,"rgHE","edu / wealth"
5,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03068187046094,"rgHE","edu / wealth"
50,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
50,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.838262009216259,"rgHE","edu / wealth"
50,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.05745184074425,"rgHE","edu / wealth"
50,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.02792638921266,"rgHE","edu / wealth"
50,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.09028527749809,"rgHE","edu / wealth"
50,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.09531845561977,"rgHE","edu / wealth"
51,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.810509148317497,"rgHE","edu / wealth"
51,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.892976553270248,"rgHE","edu / wealth"
51,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.983827376761527,"rgHE","edu / wealth"
51,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.16711780059617,"rgHE","edu / wealth"
51,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.951876352545058,"rgHE","edu / wealth"
51,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.05579706686909,"rgHE","edu / wealth"
52,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
52,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.949798662966464,"rgHE","edu / wealth"
52,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.06116073872681,"rgHE","edu / wealth"
52,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.985670764411437,"rgHE","edu / wealth"
52,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.1509429117203,"rgHE","edu / wealth"
52,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.12338996579399,"rgHE","edu / wealth"
53,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
53,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.0545357184489,"rgHE","edu / wealth"
53,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.03238205833597,"rgHE","edu / wealth"
53,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.941479457947319,"rgHE","edu / wealth"
53,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.945530605929166,"rgHE","edu / wealth"
53,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.1085566885609,"rgHE","edu / wealth"
54,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
54,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.889020836397374,"rgHE","edu / wealth"
54,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08356676249393,"rgHE","edu / wealth"
54,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.977845128138351,"rgHE","edu / wealth"
54,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.0623337564756,"rgHE","edu / wealth"
54,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.26858664650389,"rgHE","edu / wealth"
55,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
55,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01544331336979,"rgHE","edu / wealth"
55,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.979825323934569,"rgHE","edu / wealth"
55,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.915919511614302,"rgHE","edu / wealth"
55,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.06072843392183,"rgHE","edu / wealth"
55,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.777880948636225,"rgHE","edu / wealth"
56,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",-0.669519966020291,"rgHE","edu / wealth"
56,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.01815383827146,"rgHE","edu / wealth"
56,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.09631040146175,"rgHE","edu / wealth"
56,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.971842367195934,"rgHE","edu / wealth"
56,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08450326750263,"rgHE","edu / wealth"
56,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.906041229301927,"rgHE","edu / wealth"
57,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
57,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.987065718830663,"rgHE","edu / wealth"
57,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.896174411570729,"rgHE","edu / wealth"
57,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.992093045886556,"rgHE","edu / wealth"
57,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.988261353127245,"rgHE","edu / wealth"
57,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.08650855292969,"rgHE","edu / wealth"
58,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
58,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.09031596440715,"rgHE","edu / wealth"
58,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.02638024925776,"rgHE","edu / wealth"
58,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.896815390280248,"rgHE","edu / wealth"
58,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.0810094954759,"rgHE","edu / wealth"
58,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04138342202462,"rgHE","edu / wealth"
59,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
59,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.961113470035026,"rgHE","edu / wealth"
59,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.10929638257833,"rgHE","edu / wealth"
59,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.96149952832531,"rgHE","edu / wealth"
59,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.981623546901151,"rgHE","edu / wealth"
59,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.955926115195276,"rgHE","edu / wealth"
6,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
6,1,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.936426495363553,"rgHE","edu / wealth"
6,2,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.04685259065322,"rgHE","edu / wealth"
6,3,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.957056354589209,"rgHE","edu / wealth"
6,4,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0.918490477537078,"rgHE","edu / wealth"
6,5,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",1.4763700036349,"rgHE","edu / wealth"
60,0,"rgHE_edu.phenotype.proband_wealth.phenotype.proband",0,"rgHE","edu / wealth"
