"gen","scenario","seed","type","rg"
1,"RM + VT (5%)",24,"True",0.000213413148707373
2,"RM + VT (5%)",24,"True",0.000382414399631583
3,"RM + VT (5%)",24,"True",-0.00123769395037121
4,"RM + VT (5%)",24,"True",-0.00124037688395984
5,"RM + VT (5%)",24,"True",-0.00115616015837534
0,"5xAM",24,"True",0.00056628944628747
1,"5xAM",24,"True",0.0251496855263071
2,"5xAM",24,"True",0.039285316244218
3,"5xAM",24,"True",0.0499578861664027
4,"5xAM",24,"True",0.0539785271938556
5,"5xAM",24,"True",0.0638854663789447
0,"5xAM + VT (5%)",24,"True",-4.78140226101101e-05
1,"5xAM + VT (5%)",24,"True",0.0173518270429746
2,"5xAM + VT (5%)",24,"True",0.0331952405865309
3,"5xAM + VT (5%)",24,"True",0.040344775742294
4,"5xAM + VT (5%)",24,"True",0.0527337816912988
5,"5xAM + VT (5%)",24,"True",0.0554726215556109
0,"RM",25,"True",-0.000583306818477478
1,"RM",25,"True",-0.000189859544277704
2,"RM",25,"True",-0.000719458452294987
3,"RM",25,"True",0.000179111123148398
4,"RM",25,"True",-0.0011148289628366
5,"RM",25,"True",-0.00077868124235573
0,"RM + VT (5%)",25,"True",-0.000190144118215422
1,"RM + VT (5%)",25,"True",-0.000531525373489515
2,"RM + VT (5%)",25,"True",1.56659857306453e-08
3,"RM + VT (5%)",25,"True",-0.000495184769275907
4,"RM + VT (5%)",25,"True",-0.00196164450901145
5,"RM + VT (5%)",25,"True",-0.00118909384786939
0,"5xAM",25,"True",0.000599924938524135
1,"5xAM",25,"True",0.0233326189977017
2,"5xAM",25,"True",0.0389979448602325
3,"5xAM",25,"True",0.0493324692761963
4,"5xAM",25,"True",0.0540233965247318
5,"5xAM",25,"True",0.0619281573769704
0,"5xAM + VT (5%)",25,"True",0.000348480257824201
1,"5xAM + VT (5%)",25,"True",0.0147963610388216
2,"5xAM + VT (5%)",25,"True",0.0311978111956745
3,"5xAM + VT (5%)",25,"True",0.0422365823423207
4,"5xAM + VT (5%)",25,"True",0.0540005132743618
5,"5xAM + VT (5%)",25,"True",0.0597232821347942
0,"RM",26,"True",0.000570297543267811
1,"RM",26,"True",0.000754107986405708
2,"RM",26,"True",0.000463499360589979
3,"RM",26,"True",0.000389161279048789
4,"RM",26,"True",-0.00213507181918804
5,"RM",26,"True",-0.00023331368177753
0,"RM + VT (5%)",26,"True",-0.000364995331319795
1,"RM + VT (5%)",26,"True",0.000942746009802525
2,"RM + VT (5%)",26,"True",0.000294514305660585
3,"RM + VT (5%)",26,"True",-5.1240607836397e-05
4,"RM + VT (5%)",26,"True",0.00196876152043984
5,"RM + VT (5%)",26,"True",-0.00244259665290152
0,"5xAM",26,"True",0.000366299822826642
1,"5xAM",26,"True",0.0248039704823245
2,"5xAM",26,"True",0.0390112525442431
3,"5xAM",26,"True",0.0533257278285154
4,"5xAM",26,"True",0.0600514879764048
5,"5xAM",26,"True",0.0741610100675221
0,"5xAM + VT (5%)",26,"True",0.000148073900027174
1,"5xAM + VT (5%)",26,"True",0.0178268520470067
2,"5xAM + VT (5%)",26,"True",0.0339652955602598
3,"5xAM + VT (5%)",26,"True",0.0465151286310581
4,"5xAM + VT (5%)",26,"True",0.0514281886450826
5,"5xAM + VT (5%)",26,"True",0.0544188493980407
0,"RM",27,"True",-0.00110123864359206
1,"RM",27,"True",-0.000746161113452506
2,"RM",27,"True",-0.00118659509720785
3,"RM",27,"True",-0.00202834645546324
4,"RM",27,"True",-0.00165299125048081
5,"RM",27,"True",-0.00376083562599766
0,"RM + VT (5%)",27,"True",-0.000603440353022755
1,"RM + VT (5%)",27,"True",0.000159808814362832
2,"RM + VT (5%)",27,"True",-0.00197162510483089
3,"RM + VT (5%)",27,"True",-0.0019780229121104
4,"RM + VT (5%)",27,"True",-0.00122924338810623
5,"RM + VT (5%)",27,"True",-0.000675284013635995
0,"5xAM",27,"True",0.00109552491179523
1,"5xAM",27,"True",0.0265362026477729
2,"5xAM",27,"True",0.0409484549722401
3,"5xAM",27,"True",0.0524703071679414
4,"5xAM",27,"True",0.0620579336294153
5,"5xAM",27,"True",0.0733773107380079
0,"5xAM + VT (5%)",27,"True",-5.95580977627634e-05
1,"5xAM + VT (5%)",27,"True",0.017570344233738
2,"5xAM + VT (5%)",27,"True",0.0346865964727935
3,"5xAM + VT (5%)",27,"True",0.0453350820169958
4,"5xAM + VT (5%)",27,"True",0.0533327321043959
5,"5xAM + VT (5%)",27,"True",0.0603636440477592
0,"RM",28,"True",0.000821069724980154
1,"RM",28,"True",0.00126069364403984
2,"RM",28,"True",0.00139302710256859
3,"RM",28,"True",0.00240355402423679
4,"RM",28,"True",0.00116496480890843
5,"RM",28,"True",-0.00186257642240062
0,"RM + VT (5%)",28,"True",0.000590719560294066
1,"RM + VT (5%)",28,"True",0.00104562676437535
2,"RM + VT (5%)",28,"True",0.00102466794482335
3,"RM + VT (5%)",28,"True",0.000165724973447253
4,"RM + VT (5%)",28,"True",-0.000493208522574348
5,"RM + VT (5%)",28,"True",0.00735269296722764
0,"5xAM",28,"True",0.000237169283044172
1,"5xAM",28,"True",0.023276468302656
2,"5xAM",28,"True",0.0417416173667544
3,"5xAM",28,"True",0.0516412922069806
4,"5xAM",28,"True",0.0623569372319928
5,"5xAM",28,"True",0.0669566483292975
0,"5xAM + VT (5%)",28,"True",0.000307035721645388
1,"5xAM + VT (5%)",28,"True",0.017103689200994
2,"5xAM + VT (5%)",28,"True",0.0315743065432192
3,"5xAM + VT (5%)",28,"True",0.0405889653797709
4,"5xAM + VT (5%)",28,"True",0.0504774872038708
5,"5xAM + VT (5%)",28,"True",0.0600521217510519
0,"RM",29,"True",-0.000183603695594169
1,"RM",29,"True",-0.000128365113363042
2,"RM",29,"True",0.00165717442147398
3,"RM",29,"True",-0.00050292041150027
4,"RM",29,"True",0.00187529766357574
5,"RM",29,"True",0.000690368116206567
0,"RM + VT (5%)",29,"True",0.000807732794358683
1,"RM + VT (5%)",29,"True",-0.000638531524729787
2,"RM + VT (5%)",29,"True",-0.00184898789972228
3,"RM + VT (5%)",29,"True",-0.00244849545131298
4,"RM + VT (5%)",29,"True",-6.65366026139684e-05
5,"RM + VT (5%)",29,"True",-0.00262646792905446
0,"5xAM",29,"True",0.000263490213770238
1,"5xAM",29,"True",0.0241009931599274
2,"5xAM",29,"True",0.0408376153595715
3,"5xAM",29,"True",0.0537671812813703
4,"5xAM",29,"True",0.0639927526407158
5,"5xAM",29,"True",0.0731391346947448
0,"5xAM + VT (5%)",29,"True",5.98701413530938e-05
1,"5xAM + VT (5%)",29,"True",0.0187209453042241
2,"5xAM + VT (5%)",29,"True",0.0350013138188322
3,"5xAM + VT (5%)",29,"True",0.0469855416142008
4,"5xAM + VT (5%)",29,"True",0.054385074741228
5,"5xAM + VT (5%)",29,"True",0.0515497809594809
0,"RM",3,"True",-0.00021560385299451
1,"RM",3,"True",-0.000110805601552075
2,"RM",3,"True",0.00204156305118671
3,"RM",3,"True",0.000359936316762857
4,"RM",3,"True",-0.00422210615739053
5,"RM",3,"True",-0.00227640053479597
0,"RM + VT (5%)",3,"True",-0.000554300652516066
1,"RM + VT (5%)",3,"True",-0.00130714336142406
2,"RM + VT (5%)",3,"True",0.000274062046690153
3,"RM + VT (5%)",3,"True",0.000268670359044528
4,"RM + VT (5%)",3,"True",-0.000899541580718134
5,"RM + VT (5%)",3,"True",0.00585279448151332
0,"5xAM",3,"True",0.00104739856644636
1,"5xAM",3,"True",0.0235901775917484
2,"5xAM",3,"True",0.0369650412157382
3,"5xAM",3,"True",0.0536209087837409
4,"5xAM",3,"True",0.0603066310140628
5,"5xAM",3,"True",0.0659900464876198
0,"5xAM + VT (5%)",3,"True",0.00130803774398938
1,"5xAM + VT (5%)",3,"True",0.0170963761225713
2,"5xAM + VT (5%)",3,"True",0.0334123438910819
3,"5xAM + VT (5%)",3,"True",0.0439649848423428
4,"5xAM + VT (5%)",3,"True",0.0532727972234238
5,"5xAM + VT (5%)",3,"True",0.0586809175150243
0,"RM",30,"True",-1.83657543566635e-05
1,"RM",30,"True",-0.000940117322194703
2,"RM",30,"True",-0.000245174214539054
3,"RM",30,"True",-8.85837506763928e-05
4,"RM",30,"True",-0.00412048974189821
5,"RM",30,"True",0.00121002718948015
0,"RM + VT (5%)",30,"True",-2.06877738220873e-06
1,"RM + VT (5%)",30,"True",-0.00162951825432741
