"seed","gen","variable","value","traits"
45,0,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",-0.0620095861413594,"edu / height"
45,1,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.309580228463838,"edu / height"
45,2,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.484284239024354,"edu / height"
45,3,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.503154250777561,"edu / height"
45,4,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.506016442546895,"edu / height"
45,5,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.399199523822516,"edu / height"
46,0,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.0426310973025377,"edu / height"
46,1,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.269048400649114,"edu / height"
46,2,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.484352477364816,"edu / height"
46,3,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.61801723020862,"edu / height"
46,4,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.510720522445178,"edu / height"
46,5,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.315586103940257,"edu / height"
47,0,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",-0.0171859359352788,"edu / height"
47,1,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.246668301666937,"edu / height"
47,2,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.456664146185869,"edu / height"
47,3,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.573070991974188,"edu / height"
47,4,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.483223212773898,"edu / height"
47,5,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.392023637974111,"edu / height"
48,0,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",-0.0579824126573238,"edu / height"
48,1,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.32665955272572,"edu / height"
48,2,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.481613168375203,"edu / height"
48,3,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.587437733925508,"edu / height"
48,4,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.472213500099309,"edu / height"
48,5,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.40547763071702,"edu / height"
49,0,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.0450588148377391,"edu / height"
49,1,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.351609177266572,"edu / height"
49,2,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.492644520807891,"edu / height"
49,3,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.57261715751658,"edu / height"
49,4,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.525040869962388,"edu / height"
49,5,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.42381642490194,"edu / height"
5,0,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",-0.0111130439480648,"edu / height"
5,1,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.253311409461209,"edu / height"
5,2,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.514019775913231,"edu / height"
5,3,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.603052648784034,"edu / height"
5,4,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.471259572011872,"edu / height"
5,5,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.483295330758398,"edu / height"
50,0,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",-0.0211572719106801,"edu / height"
50,1,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.418893532724259,"edu / height"
50,2,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.477572701257296,"edu / height"
50,3,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.574472216268658,"edu / height"
50,4,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.531666647778498,"edu / height"
50,5,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.368499226134325,"edu / height"
51,0,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",-0.0418885429444218,"edu / height"
51,1,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.354677232252728,"edu / height"
51,2,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.49152121162948,"edu / height"
51,3,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.590813637317682,"edu / height"
51,4,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.509058759087949,"edu / height"
51,5,"rbeta_hat_pgwas_edu.phenotype_height.phenotype",0.409911802486988,"edu / height"
