"seed","gen","variable","value","Outcome","Quantity"
53,5,"h2HE_edu",0.0216442011296749,"edu","h2_HE"
54,0,"h2HE_edu",0.000151587999425828,"edu","h2_HE"
54,1,"h2HE_edu",0.00337489182129502,"edu","h2_HE"
54,2,"h2HE_edu",0.00848517194390297,"edu","h2_HE"
54,3,"h2HE_edu",0.0161110926419497,"edu","h2_HE"
54,4,"h2HE_edu",0.0146099468693137,"edu","h2_HE"
54,5,"h2HE_edu",0.0347897745668888,"edu","h2_HE"
55,0,"h2HE_edu",-0.000353868003003299,"edu","h2_HE"
55,1,"h2HE_edu",0.00389169761911035,"edu","h2_HE"
55,2,"h2HE_edu",0.00830866862088442,"edu","h2_HE"
55,3,"h2HE_edu",0.0151162948459387,"edu","h2_HE"
55,4,"h2HE_edu",0.0203784201294184,"edu","h2_HE"
55,5,"h2HE_edu",0.0251369345933199,"edu","h2_HE"
56,0,"h2HE_edu",1.77246402017772e-05,"edu","h2_HE"
56,1,"h2HE_edu",0.00303894584067166,"edu","h2_HE"
56,2,"h2HE_edu",0.00851304642856121,"edu","h2_HE"
56,3,"h2HE_edu",0.017449339851737,"edu","h2_HE"
56,4,"h2HE_edu",0.0143323298543692,"edu","h2_HE"
56,5,"h2HE_edu",0.0150738628581166,"edu","h2_HE"
57,0,"h2HE_edu",0.000297267048154026,"edu","h2_HE"
57,1,"h2HE_edu",0.00436946004629135,"edu","h2_HE"
57,2,"h2HE_edu",0.010267723351717,"edu","h2_HE"
57,3,"h2HE_edu",0.0161353033035994,"edu","h2_HE"
57,4,"h2HE_edu",0.0180573668330908,"edu","h2_HE"
57,5,"h2HE_edu",0.0210074931383133,"edu","h2_HE"
58,0,"h2HE_edu",9.5941657491494e-05,"edu","h2_HE"
58,1,"h2HE_edu",0.00345179531723261,"edu","h2_HE"
58,2,"h2HE_edu",0.00895262323319912,"edu","h2_HE"
58,3,"h2HE_edu",0.0111318770796061,"edu","h2_HE"
58,4,"h2HE_edu",0.0165994018316269,"edu","h2_HE"
58,5,"h2HE_edu",0.0246189590543509,"edu","h2_HE"
59,0,"h2HE_edu",-0.000103894861240406,"edu","h2_HE"
59,1,"h2HE_edu",0.00388313014991581,"edu","h2_HE"
59,2,"h2HE_edu",0.00771495280787349,"edu","h2_HE"
59,3,"h2HE_edu",0.0167546290904284,"edu","h2_HE"
59,4,"h2HE_edu",0.0173862501978874,"edu","h2_HE"
59,5,"h2HE_edu",0.0210040919482708,"edu","h2_HE"
6,0,"h2HE_edu",-0.000216625950997695,"edu","h2_HE"
6,1,"h2HE_edu",0.00382843590341508,"edu","h2_HE"
6,2,"h2HE_edu",0.00998424738645554,"edu","h2_HE"
6,3,"h2HE_edu",0.0176977459341288,"edu","h2_HE"
6,4,"h2HE_edu",0.0186083447188139,"edu","h2_HE"
6,5,"h2HE_edu",0.0181857887655497,"edu","h2_HE"
60,0,"h2HE_edu",-8.23157097329386e-05,"edu","h2_HE"
60,1,"h2HE_edu",0.00432970095425844,"edu","h2_HE"
60,2,"h2HE_edu",0.00987211242318153,"edu","h2_HE"
60,3,"h2HE_edu",0.0136693315580487,"edu","h2_HE"
60,4,"h2HE_edu",0.0207914542406797,"edu","h2_HE"
60,5,"h2HE_edu",0.0145335225388408,"edu","h2_HE"
61,0,"h2HE_edu",0.000105384628113825,"edu","h2_HE"
61,1,"h2HE_edu",0.00381861440837383,"edu","h2_HE"
61,2,"h2HE_edu",0.00991998519748449,"edu","h2_HE"
61,3,"h2HE_edu",0.0161405373364687,"edu","h2_HE"
61,4,"h2HE_edu",0.0160818230360746,"edu","h2_HE"
61,5,"h2HE_edu",0.0144438687711954,"edu","h2_HE"
62,0,"h2HE_edu",-1.35997697725543e-05,"edu","h2_HE"
62,1,"h2HE_edu",0.00358758796937764,"edu","h2_HE"
62,2,"h2HE_edu",0.00827935431152582,"edu","h2_HE"
62,3,"h2HE_edu",0.0116930715739727,"edu","h2_HE"
62,4,"h2HE_edu",0.0130985341966152,"edu","h2_HE"
62,5,"h2HE_edu",0.0233342200517654,"edu","h2_HE"
63,0,"h2HE_edu",-0.000133439942146651,"edu","h2_HE"
63,1,"h2HE_edu",0.00319712026976049,"edu","h2_HE"
63,2,"h2HE_edu",0.00974451936781406,"edu","h2_HE"
63,3,"h2HE_edu",0.0151639087125659,"edu","h2_HE"
63,4,"h2HE_edu",0.0181088857352734,"edu","h2_HE"
63,5,"h2HE_edu",0.0279623176902533,"edu","h2_HE"
64,0,"h2HE_edu",7.01551334714168e-06,"edu","h2_HE"
64,1,"h2HE_edu",0.00309111806564033,"edu","h2_HE"
64,2,"h2HE_edu",0.00975909549742937,"edu","h2_HE"
64,3,"h2HE_edu",0.0151504091918468,"edu","h2_HE"
64,4,"h2HE_edu",0.0191667936742306,"edu","h2_HE"
64,5,"h2HE_edu",0.023470513522625,"edu","h2_HE"
65,0,"h2HE_edu",-6.06648354732897e-05,"edu","h2_HE"
65,1,"h2HE_edu",0.00378364091739058,"edu","h2_HE"
65,2,"h2HE_edu",0.00858092680573463,"edu","h2_HE"
65,3,"h2HE_edu",0.0121231684461236,"edu","h2_HE"
65,4,"h2HE_edu",0.0171335209161043,"edu","h2_HE"
65,5,"h2HE_edu",0.0194043032824993,"edu","h2_HE"
66,0,"h2HE_edu",8.29031705507077e-05,"edu","h2_HE"
66,1,"h2HE_edu",0.00411034096032381,"edu","h2_HE"
66,2,"h2HE_edu",0.00673237489536405,"edu","h2_HE"
66,3,"h2HE_edu",0.0131281353533268,"edu","h2_HE"
66,4,"h2HE_edu",0.026136614382267,"edu","h2_HE"
66,5,"h2HE_edu",0.0200318209826946,"edu","h2_HE"
67,0,"h2HE_edu",0.00010148234287044,"edu","h2_HE"
67,1,"h2HE_edu",0.00287169311195612,"edu","h2_HE"
67,2,"h2HE_edu",0.00903503969311714,"edu","h2_HE"
67,3,"h2HE_edu",0.0115025890991092,"edu","h2_HE"
67,4,"h2HE_edu",0.0118018481880426,"edu","h2_HE"
67,5,"h2HE_edu",0.0207296460866928,"edu","h2_HE"
68,0,"h2HE_edu",9.65421786531806e-05,"edu","h2_HE"
68,1,"h2HE_edu",0.00367994839325547,"edu","h2_HE"
68,2,"h2HE_edu",0.0087765185162425,"edu","h2_HE"
68,3,"h2HE_edu",0.0101065179333091,"edu","h2_HE"
68,4,"h2HE_edu",0.0174115709960461,"edu","h2_HE"
68,5,"h2HE_edu",0.0259751938283443,"edu","h2_HE"
69,0,"h2HE_edu",0.000111711029603612,"edu","h2_HE"
69,1,"h2HE_edu",0.00373185030184686,"edu","h2_HE"
69,2,"h2HE_edu",0.0102446628734469,"edu","h2_HE"
69,3,"h2HE_edu",0.0160407386720181,"edu","h2_HE"
69,4,"h2HE_edu",0.0202729068696499,"edu","h2_HE"
69,5,"h2HE_edu",0.0279842969030142,"edu","h2_HE"
7,0,"h2HE_edu",-5.61866108910181e-05,"edu","h2_HE"
7,1,"h2HE_edu",0.00413056323304772,"edu","h2_HE"
7,2,"h2HE_edu",0.0104588298127055,"edu","h2_HE"
7,3,"h2HE_edu",0.0158585701137781,"edu","h2_HE"
7,4,"h2HE_edu",0.017466314136982,"edu","h2_HE"
7,5,"h2HE_edu",0.00912231672555208,"edu","h2_HE"
70,0,"h2HE_edu",7.68150130170397e-05,"edu","h2_HE"
70,1,"h2HE_edu",0.00371207226999104,"edu","h2_HE"
70,2,"h2HE_edu",0.0101260812953115,"edu","h2_HE"
70,3,"h2HE_edu",0.0147130638360977,"edu","h2_HE"
70,4,"h2HE_edu",0.019271107390523,"edu","h2_HE"
70,5,"h2HE_edu",0.0193440727889538,"edu","h2_HE"
71,0,"h2HE_edu",0.000295416451990604,"edu","h2_HE"
71,1,"h2HE_edu",0.00293951388448477,"edu","h2_HE"
71,2,"h2HE_edu",0.011254919692874,"edu","h2_HE"
71,3,"h2HE_edu",0.0158399883657694,"edu","h2_HE"
71,4,"h2HE_edu",0.020146582275629,"edu","h2_HE"
71,5,"h2HE_edu",0.0213934779167175,"edu","h2_HE"
72,0,"h2HE_edu",7.62902127462439e-05,"edu","h2_HE"
72,1,"h2HE_edu",0.00342835742048919,"edu","h2_HE"
72,2,"h2HE_edu",0.010697447694838,"edu","h2_HE"
72,3,"h2HE_edu",0.013554634526372,"edu","h2_HE"
72,4,"h2HE_edu",0.0167571846395731,"edu","h2_HE"
72,5,"h2HE_edu",0.0106821153312922,"edu","h2_HE"
73,0,"h2HE_edu",4.90825550514273e-05,"edu","h2_HE"
73,1,"h2HE_edu",0.00359517009928823,"edu","h2_HE"
73,2,"h2HE_edu",0.00955940689891577,"edu","h2_HE"
73,3,"h2HE_edu",0.012249200604856,"edu","h2_HE"
73,4,"h2HE_edu",0.0155193991959095,"edu","h2_HE"
73,5,"h2HE_edu",0.0155577659606934,"edu","h2_HE"
74,0,"h2HE_edu",0.000105375816929154,"edu","h2_HE"
74,1,"h2HE_edu",0.00452385377138853,"edu","h2_HE"
74,2,"h2HE_edu",0.00723115121945739,"edu","h2_HE"
74,3,"h2HE_edu",0.0136176776140928,"edu","h2_HE"
74,4,"h2HE_edu",0.0188666973263025,"edu","h2_HE"
74,5,"h2HE_edu",0.0316039696335793,"edu","h2_HE"
75,0,"h2HE_edu",7.03282203176059e-05,"edu","h2_HE"
75,1,"h2HE_edu",0.0035817283205688,"edu","h2_HE"
75,2,"h2HE_edu",0.00927251111716032,"edu","h2_HE"
75,3,"h2HE_edu",0.0140979280695319,"edu","h2_HE"
75,4,"h2HE_edu",0.0142711168155074,"edu","h2_HE"
75,5,"h2HE_edu",0.0231839660555124,"edu","h2_HE"
76,0,"h2HE_edu",-0.000178807546035387,"edu","h2_HE"
76,1,"h2HE_edu",0.00361297349445522,"edu","h2_HE"
76,2,"h2HE_edu",0.00871091708540916,"edu","h2_HE"
76,3,"h2HE_edu",0.0154883414506912,"edu","h2_HE"
76,4,"h2HE_edu",0.0183665603399277,"edu","h2_HE"
76,5,"h2HE_edu",0.0324364863336086,"edu","h2_HE"
77,0,"h2HE_edu",-0.00019375812553335,"edu","h2_HE"
77,1,"h2HE_edu",0.00388625473715365,"edu","h2_HE"
77,2,"h2HE_edu",0.0101530039682984,"edu","h2_HE"
77,3,"h2HE_edu",0.015887875109911,"edu","h2_HE"
77,4,"h2HE_edu",0.0205101259052753,"edu","h2_HE"
77,5,"h2HE_edu",0.0217774845659733,"edu","h2_HE"
78,0,"h2HE_edu",-0.000149325220263563,"edu","h2_HE"
78,1,"h2HE_edu",0.00324069638736546,"edu","h2_HE"
78,2,"h2HE_edu",0.0102599579840899,"edu","h2_HE"
78,3,"h2HE_edu",0.0142813334241509,"edu","h2_HE"
78,4,"h2HE_edu",0.020370963960886,"edu","h2_HE"
78,5,"h2HE_edu",0.0238135028630495,"edu","h2_HE"
79,0,"h2HE_edu",0.000164540266268887,"edu","h2_HE"
79,1,"h2HE_edu",0.00410662638023496,"edu","h2_HE"
79,2,"h2HE_edu",0.0087438253685832,"edu","h2_HE"
79,3,"h2HE_edu",0.012180432677269,"edu","h2_HE"
79,4,"h2HE_edu",0.0137826222926378,"edu","h2_HE"
79,5,"h2HE_edu",0.024108923971653,"edu","h2_HE"
8,0,"h2HE_edu",0.000341828155796975,"edu","h2_HE"
8,1,"h2HE_edu",0.00432329112663865,"edu","h2_HE"
8,2,"h2HE_edu",0.010476908646524,"edu","h2_HE"
8,3,"h2HE_edu",0.0127030145376921,"edu","h2_HE"
8,4,"h2HE_edu",0.0180057492107153,"edu","h2_HE"
8,5,"h2HE_edu",0.0262877661734819,"edu","h2_HE"
80,0,"h2HE_edu",-3.48976427630987e-05,"edu","h2_HE"
80,1,"h2HE_edu",0.00455514620989561,"edu","h2_HE"
80,2,"h2HE_edu",0.0102313188835979,"edu","h2_HE"
80,3,"h2HE_edu",0.0147759271785617,"edu","h2_HE"
80,4,"h2HE_edu",0.021058913320303,"edu","h2_HE"
80,5,"h2HE_edu",0.0135504733771086,"edu","h2_HE"
81,0,"h2HE_edu",0.000129838677821681,"edu","h2_HE"
81,1,"h2HE_edu",0.00295784557238221,"edu","h2_HE"
81,2,"h2HE_edu",0.0092516802251339,"edu","h2_HE"
81,3,"h2HE_edu",0.0178496073931456,"edu","h2_HE"
81,4,"h2HE_edu",0.0186363030225039,"edu","h2_HE"
81,5,"h2HE_edu",0.0340251363813877,"edu","h2_HE"
82,0,"h2HE_edu",0.000112978901597671,"edu","h2_HE"
82,1,"h2HE_edu",0.0040484732016921,"edu","h2_HE"
82,2,"h2HE_edu",0.00934403669089079,"edu","h2_HE"
82,3,"h2HE_edu",0.014519264921546,"edu","h2_HE"
82,4,"h2HE_edu",0.0182268023490906,"edu","h2_HE"
82,5,"h2HE_edu",0.0195994358509779,"edu","h2_HE"
83,0,"h2HE_edu",2.90006555587752e-05,"edu","h2_HE"
83,1,"h2HE_edu",0.00407727994024754,"edu","h2_HE"
83,2,"h2HE_edu",0.00994995515793562,"edu","h2_HE"
83,3,"h2HE_edu",0.0164857804775238,"edu","h2_HE"
83,4,"h2HE_edu",0.0164909027516842,"edu","h2_HE"
83,5,"h2HE_edu",0.00869227666407824,"edu","h2_HE"
84,0,"h2HE_edu",0.000225113748456351,"edu","h2_HE"
84,1,"h2HE_edu",0.00384824723005295,"edu","h2_HE"
84,2,"h2HE_edu",0.00914202071726322,"edu","h2_HE"
84,3,"h2HE_edu",0.0149141382426023,"edu","h2_HE"
84,4,"h2HE_edu",0.0169005841016769,"edu","h2_HE"
84,5,"h2HE_edu",0.0257990416139364,"edu","h2_HE"
85,0,"h2HE_edu",0.000163230783073232,"edu","h2_HE"
85,1,"h2HE_edu",0.00340358004905283,"edu","h2_HE"
85,2,"h2HE_edu",0.00941048841923475,"edu","h2_HE"
85,3,"h2HE_edu",0.0168342273682356,"edu","h2_HE"
85,4,"h2HE_edu",0.0148484706878662,"edu","h2_HE"
85,5,"h2HE_edu",0.0200777389109135,"edu","h2_HE"
86,0,"h2HE_edu",0.000315934361424297,"edu","h2_HE"
86,1,"h2HE_edu",0.00303533580154181,"edu","h2_HE"
86,2,"h2HE_edu",0.00699844490736723,"edu","h2_HE"
86,3,"h2HE_edu",0.0153046883642673,"edu","h2_HE"
86,4,"h2HE_edu",0.0221137162297964,"edu","h2_HE"
86,5,"h2HE_edu",0.032422598451376,"edu","h2_HE"
87,0,"h2HE_edu",-8.239338058047e-05,"edu","h2_HE"
87,1,"h2HE_edu",0.00343023962341249,"edu","h2_HE"
87,2,"h2HE_edu",0.0101693151518703,"edu","h2_HE"
87,3,"h2HE_edu",0.015044528990984,"edu","h2_HE"
87,4,"h2HE_edu",0.020974013954401,"edu","h2_HE"
87,5,"h2HE_edu",0.0183903090655804,"edu","h2_HE"
88,0,"h2HE_edu",-4.40434814663604e-05,"edu","h2_HE"
88,1,"h2HE_edu",0.00384556222707033,"edu","h2_HE"
88,2,"h2HE_edu",0.0120165897533298,"edu","h2_HE"
88,3,"h2HE_edu",0.0157046355307102,"edu","h2_HE"
88,4,"h2HE_edu",0.0130723547190428,"edu","h2_HE"
88,5,"h2HE_edu",0.0156212095171213,"edu","h2_HE"
89,0,"h2HE_edu",0.000333338539348915,"edu","h2_HE"
89,1,"h2HE_edu",0.00367386848665774,"edu","h2_HE"
89,2,"h2HE_edu",0.0100474655628204,"edu","h2_HE"
89,3,"h2HE_edu",0.017665907740593,"edu","h2_HE"
89,4,"h2HE_edu",0.0163136348128319,"edu","h2_HE"
89,5,"h2HE_edu",0.026590982452035,"edu","h2_HE"
9,0,"h2HE_edu",-0.000266468879999593,"edu","h2_HE"
9,1,"h2HE_edu",0.00400765100494027,"edu","h2_HE"
9,2,"h2HE_edu",0.00911708455532789,"edu","h2_HE"
9,3,"h2HE_edu",0.0153602957725525,"edu","h2_HE"
9,4,"h2HE_edu",0.0187989249825478,"edu","h2_HE"
9,5,"h2HE_edu",0.0235365983098745,"edu","h2_HE"
90,0,"h2HE_edu",-8.19448105175979e-05,"edu","h2_HE"
90,1,"h2HE_edu",0.0037416173145175,"edu","h2_HE"
90,2,"h2HE_edu",0.0100414007902145,"edu","h2_HE"
90,3,"h2HE_edu",0.0102273998782039,"edu","h2_HE"
90,4,"h2HE_edu",0.0145243145525455,"edu","h2_HE"
90,5,"h2HE_edu",0.010280592367053,"edu","h2_HE"
91,0,"h2HE_edu",0.000240731445956044,"edu","h2_HE"
91,1,"h2HE_edu",0.00425649061799049,"edu","h2_HE"
91,2,"h2HE_edu",0.0099611496552825,"edu","h2_HE"
91,3,"h2HE_edu",0.0148961208760738,"edu","h2_HE"
91,4,"h2HE_edu",0.0182174779474735,"edu","h2_HE"
91,5,"h2HE_edu",0.0229098610579967,"edu","h2_HE"
92,0,"h2HE_edu",0.000137052731588483,"edu","h2_HE"
92,1,"h2HE_edu",0.00389503897167742,"edu","h2_HE"
92,2,"h2HE_edu",0.00987648218870163,"edu","h2_HE"
92,3,"h2HE_edu",0.0124250100925565,"edu","h2_HE"
92,4,"h2HE_edu",0.0169721208512783,"edu","h2_HE"
92,5,"h2HE_edu",0.0188742075115442,"edu","h2_HE"
93,0,"h2HE_edu",-5.27170705026947e-05,"edu","h2_HE"
93,1,"h2HE_edu",0.00344096799381077,"edu","h2_HE"
93,2,"h2HE_edu",0.00849288795143366,"edu","h2_HE"
93,3,"h2HE_edu",0.0143947554752231,"edu","h2_HE"
93,4,"h2HE_edu",0.0209356881678104,"edu","h2_HE"
93,5,"h2HE_edu",0.0107537293806672,"edu","h2_HE"
94,0,"h2HE_edu",5.01493304909673e-05,"edu","h2_HE"
94,1,"h2HE_edu",0.00343966134823859,"edu","h2_HE"
94,2,"h2HE_edu",0.00957658886909485,"edu","h2_HE"
94,3,"h2HE_edu",0.0151013936847448,"edu","h2_HE"
94,4,"h2HE_edu",0.0217337757349014,"edu","h2_HE"
94,5,"h2HE_edu",0.0272897556424141,"edu","h2_HE"
95,0,"h2HE_edu",8.33328249427723e-06,"edu","h2_HE"
95,1,"h2HE_edu",0.00301749841310084,"edu","h2_HE"
95,2,"h2HE_edu",0.0100222891196609,"edu","h2_HE"
95,3,"h2HE_edu",0.0205312985926867,"edu","h2_HE"
95,4,"h2HE_edu",0.0169500056654215,"edu","h2_HE"
95,5,"h2HE_edu",0.0140774343162775,"edu","h2_HE"
96,0,"h2HE_edu",-5.84623267059214e-05,"edu","h2_HE"
96,1,"h2HE_edu",0.00371284387074411,"edu","h2_HE"
96,2,"h2HE_edu",0.0116751110181212,"edu","h2_HE"
96,3,"h2HE_edu",0.015781432390213,"edu","h2_HE"
96,4,"h2HE_edu",0.0201466139405966,"edu","h2_HE"
96,5,"h2HE_edu",0.0183296743780375,"edu","h2_HE"
97,0,"h2HE_edu",0.000187410580110736,"edu","h2_HE"
97,1,"h2HE_edu",0.00436774361878633,"edu","h2_HE"
97,2,"h2HE_edu",0.00880268029868603,"edu","h2_HE"
97,3,"h2HE_edu",0.0132055133581161,"edu","h2_HE"
97,4,"h2HE_edu",0.0214724522083998,"edu","h2_HE"
97,5,"h2HE_edu",0.0255474522709846,"edu","h2_HE"
98,0,"h2HE_edu",0.000220592206460424,"edu","h2_HE"
98,1,"h2HE_edu",0.00313480640761554,"edu","h2_HE"
98,2,"h2HE_edu",0.00884231459349394,"edu","h2_HE"
98,3,"h2HE_edu",0.0131108090281487,"edu","h2_HE"
98,4,"h2HE_edu",0.0129777435213327,"edu","h2_HE"
98,5,"h2HE_edu",0.0246208868920803,"edu","h2_HE"
99,0,"h2HE_edu",-0.000265058246441185,"edu","h2_HE"
99,1,"h2HE_edu",0.00338740367442369,"edu","h2_HE"
99,2,"h2HE_edu",0.00944750104099512,"edu","h2_HE"
99,3,"h2HE_edu",0.0143861565738916,"edu","h2_HE"
99,4,"h2HE_edu",0.017767146229744,"edu","h2_HE"
99,5,"h2HE_edu",0.022156560793519,"edu","h2_HE"
1,0,"h2HE_wealth",1.4710952200403e-05,"wealth","h2_HE"
1,1,"h2HE_wealth",0.00543742580339313,"wealth","h2_HE"
1,2,"h2HE_wealth",0.0146893253549933,"wealth","h2_HE"
1,3,"h2HE_wealth",0.0227208193391562,"wealth","h2_HE"
1,4,"h2HE_wealth",0.0286746863275766,"wealth","h2_HE"
1,5,"h2HE_wealth",0.0408817082643509,"wealth","h2_HE"
10,0,"h2HE_wealth",0.000163949604029767,"wealth","h2_HE"
10,1,"h2HE_wealth",0.00521555636078119,"wealth","h2_HE"
10,2,"h2HE_wealth",0.0138771422207355,"wealth","h2_HE"
10,3,"h2HE_wealth",0.0207389481365681,"wealth","h2_HE"
10,4,"h2HE_wealth",0.0231215804815292,"wealth","h2_HE"
10,5,"h2HE_wealth",0.0315630547702312,"wealth","h2_HE"
100,0,"h2HE_wealth",8.99820297490805e-05,"wealth","h2_HE"
100,1,"h2HE_wealth",0.00576076097786427,"wealth","h2_HE"
100,2,"h2HE_wealth",0.0134603576734662,"wealth","h2_HE"
100,3,"h2HE_wealth",0.0223932228982449,"wealth","h2_HE"
100,4,"h2HE_wealth",0.027422958984971,"wealth","h2_HE"
100,5,"h2HE_wealth",0.0342277139425278,"wealth","h2_HE"
11,0,"h2HE_wealth",-0.000174133863765746,"wealth","h2_HE"
11,1,"h2HE_wealth",0.00534185115247965,"wealth","h2_HE"
11,2,"h2HE_wealth",0.0144110266119242,"wealth","h2_HE"
11,3,"h2HE_wealth",0.0223369989544153,"wealth","h2_HE"
11,4,"h2HE_wealth",0.0205063726752996,"wealth","h2_HE"
11,5,"h2HE_wealth",0.0283339414745569,"wealth","h2_HE"
12,0,"h2HE_wealth",0.000104160331829917,"wealth","h2_HE"
12,1,"h2HE_wealth",0.00511685619130731,"wealth","h2_HE"
12,2,"h2HE_wealth",0.0154572501778603,"wealth","h2_HE"
12,3,"h2HE_wealth",0.024172056466341,"wealth","h2_HE"
12,4,"h2HE_wealth",0.026084128767252,"wealth","h2_HE"
12,5,"h2HE_wealth",0.0331424102187157,"wealth","h2_HE"
13,0,"h2HE_wealth",-9.49924506130628e-05,"wealth","h2_HE"
13,1,"h2HE_wealth",0.00625506229698658,"wealth","h2_HE"
13,2,"h2HE_wealth",0.0159789305180311,"wealth","h2_HE"
13,3,"h2HE_wealth",0.0234987735748291,"wealth","h2_HE"
13,4,"h2HE_wealth",0.0282566621899605,"wealth","h2_HE"
13,5,"h2HE_wealth",0.0227495767176151,"wealth","h2_HE"
14,0,"h2HE_wealth",-0.000207275210414082,"wealth","h2_HE"
14,1,"h2HE_wealth",0.00519631989300251,"wealth","h2_HE"
14,2,"h2HE_wealth",0.0143696404993534,"wealth","h2_HE"
14,3,"h2HE_wealth",0.0219844616949558,"wealth","h2_HE"
14,4,"h2HE_wealth",0.0257667899131775,"wealth","h2_HE"
14,5,"h2HE_wealth",0.0208366438746452,"wealth","h2_HE"
15,0,"h2HE_wealth",-2.01049060706282e-05,"wealth","h2_HE"
15,1,"h2HE_wealth",0.00482487538829446,"wealth","h2_HE"
15,2,"h2HE_wealth",0.0131101878359914,"wealth","h2_HE"
15,3,"h2HE_wealth",0.0232018399983644,"wealth","h2_HE"
15,4,"h2HE_wealth",0.0250418744981289,"wealth","h2_HE"
15,5,"h2HE_wealth",0.0352415516972542,"wealth","h2_HE"
16,0,"h2HE_wealth",0.000154069159179926,"wealth","h2_HE"
16,1,"h2HE_wealth",0.00483222538605332,"wealth","h2_HE"
16,2,"h2HE_wealth",0.0137959718704224,"wealth","h2_HE"
16,3,"h2HE_wealth",0.0203395988792181,"wealth","h2_HE"
16,4,"h2HE_wealth",0.0245961435139179,"wealth","h2_HE"
16,5,"h2HE_wealth",0.0321028418838978,"wealth","h2_HE"
17,0,"h2HE_wealth",0.000127428109408356,"wealth","h2_HE"
17,1,"h2HE_wealth",0.00476953526958823,"wealth","h2_HE"
17,2,"h2HE_wealth",0.0132174715399742,"wealth","h2_HE"
17,3,"h2HE_wealth",0.0221141334623098,"wealth","h2_HE"
17,4,"h2HE_wealth",0.0285855270922184,"wealth","h2_HE"
17,5,"h2HE_wealth",0.0315607264637947,"wealth","h2_HE"
18,0,"h2HE_wealth",0.00011949785402976,"wealth","h2_HE"
18,1,"h2HE_wealth",0.00558170769363642,"wealth","h2_HE"
18,2,"h2HE_wealth",0.0153371235355735,"wealth","h2_HE"
18,3,"h2HE_wealth",0.0259519629180431,"wealth","h2_HE"
18,4,"h2HE_wealth",0.0291321817785501,"wealth","h2_HE"
18,5,"h2HE_wealth",0.0410933531820774,"wealth","h2_HE"
19,0,"h2HE_wealth",-3.18119164148811e-05,"wealth","h2_HE"
19,1,"h2HE_wealth",0.00534654222428799,"wealth","h2_HE"
19,2,"h2HE_wealth",0.0132247200235724,"wealth","h2_HE"
19,3,"h2HE_wealth",0.0169302318245173,"wealth","h2_HE"
19,4,"h2HE_wealth",0.0296535212546587,"wealth","h2_HE"
19,5,"h2HE_wealth",0.0296416860073805,"wealth","h2_HE"
2,0,"h2HE_wealth",-1.142073142546e-05,"wealth","h2_HE"
2,1,"h2HE_wealth",0.00531444931402802,"wealth","h2_HE"
2,2,"h2HE_wealth",0.0123377526178956,"wealth","h2_HE"
2,3,"h2HE_wealth",0.0183477140963078,"wealth","h2_HE"
2,4,"h2HE_wealth",0.0244002230465412,"wealth","h2_HE"
2,5,"h2HE_wealth",0.0226994752883911,"wealth","h2_HE"
20,0,"h2HE_wealth",-0.000147651255247183,"wealth","h2_HE"
20,1,"h2HE_wealth",0.00514976680278778,"wealth","h2_HE"
20,2,"h2HE_wealth",0.0141706150025129,"wealth","h2_HE"
20,3,"h2HE_wealth",0.0212488453835249,"wealth","h2_HE"
20,4,"h2HE_wealth",0.0288833677768707,"wealth","h2_HE"
20,5,"h2HE_wealth",0.0356327593326569,"wealth","h2_HE"
21,0,"h2HE_wealth",6.42942832200788e-05,"wealth","h2_HE"
21,1,"h2HE_wealth",0.00560716725885868,"wealth","h2_HE"
21,2,"h2HE_wealth",0.0122335497289896,"wealth","h2_HE"
21,3,"h2HE_wealth",0.0160019416362047,"wealth","h2_HE"
21,4,"h2HE_wealth",0.0224349368363619,"wealth","h2_HE"
21,5,"h2HE_wealth",0.0272727254778147,"wealth","h2_HE"
22,0,"h2HE_wealth",0.000158440176164731,"wealth","h2_HE"
22,1,"h2HE_wealth",0.00543760927394032,"wealth","h2_HE"
22,2,"h2HE_wealth",0.0134345581755042,"wealth","h2_HE"
22,3,"h2HE_wealth",0.0217333510518074,"wealth","h2_HE"
22,4,"h2HE_wealth",0.0274717286229134,"wealth","h2_HE"
22,5,"h2HE_wealth",0.0271487031131983,"wealth","h2_HE"
23,0,"h2HE_wealth",0.00023877366038505,"wealth","h2_HE"
23,1,"h2HE_wealth",0.00533573236316442,"wealth","h2_HE"
23,2,"h2HE_wealth",0.0130695607513189,"wealth","h2_HE"
23,3,"h2HE_wealth",0.0212795156985521,"wealth","h2_HE"
23,4,"h2HE_wealth",0.0328786745667458,"wealth","h2_HE"
23,5,"h2HE_wealth",0.0335171781480312,"wealth","h2_HE"
24,0,"h2HE_wealth",-0.000218018845771439,"wealth","h2_HE"
24,1,"h2HE_wealth",0.00426339311525226,"wealth","h2_HE"
24,2,"h2HE_wealth",0.0108945574611425,"wealth","h2_HE"
24,3,"h2HE_wealth",0.0194421894848347,"wealth","h2_HE"
24,4,"h2HE_wealth",0.0262057669460773,"wealth","h2_HE"
24,5,"h2HE_wealth",0.0340330675244331,"wealth","h2_HE"
25,0,"h2HE_wealth",5.34207065356895e-05,"wealth","h2_HE"
25,1,"h2HE_wealth",0.00459910370409489,"wealth","h2_HE"
25,2,"h2HE_wealth",0.0112745175138116,"wealth","h2_HE"
25,3,"h2HE_wealth",0.0182470828294754,"wealth","h2_HE"
25,4,"h2HE_wealth",0.0238110143691301,"wealth","h2_HE"
