"seed","gen","variable","value","Outcome","Quantity"
65,1,"h2_true_height",0.555058324322154,"height","h2_true"
65,2,"h2_true_height",0.558482525745742,"height","h2_true"
65,3,"h2_true_height",0.556866235468296,"height","h2_true"
65,4,"h2_true_height",0.54707611556396,"height","h2_true"
65,5,"h2_true_height",0.547943142156254,"height","h2_true"
66,0,"h2_true_height",0.58705667706126,"height","h2_true"
66,1,"h2_true_height",0.575655164063223,"height","h2_true"
66,2,"h2_true_height",0.574829293761599,"height","h2_true"
66,3,"h2_true_height",0.584743655663043,"height","h2_true"
66,4,"h2_true_height",0.570194534744929,"height","h2_true"
66,5,"h2_true_height",0.567224237415777,"height","h2_true"
67,0,"h2_true_height",0.632478244333201,"height","h2_true"
67,1,"h2_true_height",0.622406033807214,"height","h2_true"
67,2,"h2_true_height",0.61132983195139,"height","h2_true"
67,3,"h2_true_height",0.615522566659395,"height","h2_true"
67,4,"h2_true_height",0.609576035206875,"height","h2_true"
67,5,"h2_true_height",0.608310735460588,"height","h2_true"
68,0,"h2_true_height",0.59564842851729,"height","h2_true"
68,1,"h2_true_height",0.587052356934002,"height","h2_true"
68,2,"h2_true_height",0.58310703235642,"height","h2_true"
68,3,"h2_true_height",0.581163867697375,"height","h2_true"
68,4,"h2_true_height",0.577103042814156,"height","h2_true"
68,5,"h2_true_height",0.594563001150994,"height","h2_true"
69,0,"h2_true_height",0.63460978932376,"height","h2_true"
69,1,"h2_true_height",0.626562224227155,"height","h2_true"
69,2,"h2_true_height",0.626302501454055,"height","h2_true"
69,3,"h2_true_height",0.624744904113149,"height","h2_true"
69,4,"h2_true_height",0.625937613229894,"height","h2_true"
69,5,"h2_true_height",0.619855528517184,"height","h2_true"
7,0,"h2_true_height",0.644530837626941,"height","h2_true"
7,1,"h2_true_height",0.634091737106828,"height","h2_true"
7,2,"h2_true_height",0.636180247287366,"height","h2_true"
7,3,"h2_true_height",0.634085802759214,"height","h2_true"
7,4,"h2_true_height",0.641925390955678,"height","h2_true"
7,5,"h2_true_height",0.642376716276187,"height","h2_true"
70,0,"h2_true_height",0.609156890372426,"height","h2_true"
70,1,"h2_true_height",0.601230428470455,"height","h2_true"
70,2,"h2_true_height",0.599768506585536,"height","h2_true"
70,3,"h2_true_height",0.596593080363096,"height","h2_true"
70,4,"h2_true_height",0.586549021661324,"height","h2_true"
70,5,"h2_true_height",0.588508496160656,"height","h2_true"
71,0,"h2_true_height",0.624795530315222,"height","h2_true"
71,1,"h2_true_height",0.613919522088942,"height","h2_true"
71,2,"h2_true_height",0.605613182561446,"height","h2_true"
71,3,"h2_true_height",0.60896424089373,"height","h2_true"
71,4,"h2_true_height",0.610071598972507,"height","h2_true"
71,5,"h2_true_height",0.614539778616369,"height","h2_true"
72,0,"h2_true_height",0.617656666424959,"height","h2_true"
72,1,"h2_true_height",0.608129026023416,"height","h2_true"
72,2,"h2_true_height",0.605653095985152,"height","h2_true"
72,3,"h2_true_height",0.604458501287383,"height","h2_true"
72,4,"h2_true_height",0.615751502722432,"height","h2_true"
72,5,"h2_true_height",0.607856700242011,"height","h2_true"
73,0,"h2_true_height",0.635720707682147,"height","h2_true"
73,1,"h2_true_height",0.624652447865306,"height","h2_true"
73,2,"h2_true_height",0.626879596698439,"height","h2_true"
73,3,"h2_true_height",0.627119955066902,"height","h2_true"
73,4,"h2_true_height",0.625336204765363,"height","h2_true"
73,5,"h2_true_height",0.632420222993136,"height","h2_true"
74,0,"h2_true_height",0.618575916081878,"height","h2_true"
74,1,"h2_true_height",0.606572771645018,"height","h2_true"
74,2,"h2_true_height",0.602596092132841,"height","h2_true"
74,3,"h2_true_height",0.604997301487726,"height","h2_true"
74,4,"h2_true_height",0.601472441719123,"height","h2_true"
74,5,"h2_true_height",0.598663629575969,"height","h2_true"
75,0,"h2_true_height",0.599048560751749,"height","h2_true"
75,1,"h2_true_height",0.585333784015541,"height","h2_true"
75,2,"h2_true_height",0.587180228134219,"height","h2_true"
75,3,"h2_true_height",0.586848340662696,"height","h2_true"
75,4,"h2_true_height",0.583850385351895,"height","h2_true"
75,5,"h2_true_height",0.580499070632323,"height","h2_true"
76,0,"h2_true_height",0.615084093992326,"height","h2_true"
76,1,"h2_true_height",0.608943499570926,"height","h2_true"
76,2,"h2_true_height",0.606358235680722,"height","h2_true"
76,3,"h2_true_height",0.615552745960328,"height","h2_true"
76,4,"h2_true_height",0.610281204169926,"height","h2_true"
76,5,"h2_true_height",0.603301018539662,"height","h2_true"
77,0,"h2_true_height",0.631238561838601,"height","h2_true"
77,1,"h2_true_height",0.620468863209177,"height","h2_true"
77,2,"h2_true_height",0.620271108718701,"height","h2_true"
77,3,"h2_true_height",0.61776264692512,"height","h2_true"
77,4,"h2_true_height",0.616132838121362,"height","h2_true"
77,5,"h2_true_height",0.601523578856982,"height","h2_true"
78,0,"h2_true_height",0.58480721419004,"height","h2_true"
78,1,"h2_true_height",0.573571367133987,"height","h2_true"
78,2,"h2_true_height",0.574395448172887,"height","h2_true"
78,3,"h2_true_height",0.570401871030577,"height","h2_true"
78,4,"h2_true_height",0.570176754297033,"height","h2_true"
78,5,"h2_true_height",0.586596952609791,"height","h2_true"
79,0,"h2_true_height",0.594167907974647,"height","h2_true"
79,1,"h2_true_height",0.58464604382183,"height","h2_true"
79,2,"h2_true_height",0.580086487290605,"height","h2_true"
79,3,"h2_true_height",0.579812118605302,"height","h2_true"
79,4,"h2_true_height",0.579351307961649,"height","h2_true"
79,5,"h2_true_height",0.573759600597054,"height","h2_true"
8,0,"h2_true_height",0.658488102902851,"height","h2_true"
8,1,"h2_true_height",0.650927896762169,"height","h2_true"
8,2,"h2_true_height",0.651438403940894,"height","h2_true"
8,3,"h2_true_height",0.646995875435098,"height","h2_true"
8,4,"h2_true_height",0.646378202277227,"height","h2_true"
8,5,"h2_true_height",0.645979972597861,"height","h2_true"
80,0,"h2_true_height",0.594304376177788,"height","h2_true"
80,1,"h2_true_height",0.587590897926165,"height","h2_true"
80,2,"h2_true_height",0.588282369970512,"height","h2_true"
80,3,"h2_true_height",0.587906720710706,"height","h2_true"
80,4,"h2_true_height",0.590742812863791,"height","h2_true"
80,5,"h2_true_height",0.581332779713126,"height","h2_true"
81,0,"h2_true_height",0.569585392811864,"height","h2_true"
81,1,"h2_true_height",0.562958636008594,"height","h2_true"
81,2,"h2_true_height",0.560437705256369,"height","h2_true"
81,3,"h2_true_height",0.563172749256539,"height","h2_true"
81,4,"h2_true_height",0.568293213319149,"height","h2_true"
81,5,"h2_true_height",0.554121415153829,"height","h2_true"
82,0,"h2_true_height",0.604138709917378,"height","h2_true"
82,1,"h2_true_height",0.598226151585021,"height","h2_true"
82,2,"h2_true_height",0.600729071734446,"height","h2_true"
82,3,"h2_true_height",0.595451747152291,"height","h2_true"
82,4,"h2_true_height",0.596739379001918,"height","h2_true"
82,5,"h2_true_height",0.602874123776922,"height","h2_true"
83,0,"h2_true_height",0.602032608602133,"height","h2_true"
83,1,"h2_true_height",0.596825033711105,"height","h2_true"
83,2,"h2_true_height",0.595768750741806,"height","h2_true"
83,3,"h2_true_height",0.584821259208255,"height","h2_true"
83,4,"h2_true_height",0.583553496283939,"height","h2_true"
83,5,"h2_true_height",0.580952146570947,"height","h2_true"
84,0,"h2_true_height",0.586653026546469,"height","h2_true"
84,1,"h2_true_height",0.577823552739242,"height","h2_true"
84,2,"h2_true_height",0.572731087800788,"height","h2_true"
84,3,"h2_true_height",0.573302968237544,"height","h2_true"
84,4,"h2_true_height",0.56497978392233,"height","h2_true"
84,5,"h2_true_height",0.574828127979443,"height","h2_true"
85,0,"h2_true_height",0.596264214475702,"height","h2_true"
85,1,"h2_true_height",0.587744671444133,"height","h2_true"
85,2,"h2_true_height",0.588853073270171,"height","h2_true"
85,3,"h2_true_height",0.586522199453927,"height","h2_true"
85,4,"h2_true_height",0.590184107134288,"height","h2_true"
85,5,"h2_true_height",0.586682868144957,"height","h2_true"
86,0,"h2_true_height",0.58200311143615,"height","h2_true"
86,1,"h2_true_height",0.573582953567928,"height","h2_true"
86,2,"h2_true_height",0.566681858124317,"height","h2_true"
86,3,"h2_true_height",0.562231422965432,"height","h2_true"
86,4,"h2_true_height",0.56031758347346,"height","h2_true"
86,5,"h2_true_height",0.568743955884572,"height","h2_true"
87,0,"h2_true_height",0.623774172529221,"height","h2_true"
87,1,"h2_true_height",0.612984730926568,"height","h2_true"
87,2,"h2_true_height",0.605841468543305,"height","h2_true"
87,3,"h2_true_height",0.602248808970435,"height","h2_true"
87,4,"h2_true_height",0.604052053410462,"height","h2_true"
87,5,"h2_true_height",0.618187584515005,"height","h2_true"
88,0,"h2_true_height",0.609580840498137,"height","h2_true"
88,1,"h2_true_height",0.598472672045657,"height","h2_true"
88,2,"h2_true_height",0.595514217561794,"height","h2_true"
88,3,"h2_true_height",0.589966560429826,"height","h2_true"
88,4,"h2_true_height",0.581753243286413,"height","h2_true"
88,5,"h2_true_height",0.583390242798095,"height","h2_true"
89,0,"h2_true_height",0.592658411772939,"height","h2_true"
89,1,"h2_true_height",0.587600772612476,"height","h2_true"
89,2,"h2_true_height",0.585797610752063,"height","h2_true"
89,3,"h2_true_height",0.582604812404604,"height","h2_true"
89,4,"h2_true_height",0.583349258364458,"height","h2_true"
89,5,"h2_true_height",0.572681742020976,"height","h2_true"
9,0,"h2_true_height",0.605446019785507,"height","h2_true"
9,1,"h2_true_height",0.596222615177028,"height","h2_true"
9,2,"h2_true_height",0.595287781431191,"height","h2_true"
9,3,"h2_true_height",0.586729621307837,"height","h2_true"
9,4,"h2_true_height",0.586689222744335,"height","h2_true"
9,5,"h2_true_height",0.589137824443753,"height","h2_true"
90,0,"h2_true_height",0.584926917328298,"height","h2_true"
90,1,"h2_true_height",0.575879520412197,"height","h2_true"
90,2,"h2_true_height",0.577462914283734,"height","h2_true"
90,3,"h2_true_height",0.57312238412006,"height","h2_true"
90,4,"h2_true_height",0.572860385355034,"height","h2_true"
90,5,"h2_true_height",0.571826602148213,"height","h2_true"
91,0,"h2_true_height",0.61219896510338,"height","h2_true"
91,1,"h2_true_height",0.603074363810147,"height","h2_true"
91,2,"h2_true_height",0.600686146622351,"height","h2_true"
91,3,"h2_true_height",0.604287173254691,"height","h2_true"
91,4,"h2_true_height",0.598636896367017,"height","h2_true"
91,5,"h2_true_height",0.589016941548421,"height","h2_true"
92,0,"h2_true_height",0.60934387963577,"height","h2_true"
92,1,"h2_true_height",0.598327665214145,"height","h2_true"
92,2,"h2_true_height",0.600683023445075,"height","h2_true"
92,3,"h2_true_height",0.60168047949369,"height","h2_true"
92,4,"h2_true_height",0.59360407128279,"height","h2_true"
92,5,"h2_true_height",0.598705141051369,"height","h2_true"
93,0,"h2_true_height",0.578926226051445,"height","h2_true"
93,1,"h2_true_height",0.572242790518614,"height","h2_true"
93,2,"h2_true_height",0.571515729424327,"height","h2_true"
93,3,"h2_true_height",0.57100917486243,"height","h2_true"
93,4,"h2_true_height",0.559221018379949,"height","h2_true"
93,5,"h2_true_height",0.567634390642528,"height","h2_true"
94,0,"h2_true_height",0.543507094634107,"height","h2_true"
94,1,"h2_true_height",0.534617262547093,"height","h2_true"
94,2,"h2_true_height",0.537079800939063,"height","h2_true"
94,3,"h2_true_height",0.529891549246694,"height","h2_true"
94,4,"h2_true_height",0.535697832852789,"height","h2_true"
94,5,"h2_true_height",0.532046133928134,"height","h2_true"
95,0,"h2_true_height",0.617802775930528,"height","h2_true"
95,1,"h2_true_height",0.607541343895698,"height","h2_true"
95,2,"h2_true_height",0.605856631774412,"height","h2_true"
95,3,"h2_true_height",0.603076621852318,"height","h2_true"
95,4,"h2_true_height",0.603709197720245,"height","h2_true"
95,5,"h2_true_height",0.600329102973167,"height","h2_true"
96,0,"h2_true_height",0.611373940667126,"height","h2_true"
96,1,"h2_true_height",0.60769166759565,"height","h2_true"
96,2,"h2_true_height",0.604512341421073,"height","h2_true"
96,3,"h2_true_height",0.602994618820063,"height","h2_true"
96,4,"h2_true_height",0.594430273071203,"height","h2_true"
96,5,"h2_true_height",0.598591555746173,"height","h2_true"
97,0,"h2_true_height",0.612926372182085,"height","h2_true"
97,1,"h2_true_height",0.602686016001522,"height","h2_true"
97,2,"h2_true_height",0.602483903132167,"height","h2_true"
97,3,"h2_true_height",0.604979198293113,"height","h2_true"
97,4,"h2_true_height",0.607491097747971,"height","h2_true"
97,5,"h2_true_height",0.589466188439157,"height","h2_true"
98,0,"h2_true_height",0.587236482203786,"height","h2_true"
98,1,"h2_true_height",0.577365196604839,"height","h2_true"
98,2,"h2_true_height",0.573240702199133,"height","h2_true"
98,3,"h2_true_height",0.577882897248025,"height","h2_true"
98,4,"h2_true_height",0.578191083776695,"height","h2_true"
98,5,"h2_true_height",0.571409368173122,"height","h2_true"
99,0,"h2_true_height",0.576176029061042,"height","h2_true"
99,1,"h2_true_height",0.564667026551506,"height","h2_true"
99,2,"h2_true_height",0.56561596560213,"height","h2_true"
99,3,"h2_true_height",0.564704534515657,"height","h2_true"
99,4,"h2_true_height",0.556017475711697,"height","h2_true"
99,5,"h2_true_height",0.561000801499392,"height","h2_true"
1,0,"h2_true_edu",0,"edu","h2_true"
1,1,"h2_true_edu",0,"edu","h2_true"
1,2,"h2_true_edu",0,"edu","h2_true"
1,3,"h2_true_edu",0,"edu","h2_true"
1,4,"h2_true_edu",0,"edu","h2_true"
1,5,"h2_true_edu",0,"edu","h2_true"
10,0,"h2_true_edu",0,"edu","h2_true"
10,1,"h2_true_edu",0,"edu","h2_true"
10,2,"h2_true_edu",0,"edu","h2_true"
10,3,"h2_true_edu",0,"edu","h2_true"
10,4,"h2_true_edu",0,"edu","h2_true"
10,5,"h2_true_edu",0,"edu","h2_true"
100,0,"h2_true_edu",0,"edu","h2_true"
100,1,"h2_true_edu",0,"edu","h2_true"
100,2,"h2_true_edu",0,"edu","h2_true"
100,3,"h2_true_edu",0,"edu","h2_true"
100,4,"h2_true_edu",0,"edu","h2_true"
100,5,"h2_true_edu",0,"edu","h2_true"
11,0,"h2_true_edu",0,"edu","h2_true"
11,1,"h2_true_edu",0,"edu","h2_true"
11,2,"h2_true_edu",0,"edu","h2_true"
11,3,"h2_true_edu",0,"edu","h2_true"
11,4,"h2_true_edu",0,"edu","h2_true"
11,5,"h2_true_edu",0,"edu","h2_true"
12,0,"h2_true_edu",0,"edu","h2_true"
12,1,"h2_true_edu",0,"edu","h2_true"
12,2,"h2_true_edu",0,"edu","h2_true"
12,3,"h2_true_edu",0,"edu","h2_true"
12,4,"h2_true_edu",0,"edu","h2_true"
12,5,"h2_true_edu",0,"edu","h2_true"
13,0,"h2_true_edu",0,"edu","h2_true"
13,1,"h2_true_edu",0,"edu","h2_true"
13,2,"h2_true_edu",0,"edu","h2_true"
13,3,"h2_true_edu",0,"edu","h2_true"
13,4,"h2_true_edu",0,"edu","h2_true"
13,5,"h2_true_edu",0,"edu","h2_true"
14,0,"h2_true_edu",0,"edu","h2_true"
14,1,"h2_true_edu",0,"edu","h2_true"
14,2,"h2_true_edu",0,"edu","h2_true"
14,3,"h2_true_edu",0,"edu","h2_true"
14,4,"h2_true_edu",0,"edu","h2_true"
14,5,"h2_true_edu",0,"edu","h2_true"
15,0,"h2_true_edu",0,"edu","h2_true"
15,1,"h2_true_edu",0,"edu","h2_true"
15,2,"h2_true_edu",0,"edu","h2_true"
15,3,"h2_true_edu",0,"edu","h2_true"
15,4,"h2_true_edu",0,"edu","h2_true"
15,5,"h2_true_edu",0,"edu","h2_true"
16,0,"h2_true_edu",0,"edu","h2_true"
16,1,"h2_true_edu",0,"edu","h2_true"
16,2,"h2_true_edu",0,"edu","h2_true"
16,3,"h2_true_edu",0,"edu","h2_true"
16,4,"h2_true_edu",0,"edu","h2_true"
16,5,"h2_true_edu",0,"edu","h2_true"
17,0,"h2_true_edu",0,"edu","h2_true"
17,1,"h2_true_edu",0,"edu","h2_true"
17,2,"h2_true_edu",0,"edu","h2_true"
17,3,"h2_true_edu",0,"edu","h2_true"
17,4,"h2_true_edu",0,"edu","h2_true"
17,5,"h2_true_edu",0,"edu","h2_true"
18,0,"h2_true_edu",0,"edu","h2_true"
18,1,"h2_true_edu",0,"edu","h2_true"
18,2,"h2_true_edu",0,"edu","h2_true"
18,3,"h2_true_edu",0,"edu","h2_true"
18,4,"h2_true_edu",0,"edu","h2_true"
18,5,"h2_true_edu",0,"edu","h2_true"
19,0,"h2_true_edu",0,"edu","h2_true"
19,1,"h2_true_edu",0,"edu","h2_true"
19,2,"h2_true_edu",0,"edu","h2_true"
19,3,"h2_true_edu",0,"edu","h2_true"
19,4,"h2_true_edu",0,"edu","h2_true"
19,5,"h2_true_edu",0,"edu","h2_true"
2,0,"h2_true_edu",0,"edu","h2_true"
2,1,"h2_true_edu",0,"edu","h2_true"
2,2,"h2_true_edu",0,"edu","h2_true"
2,3,"h2_true_edu",0,"edu","h2_true"
2,4,"h2_true_edu",0,"edu","h2_true"
2,5,"h2_true_edu",0,"edu","h2_true"
20,0,"h2_true_edu",0,"edu","h2_true"
20,1,"h2_true_edu",0,"edu","h2_true"
20,2,"h2_true_edu",0,"edu","h2_true"
20,3,"h2_true_edu",0,"edu","h2_true"
20,4,"h2_true_edu",0,"edu","h2_true"
20,5,"h2_true_edu",0,"edu","h2_true"
21,0,"h2_true_edu",0,"edu","h2_true"
21,1,"h2_true_edu",0,"edu","h2_true"
21,2,"h2_true_edu",0,"edu","h2_true"
21,3,"h2_true_edu",0,"edu","h2_true"
21,4,"h2_true_edu",0,"edu","h2_true"
21,5,"h2_true_edu",0,"edu","h2_true"
22,0,"h2_true_edu",0,"edu","h2_true"
22,1,"h2_true_edu",0,"edu","h2_true"
22,2,"h2_true_edu",0,"edu","h2_true"
22,3,"h2_true_edu",0,"edu","h2_true"
22,4,"h2_true_edu",0,"edu","h2_true"
22,5,"h2_true_edu",0,"edu","h2_true"
23,0,"h2_true_edu",0,"edu","h2_true"
23,1,"h2_true_edu",0,"edu","h2_true"
23,2,"h2_true_edu",0,"edu","h2_true"
23,3,"h2_true_edu",0,"edu","h2_true"
23,4,"h2_true_edu",0,"edu","h2_true"
23,5,"h2_true_edu",0,"edu","h2_true"
24,0,"h2_true_edu",0,"edu","h2_true"
24,1,"h2_true_edu",0,"edu","h2_true"
24,2,"h2_true_edu",0,"edu","h2_true"
24,3,"h2_true_edu",0,"edu","h2_true"
24,4,"h2_true_edu",0,"edu","h2_true"
24,5,"h2_true_edu",0,"edu","h2_true"
25,0,"h2_true_edu",0,"edu","h2_true"
25,1,"h2_true_edu",0,"edu","h2_true"
25,2,"h2_true_edu",0,"edu","h2_true"
25,3,"h2_true_edu",0,"edu","h2_true"
25,4,"h2_true_edu",0,"edu","h2_true"
25,5,"h2_true_edu",0,"edu","h2_true"
26,0,"h2_true_edu",0,"edu","h2_true"
26,1,"h2_true_edu",0,"edu","h2_true"
26,2,"h2_true_edu",0,"edu","h2_true"
26,3,"h2_true_edu",0,"edu","h2_true"
26,4,"h2_true_edu",0,"edu","h2_true"
26,5,"h2_true_edu",0,"edu","h2_true"
27,0,"h2_true_edu",0,"edu","h2_true"
27,1,"h2_true_edu",0,"edu","h2_true"
27,2,"h2_true_edu",0,"edu","h2_true"
27,3,"h2_true_edu",0,"edu","h2_true"
27,4,"h2_true_edu",0,"edu","h2_true"
27,5,"h2_true_edu",0,"edu","h2_true"
28,0,"h2_true_edu",0,"edu","h2_true"
28,1,"h2_true_edu",0,"edu","h2_true"
28,2,"h2_true_edu",0,"edu","h2_true"
28,3,"h2_true_edu",0,"edu","h2_true"
28,4,"h2_true_edu",0,"edu","h2_true"
28,5,"h2_true_edu",0,"edu","h2_true"
29,0,"h2_true_edu",0,"edu","h2_true"
29,1,"h2_true_edu",0,"edu","h2_true"
29,2,"h2_true_edu",0,"edu","h2_true"
29,3,"h2_true_edu",0,"edu","h2_true"
29,4,"h2_true_edu",0,"edu","h2_true"
29,5,"h2_true_edu",0,"edu","h2_true"
3,0,"h2_true_edu",0,"edu","h2_true"
3,1,"h2_true_edu",0,"edu","h2_true"
3,2,"h2_true_edu",0,"edu","h2_true"
3,3,"h2_true_edu",0,"edu","h2_true"
3,4,"h2_true_edu",0,"edu","h2_true"
3,5,"h2_true_edu",0,"edu","h2_true"
30,0,"h2_true_edu",0,"edu","h2_true"
30,1,"h2_true_edu",0,"edu","h2_true"
30,2,"h2_true_edu",0,"edu","h2_true"
30,3,"h2_true_edu",0,"edu","h2_true"
30,4,"h2_true_edu",0,"edu","h2_true"
30,5,"h2_true_edu",0,"edu","h2_true"
31,0,"h2_true_edu",0,"edu","h2_true"
31,1,"h2_true_edu",0,"edu","h2_true"
31,2,"h2_true_edu",0,"edu","h2_true"
31,3,"h2_true_edu",0,"edu","h2_true"
31,4,"h2_true_edu",0,"edu","h2_true"
31,5,"h2_true_edu",0,"edu","h2_true"
32,0,"h2_true_edu",0,"edu","h2_true"
32,1,"h2_true_edu",0,"edu","h2_true"
32,2,"h2_true_edu",0,"edu","h2_true"
32,3,"h2_true_edu",0,"edu","h2_true"
32,4,"h2_true_edu",0,"edu","h2_true"
32,5,"h2_true_edu",0,"edu","h2_true"
33,0,"h2_true_edu",0,"edu","h2_true"
33,1,"h2_true_edu",0,"edu","h2_true"
33,2,"h2_true_edu",0,"edu","h2_true"
33,3,"h2_true_edu",0,"edu","h2_true"
33,4,"h2_true_edu",0,"edu","h2_true"
33,5,"h2_true_edu",0,"edu","h2_true"
34,0,"h2_true_edu",0,"edu","h2_true"
34,1,"h2_true_edu",0,"edu","h2_true"
34,2,"h2_true_edu",0,"edu","h2_true"
34,3,"h2_true_edu",0,"edu","h2_true"
34,4,"h2_true_edu",0,"edu","h2_true"
34,5,"h2_true_edu",0,"edu","h2_true"
35,0,"h2_true_edu",0,"edu","h2_true"
35,1,"h2_true_edu",0,"edu","h2_true"
35,2,"h2_true_edu",0,"edu","h2_true"
35,3,"h2_true_edu",0,"edu","h2_true"
35,4,"h2_true_edu",0,"edu","h2_true"
35,5,"h2_true_edu",0,"edu","h2_true"
36,0,"h2_true_edu",0,"edu","h2_true"
36,1,"h2_true_edu",0,"edu","h2_true"
36,2,"h2_true_edu",0,"edu","h2_true"
36,3,"h2_true_edu",0,"edu","h2_true"
36,4,"h2_true_edu",0,"edu","h2_true"
36,5,"h2_true_edu",0,"edu","h2_true"
37,0,"h2_true_edu",0,"edu","h2_true"
37,1,"h2_true_edu",0,"edu","h2_true"
37,2,"h2_true_edu",0,"edu","h2_true"
37,3,"h2_true_edu",0,"edu","h2_true"
37,4,"h2_true_edu",0,"edu","h2_true"
37,5,"h2_true_edu",0,"edu","h2_true"
38,0,"h2_true_edu",0,"edu","h2_true"
38,1,"h2_true_edu",0,"edu","h2_true"
38,2,"h2_true_edu",0,"edu","h2_true"
38,3,"h2_true_edu",0,"edu","h2_true"
38,4,"h2_true_edu",0,"edu","h2_true"
38,5,"h2_true_edu",0,"edu","h2_true"
39,0,"h2_true_edu",0,"edu","h2_true"
39,1,"h2_true_edu",0,"edu","h2_true"
39,2,"h2_true_edu",0,"edu","h2_true"
39,3,"h2_true_edu",0,"edu","h2_true"
39,4,"h2_true_edu",0,"edu","h2_true"
39,5,"h2_true_edu",0,"edu","h2_true"
4,0,"h2_true_edu",0,"edu","h2_true"
4,1,"h2_true_edu",0,"edu","h2_true"
4,2,"h2_true_edu",0,"edu","h2_true"
4,3,"h2_true_edu",0,"edu","h2_true"
4,4,"h2_true_edu",0,"edu","h2_true"
4,5,"h2_true_edu",0,"edu","h2_true"
40,0,"h2_true_edu",0,"edu","h2_true"
40,1,"h2_true_edu",0,"edu","h2_true"
40,2,"h2_true_edu",0,"edu","h2_true"
40,3,"h2_true_edu",0,"edu","h2_true"
40,4,"h2_true_edu",0,"edu","h2_true"
40,5,"h2_true_edu",0,"edu","h2_true"
41,0,"h2_true_edu",0,"edu","h2_true"
41,1,"h2_true_edu",0,"edu","h2_true"
41,2,"h2_true_edu",0,"edu","h2_true"
41,3,"h2_true_edu",0,"edu","h2_true"
41,4,"h2_true_edu",0,"edu","h2_true"
41,5,"h2_true_edu",0,"edu","h2_true"
42,0,"h2_true_edu",0,"edu","h2_true"
42,1,"h2_true_edu",0,"edu","h2_true"
42,2,"h2_true_edu",0,"edu","h2_true"
42,3,"h2_true_edu",0,"edu","h2_true"
42,4,"h2_true_edu",0,"edu","h2_true"
42,5,"h2_true_edu",0,"edu","h2_true"
43,0,"h2_true_edu",0,"edu","h2_true"
43,1,"h2_true_edu",0,"edu","h2_true"
43,2,"h2_true_edu",0,"edu","h2_true"
43,3,"h2_true_edu",0,"edu","h2_true"
43,4,"h2_true_edu",0,"edu","h2_true"
43,5,"h2_true_edu",0,"edu","h2_true"
44,0,"h2_true_edu",0,"edu","h2_true"
44,1,"h2_true_edu",0,"edu","h2_true"
44,2,"h2_true_edu",0,"edu","h2_true"
44,3,"h2_true_edu",0,"edu","h2_true"
44,4,"h2_true_edu",0,"edu","h2_true"
44,5,"h2_true_edu",0,"edu","h2_true"
45,0,"h2_true_edu",0,"edu","h2_true"
45,1,"h2_true_edu",0,"edu","h2_true"
45,2,"h2_true_edu",0,"edu","h2_true"
45,3,"h2_true_edu",0,"edu","h2_true"
45,4,"h2_true_edu",0,"edu","h2_true"
45,5,"h2_true_edu",0,"edu","h2_true"
46,0,"h2_true_edu",0,"edu","h2_true"
46,1,"h2_true_edu",0,"edu","h2_true"
46,2,"h2_true_edu",0,"edu","h2_true"
46,3,"h2_true_edu",0,"edu","h2_true"
46,4,"h2_true_edu",0,"edu","h2_true"
46,5,"h2_true_edu",0,"edu","h2_true"
47,0,"h2_true_edu",0,"edu","h2_true"
47,1,"h2_true_edu",0,"edu","h2_true"
47,2,"h2_true_edu",0,"edu","h2_true"
47,3,"h2_true_edu",0,"edu","h2_true"
47,4,"h2_true_edu",0,"edu","h2_true"
47,5,"h2_true_edu",0,"edu","h2_true"
48,0,"h2_true_edu",0,"edu","h2_true"
48,1,"h2_true_edu",0,"edu","h2_true"
48,2,"h2_true_edu",0,"edu","h2_true"
48,3,"h2_true_edu",0,"edu","h2_true"
48,4,"h2_true_edu",0,"edu","h2_true"
48,5,"h2_true_edu",0,"edu","h2_true"
49,0,"h2_true_edu",0,"edu","h2_true"
49,1,"h2_true_edu",0,"edu","h2_true"
49,2,"h2_true_edu",0,"edu","h2_true"
49,3,"h2_true_edu",0,"edu","h2_true"
49,4,"h2_true_edu",0,"edu","h2_true"
49,5,"h2_true_edu",0,"edu","h2_true"
5,0,"h2_true_edu",0,"edu","h2_true"
5,1,"h2_true_edu",0,"edu","h2_true"
5,2,"h2_true_edu",0,"edu","h2_true"
5,3,"h2_true_edu",0,"edu","h2_true"
5,4,"h2_true_edu",0,"edu","h2_true"
5,5,"h2_true_edu",0,"edu","h2_true"
50,0,"h2_true_edu",0,"edu","h2_true"
50,1,"h2_true_edu",0,"edu","h2_true"
50,2,"h2_true_edu",0,"edu","h2_true"
50,3,"h2_true_edu",0,"edu","h2_true"
50,4,"h2_true_edu",0,"edu","h2_true"
50,5,"h2_true_edu",0,"edu","h2_true"
51,0,"h2_true_edu",0,"edu","h2_true"
51,1,"h2_true_edu",0,"edu","h2_true"
51,2,"h2_true_edu",0,"edu","h2_true"
51,3,"h2_true_edu",0,"edu","h2_true"
51,4,"h2_true_edu",0,"edu","h2_true"
51,5,"h2_true_edu",0,"edu","h2_true"
52,0,"h2_true_edu",0,"edu","h2_true"
52,1,"h2_true_edu",0,"edu","h2_true"
52,2,"h2_true_edu",0,"edu","h2_true"
52,3,"h2_true_edu",0,"edu","h2_true"
52,4,"h2_true_edu",0,"edu","h2_true"
52,5,"h2_true_edu",0,"edu","h2_true"
53,0,"h2_true_edu",0,"edu","h2_true"
