"gen","seed","args_rmate","args_kphen","args_theta","args_cnoise","he_rg","rg_true","scenario","CN"
5,16,0.1,5,0.05,0,0.370137141116204,0.0339993833471342,"5xAM + VT (5%)","0"
0,16,0.1,5,0.05,0,0.00139630416192802,0.000330510996172727,"5xAM + VT (5%)","0"
1,16,0.1,5,0.05,0,0.246466390821791,0.0174999282688242,"5xAM + VT (5%)","0"
2,16,0.1,5,0.05,0,0.348206831724149,0.0271889257701431,"5xAM + VT (5%)","0"
3,16,0.1,5,0.05,0,0.388443394302178,0.034170918999493,"5xAM + VT (5%)","0"
4,16,0.1,5,0.05,0,0.416024216598513,0.0384299358162974,"5xAM + VT (5%)","0"
5,16,0.1,5,0.05,0,0.427765273202209,0.0364439876821492,"5xAM + VT (5%)","0"
0,17,0.1,5,0,0,-0.00132980417913686,-0.00102753312161652,"5xAM","0"
1,17,0.1,5,0,0,0.0481109183050151,0.023021885767956,"5xAM","0"
2,17,0.1,5,0,0,0.0854127256290044,0.0394304780002834,"5xAM","0"
3,17,0.1,5,0,0,0.107975043072229,0.0505128264202418,"5xAM","0"
4,17,0.1,5,0,0,0.115656967122478,0.053471800586291,"5xAM","0"
5,17,0.1,5,0,0,0.129977561622362,0.0577590447234948,"5xAM","0"
0,17,0.1,5,0,0,0.00166327539054104,0.00110730721983822,"5xAM","0"
1,17,0.1,5,0,0,0.0513213692293662,0.0236820497173597,"5xAM","0"
2,17,0.1,5,0,0,0.0785208546489356,0.0375087102157004,"5xAM","0"
3,17,0.1,5,0,0,0.11546338679456,0.0522348933347626,"5xAM","0"
4,17,0.1,5,0,0,0.129048987953939,0.057249160112391,"5xAM","0"
5,17,0.1,5,0,0,0.131100703847999,0.0598288682734697,"5xAM","0"
0,17,0.1,5,0,0,0.000208421454961587,0.000101717598300773,"5xAM","0"
1,17,0.1,5,0,0,0.0577085190739115,0.0275200249166079,"5xAM","0"
2,17,0.1,5,0,0,0.086357640216712,0.0407150737913565,"5xAM","0"
3,17,0.1,5,0,0,0.111734369419256,0.0511675194648399,"5xAM","0"
4,17,0.1,5,0,0,0.126467420322396,0.0584373393429649,"5xAM","0"
5,17,0.1,5,0,0,0.154743404418456,0.0628500435725718,"5xAM","0"
0,17,0.1,5,0.05,0,0.00340235057382838,0.00107955800986342,"5xAM + VT (5%)","0"
1,17,0.1,5,0.05,0,0.238667147081978,0.0191392781397719,"5xAM + VT (5%)","0"
2,17,0.1,5,0.05,0,0.327087551034035,0.0300039996936214,"5xAM + VT (5%)","0"
3,17,0.1,5,0.05,0,0.351977084014928,0.0335623809200204,"5xAM + VT (5%)","0"
4,17,0.1,5,0.05,0,0.369515136786291,0.0364393647025891,"5xAM + VT (5%)","0"
5,17,0.1,5,0.05,0,0.388096575393149,0.0408753438398865,"5xAM + VT (5%)","0"
0,17,0.1,5,0.05,0,0.00473063666340578,0.0014105855161612,"5xAM + VT (5%)","0"
1,17,0.1,5,0.05,0,0.239538551786172,0.0179316394241681,"5xAM + VT (5%)","0"
2,17,0.1,5,0.05,0,0.33215567451586,0.0295813297694765,"5xAM + VT (5%)","0"
3,17,0.1,5,0.05,0,0.350973718671457,0.0311781639311999,"5xAM + VT (5%)","0"
4,17,0.1,5,0.05,0,0.366012687967441,0.0343880374275737,"5xAM + VT (5%)","0"
5,17,0.1,5,0.05,0,0.394984527612683,0.0424579133502899,"5xAM + VT (5%)","0"
0,17,0.1,5,0.05,0,-0.000862500136789702,-0.000886460251949095,"5xAM + VT (5%)","0"
1,17,0.1,5,0.05,0,0.247000157599992,0.0177926909001074,"5xAM + VT (5%)","0"
2,17,0.1,5,0.05,0,0.346662880555986,0.0263167010372925,"5xAM + VT (5%)","0"
3,17,0.1,5,0.05,0,0.385237456445801,0.030356233901771,"5xAM + VT (5%)","0"
4,17,0.1,5,0.05,0,0.384468184942132,0.0287025914136811,"5xAM + VT (5%)","0"
5,17,0.1,5,0.05,0,0.399357507641447,0.0284717131402269,"5xAM + VT (5%)","0"
0,18,0.1,5,0,0,0.000852293712355864,1.58039739687166e-05,"5xAM","0"
1,18,0.1,5,0,0,0.0472625599805079,0.0234575137778456,"5xAM","0"
2,18,0.1,5,0,0,0.077290949195024,0.0376833523535363,"5xAM","0"
3,18,0.1,5,0,0,0.10665515858224,0.0502537582964387,"5xAM","0"
4,18,0.1,5,0,0,0.108168709928427,0.0528653563154504,"5xAM","0"
5,18,0.1,5,0,0,0.126477602644175,0.0578921370019274,"5xAM","0"
0,18,0.1,5,0,0,0.000401955901583111,0.00069575609857412,"5xAM","0"
1,18,0.1,5,0,0,0.0507744870668332,0.0249993337789479,"5xAM","0"
2,18,0.1,5,0,0,0.0887552962475752,0.0403639753854123,"5xAM","0"
3,18,0.1,5,0,0,0.10643520313354,0.0472223790200022,"5xAM","0"
4,18,0.1,5,0,0,0.11479202741791,0.0539741143605399,"5xAM","0"
5,18,0.1,5,0,0,0.13353915720065,0.0620030376297164,"5xAM","0"
0,18,0.1,5,0,0,0.000344550674736816,0.000439508998374755,"5xAM","0"
1,18,0.1,5,0,0,0.0517918263449775,0.0255745800230559,"5xAM","0"
2,18,0.1,5,0,0,0.091373921508965,0.0434731657449924,"5xAM","0"
3,18,0.1,5,0,0,0.110169568291419,0.0498696813847552,"5xAM","0"
4,18,0.1,5,0,0,0.116366587419369,0.0545280607144193,"5xAM","0"
5,18,0.1,5,0,0,0.130020498800179,0.0660945353848434,"5xAM","0"
0,18,0.1,5,0.05,0,-0.000421432742118106,-0.000376306791718797,"5xAM + VT (5%)","0"
1,18,0.1,5,0.05,0,0.23546382641766,0.0163892632240677,"5xAM + VT (5%)","0"
2,18,0.1,5,0.05,0,0.316119584803706,0.0268358331615272,"5xAM + VT (5%)","0"
3,18,0.1,5,0.05,0,0.354115635333243,0.0325913275484296,"5xAM + VT (5%)","0"
4,18,0.1,5,0.05,0,0.358798935086489,0.0355586695919271,"5xAM + VT (5%)","0"
5,18,0.1,5,0.05,0,0.355365660264721,0.0300165339395188,"5xAM + VT (5%)","0"
0,18,0.1,5,0.05,0,-0.000190555687904132,0.000367744042980694,"5xAM + VT (5%)","0"
1,18,0.1,5,0.05,0,0.238494799705329,0.0174976426963052,"5xAM + VT (5%)","0"
2,18,0.1,5,0.05,0,0.324280140624528,0.0270246003255213,"5xAM + VT (5%)","0"
3,18,0.1,5,0.05,0,0.358112845032133,0.0323999056203517,"5xAM + VT (5%)","0"
4,18,0.1,5,0.05,0,0.382568448238847,0.0373954044983496,"5xAM + VT (5%)","0"
5,18,0.1,5,0.05,0,0.363714218827804,0.0334566985387436,"5xAM + VT (5%)","0"
0,18,0.1,5,0.05,0,-0.00148758577393373,-0.00117568465132954,"5xAM + VT (5%)","0"
1,18,0.1,5,0.05,0,0.247325710634143,0.0177256006967517,"5xAM + VT (5%)","0"
2,18,0.1,5,0.05,0,0.337060812863094,0.0246616601064909,"5xAM + VT (5%)","0"
3,18,0.1,5,0.05,0,0.384094100219535,0.0312218166421727,"5xAM + VT (5%)","0"
4,18,0.1,5,0.05,0,0.407670930080173,0.0344547287973594,"5xAM + VT (5%)","0"
5,18,0.1,5,0.05,0,0.412585349931501,0.0354234414793727,"5xAM + VT (5%)","0"
0,19,0.1,5,0,0,-0.00177960163933904,-0.000781629757338313,"5xAM","0"
1,19,0.1,5,0,0,0.0525196107162277,0.0245409459406599,"5xAM","0"
2,19,0.1,5,0,0,0.0823191296457953,0.0383208197706096,"5xAM","0"
3,19,0.1,5,0,0,0.105097845704951,0.0500463048199603,"5xAM","0"
4,19,0.1,5,0,0,0.117970346542172,0.0548606284070553,"5xAM","0"
5,19,0.1,5,0,0,0.125072631825863,0.0559097279827733,"5xAM","0"
0,19,0.1,5,0,0,-0.00241510279258782,-0.00132288965377202,"5xAM","0"
1,19,0.1,5,0,0,0.0486436884806808,0.0234364105959738,"5xAM","0"
2,19,0.1,5,0,0,0.0783655706904452,0.0384079434301917,"5xAM","0"
3,19,0.1,5,0,0,0.103069447209397,0.0459941126659973,"5xAM","0"
4,19,0.1,5,0,0,0.112847336652673,0.0536164753009397,"5xAM","0"
5,19,0.1,5,0,0,0.135402814975477,0.0657766293503963,"5xAM","0"
0,19,0.1,5,0,0,0.00335696026924282,0.0012012050885207,"5xAM","0"
1,19,0.1,5,0,0,0.0577852981156666,0.0273740251956171,"5xAM","0"
2,19,0.1,5,0,0,0.0867280042355072,0.0414955285862866,"5xAM","0"
3,19,0.1,5,0,0,0.106014280505957,0.050052946843314,"5xAM","0"
4,19,0.1,5,0,0,0.121947438906894,0.0565217713651802,"5xAM","0"
5,19,0.1,5,0,0,0.139210691332291,0.0643796952051702,"5xAM","0"
0,19,0.1,5,0.05,0,-2.57976555375156e-05,9.22987694477504e-05,"5xAM + VT (5%)","0"
1,19,0.1,5,0.05,0,0.232109727185852,0.0167175084376227,"5xAM + VT (5%)","0"
2,19,0.1,5,0.05,0,0.313957224406809,0.0276567348813205,"5xAM + VT (5%)","0"
3,19,0.1,5,0.05,0,0.352245534215352,0.0341703358256982,"5xAM + VT (5%)","0"
4,19,0.1,5,0.05,0,0.360552734835197,0.0363506540998094,"5xAM + VT (5%)","0"
5,19,0.1,5,0.05,0,0.377044845227259,0.0381515405506622,"5xAM + VT (5%)","0"
0,19,0.1,5,0.05,0,0.000560647406977815,-0.000462811379998569,"5xAM + VT (5%)","0"
1,19,0.1,5,0.05,0,0.236439676218492,0.017778953727656,"5xAM + VT (5%)","0"
2,19,0.1,5,0.05,0,0.314202304997631,0.0249038136929209,"5xAM + VT (5%)","0"
3,19,0.1,5,0.05,0,0.344841670247926,0.030746394396919,"5xAM + VT (5%)","0"
4,19,0.1,5,0.05,0,0.370141227064912,0.0361795439422399,"5xAM + VT (5%)","0"
5,19,0.1,5,0.05,0,0.378896296368674,0.0378332051441652,"5xAM + VT (5%)","0"
0,19,0.1,5,0.05,0,-0.000220396622136054,-0.000961883598007918,"5xAM + VT (5%)","0"
1,19,0.1,5,0.05,0,0.249633688003102,0.0188461040432446,"5xAM + VT (5%)","0"
2,19,0.1,5,0.05,0,0.338841239718229,0.0265325385772031,"5xAM + VT (5%)","0"
3,19,0.1,5,0.05,0,0.379183955796737,0.0312670479231624,"5xAM + VT (5%)","0"
4,19,0.1,5,0.05,0,0.398570919654833,0.0308214517321283,"5xAM + VT (5%)","0"
5,19,0.1,5,0.05,0,0.404641693643251,0.0309118022957065,"5xAM + VT (5%)","0"
0,2,0.1,5,0,0,-0.0010780167218417,-0.000457636742146912,"5xAM","0"
1,2,0.1,5,0,0,0.0504002650048969,0.0244071077940913,"5xAM","0"
2,2,0.1,5,0,0,0.0776352328430862,0.0374931141660596,"5xAM","0"
3,2,0.1,5,0,0,0.105543961687823,0.0482425663234718,"5xAM","0"
4,2,0.1,5,0,0,0.106861541951012,0.0503708070836771,"5xAM","0"
5,2,0.1,5,0,0,0.109347659148915,0.0517687234866137,"5xAM","0"
0,2,0.1,5,0,0,-0.00144819254915694,-0.000402048923334795,"5xAM","0"
1,2,0.1,5,0,0,0.0503437707657888,0.0237375862469829,"5xAM","0"
2,2,0.1,5,0,0,0.0793447592141129,0.0359966631893978,"5xAM","0"
3,2,0.1,5,0,0,0.0904664569360049,0.0425131446837635,"5xAM","0"
4,2,0.1,5,0,0,0.101716351195076,0.0489909184164013,"5xAM","0"
5,2,0.1,5,0,0,0.112718162384311,0.0566724515137601,"5xAM","0"
0,2,0.1,5,0,0,0.000900812876508141,0.000703061688639538,"5xAM","0"
1,2,0.1,5,0,0,0.0575976904052726,0.0272636886575527,"5xAM","0"
2,2,0.1,5,0,0,0.0877494424957785,0.0420683541461087,"5xAM","0"
3,2,0.1,5,0,0,0.106395805242871,0.0515080911146312,"5xAM","0"
4,2,0.1,5,0,0,0.120356375493054,0.0556637096691846,"5xAM","0"
5,2,0.1,5,0,0,0.114537425080607,0.0548717806581709,"5xAM","0"
0,2,0.1,5,0.05,0,-0.00160233646847492,-0.000316635797772738,"5xAM + VT (5%)","0"
1,2,0.1,5,0.05,0,0.235993615647457,0.0171527078836352,"5xAM + VT (5%)","0"
2,2,0.1,5,0.05,0,0.313650029219936,0.0261824021309915,"5xAM + VT (5%)","0"
3,2,0.1,5,0.05,0,0.337338395747682,0.0301985259966468,"5xAM + VT (5%)","0"
4,2,0.1,5,0.05,0,0.358209918404383,0.0341602434694723,"5xAM + VT (5%)","0"
5,2,0.1,5,0.05,0,0.375047471588048,0.0377307075063303,"5xAM + VT (5%)","0"
0,2,0.1,5,0.05,0,0.000941641317434236,-0.00058575368209813,"5xAM + VT (5%)","0"
1,2,0.1,5,0.05,0,0.238048100398542,0.0172981274852976,"5xAM + VT (5%)","0"
2,2,0.1,5,0.05,0,0.321875490290725,0.0259822592445872,"5xAM + VT (5%)","0"
3,2,0.1,5,0.05,0,0.350815180704202,0.0309457830301319,"5xAM + VT (5%)","0"
4,2,0.1,5,0.05,0,0.370635102540639,0.0345502648843847,"5xAM + VT (5%)","0"
5,2,0.1,5,0.05,0,0.368816973243394,0.035814732104643,"5xAM + VT (5%)","0"
0,2,0.1,5,0.05,0,0.00456959418560825,0.00141357685090583,"5xAM + VT (5%)","0"
1,2,0.1,5,0.05,0,0.250502906831167,0.0187034182880241,"5xAM + VT (5%)","0"
2,2,0.1,5,0.05,0,0.33772306477351,0.0254142904356514,"5xAM + VT (5%)","0"
3,2,0.1,5,0.05,0,0.376000168064293,0.0299652110355079,"5xAM + VT (5%)","0"
4,2,0.1,5,0.05,0,0.39926782917931,0.0324276027294591,"5xAM + VT (5%)","0"
5,2,0.1,5,0.05,0,0.425643970574257,0.0317418904913723,"5xAM + VT (5%)","0"
0,20,0.1,5,0,0,-0.00072176971375614,-0.000324798116546467,"5xAM","0"
1,20,0.1,5,0,0,0.0472625962597644,0.0238281522333565,"5xAM","0"
2,20,0.1,5,0,0,0.0813506481315994,0.0392207284798629,"5xAM","0"
3,20,0.1,5,0,0,0.103871821249168,0.0481824926843508,"5xAM","0"
4,20,0.1,5,0,0,0.116759884136444,0.0533080711339154,"5xAM","0"
5,20,0.1,5,0,0,0.128274111984565,0.0580699139027236,"5xAM","0"
0,20,0.1,5,0,0,-0.000273141511269474,-0.000273422051988444,"5xAM","0"
1,20,0.1,5,0,0,0.0547568544988927,0.0257470180657522,"5xAM","0"
2,20,0.1,5,0,0,0.0844903527273719,0.0394475037839668,"5xAM","0"
3,20,0.1,5,0,0,0.0954291642281612,0.0466176570203326,"5xAM","0"
4,20,0.1,5,0,0,0.120785087400463,0.0562605153095864,"5xAM","0"
5,20,0.1,5,0,0,0.141499749011169,0.0639661309521892,"5xAM","0"
0,20,0.1,5,0,0,-0.000344039562342059,0.000317829585653009,"5xAM","0"
1,20,0.1,5,0,0,0.0533961312782215,0.0261806163749298,"5xAM","0"
2,20,0.1,5,0,0,0.0927553469813227,0.0437151082972557,"5xAM","0"
3,20,0.1,5,0,0,0.114126483242184,0.0518046146725937,"5xAM","0"
4,20,0.1,5,0,0,0.126713354752127,0.0620201196457595,"5xAM","0"
5,20,0.1,5,0,0,0.13160636284344,0.0606212151496637,"5xAM","0"
0,20,0.1,5,0.05,0,-0.000242638216988408,-7.12742994363377e-05,"5xAM + VT (5%)","0"
1,20,0.1,5,0.05,0,0.229953390104603,0.0156847190272152,"5xAM + VT (5%)","0"
2,20,0.1,5,0.05,0,0.31718075520458,0.0271348806562495,"5xAM + VT (5%)","0"
3,20,0.1,5,0.05,0,0.354547750619982,0.0339939268394552,"5xAM + VT (5%)","0"
4,20,0.1,5,0.05,0,0.36079420616891,0.0351499312857293,"5xAM + VT (5%)","0"
5,20,0.1,5,0.05,0,0.360765237731034,0.0352933619116216,"5xAM + VT (5%)","0"
0,20,0.1,5,0.05,0,0.00235493781434443,0.000800828636378541,"5xAM + VT (5%)","0"
1,20,0.1,5,0.05,0,0.234779956432086,0.0177582664261179,"5xAM + VT (5%)","0"
2,20,0.1,5,0.05,0,0.324756928505448,0.0280043105398501,"5xAM + VT (5%)","0"
3,20,0.1,5,0.05,0,0.360795326254557,0.0337569830122502,"5xAM + VT (5%)","0"
4,20,0.1,5,0.05,0,0.361799429424459,0.0337923322763214,"5xAM + VT (5%)","0"
5,20,0.1,5,0.05,0,0.375242121469987,0.0376691173668459,"5xAM + VT (5%)","0"
0,20,0.1,5,0.05,0,0.00146417221917233,0.00059737084547316,"5xAM + VT (5%)","0"
1,20,0.1,5,0.05,0,0.251441023740368,0.0195322423679885,"5xAM + VT (5%)","0"
2,20,0.1,5,0.05,0,0.341586917801954,0.0274865348824431,"5xAM + VT (5%)","0"
3,20,0.1,5,0.05,0,0.385500108169173,0.0328582353471457,"5xAM + VT (5%)","0"
4,20,0.1,5,0.05,0,0.390938047223625,0.0322343404971342,"5xAM + VT (5%)","0"
5,20,0.1,5,0.05,0,0.376248153498438,0.029477100550171,"5xAM + VT (5%)","0"
0,21,0.1,5,0,0,0.00143957199519845,0.000787617311187655,"5xAM","0"
1,21,0.1,5,0,0,0.0494472136277606,0.0233360613269973,"5xAM","0"
2,21,0.1,5,0,0,0.0825524356481804,0.0397667449716369,"5xAM","0"
3,21,0.1,5,0,0,0.0999402737853168,0.049362330328607,"5xAM","0"
4,21,0.1,5,0,0,0.124132730359537,0.056698365881076,"5xAM","0"
5,21,0.1,5,0,0,0.114011268619685,0.0506705348169765,"5xAM","0"
0,21,0.1,5,0,0,0.000213674341091633,-4.96837112472466e-05,"5xAM","0"
1,21,0.1,5,0,0,0.0475562700075637,0.0245366835819142,"5xAM","0"
2,21,0.1,5,0,0,0.0804062409823662,0.0385323914889511,"5xAM","0"
3,21,0.1,5,0,0,0.103562078453229,0.0470699529057122,"5xAM","0"
4,21,0.1,5,0,0,0.114609412061983,0.0523667236495613,"5xAM","0"
5,21,0.1,5,0,0,0.102802284140599,0.0536173830258806,"5xAM","0"
0,21,0.1,5,0,0,0.00318244715690014,0.00131508263025826,"5xAM","0"
1,21,0.1,5,0,0,0.05474248100593,0.0269294795272971,"5xAM","0"
2,21,0.1,5,0,0,0.0902967387123211,0.0430764776632547,"5xAM","0"
3,21,0.1,5,0,0,0.105126307110315,0.0494975262385406,"5xAM","0"
4,21,0.1,5,0,0,0.120699911419021,0.055144554221234,"5xAM","0"
5,21,0.1,5,0,0,0.122285255678468,0.0575740161941579,"5xAM","0"
0,21,0.1,5,0.05,0,-0.00367282592987465,-0.00142712383568644,"5xAM + VT (5%)","0"
1,21,0.1,5,0.05,0,0.228964602148281,0.0155535615409672,"5xAM + VT (5%)","0"
2,21,0.1,5,0.05,0,0.317252204482207,0.0278081203897051,"5xAM + VT (5%)","0"
3,21,0.1,5,0.05,0,0.348590107744632,0.0312767777849414,"5xAM + VT (5%)","0"
4,21,0.1,5,0.05,0,0.370823169054673,0.0380290329997974,"5xAM + VT (5%)","0"
5,21,0.1,5,0.05,0,0.386487829379532,0.03922169432446,"5xAM + VT (5%)","0"
0,21,0.1,5,0.05,0,-0.0010433887545862,-7.55979566303762e-05,"5xAM + VT (5%)","0"
1,21,0.1,5,0.05,0,0.236544852650369,0.0176307719359813,"5xAM + VT (5%)","0"
2,21,0.1,5,0.05,0,0.327138330704863,0.0285273127826276,"5xAM + VT (5%)","0"
3,21,0.1,5,0.05,0,0.359308642408598,0.0348274625539982,"5xAM + VT (5%)","0"
4,21,0.1,5,0.05,0,0.353120488249051,0.0344827516514857,"5xAM + VT (5%)","0"
5,21,0.1,5,0.05,0,0.362191936344657,0.0320905619608184,"5xAM + VT (5%)","0"
0,21,0.1,5,0.05,0,-0.00216909485352452,-0.000589486091498037,"5xAM + VT (5%)","0"
1,21,0.1,5,0.05,0,0.246638286901925,0.0170881212660715,"5xAM + VT (5%)","0"
2,21,0.1,5,0.05,0,0.339836757368946,0.0275005136836237,"5xAM + VT (5%)","0"
3,21,0.1,5,0.05,0,0.378559744138711,0.0311588759703053,"5xAM + VT (5%)","0"
4,21,0.1,5,0.05,0,0.393076637128357,0.0308088499900036,"5xAM + VT (5%)","0"
5,21,0.1,5,0.05,0,0.399632023446363,0.0336629995455502,"5xAM + VT (5%)","0"
0,22,0.1,5,0,0,0.00131010779688492,0.000116647045580715,"5xAM","0"
1,22,0.1,5,0,0,0.0485150506572029,0.0238998208961947,"5xAM","0"
2,22,0.1,5,0,0,0.0848544219353378,0.038808665739731,"5xAM","0"
3,22,0.1,5,0,0,0.10832761722077,0.0490176091399277,"5xAM","0"
4,22,0.1,5,0,0,0.129182684497796,0.0607755277110948,"5xAM","0"
5,22,0.1,5,0,0,0.115260797208935,0.0552305756285056,"5xAM","0"
0,22,0.1,5,0,0,0.000806457649308367,-4.54478782086209e-05,"5xAM","0"
1,22,0.1,5,0,0,0.0526835937123737,0.0242998253094039,"5xAM","0"
2,22,0.1,5,0,0,0.0810237136945762,0.0386900271489308,"5xAM","0"
3,22,0.1,5,0,0,0.0996147373376429,0.0471949394926155,"5xAM","0"
4,22,0.1,5,0,0,0.108467715979897,0.0528561270219508,"5xAM","0"
5,22,0.1,5,0,0,0.129434801665411,0.0617411267514829,"5xAM","0"
0,22,0.1,5,0,0,-0.000670798881607177,-0.000940830524658822,"5xAM","0"
1,22,0.1,5,0,0,0.0576837887598329,0.0271845231056119,"5xAM","0"
2,22,0.1,5,0,0,0.0917365482502095,0.0433629000188372,"5xAM","0"
3,22,0.1,5,0,0,0.0981681946816045,0.0479657271965812,"5xAM","0"
4,22,0.1,5,0,0,0.127134197953954,0.0578640147807052,"5xAM","0"
5,22,0.1,5,0,0,0.131485422907384,0.0627344727789724,"5xAM","0"
0,22,0.1,5,0.05,0,0.00151511553736372,-3.10506029361086e-05,"5xAM + VT (5%)","0"
1,22,0.1,5,0.05,0,0.235256273866645,0.0170627749814058,"5xAM + VT (5%)","0"
2,22,0.1,5,0.05,0,0.316688033443504,0.0271208082115624,"5xAM + VT (5%)","0"
3,22,0.1,5,0.05,0,0.344732723573387,0.031183238422703,"5xAM + VT (5%)","0"
4,22,0.1,5,0.05,0,0.354924722278953,0.0362532812475452,"5xAM + VT (5%)","0"
5,22,0.1,5,0.05,0,0.376157501064266,0.0353704447495318,"5xAM + VT (5%)","0"
0,22,0.1,5,0.05,0,0.00251202361777051,0.000493262352349486,"5xAM + VT (5%)","0"
1,22,0.1,5,0.05,0,0.234851885298322,0.0156704220352165,"5xAM + VT (5%)","0"
2,22,0.1,5,0.05,0,0.315293019992349,0.0250576785666041,"5xAM + VT (5%)","0"
3,22,0.1,5,0.05,0,0.347813995975923,0.0287414959140855,"5xAM + VT (5%)","0"
4,22,0.1,5,0.05,0,0.363665586833406,0.0312654926351809,"5xAM + VT (5%)","0"
5,22,0.1,5,0.05,0,0.358353606563972,0.0298295086040686,"5xAM + VT (5%)","0"
0,22,0.1,5,0.05,0,0.00125117982506053,0.000976421079667972,"5xAM + VT (5%)","0"
1,22,0.1,5,0.05,0,0.259778559888733,0.0207445154774577,"5xAM + VT (5%)","0"
2,22,0.1,5,0.05,0,0.356030823375665,0.0291962068539501,"5xAM + VT (5%)","0"
3,22,0.1,5,0.05,0,0.391887005853068,0.0330632534915941,"5xAM + VT (5%)","0"
4,22,0.1,5,0.05,0,0.413672819606181,0.0347435024722144,"5xAM + VT (5%)","0"
5,22,0.1,5,0.05,0,0.422152678804973,0.0301043880107332,"5xAM + VT (5%)","0"
0,23,0.1,5,0,0,-0.00319332619004122,-0.00144263453412049,"5xAM","0"
1,23,0.1,5,0,0,0.0499676282805997,0.0241456735626929,"5xAM","0"
2,23,0.1,5,0,0,0.0829353303892292,0.0391855130910688,"5xAM","0"
3,23,0.1,5,0,0,0.105718011294953,0.0497338900572701,"5xAM","0"
4,23,0.1,5,0,0,0.106019851775308,0.0530447910307009,"5xAM","0"
5,23,0.1,5,0,0,0.114721636860725,0.0565089780041893,"5xAM","0"
0,23,0.1,5,0,0,0.00253641072409335,0.000720809267602532,"5xAM","0"
1,23,0.1,5,0,0,0.0543744467825122,0.0255914062695817,"5xAM","0"
2,23,0.1,5,0,0,0.086987228072317,0.0405529909597899,"5xAM","0"
3,23,0.1,5,0,0,0.103222811504104,0.048002451946221,"5xAM","0"
4,23,0.1,5,0,0,0.125402099068969,0.0569574058589735,"5xAM","0"
5,23,0.1,5,0,0,0.105296043988651,0.0551646886869153,"5xAM","0"
0,23,0.1,5,0,0,-0.00241898428762744,-0.000906051376144931,"5xAM","0"
1,23,0.1,5,0,0,0.0556653224921014,0.0261901707924896,"5xAM","0"
2,23,0.1,5,0,0,0.0884349822090005,0.0411566373663533,"5xAM","0"
3,23,0.1,5,0,0,0.105078873849575,0.0506394647370769,"5xAM","0"
4,23,0.1,5,0,0,0.114070982642808,0.0561367230448296,"5xAM","0"
5,23,0.1,5,0,0,0.127023849995653,0.0633166005408135,"5xAM","0"
0,23,0.1,5,0.05,0,0.00148471564696877,0.000104834599883005,"5xAM + VT (5%)","0"
1,23,0.1,5,0.05,0,0.234036526239296,0.0177265756942162,"5xAM + VT (5%)","0"
2,23,0.1,5,0.05,0,0.318777189715292,0.0284156629531434,"5xAM + VT (5%)","0"
3,23,0.1,5,0.05,0,0.337364650507333,0.0325238022952614,"5xAM + VT (5%)","0"
4,23,0.1,5,0.05,0,0.359119898285032,0.0379400496308704,"5xAM + VT (5%)","0"
5,23,0.1,5,0.05,0,0.372887870197998,0.0417001572129267,"5xAM + VT (5%)","0"
0,23,0.1,5,0.05,0,0.00100228746518204,0.000357755650157031,"5xAM + VT (5%)","0"
1,23,0.1,5,0.05,0,0.237893326730359,0.0180375121088693,"5xAM + VT (5%)","0"
2,23,0.1,5,0.05,0,0.315591889246005,0.0269779159215109,"5xAM + VT (5%)","0"
3,23,0.1,5,0.05,0,0.346468229487909,0.0313240927063242,"5xAM + VT (5%)","0"
4,23,0.1,5,0.05,0,0.364988306224972,0.0314375073231252,"5xAM + VT (5%)","0"
5,23,0.1,5,0.05,0,0.363894742356112,0.0351979710215451,"5xAM + VT (5%)","0"
0,23,0.1,5,0.05,0,-0.00087451838147988,-0.000110272520856802,"5xAM + VT (5%)","0"
1,23,0.1,5,0.05,0,0.245579405354942,0.0166926353247046,"5xAM + VT (5%)","0"
2,23,0.1,5,0.05,0,0.34389013448304,0.0282404838726502,"5xAM + VT (5%)","0"
3,23,0.1,5,0.05,0,0.38525812437795,0.0305604154763211,"5xAM + VT (5%)","0"
4,23,0.1,5,0.05,0,0.390549236803665,0.026056869790713,"5xAM + VT (5%)","0"
5,23,0.1,5,0.05,0,0.389957318797234,0.031148525107528,"5xAM + VT (5%)","0"
0,24,0.1,5,0,0,0.000212836585578014,-0.00021140358360094,"5xAM","0"
1,24,0.1,5,0,0,0.0505768359017352,0.0234089806019487,"5xAM","0"
2,24,0.1,5,0,0,0.0841958018897618,0.0401632074531295,"5xAM","0"
3,24,0.1,5,0,0,0.104988791758642,0.0481499020163721,"5xAM","0"
4,24,0.1,5,0,0,0.119792599704505,0.0571040008396788,"5xAM","0"
5,24,0.1,5,0,0,0.125737045750602,0.0589900942269541,"5xAM","0"
0,24,0.1,5,0,0,-7.53199176876281e-06,0.000782732014723244,"5xAM","0"
1,24,0.1,5,0,0,0.0529640592470921,0.0252003989259562,"5xAM","0"
2,24,0.1,5,0,0,0.0813094583686086,0.0375881969898353,"5xAM","0"
3,24,0.1,5,0,0,0.0990063880184028,0.0461004631943146,"5xAM","0"
4,24,0.1,5,0,0,0.112637786568271,0.0505823206050082,"5xAM","0"
5,24,0.1,5,0,0,0.106627712401671,0.0503023207007535,"5xAM","0"
0,24,0.1,5,0,0,0.00209153405454158,0.000788064017494768,"5xAM","0"
1,24,0.1,5,0,0,0.0588601093416541,0.0276762070813934,"5xAM","0"
2,24,0.1,5,0,0,0.0837979392807256,0.0391959610630353,"5xAM","0"
