"gen","scenario","seed","quantity","h2"
5,"5xAM + VT",43,"True (Vg/Vy)",0.425447762700902
0,"5xAM + VT + GxE",43,"True (Vg/Vy)",0.506039745461125
1,"5xAM + VT + GxE",43,"True (Vg/Vy)",0.448121588670947
2,"5xAM + VT + GxE",43,"True (Vg/Vy)",0.42353806407374
3,"5xAM + VT + GxE",43,"True (Vg/Vy)",0.415893754235329
4,"5xAM + VT + GxE",43,"True (Vg/Vy)",0.410428775734318
5,"5xAM + VT + GxE",43,"True (Vg/Vy)",0.407583298882537
0,"5xAM",44,"True (Vg/Vy)",0.500297014303177
1,"5xAM",44,"True (Vg/Vy)",0.506083203701095
2,"5xAM",44,"True (Vg/Vy)",0.511181154113395
3,"5xAM",44,"True (Vg/Vy)",0.511796041848943
4,"5xAM",44,"True (Vg/Vy)",0.515041297202867
5,"5xAM",44,"True (Vg/Vy)",0.520092347004955
0,"5xAM + GxE",44,"True (Vg/Vy)",0.50366232469856
1,"5xAM + GxE",44,"True (Vg/Vy)",0.508616864543591
2,"5xAM + GxE",44,"True (Vg/Vy)",0.511148306852945
3,"5xAM + GxE",44,"True (Vg/Vy)",0.515537863699063
4,"5xAM + GxE",44,"True (Vg/Vy)",0.51766756544615
5,"5xAM + GxE",44,"True (Vg/Vy)",0.509216596871718
0,"5xAM + VT",44,"True (Vg/Vy)",0.500668444337459
1,"5xAM + VT",44,"True (Vg/Vy)",0.444179872983126
2,"5xAM + VT",44,"True (Vg/Vy)",0.425240487962827
3,"5xAM + VT",44,"True (Vg/Vy)",0.417701835750324
4,"5xAM + VT",44,"True (Vg/Vy)",0.417162227870002
5,"5xAM + VT",44,"True (Vg/Vy)",0.421696638648576
0,"5xAM + VT + GxE",44,"True (Vg/Vy)",0.500434655954106
1,"5xAM + VT + GxE",44,"True (Vg/Vy)",0.440930135387119
2,"5xAM + VT + GxE",44,"True (Vg/Vy)",0.418520689083186
3,"5xAM + VT + GxE",44,"True (Vg/Vy)",0.409638989477722
4,"5xAM + VT + GxE",44,"True (Vg/Vy)",0.405040739618987
5,"5xAM + VT + GxE",44,"True (Vg/Vy)",0.401407233462805
0,"5xAM",45,"True (Vg/Vy)",0.499704234949574
1,"5xAM",45,"True (Vg/Vy)",0.50484921266233
2,"5xAM",45,"True (Vg/Vy)",0.508760822134136
3,"5xAM",45,"True (Vg/Vy)",0.511525946819593
4,"5xAM",45,"True (Vg/Vy)",0.513849051641304
5,"5xAM",45,"True (Vg/Vy)",0.516701548899867
0,"5xAM + GxE",45,"True (Vg/Vy)",0.501013238576199
1,"5xAM + GxE",45,"True (Vg/Vy)",0.507834950893899
2,"5xAM + GxE",45,"True (Vg/Vy)",0.510821053133903
3,"5xAM + GxE",45,"True (Vg/Vy)",0.512578095524514
4,"5xAM + GxE",45,"True (Vg/Vy)",0.514823628566016
5,"5xAM + GxE",45,"True (Vg/Vy)",0.517441079580943
0,"5xAM + VT",45,"True (Vg/Vy)",0.499198649281634
1,"5xAM + VT",45,"True (Vg/Vy)",0.44392487124928
2,"5xAM + VT",45,"True (Vg/Vy)",0.424558284882388
3,"5xAM + VT",45,"True (Vg/Vy)",0.41970544489239
4,"5xAM + VT",45,"True (Vg/Vy)",0.41533778659793
5,"5xAM + VT",45,"True (Vg/Vy)",0.41864334284029
0,"5xAM + VT + GxE",45,"True (Vg/Vy)",0.497880695975071
1,"5xAM + VT + GxE",45,"True (Vg/Vy)",0.440461777679127
2,"5xAM + VT + GxE",45,"True (Vg/Vy)",0.416180801527878
3,"5xAM + VT + GxE",45,"True (Vg/Vy)",0.405868384536961
4,"5xAM + VT + GxE",45,"True (Vg/Vy)",0.401958789740593
5,"5xAM + VT + GxE",45,"True (Vg/Vy)",0.401912609967988
0,"5xAM",46,"True (Vg/Vy)",0.502483686845421
1,"5xAM",46,"True (Vg/Vy)",0.511752737672193
2,"5xAM",46,"True (Vg/Vy)",0.511907296389897
3,"5xAM",46,"True (Vg/Vy)",0.512369792555862
4,"5xAM",46,"True (Vg/Vy)",0.516835791137741
5,"5xAM",46,"True (Vg/Vy)",0.512837813306022
0,"5xAM + GxE",46,"True (Vg/Vy)",0.505003144382223
1,"5xAM + GxE",46,"True (Vg/Vy)",0.51375470244326
2,"5xAM + GxE",46,"True (Vg/Vy)",0.511796551325768
3,"5xAM + GxE",46,"True (Vg/Vy)",0.512346479111129
4,"5xAM + GxE",46,"True (Vg/Vy)",0.513643930499048
5,"5xAM + GxE",46,"True (Vg/Vy)",0.513338141031084
0,"5xAM + VT",46,"True (Vg/Vy)",0.502883705989033
1,"5xAM + VT",46,"True (Vg/Vy)",0.449268218810019
2,"5xAM + VT",46,"True (Vg/Vy)",0.428057384280991
3,"5xAM + VT",46,"True (Vg/Vy)",0.419748736782647
4,"5xAM + VT",46,"True (Vg/Vy)",0.418847164617864
5,"5xAM + VT",46,"True (Vg/Vy)",0.414385685048848
0,"5xAM + VT + GxE",46,"True (Vg/Vy)",0.502658378769119
1,"5xAM + VT + GxE",46,"True (Vg/Vy)",0.444260570674533
2,"5xAM + VT + GxE",46,"True (Vg/Vy)",0.419537961840457
3,"5xAM + VT + GxE",46,"True (Vg/Vy)",0.409969107386577
4,"5xAM + VT + GxE",46,"True (Vg/Vy)",0.407691104938678
5,"5xAM + VT + GxE",46,"True (Vg/Vy)",0.406345333935593
0,"5xAM",47,"True (Vg/Vy)",0.49547630201903
1,"5xAM",47,"True (Vg/Vy)",0.501285140188854
2,"5xAM",47,"True (Vg/Vy)",0.506914634610804
3,"5xAM",47,"True (Vg/Vy)",0.509032411267662
4,"5xAM",47,"True (Vg/Vy)",0.506211109804346
5,"5xAM",47,"True (Vg/Vy)",0.510510354299523
0,"5xAM + GxE",47,"True (Vg/Vy)",0.498071628765763
1,"5xAM + GxE",47,"True (Vg/Vy)",0.504382312838786
2,"5xAM + GxE",47,"True (Vg/Vy)",0.509256348261716
3,"5xAM + GxE",47,"True (Vg/Vy)",0.509966251601494
4,"5xAM + GxE",47,"True (Vg/Vy)",0.510105046181261
5,"5xAM + GxE",47,"True (Vg/Vy)",0.511589202589245
0,"5xAM + VT",47,"True (Vg/Vy)",0.496537085744973
1,"5xAM + VT",47,"True (Vg/Vy)",0.441875874384978
2,"5xAM + VT",47,"True (Vg/Vy)",0.421346489871692
3,"5xAM + VT",47,"True (Vg/Vy)",0.417990911276049
4,"5xAM + VT",47,"True (Vg/Vy)",0.411570606373903
5,"5xAM + VT",47,"True (Vg/Vy)",0.410568836938987
0,"5xAM + VT + GxE",47,"True (Vg/Vy)",0.49640021315342
1,"5xAM + VT + GxE",47,"True (Vg/Vy)",0.438198746566097
2,"5xAM + VT + GxE",47,"True (Vg/Vy)",0.41400206797327
3,"5xAM + VT + GxE",47,"True (Vg/Vy)",0.405240390938961
4,"5xAM + VT + GxE",47,"True (Vg/Vy)",0.402878717724334
5,"5xAM + VT + GxE",47,"True (Vg/Vy)",0.396590413353907
0,"5xAM",48,"True (Vg/Vy)",0.499726058695861
1,"5xAM",48,"True (Vg/Vy)",0.505192729226146
2,"5xAM",48,"True (Vg/Vy)",0.508172285823447
3,"5xAM",48,"True (Vg/Vy)",0.512093559623964
4,"5xAM",48,"True (Vg/Vy)",0.519345192496456
5,"5xAM",48,"True (Vg/Vy)",0.516472582138465
0,"5xAM + GxE",48,"True (Vg/Vy)",0.501608219648695
1,"5xAM + GxE",48,"True (Vg/Vy)",0.509418603690808
2,"5xAM + GxE",48,"True (Vg/Vy)",0.510970981031675
3,"5xAM + GxE",48,"True (Vg/Vy)",0.50927270391313
4,"5xAM + GxE",48,"True (Vg/Vy)",0.519276541349175
5,"5xAM + GxE",48,"True (Vg/Vy)",0.515471654604174
0,"5xAM + VT",48,"True (Vg/Vy)",0.499317676606363
1,"5xAM + VT",48,"True (Vg/Vy)",0.445223001017084
2,"5xAM + VT",48,"True (Vg/Vy)",0.425508409097173
3,"5xAM + VT",48,"True (Vg/Vy)",0.419271555225801
4,"5xAM + VT",48,"True (Vg/Vy)",0.421204022356134
5,"5xAM + VT",48,"True (Vg/Vy)",0.416042078852398
0,"5xAM + VT + GxE",48,"True (Vg/Vy)",0.498582118333877
1,"5xAM + VT + GxE",48,"True (Vg/Vy)",0.440219908539381
2,"5xAM + VT + GxE",48,"True (Vg/Vy)",0.414284084651639
3,"5xAM + VT + GxE",48,"True (Vg/Vy)",0.407471596128766
4,"5xAM + VT + GxE",48,"True (Vg/Vy)",0.406930050514792
5,"5xAM + VT + GxE",48,"True (Vg/Vy)",0.402280405079473
0,"5xAM",49,"True (Vg/Vy)",0.493767757795039
1,"5xAM",49,"True (Vg/Vy)",0.499015749860349
2,"5xAM",49,"True (Vg/Vy)",0.503639486623112
3,"5xAM",49,"True (Vg/Vy)",0.50536774840466
4,"5xAM",49,"True (Vg/Vy)",0.505674665222402
5,"5xAM",49,"True (Vg/Vy)",0.508717148403058
0,"5xAM + GxE",49,"True (Vg/Vy)",0.496682292067779
1,"5xAM + GxE",49,"True (Vg/Vy)",0.502431792485911
2,"5xAM + GxE",49,"True (Vg/Vy)",0.505778576247526
3,"5xAM + GxE",49,"True (Vg/Vy)",0.504924982145992
4,"5xAM + GxE",49,"True (Vg/Vy)",0.510414886915538
5,"5xAM + GxE",49,"True (Vg/Vy)",0.512257308941592
0,"5xAM + VT",49,"True (Vg/Vy)",0.492775913603767
1,"5xAM + VT",49,"True (Vg/Vy)",0.438338488005687
2,"5xAM + VT",49,"True (Vg/Vy)",0.419095405716788
3,"5xAM + VT",49,"True (Vg/Vy)",0.41372883696767
4,"5xAM + VT",49,"True (Vg/Vy)",0.41193127195305
5,"5xAM + VT",49,"True (Vg/Vy)",0.410216096634745
0,"5xAM + VT + GxE",49,"True (Vg/Vy)",0.493717438167522
1,"5xAM + VT + GxE",49,"True (Vg/Vy)",0.434586377280944
2,"5xAM + VT + GxE",49,"True (Vg/Vy)",0.412235514257194
3,"5xAM + VT + GxE",49,"True (Vg/Vy)",0.405779843852914
4,"5xAM + VT + GxE",49,"True (Vg/Vy)",0.400422180364162
5,"5xAM + VT + GxE",49,"True (Vg/Vy)",0.405284898639379
0,"5xAM",5,"True (Vg/Vy)",0.504811567135911
1,"5xAM",5,"True (Vg/Vy)",0.513232212541804
2,"5xAM",5,"True (Vg/Vy)",0.513995423323503
3,"5xAM",5,"True (Vg/Vy)",0.5190808058775
4,"5xAM",5,"True (Vg/Vy)",0.518106568152948
5,"5xAM",5,"True (Vg/Vy)",0.518129375936511
0,"5xAM + GxE",5,"True (Vg/Vy)",0.507498271326808
1,"5xAM + GxE",5,"True (Vg/Vy)",0.511863455169064
2,"5xAM + GxE",5,"True (Vg/Vy)",0.517325217072943
3,"5xAM + GxE",5,"True (Vg/Vy)",0.519978095379655
4,"5xAM + GxE",5,"True (Vg/Vy)",0.524382968857811
5,"5xAM + GxE",5,"True (Vg/Vy)",0.522580526134406
0,"5xAM + VT",5,"True (Vg/Vy)",0.504706434854613
1,"5xAM + VT",5,"True (Vg/Vy)",0.448755424218139
2,"5xAM + VT",5,"True (Vg/Vy)",0.428660904779175
3,"5xAM + VT",5,"True (Vg/Vy)",0.424616948992152
4,"5xAM + VT",5,"True (Vg/Vy)",0.423666902392673
5,"5xAM + VT",5,"True (Vg/Vy)",0.42047450339135
0,"5xAM + VT + GxE",5,"True (Vg/Vy)",0.504297097738003
1,"5xAM + VT + GxE",5,"True (Vg/Vy)",0.444763463311746
2,"5xAM + VT + GxE",5,"True (Vg/Vy)",0.421261659860862
3,"5xAM + VT + GxE",5,"True (Vg/Vy)",0.412778280750625
4,"5xAM + VT + GxE",5,"True (Vg/Vy)",0.411959947657194
5,"5xAM + VT + GxE",5,"True (Vg/Vy)",0.408041962630435
0,"5xAM",50,"True (Vg/Vy)",0.503797669649128
1,"5xAM",50,"True (Vg/Vy)",0.510908456655936
2,"5xAM",50,"True (Vg/Vy)",0.514010722377236
3,"5xAM",50,"True (Vg/Vy)",0.519635076660792
4,"5xAM",50,"True (Vg/Vy)",0.519407866999338
5,"5xAM",50,"True (Vg/Vy)",0.510945768384367
0,"5xAM + GxE",50,"True (Vg/Vy)",0.506725735435983
1,"5xAM + GxE",50,"True (Vg/Vy)",0.51184167757622
2,"5xAM + GxE",50,"True (Vg/Vy)",0.514909664923235
3,"5xAM + GxE",50,"True (Vg/Vy)",0.515521224315169
4,"5xAM + GxE",50,"True (Vg/Vy)",0.516108635153918
5,"5xAM + GxE",50,"True (Vg/Vy)",0.509839356874487
0,"5xAM + VT",50,"True (Vg/Vy)",0.504437377387635
1,"5xAM + VT",50,"True (Vg/Vy)",0.447917325631095
2,"5xAM + VT",50,"True (Vg/Vy)",0.429844220475831
3,"5xAM + VT",50,"True (Vg/Vy)",0.420692742932384
4,"5xAM + VT",50,"True (Vg/Vy)",0.418792146650351
5,"5xAM + VT",50,"True (Vg/Vy)",0.420469737868154
0,"5xAM + VT + GxE",50,"True (Vg/Vy)",0.503803598685182
1,"5xAM + VT + GxE",50,"True (Vg/Vy)",0.444924680523126
2,"5xAM + VT + GxE",50,"True (Vg/Vy)",0.420125845272074
3,"5xAM + VT + GxE",50,"True (Vg/Vy)",0.413039921405528
4,"5xAM + VT + GxE",50,"True (Vg/Vy)",0.40854745452873
5,"5xAM + VT + GxE",50,"True (Vg/Vy)",0.406360132617376
0,"5xAM",51,"True (Vg/Vy)",0.49020950688582
1,"5xAM",51,"True (Vg/Vy)",0.496248096690855
2,"5xAM",51,"True (Vg/Vy)",0.502589736080775
3,"5xAM",51,"True (Vg/Vy)",0.500718287180088
4,"5xAM",51,"True (Vg/Vy)",0.507344110080875
5,"5xAM",51,"True (Vg/Vy)",0.504513423987231
0,"5xAM + GxE",51,"True (Vg/Vy)",0.494188622996029
1,"5xAM + GxE",51,"True (Vg/Vy)",0.499850387657119
2,"5xAM + GxE",51,"True (Vg/Vy)",0.502703341972989
3,"5xAM + GxE",51,"True (Vg/Vy)",0.504735000040159
4,"5xAM + GxE",51,"True (Vg/Vy)",0.508162391768019
5,"5xAM + GxE",51,"True (Vg/Vy)",0.511412134934854
0,"5xAM + VT",51,"True (Vg/Vy)",0.489835983852957
1,"5xAM + VT",51,"True (Vg/Vy)",0.435155383166166
2,"5xAM + VT",51,"True (Vg/Vy)",0.418360823567969
3,"5xAM + VT",51,"True (Vg/Vy)",0.411268687739735
4,"5xAM + VT",51,"True (Vg/Vy)",0.409006270911254
5,"5xAM + VT",51,"True (Vg/Vy)",0.410105458062111
0,"5xAM + VT + GxE",51,"True (Vg/Vy)",0.491410527075136
1,"5xAM + VT + GxE",51,"True (Vg/Vy)",0.432803208760899
2,"5xAM + VT + GxE",51,"True (Vg/Vy)",0.410730526050047
3,"5xAM + VT + GxE",51,"True (Vg/Vy)",0.401495004673525
4,"5xAM + VT + GxE",51,"True (Vg/Vy)",0.400584197257874
5,"5xAM + VT + GxE",51,"True (Vg/Vy)",0.400601009307772
0,"5xAM",52,"True (Vg/Vy)",0.499686115448795
1,"5xAM",52,"True (Vg/Vy)",0.505447172613333
2,"5xAM",52,"True (Vg/Vy)",0.509968004383423
3,"5xAM",52,"True (Vg/Vy)",0.511796162227833
4,"5xAM",52,"True (Vg/Vy)",0.516555047797193
5,"5xAM",52,"True (Vg/Vy)",0.519295699675046
0,"5xAM + GxE",52,"True (Vg/Vy)",0.502087960144563
1,"5xAM + GxE",52,"True (Vg/Vy)",0.506874537650771
2,"5xAM + GxE",52,"True (Vg/Vy)",0.5118650909195
3,"5xAM + GxE",52,"True (Vg/Vy)",0.510986759758664
4,"5xAM + GxE",52,"True (Vg/Vy)",0.509719783639441
5,"5xAM + GxE",52,"True (Vg/Vy)",0.517002163659062
0,"5xAM + VT",52,"True (Vg/Vy)",0.500630473881416
1,"5xAM + VT",52,"True (Vg/Vy)",0.444742503843602
2,"5xAM + VT",52,"True (Vg/Vy)",0.427712017634122
3,"5xAM + VT",52,"True (Vg/Vy)",0.422533003953125
4,"5xAM + VT",52,"True (Vg/Vy)",0.419617349533919
5,"5xAM + VT",52,"True (Vg/Vy)",0.417974128872759
0,"5xAM + VT + GxE",52,"True (Vg/Vy)",0.500801618022224
1,"5xAM + VT + GxE",52,"True (Vg/Vy)",0.440852401910918
2,"5xAM + VT + GxE",52,"True (Vg/Vy)",0.415133909069078
3,"5xAM + VT + GxE",52,"True (Vg/Vy)",0.408028463240596
4,"5xAM + VT + GxE",52,"True (Vg/Vy)",0.40589373724355
5,"5xAM + VT + GxE",52,"True (Vg/Vy)",0.407152442180939
0,"5xAM",53,"True (Vg/Vy)",0.505867235803006
1,"5xAM",53,"True (Vg/Vy)",0.512373858244408
2,"5xAM",53,"True (Vg/Vy)",0.514508072614748
3,"5xAM",53,"True (Vg/Vy)",0.519477106149272
4,"5xAM",53,"True (Vg/Vy)",0.517938134591559
5,"5xAM",53,"True (Vg/Vy)",0.51704720833394
0,"5xAM + GxE",53,"True (Vg/Vy)",0.507073995990913
1,"5xAM + GxE",53,"True (Vg/Vy)",0.510700277546655
2,"5xAM + GxE",53,"True (Vg/Vy)",0.516327199992727
3,"5xAM + GxE",53,"True (Vg/Vy)",0.521058427322061
4,"5xAM + GxE",53,"True (Vg/Vy)",0.519968612134281
5,"5xAM + GxE",53,"True (Vg/Vy)",0.516201436729922
0,"5xAM + VT",53,"True (Vg/Vy)",0.504536531109208
1,"5xAM + VT",53,"True (Vg/Vy)",0.448771772483587
2,"5xAM + VT",53,"True (Vg/Vy)",0.429477641637114
3,"5xAM + VT",53,"True (Vg/Vy)",0.424294083794554
4,"5xAM + VT",53,"True (Vg/Vy)",0.420171973022225
5,"5xAM + VT",53,"True (Vg/Vy)",0.415341686791961
0,"5xAM + VT + GxE",53,"True (Vg/Vy)",0.503217896333171
1,"5xAM + VT + GxE",53,"True (Vg/Vy)",0.445409439935648
2,"5xAM + VT + GxE",53,"True (Vg/Vy)",0.422142216245779
3,"5xAM + VT + GxE",53,"True (Vg/Vy)",0.411650040474108
4,"5xAM + VT + GxE",53,"True (Vg/Vy)",0.406063887722734
5,"5xAM + VT + GxE",53,"True (Vg/Vy)",0.40585743541992
0,"5xAM",54,"True (Vg/Vy)",0.491574901036885
1,"5xAM",54,"True (Vg/Vy)",0.49800651946503
2,"5xAM",54,"True (Vg/Vy)",0.502789370948432
3,"5xAM",54,"True (Vg/Vy)",0.505715202388596
4,"5xAM",54,"True (Vg/Vy)",0.506790240004877
5,"5xAM",54,"True (Vg/Vy)",0.506078438103202
0,"5xAM + GxE",54,"True (Vg/Vy)",0.495006664514872
1,"5xAM + GxE",54,"True (Vg/Vy)",0.49909083117592
2,"5xAM + GxE",54,"True (Vg/Vy)",0.502861390982422
3,"5xAM + GxE",54,"True (Vg/Vy)",0.507129032157673
4,"5xAM + GxE",54,"True (Vg/Vy)",0.513017202908111
5,"5xAM + GxE",54,"True (Vg/Vy)",0.507316191144718
0,"5xAM + VT",54,"True (Vg/Vy)",0.49247002249475
1,"5xAM + VT",54,"True (Vg/Vy)",0.437525984156939
2,"5xAM + VT",54,"True (Vg/Vy)",0.416618403288077
3,"5xAM + VT",54,"True (Vg/Vy)",0.41329999729125
4,"5xAM + VT",54,"True (Vg/Vy)",0.409698757227128
5,"5xAM + VT",54,"True (Vg/Vy)",0.412898328699344
0,"5xAM + VT + GxE",54,"True (Vg/Vy)",0.492983519945946
1,"5xAM + VT + GxE",54,"True (Vg/Vy)",0.434496222837121
2,"5xAM + VT + GxE",54,"True (Vg/Vy)",0.41203354073752
3,"5xAM + VT + GxE",54,"True (Vg/Vy)",0.404989694179934
4,"5xAM + VT + GxE",54,"True (Vg/Vy)",0.402021488769268
5,"5xAM + VT + GxE",54,"True (Vg/Vy)",0.396600290775594
0,"5xAM",55,"True (Vg/Vy)",0.501677619833388
1,"5xAM",55,"True (Vg/Vy)",0.506941111055657
2,"5xAM",55,"True (Vg/Vy)",0.511737166994991
3,"5xAM",55,"True (Vg/Vy)",0.512247480699568
4,"5xAM",55,"True (Vg/Vy)",0.517237196277457
5,"5xAM",55,"True (Vg/Vy)",0.510959773202856
0,"5xAM + GxE",55,"True (Vg/Vy)",0.504716646062282
1,"5xAM + GxE",55,"True (Vg/Vy)",0.509447955642696
2,"5xAM + GxE",55,"True (Vg/Vy)",0.514228583706239
3,"5xAM + GxE",55,"True (Vg/Vy)",0.512117527274418
4,"5xAM + GxE",55,"True (Vg/Vy)",0.516204143640328
5,"5xAM + GxE",55,"True (Vg/Vy)",0.513262272209958
0,"5xAM + VT",55,"True (Vg/Vy)",0.503297534692332
1,"5xAM + VT",55,"True (Vg/Vy)",0.446552934105287
2,"5xAM + VT",55,"True (Vg/Vy)",0.427461377721408
3,"5xAM + VT",55,"True (Vg/Vy)",0.420725444235459
4,"5xAM + VT",55,"True (Vg/Vy)",0.422516102456389
5,"5xAM + VT",55,"True (Vg/Vy)",0.410108121218643
0,"5xAM + VT + GxE",55,"True (Vg/Vy)",0.50284881536494
1,"5xAM + VT + GxE",55,"True (Vg/Vy)",0.443014104584509
2,"5xAM + VT + GxE",55,"True (Vg/Vy)",0.420194186402615
3,"5xAM + VT + GxE",55,"True (Vg/Vy)",0.412349903672704
4,"5xAM + VT + GxE",55,"True (Vg/Vy)",0.408068083624392
5,"5xAM + VT + GxE",55,"True (Vg/Vy)",0.401328173488298
0,"5xAM",56,"True (Vg/Vy)",0.501649615283668
1,"5xAM",56,"True (Vg/Vy)",0.506691205209772
2,"5xAM",56,"True (Vg/Vy)",0.509210943964314
3,"5xAM",56,"True (Vg/Vy)",0.513217659687947
4,"5xAM",56,"True (Vg/Vy)",0.514134066863348
5,"5xAM",56,"True (Vg/Vy)",0.515288374592846
0,"5xAM + GxE",56,"True (Vg/Vy)",0.503239859520462
1,"5xAM + GxE",56,"True (Vg/Vy)",0.508317248829781
2,"5xAM + GxE",56,"True (Vg/Vy)",0.511784277135438
3,"5xAM + GxE",56,"True (Vg/Vy)",0.513747754645626
4,"5xAM + GxE",56,"True (Vg/Vy)",0.512323272627589
5,"5xAM + GxE",56,"True (Vg/Vy)",0.508297330183246
0,"5xAM + VT",56,"True (Vg/Vy)",0.500117026181555
1,"5xAM + VT",56,"True (Vg/Vy)",0.445721937407237
2,"5xAM + VT",56,"True (Vg/Vy)",0.425530119004531
3,"5xAM + VT",56,"True (Vg/Vy)",0.417882134256461
4,"5xAM + VT",56,"True (Vg/Vy)",0.414086801784093
5,"5xAM + VT",56,"True (Vg/Vy)",0.414750469331851
0,"5xAM + VT + GxE",56,"True (Vg/Vy)",0.501408771695125
1,"5xAM + VT + GxE",56,"True (Vg/Vy)",0.442324118599531
2,"5xAM + VT + GxE",56,"True (Vg/Vy)",0.41824944837744
3,"5xAM + VT + GxE",56,"True (Vg/Vy)",0.408385309143283
4,"5xAM + VT + GxE",56,"True (Vg/Vy)",0.405277592754208
5,"5xAM + VT + GxE",56,"True (Vg/Vy)",0.404244830257033
0,"5xAM",57,"True (Vg/Vy)",0.499761318288837
1,"5xAM",57,"True (Vg/Vy)",0.505349659412109
2,"5xAM",57,"True (Vg/Vy)",0.509090782805667
3,"5xAM",57,"True (Vg/Vy)",0.511494008278062
4,"5xAM",57,"True (Vg/Vy)",0.518180314689098
5,"5xAM",57,"True (Vg/Vy)",0.513858953637204
0,"5xAM + GxE",57,"True (Vg/Vy)",0.502749915500649
1,"5xAM + GxE",57,"True (Vg/Vy)",0.508014070280337
2,"5xAM + GxE",57,"True (Vg/Vy)",0.507477659504427
3,"5xAM + GxE",57,"True (Vg/Vy)",0.511719335119646
4,"5xAM + GxE",57,"True (Vg/Vy)",0.522520320585521
5,"5xAM + GxE",57,"True (Vg/Vy)",0.519894649914375
0,"5xAM + VT",57,"True (Vg/Vy)",0.49969315839303
1,"5xAM + VT",57,"True (Vg/Vy)",0.445225454312704
2,"5xAM + VT",57,"True (Vg/Vy)",0.424417857009755
3,"5xAM + VT",57,"True (Vg/Vy)",0.418832759886091
4,"5xAM + VT",57,"True (Vg/Vy)",0.418537427552842
5,"5xAM + VT",57,"True (Vg/Vy)",0.419090809520467
0,"5xAM + VT + GxE",57,"True (Vg/Vy)",0.499771821524606
1,"5xAM + VT + GxE",57,"True (Vg/Vy)",0.439556059875364
2,"5xAM + VT + GxE",57,"True (Vg/Vy)",0.415434648764551
3,"5xAM + VT + GxE",57,"True (Vg/Vy)",0.407707315670373
4,"5xAM + VT + GxE",57,"True (Vg/Vy)",0.406089623499178
5,"5xAM + VT + GxE",57,"True (Vg/Vy)",0.402450076713371
0,"5xAM",58,"True (Vg/Vy)",0.495122912395739
1,"5xAM",58,"True (Vg/Vy)",0.500640969470411
2,"5xAM",58,"True (Vg/Vy)",0.502840310316085
3,"5xAM",58,"True (Vg/Vy)",0.503580622688295
4,"5xAM",58,"True (Vg/Vy)",0.510613551652283
5,"5xAM",58,"True (Vg/Vy)",0.507950966946908
0,"5xAM + GxE",58,"True (Vg/Vy)",0.497359475036
1,"5xAM + GxE",58,"True (Vg/Vy)",0.502709637146507
2,"5xAM + GxE",58,"True (Vg/Vy)",0.506470012579274
3,"5xAM + GxE",58,"True (Vg/Vy)",0.507835821219845
4,"5xAM + GxE",58,"True (Vg/Vy)",0.514033693084403
5,"5xAM + GxE",58,"True (Vg/Vy)",0.512231849257013
0,"5xAM + VT",58,"True (Vg/Vy)",0.493404535368593
1,"5xAM + VT",58,"True (Vg/Vy)",0.438824687638246
2,"5xAM + VT",58,"True (Vg/Vy)",0.420032743129035
3,"5xAM + VT",58,"True (Vg/Vy)",0.412461183854748
4,"5xAM + VT",58,"True (Vg/Vy)",0.412930929768289
5,"5xAM + VT",58,"True (Vg/Vy)",0.411632120138271
0,"5xAM + VT + GxE",58,"True (Vg/Vy)",0.493872077553656
1,"5xAM + VT + GxE",58,"True (Vg/Vy)",0.436368923673779
2,"5xAM + VT + GxE",58,"True (Vg/Vy)",0.414130340244378
3,"5xAM + VT + GxE",58,"True (Vg/Vy)",0.404119052683966
4,"5xAM + VT + GxE",58,"True (Vg/Vy)",0.402826530249049
5,"5xAM + VT + GxE",58,"True (Vg/Vy)",0.399706090328897
0,"5xAM",59,"True (Vg/Vy)",0.502966009825623
1,"5xAM",59,"True (Vg/Vy)",0.509327346974808
2,"5xAM",59,"True (Vg/Vy)",0.514801609077015
3,"5xAM",59,"True (Vg/Vy)",0.515042426325761
4,"5xAM",59,"True (Vg/Vy)",0.515741427839381
5,"5xAM",59,"True (Vg/Vy)",0.517719857606492
0,"5xAM + GxE",59,"True (Vg/Vy)",0.504511012973143
1,"5xAM + GxE",59,"True (Vg/Vy)",0.510954928948797
2,"5xAM + GxE",59,"True (Vg/Vy)",0.514651722719229
3,"5xAM + GxE",59,"True (Vg/Vy)",0.512215026037987
4,"5xAM + GxE",59,"True (Vg/Vy)",0.521461469641321
5,"5xAM + GxE",59,"True (Vg/Vy)",0.514906815681331
0,"5xAM + VT",59,"True (Vg/Vy)",0.502933676822612
1,"5xAM + VT",59,"True (Vg/Vy)",0.447188760541063
2,"5xAM + VT",59,"True (Vg/Vy)",0.427927853015358
3,"5xAM + VT",59,"True (Vg/Vy)",0.419657531681213
4,"5xAM + VT",59,"True (Vg/Vy)",0.419455066138438
5,"5xAM + VT",59,"True (Vg/Vy)",0.416855586021344
0,"5xAM + VT + GxE",59,"True (Vg/Vy)",0.501775452905252
1,"5xAM + VT + GxE",59,"True (Vg/Vy)",0.442907463739994
2,"5xAM + VT + GxE",59,"True (Vg/Vy)",0.420311151325432
3,"5xAM + VT + GxE",59,"True (Vg/Vy)",0.409773739660973
4,"5xAM + VT + GxE",59,"True (Vg/Vy)",0.411644341486265
5,"5xAM + VT + GxE",59,"True (Vg/Vy)",0.402935784733072
0,"5xAM",6,"True (Vg/Vy)",0.502291001616547
