"gen","scenario","seed","quantity","h2"
4,"5xAM + GxE",34,"Panmictic (causal var.)",0.483302178361176
5,"5xAM + GxE",34,"Panmictic (causal var.)",0.482492310195395
0,"5xAM + VT",34,"Panmictic (causal var.)",0.500845684634699
1,"5xAM + VT",34,"Panmictic (causal var.)",0.437147205048006
2,"5xAM + VT",34,"Panmictic (causal var.)",0.414950593042552
3,"5xAM + VT",34,"Panmictic (causal var.)",0.405507293943375
4,"5xAM + VT",34,"Panmictic (causal var.)",0.401460083125254
5,"5xAM + VT",34,"Panmictic (causal var.)",0.406413879995112
0,"5xAM + VT + GxE",34,"Panmictic (causal var.)",0.500414199889591
1,"5xAM + VT + GxE",34,"Panmictic (causal var.)",0.433737061830703
2,"5xAM + VT + GxE",34,"Panmictic (causal var.)",0.409375397623493
3,"5xAM + VT + GxE",34,"Panmictic (causal var.)",0.394977158676606
4,"5xAM + VT + GxE",34,"Panmictic (causal var.)",0.38938653340039
5,"5xAM + VT + GxE",34,"Panmictic (causal var.)",0.3888031667568
0,"5xAM",35,"Panmictic (causal var.)",0.503622944667316
1,"5xAM",35,"Panmictic (causal var.)",0.497615477404934
2,"5xAM",35,"Panmictic (causal var.)",0.495027288111214
3,"5xAM",35,"Panmictic (causal var.)",0.494373810940444
4,"5xAM",35,"Panmictic (causal var.)",0.493493207755345
5,"5xAM",35,"Panmictic (causal var.)",0.489602194533379
0,"5xAM + GxE",35,"Panmictic (causal var.)",0.506800858714758
1,"5xAM + GxE",35,"Panmictic (causal var.)",0.500401519958791
2,"5xAM + GxE",35,"Panmictic (causal var.)",0.495372166141324
3,"5xAM + GxE",35,"Panmictic (causal var.)",0.496344910875274
4,"5xAM + GxE",35,"Panmictic (causal var.)",0.495595627286637
5,"5xAM + GxE",35,"Panmictic (causal var.)",0.493015053157794
0,"5xAM + VT",35,"Panmictic (causal var.)",0.504923601288066
1,"5xAM + VT",35,"Panmictic (causal var.)",0.440836677609718
2,"5xAM + VT",35,"Panmictic (causal var.)",0.418988509632595
3,"5xAM + VT",35,"Panmictic (causal var.)",0.412299503163239
4,"5xAM + VT",35,"Panmictic (causal var.)",0.409101672522747
5,"5xAM + VT",35,"Panmictic (causal var.)",0.403758882931402
0,"5xAM + VT + GxE",35,"Panmictic (causal var.)",0.504670279554196
1,"5xAM + VT + GxE",35,"Panmictic (causal var.)",0.436577177226382
2,"5xAM + VT + GxE",35,"Panmictic (causal var.)",0.408192980898118
3,"5xAM + VT + GxE",35,"Panmictic (causal var.)",0.400483645625773
4,"5xAM + VT + GxE",35,"Panmictic (causal var.)",0.39444114988627
5,"5xAM + VT + GxE",35,"Panmictic (causal var.)",0.389271861482044
0,"5xAM",36,"Panmictic (causal var.)",0.488000707561794
1,"5xAM",36,"Panmictic (causal var.)",0.483138913706179
2,"5xAM",36,"Panmictic (causal var.)",0.478853822830642
3,"5xAM",36,"Panmictic (causal var.)",0.476327653307399
4,"5xAM",36,"Panmictic (causal var.)",0.475032070701991
5,"5xAM",36,"Panmictic (causal var.)",0.469034910486484
0,"5xAM + GxE",36,"Panmictic (causal var.)",0.490360699733607
1,"5xAM + GxE",36,"Panmictic (causal var.)",0.486172013712843
2,"5xAM + GxE",36,"Panmictic (causal var.)",0.47944294588662
3,"5xAM + GxE",36,"Panmictic (causal var.)",0.473711462185536
4,"5xAM + GxE",36,"Panmictic (causal var.)",0.472779141053323
5,"5xAM + GxE",36,"Panmictic (causal var.)",0.466537255142513
0,"5xAM + VT",36,"Panmictic (causal var.)",0.487480672056005
1,"5xAM + VT",36,"Panmictic (causal var.)",0.428428846251362
2,"5xAM + VT",36,"Panmictic (causal var.)",0.404376086667766
3,"5xAM + VT",36,"Panmictic (causal var.)",0.39536826548426
4,"5xAM + VT",36,"Panmictic (causal var.)",0.391212381158977
5,"5xAM + VT",36,"Panmictic (causal var.)",0.385203010370871
0,"5xAM + VT + GxE",36,"Panmictic (causal var.)",0.48718317036775
1,"5xAM + VT + GxE",36,"Panmictic (causal var.)",0.424044858091243
2,"5xAM + VT + GxE",36,"Panmictic (causal var.)",0.396444073045141
3,"5xAM + VT + GxE",36,"Panmictic (causal var.)",0.387068886519245
4,"5xAM + VT + GxE",36,"Panmictic (causal var.)",0.382374707643332
5,"5xAM + VT + GxE",36,"Panmictic (causal var.)",0.379145966668772
0,"5xAM",37,"Panmictic (causal var.)",0.501167609715836
1,"5xAM",37,"Panmictic (causal var.)",0.495434780926255
2,"5xAM",37,"Panmictic (causal var.)",0.491798526934402
3,"5xAM",37,"Panmictic (causal var.)",0.489936620805869
4,"5xAM",37,"Panmictic (causal var.)",0.487007571596718
5,"5xAM",37,"Panmictic (causal var.)",0.488349586576518
0,"5xAM + GxE",37,"Panmictic (causal var.)",0.503839036300053
1,"5xAM + GxE",37,"Panmictic (causal var.)",0.497534869180782
2,"5xAM + GxE",37,"Panmictic (causal var.)",0.494059500762679
3,"5xAM + GxE",37,"Panmictic (causal var.)",0.489948748195271
4,"5xAM + GxE",37,"Panmictic (causal var.)",0.491462071595018
5,"5xAM + GxE",37,"Panmictic (causal var.)",0.495740178662186
0,"5xAM + VT",37,"Panmictic (causal var.)",0.501762138798189
1,"5xAM + VT",37,"Panmictic (causal var.)",0.438459076617977
2,"5xAM + VT",37,"Panmictic (causal var.)",0.414830702139381
3,"5xAM + VT",37,"Panmictic (causal var.)",0.406571396241114
4,"5xAM + VT",37,"Panmictic (causal var.)",0.401364780326075
5,"5xAM + VT",37,"Panmictic (causal var.)",0.399160236693786
0,"5xAM + VT + GxE",37,"Panmictic (causal var.)",0.500756705575194
1,"5xAM + VT + GxE",37,"Panmictic (causal var.)",0.434225849780491
2,"5xAM + VT + GxE",37,"Panmictic (causal var.)",0.408512677598621
3,"5xAM + VT + GxE",37,"Panmictic (causal var.)",0.394761870435294
4,"5xAM + VT + GxE",37,"Panmictic (causal var.)",0.390218246016511
5,"5xAM + VT + GxE",37,"Panmictic (causal var.)",0.392352416997962
0,"5xAM",38,"Panmictic (causal var.)",0.492146203234816
1,"5xAM",38,"Panmictic (causal var.)",0.485709364615582
2,"5xAM",38,"Panmictic (causal var.)",0.482467325286328
3,"5xAM",38,"Panmictic (causal var.)",0.480348624297408
4,"5xAM",38,"Panmictic (causal var.)",0.478121333787472
5,"5xAM",38,"Panmictic (causal var.)",0.473095109749113
0,"5xAM + GxE",38,"Panmictic (causal var.)",0.497461523232963
1,"5xAM + GxE",38,"Panmictic (causal var.)",0.488526126094056
2,"5xAM + GxE",38,"Panmictic (causal var.)",0.48350112700881
3,"5xAM + GxE",38,"Panmictic (causal var.)",0.482571791657621
4,"5xAM + GxE",38,"Panmictic (causal var.)",0.484404656734895
5,"5xAM + GxE",38,"Panmictic (causal var.)",0.486186865722652
0,"5xAM + VT",38,"Panmictic (causal var.)",0.493221917868265
1,"5xAM + VT",38,"Panmictic (causal var.)",0.43223073470311
2,"5xAM + VT",38,"Panmictic (causal var.)",0.407620137059175
3,"5xAM + VT",38,"Panmictic (causal var.)",0.398287003296135
4,"5xAM + VT",38,"Panmictic (causal var.)",0.397153163551288
5,"5xAM + VT",38,"Panmictic (causal var.)",0.397915138585965
0,"5xAM + VT + GxE",38,"Panmictic (causal var.)",0.493508242724196
1,"5xAM + VT + GxE",38,"Panmictic (causal var.)",0.427953472423476
2,"5xAM + VT + GxE",38,"Panmictic (causal var.)",0.400162908635771
3,"5xAM + VT + GxE",38,"Panmictic (causal var.)",0.390276208776995
4,"5xAM + VT + GxE",38,"Panmictic (causal var.)",0.38356357920758
5,"5xAM + VT + GxE",38,"Panmictic (causal var.)",0.380910254793999
0,"5xAM",39,"Panmictic (causal var.)",0.495041138254722
1,"5xAM",39,"Panmictic (causal var.)",0.48888718843982
2,"5xAM",39,"Panmictic (causal var.)",0.486669236344385
3,"5xAM",39,"Panmictic (causal var.)",0.484004230458399
4,"5xAM",39,"Panmictic (causal var.)",0.479252000259883
5,"5xAM",39,"Panmictic (causal var.)",0.477764937256123
0,"5xAM + GxE",39,"Panmictic (causal var.)",0.499167293214901
1,"5xAM + GxE",39,"Panmictic (causal var.)",0.492065356194712
2,"5xAM + GxE",39,"Panmictic (causal var.)",0.486869846627998
3,"5xAM + GxE",39,"Panmictic (causal var.)",0.487780820071806
4,"5xAM + GxE",39,"Panmictic (causal var.)",0.485708723287396
5,"5xAM + GxE",39,"Panmictic (causal var.)",0.482702219200496
0,"5xAM + VT",39,"Panmictic (causal var.)",0.495570520327445
1,"5xAM + VT",39,"Panmictic (causal var.)",0.435301214891517
2,"5xAM + VT",39,"Panmictic (causal var.)",0.409922913793733
3,"5xAM + VT",39,"Panmictic (causal var.)",0.402316645129184
4,"5xAM + VT",39,"Panmictic (causal var.)",0.396152486599095
5,"5xAM + VT",39,"Panmictic (causal var.)",0.392951680501866
0,"5xAM + VT + GxE",39,"Panmictic (causal var.)",0.496419267495213
1,"5xAM + VT + GxE",39,"Panmictic (causal var.)",0.430123583095439
2,"5xAM + VT + GxE",39,"Panmictic (causal var.)",0.403954368871443
3,"5xAM + VT + GxE",39,"Panmictic (causal var.)",0.392300913647743
4,"5xAM + VT + GxE",39,"Panmictic (causal var.)",0.390768964562148
5,"5xAM + VT + GxE",39,"Panmictic (causal var.)",0.38235707850675
0,"5xAM",4,"Panmictic (causal var.)",0.496846980387308
1,"5xAM",4,"Panmictic (causal var.)",0.490989853395306
2,"5xAM",4,"Panmictic (causal var.)",0.485849888995004
3,"5xAM",4,"Panmictic (causal var.)",0.484710137045082
4,"5xAM",4,"Panmictic (causal var.)",0.483065528895625
5,"5xAM",4,"Panmictic (causal var.)",0.475261700478446
0,"5xAM + GxE",4,"Panmictic (causal var.)",0.498848459911061
1,"5xAM + GxE",4,"Panmictic (causal var.)",0.49258373547021
2,"5xAM + GxE",4,"Panmictic (causal var.)",0.487591503469079
3,"5xAM + GxE",4,"Panmictic (causal var.)",0.488963126493969
4,"5xAM + GxE",4,"Panmictic (causal var.)",0.484572704606275
5,"5xAM + GxE",4,"Panmictic (causal var.)",0.48396510545125
0,"5xAM + VT",4,"Panmictic (causal var.)",0.497062271260032
1,"5xAM + VT",4,"Panmictic (causal var.)",0.435150312266702
2,"5xAM + VT",4,"Panmictic (causal var.)",0.410653703131649
3,"5xAM + VT",4,"Panmictic (causal var.)",0.404288937212571
4,"5xAM + VT",4,"Panmictic (causal var.)",0.402158278183113
5,"5xAM + VT",4,"Panmictic (causal var.)",0.398434459049594
0,"5xAM + VT + GxE",4,"Panmictic (causal var.)",0.496727487536499
1,"5xAM + VT + GxE",4,"Panmictic (causal var.)",0.430530778999962
2,"5xAM + VT + GxE",4,"Panmictic (causal var.)",0.401670931185215
3,"5xAM + VT + GxE",4,"Panmictic (causal var.)",0.392687721886592
4,"5xAM + VT + GxE",4,"Panmictic (causal var.)",0.389675074630375
5,"5xAM + VT + GxE",4,"Panmictic (causal var.)",0.388348051592594
0,"5xAM",40,"Panmictic (causal var.)",0.511838932554612
1,"5xAM",40,"Panmictic (causal var.)",0.505898569276134
2,"5xAM",40,"Panmictic (causal var.)",0.501817496263819
3,"5xAM",40,"Panmictic (causal var.)",0.49592133382166
4,"5xAM",40,"Panmictic (causal var.)",0.499990311753873
5,"5xAM",40,"Panmictic (causal var.)",0.499922847642733
0,"5xAM + GxE",40,"Panmictic (causal var.)",0.513450804546408
1,"5xAM + GxE",40,"Panmictic (causal var.)",0.506113217409768
2,"5xAM + GxE",40,"Panmictic (causal var.)",0.504136877169829
3,"5xAM + GxE",40,"Panmictic (causal var.)",0.500245964738774
4,"5xAM + GxE",40,"Panmictic (causal var.)",0.499061348523018
5,"5xAM + GxE",40,"Panmictic (causal var.)",0.49362315986415
0,"5xAM + VT",40,"Panmictic (causal var.)",0.511548139134878
1,"5xAM + VT",40,"Panmictic (causal var.)",0.448219689838047
2,"5xAM + VT",40,"Panmictic (causal var.)",0.424189483135274
3,"5xAM + VT",40,"Panmictic (causal var.)",0.415906832144034
4,"5xAM + VT",40,"Panmictic (causal var.)",0.412541687509657
5,"5xAM + VT",40,"Panmictic (causal var.)",0.41238859378178
0,"5xAM + VT + GxE",40,"Panmictic (causal var.)",0.511032652337625
1,"5xAM + VT + GxE",40,"Panmictic (causal var.)",0.443310081797562
2,"5xAM + VT + GxE",40,"Panmictic (causal var.)",0.417843271257353
3,"5xAM + VT + GxE",40,"Panmictic (causal var.)",0.403529635211063
4,"5xAM + VT + GxE",40,"Panmictic (causal var.)",0.404680467082251
5,"5xAM + VT + GxE",40,"Panmictic (causal var.)",0.392918498790122
0,"5xAM",41,"Panmictic (causal var.)",0.503917265926912
1,"5xAM",41,"Panmictic (causal var.)",0.498025485087114
2,"5xAM",41,"Panmictic (causal var.)",0.493143895120221
3,"5xAM",41,"Panmictic (causal var.)",0.490768463087863
4,"5xAM",41,"Panmictic (causal var.)",0.489498222208378
5,"5xAM",41,"Panmictic (causal var.)",0.489754422504878
0,"5xAM + GxE",41,"Panmictic (causal var.)",0.505472676044851
1,"5xAM + GxE",41,"Panmictic (causal var.)",0.498316533048861
2,"5xAM + GxE",41,"Panmictic (causal var.)",0.493089460704159
3,"5xAM + GxE",41,"Panmictic (causal var.)",0.493727432938349
4,"5xAM + GxE",41,"Panmictic (causal var.)",0.48696359103045
5,"5xAM + GxE",41,"Panmictic (causal var.)",0.489842129065876
0,"5xAM + VT",41,"Panmictic (causal var.)",0.504047492797661
1,"5xAM + VT",41,"Panmictic (causal var.)",0.440143902334705
2,"5xAM + VT",41,"Panmictic (causal var.)",0.416923150761838
3,"5xAM + VT",41,"Panmictic (causal var.)",0.408772527597178
4,"5xAM + VT",41,"Panmictic (causal var.)",0.40484087816328
5,"5xAM + VT",41,"Panmictic (causal var.)",0.405127415970067
0,"5xAM + VT + GxE",41,"Panmictic (causal var.)",0.502609920567831
1,"5xAM + VT + GxE",41,"Panmictic (causal var.)",0.434519839765535
2,"5xAM + VT + GxE",41,"Panmictic (causal var.)",0.407331581611469
3,"5xAM + VT + GxE",41,"Panmictic (causal var.)",0.397743175210377
4,"5xAM + VT + GxE",41,"Panmictic (causal var.)",0.39381585441222
5,"5xAM + VT + GxE",41,"Panmictic (causal var.)",0.389910104679417
0,"5xAM",42,"Panmictic (causal var.)",0.499253910035029
1,"5xAM",42,"Panmictic (causal var.)",0.491255216162942
2,"5xAM",42,"Panmictic (causal var.)",0.486210272136432
3,"5xAM",42,"Panmictic (causal var.)",0.486308270155713
4,"5xAM",42,"Panmictic (causal var.)",0.485089603656334
5,"5xAM",42,"Panmictic (causal var.)",0.476405522414708
0,"5xAM + GxE",42,"Panmictic (causal var.)",0.500486969666355
1,"5xAM + GxE",42,"Panmictic (causal var.)",0.493738876961914
2,"5xAM + GxE",42,"Panmictic (causal var.)",0.488761581282699
3,"5xAM + GxE",42,"Panmictic (causal var.)",0.488435757344681
4,"5xAM + GxE",42,"Panmictic (causal var.)",0.488937736516656
5,"5xAM + GxE",42,"Panmictic (causal var.)",0.483245671137898
0,"5xAM + VT",42,"Panmictic (causal var.)",0.497535769953093
1,"5xAM + VT",42,"Panmictic (causal var.)",0.435171174275895
2,"5xAM + VT",42,"Panmictic (causal var.)",0.411509939527929
3,"5xAM + VT",42,"Panmictic (causal var.)",0.404707560697929
4,"5xAM + VT",42,"Panmictic (causal var.)",0.399356657072678
5,"5xAM + VT",42,"Panmictic (causal var.)",0.399255593755243
0,"5xAM + VT + GxE",42,"Panmictic (causal var.)",0.498813127485632
1,"5xAM + VT + GxE",42,"Panmictic (causal var.)",0.431992341658669
2,"5xAM + VT + GxE",42,"Panmictic (causal var.)",0.404808997163095
3,"5xAM + VT + GxE",42,"Panmictic (causal var.)",0.395325526626429
4,"5xAM + VT + GxE",42,"Panmictic (causal var.)",0.391481564396375
5,"5xAM + VT + GxE",42,"Panmictic (causal var.)",0.389986511696059
0,"5xAM",43,"Panmictic (causal var.)",0.506921436805195
1,"5xAM",43,"Panmictic (causal var.)",0.501948389071261
2,"5xAM",43,"Panmictic (causal var.)",0.497748608424696
3,"5xAM",43,"Panmictic (causal var.)",0.494342244083324
4,"5xAM",43,"Panmictic (causal var.)",0.493723684996858
5,"5xAM",43,"Panmictic (causal var.)",0.488660218240106
0,"5xAM + GxE",43,"Panmictic (causal var.)",0.509130414848003
1,"5xAM + GxE",43,"Panmictic (causal var.)",0.502175029355471
2,"5xAM + GxE",43,"Panmictic (causal var.)",0.498122798037587
3,"5xAM + GxE",43,"Panmictic (causal var.)",0.493770208263059
4,"5xAM + GxE",43,"Panmictic (causal var.)",0.493449246849733
5,"5xAM + GxE",43,"Panmictic (causal var.)",0.492520018696735
0,"5xAM + VT",43,"Panmictic (causal var.)",0.507973504479493
1,"5xAM + VT",43,"Panmictic (causal var.)",0.443895718207118
2,"5xAM + VT",43,"Panmictic (causal var.)",0.420097104953981
3,"5xAM + VT",43,"Panmictic (causal var.)",0.412045892880722
4,"5xAM + VT",43,"Panmictic (causal var.)",0.409767374891665
5,"5xAM + VT",43,"Panmictic (causal var.)",0.412523597108474
0,"5xAM + VT + GxE",43,"Panmictic (causal var.)",0.505066578873326
1,"5xAM + VT + GxE",43,"Panmictic (causal var.)",0.438611550359892
2,"5xAM + VT + GxE",43,"Panmictic (causal var.)",0.412515017855038
3,"5xAM + VT + GxE",43,"Panmictic (causal var.)",0.403798758658211
4,"5xAM + VT + GxE",43,"Panmictic (causal var.)",0.396578622340015
5,"5xAM + VT + GxE",43,"Panmictic (causal var.)",0.39157251125006
0,"5xAM",44,"Panmictic (causal var.)",0.499344805101923
1,"5xAM",44,"Panmictic (causal var.)",0.492798467397444
2,"5xAM",44,"Panmictic (causal var.)",0.490056047608232
3,"5xAM",44,"Panmictic (causal var.)",0.488459897631678
4,"5xAM",44,"Panmictic (causal var.)",0.487426743308988
5,"5xAM",44,"Panmictic (causal var.)",0.483486906684395
0,"5xAM + GxE",44,"Panmictic (causal var.)",0.503812123147434
1,"5xAM + GxE",44,"Panmictic (causal var.)",0.49643454719786
2,"5xAM + GxE",44,"Panmictic (causal var.)",0.490396173856347
3,"5xAM + GxE",44,"Panmictic (causal var.)",0.490400915953825
4,"5xAM + GxE",44,"Panmictic (causal var.)",0.489224166325714
5,"5xAM + GxE",44,"Panmictic (causal var.)",0.483931831529025
0,"5xAM + VT",44,"Panmictic (causal var.)",0.500219079730632
1,"5xAM + VT",44,"Panmictic (causal var.)",0.436872667874
2,"5xAM + VT",44,"Panmictic (causal var.)",0.414446692989205
3,"5xAM + VT",44,"Panmictic (causal var.)",0.40519621526235
4,"5xAM + VT",44,"Panmictic (causal var.)",0.401587534688749
5,"5xAM + VT",44,"Panmictic (causal var.)",0.403483531466349
0,"5xAM + VT + GxE",44,"Panmictic (causal var.)",0.500150328178888
1,"5xAM + VT + GxE",44,"Panmictic (causal var.)",0.434632203128157
2,"5xAM + VT + GxE",44,"Panmictic (causal var.)",0.406991046591684
3,"5xAM + VT + GxE",44,"Panmictic (causal var.)",0.394800504075769
4,"5xAM + VT + GxE",44,"Panmictic (causal var.)",0.389652320158264
5,"5xAM + VT + GxE",44,"Panmictic (causal var.)",0.387984003539227
0,"5xAM",45,"Panmictic (causal var.)",0.49889206101937
1,"5xAM",45,"Panmictic (causal var.)",0.491437194920692
2,"5xAM",45,"Panmictic (causal var.)",0.488631615800243
3,"5xAM",45,"Panmictic (causal var.)",0.485429004406752
4,"5xAM",45,"Panmictic (causal var.)",0.485383448805552
5,"5xAM",45,"Panmictic (causal var.)",0.481733585574555
0,"5xAM + GxE",45,"Panmictic (causal var.)",0.501034171018354
1,"5xAM + GxE",45,"Panmictic (causal var.)",0.494986331012273
2,"5xAM + GxE",45,"Panmictic (causal var.)",0.491269031224804
3,"5xAM + GxE",45,"Panmictic (causal var.)",0.488016823330292
4,"5xAM + GxE",45,"Panmictic (causal var.)",0.487262589281636
5,"5xAM + GxE",45,"Panmictic (causal var.)",0.489310386516615
0,"5xAM + VT",45,"Panmictic (causal var.)",0.499233670536532
1,"5xAM + VT",45,"Panmictic (causal var.)",0.436961058613646
2,"5xAM + VT",45,"Panmictic (causal var.)",0.413301848208857
3,"5xAM + VT",45,"Panmictic (causal var.)",0.40690870150495
4,"5xAM + VT",45,"Panmictic (causal var.)",0.403308968923096
5,"5xAM + VT",45,"Panmictic (causal var.)",0.403409595514851
0,"5xAM + VT + GxE",45,"Panmictic (causal var.)",0.498012232089468
1,"5xAM + VT + GxE",45,"Panmictic (causal var.)",0.432962581008325
2,"5xAM + VT + GxE",45,"Panmictic (causal var.)",0.406153746259579
3,"5xAM + VT + GxE",45,"Panmictic (causal var.)",0.394376615847972
4,"5xAM + VT + GxE",45,"Panmictic (causal var.)",0.390277223448206
5,"5xAM + VT + GxE",45,"Panmictic (causal var.)",0.391388020157267
0,"5xAM",46,"Panmictic (causal var.)",0.50230421823327
1,"5xAM",46,"Panmictic (causal var.)",0.497895206926692
2,"5xAM",46,"Panmictic (causal var.)",0.492231511816558
3,"5xAM",46,"Panmictic (causal var.)",0.49011330291776
4,"5xAM",46,"Panmictic (causal var.)",0.48902267476653
5,"5xAM",46,"Panmictic (causal var.)",0.48595185040541
0,"5xAM + GxE",46,"Panmictic (causal var.)",0.504689816769288
1,"5xAM + GxE",46,"Panmictic (causal var.)",0.50066444863852
2,"5xAM + GxE",46,"Panmictic (causal var.)",0.49236566836466
3,"5xAM + GxE",46,"Panmictic (causal var.)",0.491108387857313
4,"5xAM + GxE",46,"Panmictic (causal var.)",0.486933667887315
5,"5xAM + GxE",46,"Panmictic (causal var.)",0.491866162195626
0,"5xAM + VT",46,"Panmictic (causal var.)",0.503377479640914
1,"5xAM + VT",46,"Panmictic (causal var.)",0.441160917916085
2,"5xAM + VT",46,"Panmictic (causal var.)",0.41793734211518
3,"5xAM + VT",46,"Panmictic (causal var.)",0.40763668788994
4,"5xAM + VT",46,"Panmictic (causal var.)",0.406943772705299
5,"5xAM + VT",46,"Panmictic (causal var.)",0.397206111043508
0,"5xAM + VT + GxE",46,"Panmictic (causal var.)",0.503001107762411
1,"5xAM + VT + GxE",46,"Panmictic (causal var.)",0.437072536284339
2,"5xAM + VT + GxE",46,"Panmictic (causal var.)",0.407889906133083
3,"5xAM + VT + GxE",46,"Panmictic (causal var.)",0.398462562626198
4,"5xAM + VT + GxE",46,"Panmictic (causal var.)",0.393096546446586
5,"5xAM + VT + GxE",46,"Panmictic (causal var.)",0.39169824295033
0,"5xAM",47,"Panmictic (causal var.)",0.496046106246612
1,"5xAM",47,"Panmictic (causal var.)",0.49041326853921
2,"5xAM",47,"Panmictic (causal var.)",0.487448701735726
3,"5xAM",47,"Panmictic (causal var.)",0.484072119905057
4,"5xAM",47,"Panmictic (causal var.)",0.479894805946203
5,"5xAM",47,"Panmictic (causal var.)",0.474989440794764
0,"5xAM + GxE",47,"Panmictic (causal var.)",0.499296673701983
1,"5xAM + GxE",47,"Panmictic (causal var.)",0.491511947909749
2,"5xAM + GxE",47,"Panmictic (causal var.)",0.488335833759091
3,"5xAM + GxE",47,"Panmictic (causal var.)",0.487653418498534
4,"5xAM + GxE",47,"Panmictic (causal var.)",0.483852671805716
5,"5xAM + GxE",47,"Panmictic (causal var.)",0.477454502780559
0,"5xAM + VT",47,"Panmictic (causal var.)",0.496384731167984
1,"5xAM + VT",47,"Panmictic (causal var.)",0.433779628221888
2,"5xAM + VT",47,"Panmictic (causal var.)",0.408576383703031
3,"5xAM + VT",47,"Panmictic (causal var.)",0.4029182003702
4,"5xAM + VT",47,"Panmictic (causal var.)",0.397876320570768
5,"5xAM + VT",47,"Panmictic (causal var.)",0.396988076099688
0,"5xAM + VT + GxE",47,"Panmictic (causal var.)",0.495899077513045
1,"5xAM + VT + GxE",47,"Panmictic (causal var.)",0.429839297362453
2,"5xAM + VT + GxE",47,"Panmictic (causal var.)",0.403780049130312
3,"5xAM + VT + GxE",47,"Panmictic (causal var.)",0.392755138742207
4,"5xAM + VT + GxE",47,"Panmictic (causal var.)",0.389128030381851
5,"5xAM + VT + GxE",47,"Panmictic (causal var.)",0.383768431358066
0,"5xAM",48,"Panmictic (causal var.)",0.498721976361538
1,"5xAM",48,"Panmictic (causal var.)",0.493100249964107
2,"5xAM",48,"Panmictic (causal var.)",0.489582179466468
3,"5xAM",48,"Panmictic (causal var.)",0.486074339938249
4,"5xAM",48,"Panmictic (causal var.)",0.491461651039344
5,"5xAM",48,"Panmictic (causal var.)",0.486179846293632
0,"5xAM + GxE",48,"Panmictic (causal var.)",0.501265355691959
1,"5xAM + GxE",48,"Panmictic (causal var.)",0.495482731558112
2,"5xAM + GxE",48,"Panmictic (causal var.)",0.491942910957124
3,"5xAM + GxE",48,"Panmictic (causal var.)",0.486186644547494
4,"5xAM + GxE",48,"Panmictic (causal var.)",0.489300219616769
5,"5xAM + GxE",48,"Panmictic (causal var.)",0.483780679420761
0,"5xAM + VT",48,"Panmictic (causal var.)",0.499095276047873
1,"5xAM + VT",48,"Panmictic (causal var.)",0.437292849098522
2,"5xAM + VT",48,"Panmictic (causal var.)",0.412354039727631
3,"5xAM + VT",48,"Panmictic (causal var.)",0.402159809806832
4,"5xAM + VT",48,"Panmictic (causal var.)",0.40048957196175
5,"5xAM + VT",48,"Panmictic (causal var.)",0.399650426882795
0,"5xAM + VT + GxE",48,"Panmictic (causal var.)",0.499467984197427
1,"5xAM + VT + GxE",48,"Panmictic (causal var.)",0.433404615751498
2,"5xAM + VT + GxE",48,"Panmictic (causal var.)",0.403795516682857
3,"5xAM + VT + GxE",48,"Panmictic (causal var.)",0.395607039067716
4,"5xAM + VT + GxE",48,"Panmictic (causal var.)",0.392163549982739
5,"5xAM + VT + GxE",48,"Panmictic (causal var.)",0.387251763321792
0,"5xAM",49,"Panmictic (causal var.)",0.49393358734116
1,"5xAM",49,"Panmictic (causal var.)",0.487616449671732
2,"5xAM",49,"Panmictic (causal var.)",0.484588910437271
3,"5xAM",49,"Panmictic (causal var.)",0.480539305195368
4,"5xAM",49,"Panmictic (causal var.)",0.479631722335994
5,"5xAM",49,"Panmictic (causal var.)",0.480775239147331
0,"5xAM + GxE",49,"Panmictic (causal var.)",0.496859411051885
1,"5xAM + GxE",49,"Panmictic (causal var.)",0.489459274043003
2,"5xAM + GxE",49,"Panmictic (causal var.)",0.485730440091163
3,"5xAM + GxE",49,"Panmictic (causal var.)",0.480108380585118
4,"5xAM + GxE",49,"Panmictic (causal var.)",0.481979658970014
5,"5xAM + GxE",49,"Panmictic (causal var.)",0.483794379422442
0,"5xAM + VT",49,"Panmictic (causal var.)",0.493459818676921
1,"5xAM + VT",49,"Panmictic (causal var.)",0.431885111925434
2,"5xAM + VT",49,"Panmictic (causal var.)",0.408382238221254
3,"5xAM + VT",49,"Panmictic (causal var.)",0.399675494827826
4,"5xAM + VT",49,"Panmictic (causal var.)",0.39868333821479
5,"5xAM + VT",49,"Panmictic (causal var.)",0.394723396106263
0,"5xAM + VT + GxE",49,"Panmictic (causal var.)",0.494323159254399
1,"5xAM + VT + GxE",49,"Panmictic (causal var.)",0.427992934121287
2,"5xAM + VT + GxE",49,"Panmictic (causal var.)",0.40149237699253
3,"5xAM + VT + GxE",49,"Panmictic (causal var.)",0.393649849691513
4,"5xAM + VT + GxE",49,"Panmictic (causal var.)",0.387000504623905
5,"5xAM + VT + GxE",49,"Panmictic (causal var.)",0.386702303557543
0,"5xAM",5,"Panmictic (causal var.)",0.504298415814183
1,"5xAM",5,"Panmictic (causal var.)",0.498215842207701
2,"5xAM",5,"Panmictic (causal var.)",0.493948973895036
3,"5xAM",5,"Panmictic (causal var.)",0.493654293218405
4,"5xAM",5,"Panmictic (causal var.)",0.491077785241027
5,"5xAM",5,"Panmictic (causal var.)",0.492978604127615
0,"5xAM + GxE",5,"Panmictic (causal var.)",0.507943282640515
