"seed","gen","scenario","GWAS","xAM","relative_T1R","power"
169,5,"2xAM","Sibship","2-variate",1.05263157894737,"66%"
169,0,"5xAM","Sibship","5-variate",1.09569377990431,"66%"
169,1,"5xAM","Sibship","5-variate",0.952153110047846,"66%"
169,2,"5xAM","Sibship","5-variate",1.01913875598086,"66%"
169,3,"5xAM","Sibship","5-variate",0.952153110047846,"66%"
169,4,"5xAM","Sibship","5-variate",1.02870813397129,"66%"
169,5,"5xAM","Sibship","5-variate",1.09090909090909,"66%"
169,0,"5xAM","Sibship","5-variate",1.003663003663,"50%"
169,1,"5xAM","Sibship","5-variate",1.01831501831502,"50%"
169,2,"5xAM","Sibship","5-variate",1.04395604395604,"50%"
169,3,"5xAM","Sibship","5-variate",1,"50%"
169,4,"5xAM","Sibship","5-variate",1.04578754578755,"50%"
169,5,"5xAM","Sibship","5-variate",0.963369963369964,"50%"
169,0,"5xAM","Sibship","5-variate",0.998970133882596,"39%"
169,1,"5xAM","Sibship","5-variate",1.04119464469619,"39%"
169,2,"5xAM","Sibship","5-variate",1.00823892893924,"39%"
169,3,"5xAM","Sibship","5-variate",0.995880535530382,"39%"
169,4,"5xAM","Sibship","5-variate",0.972193614830072,"39%"
169,5,"5xAM","Sibship","5-variate",1.02471678681771,"39%"
17,0,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
17,1,"2xAM","Sibship","2-variate",1.26373626373626,"50%"
17,2,"2xAM","Sibship","2-variate",0.989010989010988,"50%"
17,3,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
17,4,"2xAM","Sibship","2-variate",1.00732600732601,"50%"
17,5,"2xAM","Sibship","2-variate",0.87912087912088,"50%"
17,0,"2xAM","Sibship","2-variate",0.834191555097838,"39%"
17,1,"2xAM","Sibship","2-variate",0.885684860968074,"39%"
17,2,"2xAM","Sibship","2-variate",0.957775489186406,"39%"
17,3,"2xAM","Sibship","2-variate",0.885684860968074,"39%"
17,4,"2xAM","Sibship","2-variate",0.998970133882596,"39%"
17,5,"2xAM","Sibship","2-variate",1.09165808444902,"39%"
17,0,"2xAM","Sibship","2-variate",1.24401913875598,"66%"
17,1,"2xAM","Sibship","2-variate",0.717703349282296,"66%"
17,2,"2xAM","Sibship","2-variate",0.956937799043062,"66%"
17,3,"2xAM","Sibship","2-variate",1.05263157894737,"66%"
17,4,"2xAM","Sibship","2-variate",1.43540669856459,"66%"
17,5,"2xAM","Sibship","2-variate",0.76555023923445,"66%"
17,0,"5xAM","Sibship","5-variate",1.06698564593301,"66%"
17,1,"5xAM","Sibship","5-variate",1.02870813397129,"66%"
17,2,"5xAM","Sibship","5-variate",0.933014354066986,"66%"
17,3,"5xAM","Sibship","5-variate",0.980861244019138,"66%"
17,4,"5xAM","Sibship","5-variate",1.06698564593301,"66%"
17,5,"5xAM","Sibship","5-variate",1.19138755980861,"66%"
17,0,"5xAM","Sibship","5-variate",1.01282051282051,"50%"
17,1,"5xAM","Sibship","5-variate",1.00732600732601,"50%"
17,2,"5xAM","Sibship","5-variate",0.954212454212454,"50%"
17,3,"5xAM","Sibship","5-variate",0.965201465201466,"50%"
17,4,"5xAM","Sibship","5-variate",0.989010989010988,"50%"
17,5,"5xAM","Sibship","5-variate",1.02747252747253,"50%"
17,0,"5xAM","Sibship","5-variate",0.979402677651906,"39%"
17,1,"5xAM","Sibship","5-variate",1.05561277033986,"39%"
17,2,"5xAM","Sibship","5-variate",0.99794026776519,"39%"
17,3,"5xAM","Sibship","5-variate",1.03604531410917,"39%"
17,4,"5xAM","Sibship","5-variate",1.06900102986612,"39%"
17,5,"5xAM","Sibship","5-variate",1.00411946446962,"39%"
170,0,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
170,1,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
170,2,"2xAM","Sibship","2-variate",0.934065934065934,"50%"
170,3,"2xAM","Sibship","2-variate",1.13553113553114,"50%"
170,4,"2xAM","Sibship","2-variate",0.87912087912088,"50%"
170,5,"2xAM","Sibship","2-variate",1.17216117216117,"50%"
170,0,"2xAM","Sibship","2-variate",0.988671472708548,"39%"
170,1,"2xAM","Sibship","2-variate",1.08135942327497,"39%"
170,2,"2xAM","Sibship","2-variate",0.93717816683831,"39%"
170,3,"2xAM","Sibship","2-variate",0.9783728115345,"39%"
170,4,"2xAM","Sibship","2-variate",0.957775489186406,"39%"
170,5,"2xAM","Sibship","2-variate",1.06076210092688,"39%"
170,0,"2xAM","Sibship","2-variate",0.90909090909091,"66%"
170,1,"2xAM","Sibship","2-variate",1.29186602870813,"66%"
170,2,"2xAM","Sibship","2-variate",1.05263157894737,"66%"
170,3,"2xAM","Sibship","2-variate",0.813397129186602,"66%"
170,4,"2xAM","Sibship","2-variate",1.05263157894737,"66%"
170,5,"2xAM","Sibship","2-variate",1.10047846889952,"66%"
170,0,"5xAM","Sibship","5-variate",0.980861244019138,"66%"
170,1,"5xAM","Sibship","5-variate",1.04784688995215,"66%"
170,2,"5xAM","Sibship","5-variate",0.99043062200957,"66%"
170,3,"5xAM","Sibship","5-variate",0.961722488038278,"66%"
170,4,"5xAM","Sibship","5-variate",1.05741626794258,"66%"
170,5,"5xAM","Sibship","5-variate",0.91866028708134,"66%"
170,0,"5xAM","Sibship","5-variate",0.943223443223444,"50%"
170,1,"5xAM","Sibship","5-variate",0.95970695970696,"50%"
170,2,"5xAM","Sibship","5-variate",1.003663003663,"50%"
170,3,"5xAM","Sibship","5-variate",0.985347985347986,"50%"
170,4,"5xAM","Sibship","5-variate",1.01465201465201,"50%"
170,5,"5xAM","Sibship","5-variate",0.95970695970696,"50%"
170,0,"5xAM","Sibship","5-variate",0.994850669412976,"39%"
170,1,"5xAM","Sibship","5-variate",0.974253347064882,"39%"
170,2,"5xAM","Sibship","5-variate",1.02059732234809,"39%"
170,3,"5xAM","Sibship","5-variate",1.02574665293512,"39%"
170,4,"5xAM","Sibship","5-variate",0.949536560247168,"39%"
170,5,"5xAM","Sibship","5-variate",0.959835221421216,"39%"
171,0,"2xAM","Sibship","2-variate",1.06227106227106,"50%"
171,1,"2xAM","Sibship","2-variate",0.989010989010988,"50%"
171,2,"2xAM","Sibship","2-variate",1.04395604395604,"50%"
171,3,"2xAM","Sibship","2-variate",1.13553113553114,"50%"
171,4,"2xAM","Sibship","2-variate",1.19047619047619,"50%"
171,5,"2xAM","Sibship","2-variate",1.06227106227106,"50%"
171,0,"2xAM","Sibship","2-variate",0.998970133882596,"39%"
171,1,"2xAM","Sibship","2-variate",1.05046343975283,"39%"
171,2,"2xAM","Sibship","2-variate",0.957775489186406,"39%"
171,3,"2xAM","Sibship","2-variate",0.86508753861998,"39%"
171,4,"2xAM","Sibship","2-variate",1.04016477857878,"39%"
171,5,"2xAM","Sibship","2-variate",0.968074150360454,"39%"
171,0,"2xAM","Sibship","2-variate",1.19617224880383,"66%"
171,1,"2xAM","Sibship","2-variate",0.76555023923445,"66%"
171,2,"2xAM","Sibship","2-variate",0.76555023923445,"66%"
171,3,"2xAM","Sibship","2-variate",1.10047846889952,"66%"
171,4,"2xAM","Sibship","2-variate",0.76555023923445,"66%"
171,5,"2xAM","Sibship","2-variate",1.14832535885167,"66%"
171,0,"5xAM","Sibship","5-variate",1.02392344497608,"66%"
171,1,"5xAM","Sibship","5-variate",0.961722488038278,"66%"
171,2,"5xAM","Sibship","5-variate",1.03349282296651,"66%"
171,3,"5xAM","Sibship","5-variate",0.91866028708134,"66%"
171,4,"5xAM","Sibship","5-variate",1.15311004784689,"66%"
171,5,"5xAM","Sibship","5-variate",1.03827751196172,"66%"
171,0,"5xAM","Sibship","5-variate",1.02930402930403,"50%"
171,1,"5xAM","Sibship","5-variate",0.95970695970696,"50%"
171,2,"5xAM","Sibship","5-variate",1,"50%"
171,3,"5xAM","Sibship","5-variate",1.00732600732601,"50%"
171,4,"5xAM","Sibship","5-variate",1.01282051282051,"50%"
171,5,"5xAM","Sibship","5-variate",0.913919413919414,"50%"
171,0,"5xAM","Sibship","5-variate",0.985581874356334,"39%"
171,1,"5xAM","Sibship","5-variate",0.977342945417096,"39%"
171,2,"5xAM","Sibship","5-variate",1.01647785787848,"39%"
171,3,"5xAM","Sibship","5-variate",1.00720906282183,"39%"
171,4,"5xAM","Sibship","5-variate",1.01132852729145,"39%"
171,5,"5xAM","Sibship","5-variate",1.07518022657055,"39%"
172,0,"2xAM","Sibship","2-variate",0.97069597069597,"50%"
172,1,"2xAM","Sibship","2-variate",0.915750915750916,"50%"
172,2,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
172,3,"2xAM","Sibship","2-variate",0.97069597069597,"50%"
172,4,"2xAM","Sibship","2-variate",1.00732600732601,"50%"
172,5,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
172,0,"2xAM","Sibship","2-variate",0.968074150360454,"39%"
172,1,"2xAM","Sibship","2-variate",0.9783728115345,"39%"
172,2,"2xAM","Sibship","2-variate",1.10195674562307,"39%"
172,3,"2xAM","Sibship","2-variate",1.04016477857878,"39%"
172,4,"2xAM","Sibship","2-variate",0.834191555097838,"39%"
172,5,"2xAM","Sibship","2-variate",1.08135942327497,"39%"
172,0,"2xAM","Sibship","2-variate",1.29186602870813,"66%"
172,1,"2xAM","Sibship","2-variate",0.717703349282296,"66%"
172,2,"2xAM","Sibship","2-variate",0.62200956937799,"66%"
172,3,"2xAM","Sibship","2-variate",0.76555023923445,"66%"
172,4,"2xAM","Sibship","2-variate",1.14832535885167,"66%"
172,5,"2xAM","Sibship","2-variate",1.29186602870813,"66%"
172,0,"5xAM","Sibship","5-variate",1.01435406698565,"66%"
172,1,"5xAM","Sibship","5-variate",1.15311004784689,"66%"
172,2,"5xAM","Sibship","5-variate",1.00956937799043,"66%"
172,3,"5xAM","Sibship","5-variate",1.09569377990431,"66%"
172,4,"5xAM","Sibship","5-variate",0.966507177033492,"66%"
172,5,"5xAM","Sibship","5-variate",0.995215311004784,"66%"
172,0,"5xAM","Sibship","5-variate",0.97069597069597,"50%"
172,1,"5xAM","Sibship","5-variate",1.05494505494505,"50%"
172,2,"5xAM","Sibship","5-variate",0.957875457875458,"50%"
172,3,"5xAM","Sibship","5-variate",1.003663003663,"50%"
172,4,"5xAM","Sibship","5-variate",0.968864468864468,"50%"
172,5,"5xAM","Sibship","5-variate",1.00549450549451,"50%"
172,0,"5xAM","Sibship","5-variate",0.989701338825952,"39%"
172,1,"5xAM","Sibship","5-variate",1.03604531410917,"39%"
172,2,"5xAM","Sibship","5-variate",0.98249227600412,"39%"
172,3,"5xAM","Sibship","5-variate",1.0010298661174,"39%"
172,4,"5xAM","Sibship","5-variate",0.967044284243048,"39%"
172,5,"5xAM","Sibship","5-variate",0.991761071060762,"39%"
173,0,"2xAM","Sibship","2-variate",0.915750915750916,"50%"
173,1,"2xAM","Sibship","2-variate",1.08058608058608,"50%"
173,2,"2xAM","Sibship","2-variate",1.13553113553114,"50%"
173,3,"2xAM","Sibship","2-variate",1.02564102564103,"50%"
173,4,"2xAM","Sibship","2-variate",1.08058608058608,"50%"
173,5,"2xAM","Sibship","2-variate",0.842490842490842,"50%"
173,0,"2xAM","Sibship","2-variate",1.07106076210093,"39%"
173,1,"2xAM","Sibship","2-variate",1.06076210092688,"39%"
173,2,"2xAM","Sibship","2-variate",0.916580844490216,"39%"
173,3,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
173,4,"2xAM","Sibship","2-variate",0.998970133882596,"39%"
173,5,"2xAM","Sibship","2-variate",1.08135942327497,"39%"
173,0,"2xAM","Sibship","2-variate",1.19617224880383,"66%"
173,1,"2xAM","Sibship","2-variate",1.19617224880383,"66%"
173,2,"2xAM","Sibship","2-variate",0.813397129186602,"66%"
173,3,"2xAM","Sibship","2-variate",0.956937799043062,"66%"
173,4,"2xAM","Sibship","2-variate",1.19617224880383,"66%"
173,5,"2xAM","Sibship","2-variate",0.956937799043062,"66%"
173,0,"5xAM","Sibship","5-variate",0.99043062200957,"66%"
173,1,"5xAM","Sibship","5-variate",0.971291866028708,"66%"
173,2,"5xAM","Sibship","5-variate",0.92822966507177,"66%"
173,3,"5xAM","Sibship","5-variate",1.0622009569378,"66%"
173,4,"5xAM","Sibship","5-variate",0.971291866028708,"66%"
173,5,"5xAM","Sibship","5-variate",1.0622009569378,"66%"
173,0,"5xAM","Sibship","5-variate",1.02380952380952,"50%"
173,1,"5xAM","Sibship","5-variate",1.003663003663,"50%"
173,2,"5xAM","Sibship","5-variate",0.97985347985348,"50%"
173,3,"5xAM","Sibship","5-variate",0.972527472527472,"50%"
173,4,"5xAM","Sibship","5-variate",1.003663003663,"50%"
173,5,"5xAM","Sibship","5-variate",0.974358974358974,"50%"
173,0,"5xAM","Sibship","5-variate",0.990731204943358,"39%"
173,1,"5xAM","Sibship","5-variate",1.00720906282183,"39%"
173,2,"5xAM","Sibship","5-variate",1.03192584963955,"39%"
173,3,"5xAM","Sibship","5-variate",1.0216271884655,"39%"
173,4,"5xAM","Sibship","5-variate",1.04016477857878,"39%"
173,5,"5xAM","Sibship","5-variate",1.04840370751802,"39%"
174,0,"2xAM","Sibship","2-variate",0.934065934065934,"50%"
174,1,"2xAM","Sibship","2-variate",1.02564102564103,"50%"
174,2,"2xAM","Sibship","2-variate",1.11721611721612,"50%"
174,3,"2xAM","Sibship","2-variate",0.97069597069597,"50%"
174,4,"2xAM","Sibship","2-variate",1.31868131868132,"50%"
174,5,"2xAM","Sibship","2-variate",1.06227106227106,"50%"
174,0,"2xAM","Sibship","2-variate",1.05046343975283,"39%"
174,1,"2xAM","Sibship","2-variate",1.15345005149331,"39%"
174,2,"2xAM","Sibship","2-variate",0.93717816683831,"39%"
174,3,"2xAM","Sibship","2-variate",1.08135942327497,"39%"
174,4,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
174,5,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
174,0,"2xAM","Sibship","2-variate",0.526315789473684,"66%"
174,1,"2xAM","Sibship","2-variate",0.956937799043062,"66%"
174,2,"2xAM","Sibship","2-variate",0.813397129186602,"66%"
174,3,"2xAM","Sibship","2-variate",1.5311004784689,"66%"
174,4,"2xAM","Sibship","2-variate",1.19617224880383,"66%"
174,5,"2xAM","Sibship","2-variate",1.10047846889952,"66%"
174,0,"5xAM","Sibship","5-variate",0.971291866028708,"66%"
174,1,"5xAM","Sibship","5-variate",0.885167464114832,"66%"
174,2,"5xAM","Sibship","5-variate",0.99043062200957,"66%"
174,3,"5xAM","Sibship","5-variate",1.01435406698565,"66%"
174,4,"5xAM","Sibship","5-variate",1.11483253588517,"66%"
174,5,"5xAM","Sibship","5-variate",1.16746411483254,"66%"
174,0,"5xAM","Sibship","5-variate",1.0989010989011,"50%"
174,1,"5xAM","Sibship","5-variate",0.956043956043956,"50%"
174,2,"5xAM","Sibship","5-variate",1.05128205128205,"50%"
174,3,"5xAM","Sibship","5-variate",1.01282051282051,"50%"
174,4,"5xAM","Sibship","5-variate",0.957875457875458,"50%"
174,5,"5xAM","Sibship","5-variate",1.01282051282051,"50%"
174,0,"5xAM","Sibship","5-variate",1.02471678681771,"39%"
174,1,"5xAM","Sibship","5-variate",1.03913491246138,"39%"
174,2,"5xAM","Sibship","5-variate",1.01647785787848,"39%"
174,3,"5xAM","Sibship","5-variate",0.993820803295572,"39%"
174,4,"5xAM","Sibship","5-variate",1.02059732234809,"39%"
174,5,"5xAM","Sibship","5-variate",1.04737384140062,"39%"
175,0,"2xAM","Sibship","2-variate",0.934065934065934,"50%"
175,1,"2xAM","Sibship","2-variate",0.934065934065934,"50%"
175,2,"2xAM","Sibship","2-variate",0.87912087912088,"50%"
175,3,"2xAM","Sibship","2-variate",1.3003663003663,"50%"
175,4,"2xAM","Sibship","2-variate",1.08058608058608,"50%"
175,5,"2xAM","Sibship","2-variate",0.97069597069597,"50%"
175,0,"2xAM","Sibship","2-variate",0.86508753861998,"39%"
175,1,"2xAM","Sibship","2-variate",0.875386199794026,"39%"
175,2,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
175,3,"2xAM","Sibship","2-variate",1.02986611740474,"39%"
175,4,"2xAM","Sibship","2-variate",0.968074150360454,"39%"
175,5,"2xAM","Sibship","2-variate",0.885684860968074,"39%"
175,0,"2xAM","Sibship","2-variate",0.861244019138756,"66%"
175,1,"2xAM","Sibship","2-variate",0.669856459330144,"66%"
175,2,"2xAM","Sibship","2-variate",1.10047846889952,"66%"
175,3,"2xAM","Sibship","2-variate",0.956937799043062,"66%"
175,4,"2xAM","Sibship","2-variate",0.813397129186602,"66%"
175,5,"2xAM","Sibship","2-variate",0.956937799043062,"66%"
175,0,"5xAM","Sibship","5-variate",0.933014354066986,"66%"
175,1,"5xAM","Sibship","5-variate",1.04784688995215,"66%"
175,2,"5xAM","Sibship","5-variate",0.971291866028708,"66%"
175,3,"5xAM","Sibship","5-variate",1.13875598086124,"66%"
175,4,"5xAM","Sibship","5-variate",0.91866028708134,"66%"
175,5,"5xAM","Sibship","5-variate",1.08612440191388,"66%"
175,0,"5xAM","Sibship","5-variate",0.974358974358974,"50%"
175,1,"5xAM","Sibship","5-variate",0.985347985347986,"50%"
175,2,"5xAM","Sibship","5-variate",1.04029304029304,"50%"
175,3,"5xAM","Sibship","5-variate",0.967032967032968,"50%"
175,4,"5xAM","Sibship","5-variate",1.04029304029304,"50%"
175,5,"5xAM","Sibship","5-variate",0.956043956043956,"50%"
175,0,"5xAM","Sibship","5-variate",1.02574665293512,"39%"
175,1,"5xAM","Sibship","5-variate",1.01853759011329,"39%"
175,2,"5xAM","Sibship","5-variate",0.938208032955716,"39%"
175,3,"5xAM","Sibship","5-variate",1.00514933058702,"39%"
175,4,"5xAM","Sibship","5-variate",1.02780638516993,"39%"
175,5,"5xAM","Sibship","5-variate",1.00205973223481,"39%"
176,0,"2xAM","Sibship","2-variate",1.19047619047619,"50%"
176,1,"2xAM","Sibship","2-variate",1.02564102564103,"50%"
176,2,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
176,3,"2xAM","Sibship","2-variate",1.0989010989011,"50%"
176,4,"2xAM","Sibship","2-variate",0.897435897435898,"50%"
176,5,"2xAM","Sibship","2-variate",0.842490842490842,"50%"
176,0,"2xAM","Sibship","2-variate",1.01956745623069,"39%"
176,1,"2xAM","Sibship","2-variate",1.10195674562307,"39%"
176,2,"2xAM","Sibship","2-variate",0.957775489186406,"39%"
176,3,"2xAM","Sibship","2-variate",0.968074150360454,"39%"
176,4,"2xAM","Sibship","2-variate",0.916580844490216,"39%"
176,5,"2xAM","Sibship","2-variate",1.01956745623069,"39%"
176,0,"2xAM","Sibship","2-variate",0.90909090909091,"66%"
176,1,"2xAM","Sibship","2-variate",0.62200956937799,"66%"
176,2,"2xAM","Sibship","2-variate",1.14832535885167,"66%"
176,3,"2xAM","Sibship","2-variate",0.90909090909091,"66%"
176,4,"2xAM","Sibship","2-variate",0.861244019138756,"66%"
176,5,"2xAM","Sibship","2-variate",0.90909090909091,"66%"
176,0,"5xAM","Sibship","5-variate",1.07177033492823,"66%"
176,1,"5xAM","Sibship","5-variate",1.0622009569378,"66%"
176,2,"5xAM","Sibship","5-variate",1.1244019138756,"66%"
176,3,"5xAM","Sibship","5-variate",0.933014354066986,"66%"
176,4,"5xAM","Sibship","5-variate",1.01435406698565,"66%"
176,5,"5xAM","Sibship","5-variate",1.00478468899522,"66%"
176,0,"5xAM","Sibship","5-variate",1.05494505494505,"50%"
176,1,"5xAM","Sibship","5-variate",0.935897435897436,"50%"
176,2,"5xAM","Sibship","5-variate",0.946886446886446,"50%"
176,3,"5xAM","Sibship","5-variate",0.978021978021978,"50%"
176,4,"5xAM","Sibship","5-variate",1.00549450549451,"50%"
176,5,"5xAM","Sibship","5-variate",1.00732600732601,"50%"
176,0,"5xAM","Sibship","5-variate",0.950566426364572,"39%"
176,1,"5xAM","Sibship","5-variate",0.952626158599382,"39%"
176,2,"5xAM","Sibship","5-variate",1.01441812564367,"39%"
176,3,"5xAM","Sibship","5-variate",1.00514933058702,"39%"
176,4,"5xAM","Sibship","5-variate",0.989701338825952,"39%"
176,5,"5xAM","Sibship","5-variate",0.957775489186406,"39%"
177,0,"2xAM","Sibship","2-variate",0.824175824175824,"50%"
177,1,"2xAM","Sibship","2-variate",0.842490842490842,"50%"
177,2,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
177,3,"2xAM","Sibship","2-variate",0.897435897435898,"50%"
177,4,"2xAM","Sibship","2-variate",1.15384615384615,"50%"
177,5,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
177,0,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
177,1,"2xAM","Sibship","2-variate",0.926879505664264,"39%"
177,2,"2xAM","Sibship","2-variate",0.957775489186406,"39%"
177,3,"2xAM","Sibship","2-variate",1.04016477857878,"39%"
177,4,"2xAM","Sibship","2-variate",0.875386199794026,"39%"
177,5,"2xAM","Sibship","2-variate",0.875386199794026,"39%"
177,0,"2xAM","Sibship","2-variate",1.14832535885167,"66%"
177,1,"2xAM","Sibship","2-variate",1.14832535885167,"66%"
177,2,"2xAM","Sibship","2-variate",0.861244019138756,"66%"
177,3,"2xAM","Sibship","2-variate",0.76555023923445,"66%"
177,4,"2xAM","Sibship","2-variate",1.00478468899522,"66%"
177,5,"2xAM","Sibship","2-variate",1.10047846889952,"66%"
177,0,"5xAM","Sibship","5-variate",1.08612440191388,"66%"
177,1,"5xAM","Sibship","5-variate",0.923444976076556,"66%"
177,2,"5xAM","Sibship","5-variate",1.08612440191388,"66%"
177,3,"5xAM","Sibship","5-variate",0.880382775119618,"66%"
177,4,"5xAM","Sibship","5-variate",0.956937799043062,"66%"
177,5,"5xAM","Sibship","5-variate",1.00956937799043,"66%"
177,0,"5xAM","Sibship","5-variate",1.04212454212454,"50%"
177,1,"5xAM","Sibship","5-variate",0.989010989010988,"50%"
177,2,"5xAM","Sibship","5-variate",1.02014652014652,"50%"
177,3,"5xAM","Sibship","5-variate",1.14652014652015,"50%"
177,4,"5xAM","Sibship","5-variate",1.01831501831502,"50%"
177,5,"5xAM","Sibship","5-variate",1.00549450549451,"50%"
177,0,"5xAM","Sibship","5-variate",1.00205973223481,"39%"
177,1,"5xAM","Sibship","5-variate",1.02574665293512,"39%"
177,2,"5xAM","Sibship","5-variate",0.989701338825952,"39%"
177,3,"5xAM","Sibship","5-variate",1.05458290422245,"39%"
177,4,"5xAM","Sibship","5-variate",1,"39%"
177,5,"5xAM","Sibship","5-variate",1.01132852729145,"39%"
178,0,"2xAM","Sibship","2-variate",0.915750915750916,"50%"
178,1,"2xAM","Sibship","2-variate",1.3003663003663,"50%"
178,2,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
178,3,"2xAM","Sibship","2-variate",1.17216117216117,"50%"
178,4,"2xAM","Sibship","2-variate",0.915750915750916,"50%"
178,5,"2xAM","Sibship","2-variate",0.934065934065934,"50%"
178,0,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
178,1,"2xAM","Sibship","2-variate",1.12255406797116,"39%"
178,2,"2xAM","Sibship","2-variate",1.04016477857878,"39%"
178,3,"2xAM","Sibship","2-variate",0.916580844490216,"39%"
178,4,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
178,5,"2xAM","Sibship","2-variate",1.09165808444902,"39%"
178,0,"2xAM","Sibship","2-variate",1.38755980861244,"66%"
178,1,"2xAM","Sibship","2-variate",1.33971291866029,"66%"
178,2,"2xAM","Sibship","2-variate",1.14832535885167,"66%"
178,3,"2xAM","Sibship","2-variate",1.19617224880383,"66%"
178,4,"2xAM","Sibship","2-variate",1.00478468899522,"66%"
178,5,"2xAM","Sibship","2-variate",0.669856459330144,"66%"
178,0,"5xAM","Sibship","5-variate",0.923444976076556,"66%"
178,1,"5xAM","Sibship","5-variate",0.91866028708134,"66%"
178,2,"5xAM","Sibship","5-variate",1.0622009569378,"66%"
178,3,"5xAM","Sibship","5-variate",0.976076555023924,"66%"
178,4,"5xAM","Sibship","5-variate",0.942583732057416,"66%"
178,5,"5xAM","Sibship","5-variate",0.885167464114832,"66%"
178,0,"5xAM","Sibship","5-variate",1.02564102564103,"50%"
178,1,"5xAM","Sibship","5-variate",1.06593406593407,"50%"
178,2,"5xAM","Sibship","5-variate",0.972527472527472,"50%"
178,3,"5xAM","Sibship","5-variate",1.00732600732601,"50%"
178,4,"5xAM","Sibship","5-variate",1.02930402930403,"50%"
178,5,"5xAM","Sibship","5-variate",1.00549450549451,"50%"
178,0,"5xAM","Sibship","5-variate",0.98249227600412,"39%"
178,1,"5xAM","Sibship","5-variate",0.963954685890834,"39%"
178,2,"5xAM","Sibship","5-variate",0.994850669412976,"39%"
178,3,"5xAM","Sibship","5-variate",1.05870236869207,"39%"
178,4,"5xAM","Sibship","5-variate",0.968074150360454,"39%"
178,5,"5xAM","Sibship","5-variate",1.01544799176107,"39%"
179,0,"2xAM","Sibship","2-variate",0.952380952380952,"50%"
179,1,"2xAM","Sibship","2-variate",0.989010989010988,"50%"
179,2,"2xAM","Sibship","2-variate",1.13553113553114,"50%"
179,3,"2xAM","Sibship","2-variate",1.22710622710623,"50%"
179,4,"2xAM","Sibship","2-variate",1.02564102564103,"50%"
179,5,"2xAM","Sibship","2-variate",1.02564102564103,"50%"
179,0,"2xAM","Sibship","2-variate",0.93717816683831,"39%"
179,1,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
179,2,"2xAM","Sibship","2-variate",1.00926879505664,"39%"
179,3,"2xAM","Sibship","2-variate",1.16374871266735,"39%"
179,4,"2xAM","Sibship","2-variate",1.12255406797116,"39%"
179,5,"2xAM","Sibship","2-variate",1.02986611740474,"39%"
179,0,"2xAM","Sibship","2-variate",1.29186602870813,"66%"
179,1,"2xAM","Sibship","2-variate",0.813397129186602,"66%"
179,2,"2xAM","Sibship","2-variate",0.861244019138756,"66%"
179,3,"2xAM","Sibship","2-variate",1.19617224880383,"66%"
179,4,"2xAM","Sibship","2-variate",0.813397129186602,"66%"
179,5,"2xAM","Sibship","2-variate",1.33971291866029,"66%"
179,0,"5xAM","Sibship","5-variate",0.976076555023924,"66%"
179,1,"5xAM","Sibship","5-variate",0.966507177033492,"66%"
179,2,"5xAM","Sibship","5-variate",0.875598086124402,"66%"
179,3,"5xAM","Sibship","5-variate",0.942583732057416,"66%"
179,4,"5xAM","Sibship","5-variate",0.947368421052632,"66%"
179,5,"5xAM","Sibship","5-variate",0.961722488038278,"66%"
179,0,"5xAM","Sibship","5-variate",0.992673992673992,"50%"
179,1,"5xAM","Sibship","5-variate",1.01098901098901,"50%"
179,2,"5xAM","Sibship","5-variate",1.05128205128205,"50%"
179,3,"5xAM","Sibship","5-variate",1.04029304029304,"50%"
179,4,"5xAM","Sibship","5-variate",0.998168498168498,"50%"
179,5,"5xAM","Sibship","5-variate",1.06410256410256,"50%"
179,0,"5xAM","Sibship","5-variate",1.01544799176107,"39%"
179,1,"5xAM","Sibship","5-variate",0.996910401647786,"39%"
179,2,"5xAM","Sibship","5-variate",0.99794026776519,"39%"
179,3,"5xAM","Sibship","5-variate",1.01029866117405,"39%"
179,4,"5xAM","Sibship","5-variate",1.01029866117405,"39%"
179,5,"5xAM","Sibship","5-variate",1.01338825952626,"39%"
18,0,"2xAM","Sibship","2-variate",1.0989010989011,"50%"
18,1,"2xAM","Sibship","2-variate",0.842490842490842,"50%"
18,2,"2xAM","Sibship","2-variate",1.26373626373626,"50%"
18,3,"2xAM","Sibship","2-variate",0.842490842490842,"50%"
18,4,"2xAM","Sibship","2-variate",1.44688644688645,"50%"
18,5,"2xAM","Sibship","2-variate",0.897435897435898,"50%"
18,0,"2xAM","Sibship","2-variate",1.15345005149331,"39%"
18,1,"2xAM","Sibship","2-variate",0.844490216271884,"39%"
18,2,"2xAM","Sibship","2-variate",0.998970133882596,"39%"
