"gen","scenario","variable","mean","sd"
0,"2xAM","rg_true",-0.000151996160761945,0.00201330711340496
5,"2xAM","rg_true",0.10687360569973,0.0112993328500525
0,"5xAM","rg_true",8.45834799683575e-07,0.000600141108364812
5,"5xAM","rg_true",0.132010351934841,0.00439215914116209
0,"2xAM","he_rg",-0.000351313312508336,0.00462866752923095
5,"2xAM","he_rg",0.211512402749312,0.0258689944451264
0,"5xAM","he_rg",-3.678476349541e-05,0.00147362598771517
5,"5xAM","he_rg",0.295548112081288,0.0125368552171114
