"beta","T1E","N","m_causal","kpheno","gen","alpha","beta_quantile","N_label"
0.00702596575243015,9.95568872896868e-08,50000,4000,5,5,5e-08,0.48975,"50,000"
0.00703550938305046,9.97080996656408e-08,50000,4000,5,5,5e-08,0.49,"50,000"
0.00703623826911688,9.97196606400408e-08,50000,4000,5,5,5e-08,0.49025,"50,000"
-0.0070367768406767,9.97282041392822e-08,50000,4000,5,5,5e-08,0.4905,"50,000"
0.00704302865154527,9.98274476415872e-08,50000,4000,5,5,5e-08,0.49075,"50,000"
0.00704563484754833,9.98688571840489e-08,50000,4000,5,5,5e-08,0.491,"50,000"
0.00707226816963949,1.00293311322552e-07,50000,4000,5,5,5e-08,0.49125,"50,000"
-0.0070737424763281,1.00316875473183e-07,50000,4000,5,5,5e-08,0.4915,"50,000"
-0.00707550040572958,1.00344982212341e-07,50000,4000,5,5,5e-08,0.49175,"50,000"
-0.00707629796307315,1.00357737342627e-07,50000,4000,5,5,5e-08,0.492,"50,000"
0.00708397027572324,1.00480545994763e-07,50000,4000,5,5,5e-08,0.49225,"50,000"
0.00709417891011337,1.00644254152904e-07,50000,4000,5,5,5e-08,0.4925,"50,000"
0.00709604098295289,1.00674151903846e-07,50000,4000,5,5,5e-08,0.49275,"50,000"
-0.00709807920449704,1.00706891159597e-07,50000,4000,5,5,5e-08,0.493,"50,000"
0.00709869760666637,1.00716827100555e-07,50000,4000,5,5,5e-08,0.49325,"50,000"
0.0070996967891082,1.00732883590027e-07,50000,4000,5,5,5e-08,0.4935,"50,000"
0.00710288785004905,1.00784185219638e-07,50000,4000,5,5,5e-08,0.49375,"50,000"
0.0071064732466611,1.00841866523815e-07,50000,4000,5,5,5e-08,0.494,"50,000"
0.00711744799652785,1.01018691522903e-07,50000,4000,5,5,5e-08,0.49425,"50,000"
0.00711849911680324,1.01035648181202e-07,50000,4000,5,5,5e-08,0.4945,"50,000"
-0.00711880946174522,1.01040655287044e-07,50000,4000,5,5,5e-08,0.49475,"50,000"
-0.00712315528890747,1.01110805283966e-07,50000,4000,5,5,5e-08,0.495,"50,000"
-0.00712504956298017,1.01141402031324e-07,50000,4000,5,5,5e-08,0.49525,"50,000"
0.00713067741528051,1.01232374927207e-07,50000,4000,5,5,5e-08,0.4955,"50,000"
-0.00713242259642854,1.01260606677478e-07,50000,4000,5,5,5e-08,0.49575,"50,000"
-0.00713251288936192,1.01262067619956e-07,50000,4000,5,5,5e-08,0.496,"50,000"
0.00714085315111117,1.01397130469749e-07,50000,4000,5,5,5e-08,0.49625,"50,000"
0.00714251070257038,1.01424000642503e-07,50000,4000,5,5,5e-08,0.4965,"50,000"
0.00714966491216011,1.01540080454932e-07,50000,4000,5,5,5e-08,0.49675,"50,000"
-0.00714990078404186,1.015439103913e-07,50000,4000,5,5,5e-08,0.497,"50,000"
-0.00715608107989125,1.01644330285922e-07,50000,4000,5,5,5e-08,0.49725,"50,000"
0.00715811736340524,1.0167744457501e-07,50000,4000,5,5,5e-08,0.4975,"50,000"
-0.0071686300636717,1.01848623312861e-07,50000,4000,5,5,5e-08,0.49775,"50,000"
0.00717465246753604,1.01946852626433e-07,50000,4000,5,5,5e-08,0.498,"50,000"
-0.00717712042060724,1.01987141620796e-07,50000,4000,5,5,5e-08,0.49825,"50,000"
-0.00718708023111111,1.02149941394458e-07,50000,4000,5,5,5e-08,0.4985,"50,000"
0.0071893936685731,1.02187803663334e-07,50000,4000,5,5,5e-08,0.49875,"50,000"
0.00719799695738219,1.02328764350901e-07,50000,4000,5,5,5e-08,0.499,"50,000"
0.00720040286928452,1.02368228560579e-07,50000,4000,5,5,5e-08,0.49925,"50,000"
0.00720151764591366,1.02386520817177e-07,50000,4000,5,5,5e-08,0.4995,"50,000"
0.00720594308375191,1.02459178585868e-07,50000,4000,5,5,5e-08,0.49975,"50,000"
0.00720653986976153,1.02468981744153e-07,50000,4000,5,5,5e-08,0.5,"50,000"
0.00721313882228599,1.02577460192599e-07,50000,4000,5,5,5e-08,0.50025,"50,000"
-0.00721695481178015,1.02640257071407e-07,50000,4000,5,5,5e-08,0.5005,"50,000"
0.00721800176111254,1.0265749450511e-07,50000,4000,5,5,5e-08,0.50075,"50,000"
0.00722740064436751,1.0281240703236e-07,50000,4000,5,5,5e-08,0.501,"50,000"
-0.00722767164543836,1.02816878122525e-07,50000,4000,5,5,5e-08,0.50125,"50,000"
0.00723090709938787,1.02870276741385e-07,50000,4000,5,5,5e-08,0.5015,"50,000"
-0.0072345061712552,1.02929718193145e-07,50000,4000,5,5,5e-08,0.50175,"50,000"
0.00724272201653137,1.03065572742977e-07,50000,4000,5,5,5e-08,0.502,"50,000"
0.00724439166413315,1.03093209413707e-07,50000,4000,5,5,5e-08,0.50225,"50,000"
0.00725744499893064,1.03309597987433e-07,50000,4000,5,5,5e-08,0.5025,"50,000"
0.00725913601190422,1.03337672530124e-07,50000,4000,5,5,5e-08,0.50275,"50,000"
-0.00726181672154484,1.03382198024526e-07,50000,4000,5,5,5e-08,0.503,"50,000"
-0.00726769681510235,1.03479949387086e-07,50000,4000,5,5,5e-08,0.50325,"50,000"
0.00726888133156733,1.0349965517964e-07,50000,4000,5,5,5e-08,0.5035,"50,000"
0.00727202445616113,1.0355196744527e-07,50000,4000,5,5,5e-08,0.50375,"50,000"
-0.00727932090121623,1.03673534534998e-07,50000,4000,5,5,5e-08,0.504,"50,000"
-0.00728487875901874,1.03766256143167e-07,50000,4000,5,5,5e-08,0.50425,"50,000"
0.00729004353261613,1.03852514032887e-07,50000,4000,5,5,5e-08,0.5045,"50,000"
-0.00729588717223682,1.03950219099147e-07,50000,4000,5,5,5e-08,0.50475,"50,000"
0.00729590333245663,1.03950489438454e-07,50000,4000,5,5,5e-08,0.505,"50,000"
0.00729673056420737,1.03964330144812e-07,50000,4000,5,5,5e-08,0.50525,"50,000"
0.00730209624490815,1.04054161620404e-07,50000,4000,5,5,5e-08,0.5055,"50,000"
-0.00730639283130295,1.04126165245688e-07,50000,4000,5,5,5e-08,0.50575,"50,000"
0.00730701689510866,1.04136628764628e-07,50000,4000,5,5,5e-08,0.506,"50,000"
0.00731476991745688,1.04266732248171e-07,50000,4000,5,5,5e-08,0.50625,"50,000"
-0.00731573735937864,1.04282981250314e-07,50000,4000,5,5,5e-08,0.5065,"50,000"
0.00731776683806089,1.04317078530869e-07,50000,4000,5,5,5e-08,0.50675,"50,000"
0.00732142594088084,1.04378590659593e-07,50000,4000,5,5,5e-08,0.507,"50,000"
-0.00732777164466404,1.04485375018726e-07,50000,4000,5,5,5e-08,0.50725,"50,000"
0.00733012375341248,1.04524990884869e-07,50000,4000,5,5,5e-08,0.5075,"50,000"
0.00733510150753323,1.04608891993152e-07,50000,4000,5,5,5e-08,0.50775,"50,000"
0.00733909950321042,1.04676340595411e-07,50000,4000,5,5,5e-08,0.508,"50,000"
0.00733994348817454,1.04690586089085e-07,50000,4000,5,5,5e-08,0.50825,"50,000"
-0.00735153007015031,1.04886401564031e-07,50000,4000,5,5,5e-08,0.5085,"50,000"
0.00735846524157977,1.05003827632899e-07,50000,4000,5,5,5e-08,0.50875,"50,000"
0.00735873205663719,1.050083486831e-07,50000,4000,5,5,5e-08,0.509,"50,000"
-0.00736650431297405,1.0514015180707e-07,50000,4000,5,5,5e-08,0.50925,"50,000"
0.00737123565672323,1.05220488433311e-07,50000,4000,5,5,5e-08,0.5095,"50,000"
-0.00737463259554738,1.05278214812543e-07,50000,4000,5,5,5e-08,0.50975,"50,000"
0.00737517062612969,1.05287361495954e-07,50000,4000,5,5,5e-08,0.51,"50,000"
-0.00737687207916672,1.05316293463886e-07,50000,4000,5,5,5e-08,0.51025,"50,000"
0.00737769718026691,1.05330327349051e-07,50000,4000,5,5,5e-08,0.5105,"50,000"
0.00738278073978166,1.05416843476647e-07,50000,4000,5,5,5e-08,0.51075,"50,000"
-0.00738655039546412,1.05481056111856e-07,50000,4000,5,5,5e-08,0.511,"50,000"
0.00738828917388232,1.05510691073007e-07,50000,4000,5,5,5e-08,0.51125,"50,000"
-0.00739382155875742,1.05605052147517e-07,50000,4000,5,5,5e-08,0.5115,"50,000"
-0.00740143952040881,1.05735157962528e-07,50000,4000,5,5,5e-08,0.51175,"50,000"
0.0074017914345635,1.05741173150875e-07,50000,4000,5,5,5e-08,0.512,"50,000"
-0.00740414463116924,1.05781406412042e-07,50000,4000,5,5,5e-08,0.51225,"50,000"
0.00740688094662968,1.05828214080894e-07,50000,4000,5,5,5e-08,0.5125,"50,000"
-0.00740704775080229,1.05831068242246e-07,50000,4000,5,5,5e-08,0.51275,"50,000"
-0.00741162683835379,1.05909459091613e-07,50000,4000,5,5,5e-08,0.513,"50,000"
0.00742248086103794,1.06095562668607e-07,50000,4000,5,5,5e-08,0.51325,"50,000"
-0.00742870332568703,1.06202437621938e-07,50000,4000,5,5,5e-08,0.5135,"50,000"
0.00742890532601386,1.06205909289336e-07,50000,4000,5,5,5e-08,0.51375,"50,000"
-0.00742975926622349,1.06220587436923e-07,50000,4000,5,5,5e-08,0.514,"50,000"
-0.00743047580099704,1.06232905583425e-07,50000,4000,5,5,5e-08,0.51425,"50,000"
-0.00743118762436167,1.06245144571027e-07,50000,4000,5,5,5e-08,0.5145,"50,000"
0.00744428386677241,1.06470633420841e-07,50000,4000,5,5,5e-08,0.51475,"50,000"
0.00744514949240984,1.06485558704073e-07,50000,4000,5,5,5e-08,0.515,"50,000"
0.00745606818244363,1.06674043820476e-07,50000,4000,5,5,5e-08,0.51525,"50,000"
0.00745874251283045,1.06720273063132e-07,50000,4000,5,5,5e-08,0.5155,"50,000"
-0.00747122739370823,1.06936420496417e-07,50000,4000,5,5,5e-08,0.51575,"50,000"
-0.00747629452423365,1.07024301754244e-07,50000,4000,5,5,5e-08,0.516,"50,000"
0.00747763701108057,1.0704760000646e-07,50000,4000,5,5,5e-08,0.51625,"50,000"
-0.00749561554667369,1.07360217715957e-07,50000,4000,5,5,5e-08,0.5165,"50,000"
0.00750202203351648,1.07471889831956e-07,50000,4000,5,5,5e-08,0.51675,"50,000"
0.00750269834471607,1.07483687061816e-07,50000,4000,5,5,5e-08,0.517,"50,000"
-0.00751005310306173,1.0761208368848e-07,50000,4000,5,5,5e-08,0.51725,"50,000"
-0.00751117539733303,1.07631693002652e-07,50000,4000,5,5,5e-08,0.5175,"50,000"
-0.00751294091331335,1.07662549986287e-07,50000,4000,5,5,5e-08,0.51775,"50,000"
-0.00751338692458093,1.07670346860544e-07,50000,4000,5,5,5e-08,0.518,"50,000"
0.00751618553620331,1.07719286712715e-07,50000,4000,5,5,5e-08,0.51825,"50,000"
-0.00751781713502465,1.07747831434857e-07,50000,4000,5,5,5e-08,0.5185,"50,000"
0.00751940626532701,1.07775642299579e-07,50000,4000,5,5,5e-08,0.51875,"50,000"
0.00753294005478157,1.08012852217954e-07,50000,4000,5,5,5e-08,0.519,"50,000"
-0.00753719906128354,1.08087634398402e-07,50000,4000,5,5,5e-08,0.51925,"50,000"
-0.00753742772787188,1.08091651296327e-07,50000,4000,5,5,5e-08,0.5195,"50,000"
0.00753872727311602,1.08114483254873e-07,50000,4000,5,5,5e-08,0.51975,"50,000"
0.00754295684674738,1.08188834668788e-07,50000,4000,5,5,5e-08,0.52,"50,000"
0.0075446117509764,1.08217943384226e-07,50000,4000,5,5,5e-08,0.52025,"50,000"
0.00754585370166872,1.08239794793796e-07,50000,4000,5,5,5e-08,0.5205,"50,000"
0.00754635319275027,1.08248584651527e-07,50000,4000,5,5,5e-08,0.52075,"50,000"
-0.00754763640151452,1.08271169918517e-07,50000,4000,5,5,5e-08,0.521,"50,000"
0.00754913436973432,1.08297542600333e-07,50000,4000,5,5,5e-08,0.52125,"50,000"
-0.00755041604339043,1.08320113434424e-07,50000,4000,5,5,5e-08,0.5215,"50,000"
-0.00756073802282336,1.08502100415464e-07,50000,4000,5,5,5e-08,0.52175,"50,000"
0.00756684493006109,1.08609948923366e-07,50000,4000,5,5,5e-08,0.522,"50,000"
0.00757008570981459,1.08667234988147e-07,50000,4000,5,5,5e-08,0.52225,"50,000"
-0.00758764102826802,1.08978201351917e-07,50000,4000,5,5,5e-08,0.5225,"50,000"
0.00758924531948495,1.09006673576495e-07,50000,4000,5,5,5e-08,0.52275,"50,000"
-0.0075944132385781,1.09098453604517e-07,50000,4000,5,5,5e-08,0.523,"50,000"
-0.00759774341327109,1.0915764636632e-07,50000,4000,5,5,5e-08,0.52325,"50,000"
-0.00760645540542318,1.09312686014107e-07,50000,4000,5,5,5e-08,0.5235,"50,000"
-0.0076091455804613,1.09360615341281e-07,50000,4000,5,5,5e-08,0.52375,"50,000"
-0.00760962811005434,1.09369215017807e-07,50000,4000,5,5,5e-08,0.524,"50,000"
0.00762604230173927,1.09662244951458e-07,50000,4000,5,5,5e-08,0.52425,"50,000"
0.00764431688786496,1.09989619856421e-07,50000,4000,5,5,5e-08,0.5245,"50,000"
0.00764446572396433,1.09992291053018e-07,50000,4000,5,5,5e-08,0.52475,"50,000"
0.00764612089379593,1.10022002064447e-07,50000,4000,5,5,5e-08,0.525,"50,000"
0.00764916506006658,1.10076671777648e-07,50000,4000,5,5,5e-08,0.52525,"50,000"
0.00765281597316543,1.10142281850578e-07,50000,4000,5,5,5e-08,0.5255,"50,000"
-0.00765684715003482,1.10214781079421e-07,50000,4000,5,5,5e-08,0.52575,"50,000"
-0.00766151780765197,1.1029885416125e-07,50000,4000,5,5,5e-08,0.526,"50,000"
-0.00766160290136104,1.10300386602091e-07,50000,4000,5,5,5e-08,0.52625,"50,000"
0.0076663049354988,1.10385105056565e-07,50000,4000,5,5,5e-08,0.5265,"50,000"
0.00767022016407283,1.10455707913459e-07,50000,4000,5,5,5e-08,0.52675,"50,000"
0.00767087632054915,1.10467545777482e-07,50000,4000,5,5,5e-08,0.527,"50,000"
0.00767165741030727,1.10481639503668e-07,50000,4000,5,5,5e-08,0.52725,"50,000"
0.00767306190627553,1.1050698733861e-07,50000,4000,5,5,5e-08,0.5275,"50,000"
0.00767619228986011,1.10563508903816e-07,50000,4000,5,5,5e-08,0.52775,"50,000"
0.00767827543718445,1.10601141356526e-07,50000,4000,5,5,5e-08,0.528,"50,000"
-0.00768542306156391,1.10730383307001e-07,50000,4000,5,5,5e-08,0.52825,"50,000"
-0.0076879307210018,1.10775770001403e-07,50000,4000,5,5,5e-08,0.5285,"50,000"
-0.00769258840738408,1.10860130630996e-07,50000,4000,5,5,5e-08,0.52875,"50,000"
-0.00770316396260458,1.11051967288667e-07,50000,4000,5,5,5e-08,0.529,"50,000"
-0.00770601109808116,1.1110368225431e-07,50000,4000,5,5,5e-08,0.52925,"50,000"
-0.0077111209905538,1.11196571284111e-07,50000,4000,5,5,5e-08,0.5295,"50,000"
-0.00772087574087625,1.11374158340283e-07,50000,4000,5,5,5e-08,0.52975,"50,000"
0.00772564944544692,1.11461190055451e-07,50000,4000,5,5,5e-08,0.53,"50,000"
-0.00772789416092196,1.11502143185227e-07,50000,4000,5,5,5e-08,0.53025,"50,000"
-0.00772853580575178,1.1151385281849e-07,50000,4000,5,5,5e-08,0.5305,"50,000"
0.00773164001650132,1.11570524152782e-07,50000,4000,5,5,5e-08,0.53075,"50,000"
-0.00773300433671077,1.11595442553458e-07,50000,4000,5,5,5e-08,0.531,"50,000"
0.00775153152372547,1.11934499669175e-07,50000,4000,5,5,5e-08,0.53125,"50,000"
0.00775379594681985,1.11976025451987e-07,50000,4000,5,5,5e-08,0.5315,"50,000"
-0.00775553548581028,1.12007938368741e-07,50000,4000,5,5,5e-08,0.53175,"50,000"
0.0077569048125224,1.12033067267703e-07,50000,4000,5,5,5e-08,0.532,"50,000"
-0.0077641325958869,1.12165819632359e-07,50000,4000,5,5,5e-08,0.53225,"50,000"
-0.00776460851538628,1.1217456752366e-07,50000,4000,5,5,5e-08,0.5325,"50,000"
-0.00777021986495919,1.12277772079672e-07,50000,4000,5,5,5e-08,0.53275,"50,000"
0.00777462555361367,1.12358882642383e-07,50000,4000,5,5,5e-08,0.533,"50,000"
0.00777691818059298,1.12401118856909e-07,50000,4000,5,5,5e-08,0.53325,"50,000"
-0.00778241410146442,1.12502446469875e-07,50000,4000,5,5,5e-08,0.5335,"50,000"
-0.00778302237405279,1.12513667827052e-07,50000,4000,5,5,5e-08,0.53375,"50,000"
0.00778304125176621,1.12514016104015e-07,50000,4000,5,5,5e-08,0.534,"50,000"
-0.00778325325545396,1.12517927530753e-07,50000,4000,5,5,5e-08,0.53425,"50,000"
0.00778398768605401,1.12531478690947e-07,50000,4000,5,5,5e-08,0.5345,"50,000"
-0.00778742922586058,1.12595005985483e-07,50000,4000,5,5,5e-08,0.53475,"50,000"
0.00779748133021914,1.12780805916479e-07,50000,4000,5,5,5e-08,0.535,"50,000"
-0.00780206908029784,1.12865727430744e-07,50000,4000,5,5,5e-08,0.53525,"50,000"
-0.00780507929348214,1.12921489936468e-07,50000,4000,5,5,5e-08,0.5355,"50,000"
-0.00780690250836622,1.12955280129334e-07,50000,4000,5,5,5e-08,0.53575,"50,000"
-0.0078172768203472,1.13147782920819e-07,50000,4000,5,5,5e-08,0.536,"50,000"
0.00781950611451696,1.13189200678931e-07,50000,4000,5,5,5e-08,0.53625,"50,000"
-0.00781996553848218,1.13197738516035e-07,50000,4000,5,5,5e-08,0.5365,"50,000"
-0.00782311779393213,1.13256340417145e-07,50000,4000,5,5,5e-08,0.53675,"50,000"
0.00782726568316238,1.13333507245628e-07,50000,4000,5,5,5e-08,0.537,"50,000"
0.00782802358812258,1.13347614072445e-07,50000,4000,5,5,5e-08,0.53725,"50,000"
-0.00783009734721419,1.13386223632439e-07,50000,4000,5,5,5e-08,0.5375,"50,000"
-0.00783150005054664,1.13412348401454e-07,50000,4000,5,5,5e-08,0.53775,"50,000"
-0.00783546323756023,1.13486200103985e-07,50000,4000,5,5,5e-08,0.538,"50,000"
-0.00783656277243286,1.13506699594978e-07,50000,4000,5,5,5e-08,0.53825,"50,000"
0.00784306656712212,1.13628045972369e-07,50000,4000,5,5,5e-08,0.5385,"50,000"
0.00784719216483522,1.1370510133446e-07,50000,4000,5,5,5e-08,0.53875,"50,000"
0.00785195665697141,1.13794167866388e-07,50000,4000,5,5,5e-08,0.539,"50,000"
-0.00785792132847317,1.13905788690083e-07,50000,4000,5,5,5e-08,0.53925,"50,000"
0.00785802469747036,1.13907724252904e-07,50000,4000,5,5,5e-08,0.5395,"50,000"
-0.00786464301223594,1.14031733611242e-07,50000,4000,5,5,5e-08,0.53975,"50,000"
-0.0078716960188752,1.14164066422617e-07,50000,4000,5,5,5e-08,0.54,"50,000"
0.0078752065504132,1.14230001901916e-07,50000,4000,5,5,5e-08,0.54025,"50,000"
-0.00788021510874176,1.14324152700185e-07,50000,4000,5,5,5e-08,0.5405,"50,000"
0.00789083019343429,1.14524002836625e-07,50000,4000,5,5,5e-08,0.54075,"50,000"
-0.00790258018656813,1.14745708379438e-07,50000,4000,5,5,5e-08,0.541,"50,000"
0.00790278008530649,1.14749484692034e-07,50000,4000,5,5,5e-08,0.54125,"50,000"
-0.00790561123803996,1.14802983341988e-07,50000,4000,5,5,5e-08,0.5415,"50,000"
-0.00790972164532259,1.14880708612652e-07,50000,4000,5,5,5e-08,0.54175,"50,000"
-0.00791001688472556,1.14886293922645e-07,50000,4000,5,5,5e-08,0.542,"50,000"
0.00791158071082546,1.14915883142608e-07,50000,4000,5,5,5e-08,0.54225,"50,000"
0.00791886260400241,1.15053784388586e-07,50000,4000,5,5,5e-08,0.5425,"50,000"
-0.00791960092157136,1.15067777417543e-07,50000,4000,5,5,5e-08,0.54275,"50,000"
-0.00792416738969879,1.15154368707238e-07,50000,4000,5,5,5e-08,0.543,"50,000"
0.00793010732788154,1.15267120959217e-07,50000,4000,5,5,5e-08,0.54325,"50,000"
-0.0079313458930883,1.15290648028399e-07,50000,4000,5,5,5e-08,0.5435,"50,000"
0.00793679096212269,1.15394147792713e-07,50000,4000,5,5,5e-08,0.54375,"50,000"
-0.00794980031255839,1.15641878739581e-07,50000,4000,5,5,5e-08,0.544,"50,000"
-0.0079526487536731,1.15696204949778e-07,50000,4000,5,5,5e-08,0.54425,"50,000"
-0.00795547273760187,1.15750094731304e-07,50000,4000,5,5,5e-08,0.5445,"50,000"
0.00796262104672918,1.15886638951679e-07,50000,4000,5,5,5e-08,0.54475,"50,000"
0.00796686333081064,1.15967764280356e-07,50000,4000,5,5,5e-08,0.545,"50,000"
0.00796914939301505,1.16011508732861e-07,50000,4000,5,5,5e-08,0.54525,"50,000"
-0.00796959617491733,1.1602006033673e-07,50000,4000,5,5,5e-08,0.5455,"50,000"
-0.00797600624874601,1.16142834460931e-07,50000,4000,5,5,5e-08,0.54575,"50,000"
0.00797877876707544,1.16195985389034e-07,50000,4000,5,5,5e-08,0.546,"50,000"
-0.0079811908994066,1.16242250935983e-07,50000,4000,5,5,5e-08,0.54625,"50,000"
-0.00798877092940846,1.16387781523564e-07,50000,4000,5,5,5e-08,0.5465,"50,000"
0.00799322609235359,1.16473418243501e-07,50000,4000,5,5,5e-08,0.54675,"50,000"
-0.00800231579408787,1.16648372072703e-07,50000,4000,5,5,5e-08,0.547,"50,000"
0.00800249416545796,1.16651808435009e-07,50000,4000,5,5,5e-08,0.54725,"50,000"
0.00801073389192464,1.16810677797119e-07,50000,4000,5,5,5e-08,0.5475,"50,000"
0.0080230380294159,1.17048391201635e-07,50000,4000,5,5,5e-08,0.54775,"50,000"
-0.00803328861717076,1.17246868658327e-07,50000,4000,5,5,5e-08,0.548,"50,000"
0.00804091451506142,1.17394784338032e-07,50000,4000,5,5,5e-08,0.54825,"50,000"
0.00804714705759408,1.17515838060633e-07,50000,4000,5,5,5e-08,0.5485,"50,000"
0.00805063706184123,1.17583688341583e-07,50000,4000,5,5,5e-08,0.54875,"50,000"
0.00805546267441347,1.1767758112402e-07,50000,4000,5,5,5e-08,0.549,"50,000"
0.00805873415661849,1.17741285388107e-07,50000,4000,5,5,5e-08,0.54925,"50,000"
-0.00805979940473979,1.17762037343816e-07,50000,4000,5,5,5e-08,0.5495,"50,000"
0.00806548648512375,1.17872899774163e-07,50000,4000,5,5,5e-08,0.54975,"50,000"
0.00807059732155448,1.17972634439134e-07,50000,4000,5,5,5e-08,0.55,"50,000"
-0.00808459674667253,1.1824633505686e-07,50000,4000,5,5,5e-08,0.55025,"50,000"
0.00808910964323311,1.18334725907054e-07,50000,4000,5,5,5e-08,0.5505,"50,000"
-0.00809489115863317,1.18448078123556e-07,50000,4000,5,5,5e-08,0.55075,"50,000"
-0.00809554758310178,1.18460956044508e-07,50000,4000,5,5,5e-08,0.551,"50,000"
0.00810261396526449,1.18599691179e-07,50000,4000,5,5,5e-08,0.55125,"50,000"
-0.0081107940288448,1.18760530631867e-07,50000,4000,5,5,5e-08,0.5515,"50,000"
0.00811295287918187,1.18803021642577e-07,50000,4000,5,5,5e-08,0.55175,"50,000"
0.00811601762907762,1.18863373588241e-07,50000,4000,5,5,5e-08,0.552,"50,000"
-0.00811702705274858,1.18883259347946e-07,50000,4000,5,5,5e-08,0.55225,"50,000"
0.00812339575760546,1.19008813914689e-07,50000,4000,5,5,5e-08,0.5525,"50,000"
-0.00812844151458996,1.19108398255463e-07,50000,4000,5,5,5e-08,0.55275,"50,000"
0.00813125105003637,1.19163890532903e-07,50000,4000,5,5,5e-08,0.553,"50,000"
0.00813951352905226,1.19327262404489e-07,50000,4000,5,5,5e-08,0.55325,"50,000"
-0.00814183112519639,1.19373134932488e-07,50000,4000,5,5,5e-08,0.5535,"50,000"
-0.00814540405301353,1.19443895107985e-07,50000,4000,5,5,5e-08,0.55375,"50,000"
-0.00817625843704889,1.20057005781327e-07,50000,4000,5,5,5e-08,0.554,"50,000"
0.00817846296820933,1.20100953404645e-07,50000,4000,5,5,5e-08,0.55425,"50,000"
0.00818030471002701,1.20137683357058e-07,50000,4000,5,5,5e-08,0.5545,"50,000"
0.00818072598805323,1.20146086746153e-07,50000,4000,5,5,5e-08,0.55475,"50,000"
-0.0082080384928582,1.20692372984621e-07,50000,4000,5,5,5e-08,0.555,"50,000"
-0.00821727279592594,1.20877728715385e-07,50000,4000,5,5,5e-08,0.55525,"50,000"
0.00821957412051146,1.2092397383423e-07,50000,4000,5,5,5e-08,0.5555,"50,000"
-0.00822048831219789,1.20942350245734e-07,50000,4000,5,5,5e-08,0.55575,"50,000"
-0.00822055311143434,1.20943652981431e-07,50000,4000,5,5,5e-08,0.556,"50,000"
0.00822851589974345,1.21103855610372e-07,50000,4000,5,5,5e-08,0.55625,"50,000"
0.00823142785282559,1.21162502808581e-07,50000,4000,5,5,5e-08,0.5565,"50,000"
-0.00823519375474401,1.21238397876589e-07,50000,4000,5,5,5e-08,0.55675,"50,000"
0.00824393446948935,1.21414765685834e-07,50000,4000,5,5,5e-08,0.557,"50,000"
0.00824484884622553,1.21433233024604e-07,50000,4000,5,5,5e-08,0.55725,"50,000"
0.00825089444742228,1.21555416399133e-07,50000,4000,5,5,5e-08,0.5575,"50,000"
-0.00825269985201901,1.2159193196748e-07,50000,4000,5,5,5e-08,0.55775,"50,000"
0.00825433344342884,1.21624983528967e-07,50000,4000,5,5,5e-08,0.558,"50,000"
-0.00827013655581489,1.21945260556089e-07,50000,4000,5,5,5e-08,0.55825,"50,000"
0.00827055201077495,1.21953693699162e-07,50000,4000,5,5,5e-08,0.5585,"50,000"
0.00827268165490926,1.21996933222235e-07,50000,4000,5,5,5e-08,0.55875,"50,000"
0.00827749064897072,1.22094638843606e-07,50000,4000,5,5,5e-08,0.559,"50,000"
0.00828271469646192,1.22200880525725e-07,50000,4000,5,5,5e-08,0.55925,"50,000"
-0.00829024544201513,1.22354222975574e-07,50000,4000,5,5,5e-08,0.5595,"50,000"
0.00829547824580411,1.22460906193389e-07,50000,4000,5,5,5e-08,0.55975,"50,000"
0.00831734823973997,1.22907950372841e-07,50000,4000,5,5,5e-08,0.56,"50,000"
-0.00832270097335725,1.23017654063418e-07,50000,4000,5,5,5e-08,0.56025,"50,000"
-0.00832668785627473,1.23099438753549e-07,50000,4000,5,5,5e-08,0.5605,"50,000"
0.00833750604142693,1.23321674871946e-07,50000,4000,5,5,5e-08,0.56075,"50,000"
-0.0083439822842148,1.23454937828171e-07,50000,4000,5,5,5e-08,0.561,"50,000"
0.00836254632778815,1.23837859633547e-07,50000,4000,5,5,5e-08,0.56125,"50,000"
-0.00836277857512265,1.23842658905637e-07,50000,4000,5,5,5e-08,0.5615,"50,000"
0.00836567246003519,1.23902477833226e-07,50000,4000,5,5,5e-08,0.56175,"50,000"
0.00836887096068881,1.23968632248506e-07,50000,4000,5,5,5e-08,0.562,"50,000"
0.00837415231382389,1.24077955798718e-07,50000,4000,5,5,5e-08,0.56225,"50,000"
0.00837610331225023,1.24118369471127e-07,50000,4000,5,5,5e-08,0.5625,"50,000"
0.00838179319673332,1.24236318677085e-07,50000,4000,5,5,5e-08,0.56275,"50,000"
-0.0083832389824114,1.24266310019827e-07,50000,4000,5,5,5e-08,0.563,"50,000"
0.00838751803455277,1.24355123420905e-07,50000,4000,5,5,5e-08,0.56325,"50,000"
-0.00838784358623349,1.24361883346857e-07,50000,4000,5,5,5e-08,0.5635,"50,000"
0.00839086926270601,1.24424730629791e-07,50000,4000,5,5,5e-08,0.56375,"50,000"
0.00839600987934196,1.24531592260446e-07,50000,4000,5,5,5e-08,0.564,"50,000"
-0.00839935291912838,1.24601143181025e-07,50000,4000,5,5,5e-08,0.56425,"50,000"
0.00840186054362266,1.24653343092085e-07,50000,4000,5,5,5e-08,0.5645,"50,000"
-0.00841312070733358,1.24888051233896e-07,50000,4000,5,5,5e-08,0.56475,"50,000"
0.00842450507220468,1.2512586677893e-07,50000,4000,5,5,5e-08,0.565,"50,000"
