"X","scenario","gen","args_n","args_m","args_subsample","args_kphen","args_kmate","args_rmate","args_theta","args_phi","args_gamma","args_h2","args_env","GWAS","alpha","FalsePositive","TruePositive","params","xAM","nm_ratio"
43,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",2.81170662595175e-05,2.60416666666667e-05,0.0827994791666667,"2xAM","2-variate",10
44,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-05,5.20833333333333e-05,0.0862369791666667,"2xAM","2-variate",10
45,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",8.89139705019461e-05,6.51041666666667e-05,0.0896354166666667,"2xAM","2-variate",10
46,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000158113883008419,0.000104166666666667,0.0928515625,"2xAM","2-variate",10
47,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000281170662595174,0.000169270833333333,0.096328125,"2xAM","2-variate",10
48,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-04,0.000377604166666667,0.0997786458333333,"2xAM","2-variate",10
49,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000889139705019461,0.000625,0.1037890625,"2xAM","2-variate",10
50,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00158113883008419,0.0011328125,0.107825520833333,"2xAM","2-variate",10
51,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00281170662595175,0.00216145833333333,0.112161458333333,"2xAM","2-variate",10
52,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.005,0.0041015625,0.1169921875,"2xAM","2-variate",10
53,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00889139705019461,0.00717447916666667,0.122317708333333,"2xAM","2-variate",10
54,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0158113883008419,0.0128645833333333,0.128372395833333,"2xAM","2-variate",10
55,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0281170662595174,0.0222135416666667,0.134440104166667,"2xAM","2-variate",10
56,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.05,0.040078125,0.140885416666667,"2xAM","2-variate",10
57,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0889139705019461,0.0707682291666667,0.148828125,"2xAM","2-variate",10
58,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.158113883008419,0.125,0.157369791666667,"2xAM","2-variate",10
59,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.281170662595174,0.222330729166667,0.167630208333333,"2xAM","2-variate",10
60,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.5,0.39875,0.179557291666667,"2xAM","2-variate",10
61,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.889139705,0.7097265625,0.195924479166667,"2xAM","2-variate",10
62,"0_2_0.0_0.0_False_800",0,512000,800,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",1,0.8,0.2,"2xAM","2-variate",10
63,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",5e-08,0,0.00075,"2xAM","2-variate",1
64,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-08,0,0.000875,"2xAM","2-variate",1
65,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-07,0,0.00115625,"2xAM","2-variate",1
66,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-07,0,0.00128125,"2xAM","2-variate",1
67,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",5e-07,0,0.00153125,"2xAM","2-variate",1
68,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-07,0,0.0016875,"2xAM","2-variate",1
69,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-06,0,0.0018125,"2xAM","2-variate",1
70,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-06,0,0.00228125,"2xAM","2-variate",1
71,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",5e-06,0,0.002625,"2xAM","2-variate",1
72,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-06,0,0.00321875,"2xAM","2-variate",1
73,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-05,0,0.004125,"2xAM","2-variate",1
74,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-05,0,0.00475,"2xAM","2-variate",1
75,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",5e-05,0,0.0058125,"2xAM","2-variate",1
76,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-05,0,0.00696875,"2xAM","2-variate",1
77,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.000158113883008419,6.25e-05,0.0083125,"2xAM","2-variate",1
78,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.000281170662595174,0.000125,0.009875,"2xAM","2-variate",1
79,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",5e-04,0.00025,0.01178125,"2xAM","2-variate",1
80,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.000889139705019461,0.00046875,0.01484375,"2xAM","2-variate",1
81,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.00158113883008419,0.0010625,0.01740625,"2xAM","2-variate",1
82,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.00281170662595175,0.00190625,0.02115625,"2xAM","2-variate",1
83,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.005,0.00340625,0.02690625,"2xAM","2-variate",1
84,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.00889139705019461,0.00646875,0.03225,"2xAM","2-variate",1
85,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.0158113883008419,0.01171875,0.03925,"2xAM","2-variate",1
86,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.0281170662595174,0.02075,0.047875,"2xAM","2-variate",1
87,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.05,0.03978125,0.0579375,"2xAM","2-variate",1
88,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.0889139705019461,0.0703125,0.0735,"2xAM","2-variate",1
89,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.158113883008419,0.124875,0.09115625,"2xAM","2-variate",1
90,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.281170662595174,0.222375,0.11359375,"2xAM","2-variate",1
91,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.5,0.394125,0.1446875,"2xAM","2-variate",1
92,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",0.889139705,0.71025,0.18871875,"2xAM","2-variate",1
93,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Population",1,0.8,0.2,"2xAM","2-variate",1
94,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-08,0,0.00071875,"2xAM","2-variate",1
95,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",8.89139705019461e-08,0,0.00084375,"2xAM","2-variate",1
96,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",1.58113883008419e-07,0,0.001125,"2xAM","2-variate",1
97,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",2.81170662595175e-07,0,0.00121875,"2xAM","2-variate",1
98,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-07,0,0.0014375,"2xAM","2-variate",1
99,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",8.89139705019461e-07,0,0.0016875,"2xAM","2-variate",1
100,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",1.58113883008419e-06,0,0.002,"2xAM","2-variate",1
101,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",2.81170662595175e-06,0,0.00240625,"2xAM","2-variate",1
102,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-06,0,0.0028125,"2xAM","2-variate",1
103,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",8.89139705019461e-06,0,0.00328125,"2xAM","2-variate",1
104,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",1.58113883008419e-05,0,0.0039375,"2xAM","2-variate",1
105,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",2.81170662595175e-05,3.125e-05,0.0048125,"2xAM","2-variate",1
106,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-05,6.25e-05,0.00590625,"2xAM","2-variate",1
107,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",8.89139705019461e-05,6.25e-05,0.00725,"2xAM","2-variate",1
108,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000158113883008419,0.000125,0.00884375,"2xAM","2-variate",1
109,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000281170662595174,0.0001875,0.0108125,"2xAM","2-variate",1
110,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-04,0.00028125,0.013125,"2xAM","2-variate",1
111,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000889139705019461,0.00059375,0.01590625,"2xAM","2-variate",1
112,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00158113883008419,0.00125,0.01928125,"2xAM","2-variate",1
113,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00281170662595175,0.00209375,0.022875,"2xAM","2-variate",1
114,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.005,0.004,0.0273125,"2xAM","2-variate",1
115,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00889139705019461,0.006625,0.0329375,"2xAM","2-variate",1
116,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0158113883008419,0.012625,0.04015625,"2xAM","2-variate",1
117,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0281170662595174,0.022125,0.04803125,"2xAM","2-variate",1
118,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.05,0.04028125,0.05925,"2xAM","2-variate",1
119,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0889139705019461,0.07275,0.07409375,"2xAM","2-variate",1
120,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.158113883008419,0.1284375,0.09178125,"2xAM","2-variate",1
121,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.281170662595174,0.226125,0.1131875,"2xAM","2-variate",1
122,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.5,0.4039375,0.14584375,"2xAM","2-variate",1
123,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.889139705,0.711625,0.188875,"2xAM","2-variate",1
124,"0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",1,0.8,0.2,"2xAM","2-variate",1
125,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-08,0,0.00522606382978723,"2xAM","2-variate",2
126,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-08,0,0.00584973404255319,"2xAM","2-variate",2
127,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-07,0,0.00648005319148936,"2xAM","2-variate",2
128,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-07,0,0.00721276595744681,"2xAM","2-variate",2
129,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-07,1.32978723404255e-06,0.00803457446808511,"2xAM","2-variate",2
130,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-07,1.32978723404255e-06,0.00898404255319149,"2xAM","2-variate",2
131,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-06,1.32978723404255e-06,0.0100146276595745,"2xAM","2-variate",2
132,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-06,3.98936170212766e-06,0.011219414893617,"2xAM","2-variate",2
133,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-06,6.64893617021277e-06,0.0125186170212766,"2xAM","2-variate",2
134,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-06,7.97872340425532e-06,0.0139747340425532,"2xAM","2-variate",2
135,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-05,1.72872340425532e-05,0.0156303191489362,"2xAM","2-variate",2
136,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-05,3.19148936170213e-05,0.0174760638297872,"2xAM","2-variate",2
137,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-05,4.78723404255319e-05,0.0194773936170213,"2xAM","2-variate",2
138,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-05,8.37765957446808e-05,0.0217712765957447,"2xAM","2-variate",2
139,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.000158113883008419,0.000143617021276596,0.0245159574468085,"2xAM","2-variate",2
140,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.000281170662595174,0.000230053191489362,0.0275904255319149,"2xAM","2-variate",2
141,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-04,0.000408244680851064,0.0310465425531915,"2xAM","2-variate",2
142,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.000889139705019461,0.000756648936170213,0.0348324468085106,"2xAM","2-variate",2
143,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.00158113883008419,0.0013843085106383,0.0393470744680851,"2xAM","2-variate",2
144,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.00281170662595175,0.00237632978723404,0.0444614361702128,"2xAM","2-variate",2
145,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.005,0.00404654255319149,0.0503497340425532,"2xAM","2-variate",2
146,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.00889139705019461,0.00707845744680851,0.0570505319148936,"2xAM","2-variate",2
147,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.0158113883008419,0.0126369680851064,0.0649029255319149,"2xAM","2-variate",2
148,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.0281170662595174,0.0223178191489362,0.0740625,"2xAM","2-variate",2
149,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.05,0.0399401595744681,0.0848284574468085,"2xAM","2-variate",2
150,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.0889139705019461,0.0711768617021277,0.0975904255319149,"2xAM","2-variate",2
151,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.158113883008419,0.126418882978723,0.112914893617021,"2xAM","2-variate",2
152,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.281170662595174,0.224904255319149,0.131880319148936,"2xAM","2-variate",2
153,"0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.5,0.399688829787234,0.156468085106383,"2xAM","2-variate",2
