"X","scenario","gen","args_n","args_m","args_subsample","args_kphen","args_kmate","args_rmate","args_theta","args_phi","args_gamma","args_h2","args_env","GWAS","alpha","FalsePositive","TruePositive","params","xAM","nm_ratio"
1075,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.005,0.00395345744680851,0.0520784574468085,"5xAM + pVT + gXe","5-variate",2
1076,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.00889139705019461,0.00701329787234043,0.0589707446808511,"5xAM + pVT + gXe","5-variate",2
1077,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.0158113883008419,0.0126037234042553,0.0665332446808511,"5xAM + pVT + gXe","5-variate",2
1078,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.0281170662595174,0.0224867021276596,0.0754202127659575,"5xAM + pVT + gXe","5-variate",2
1079,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.05,0.0401289893617021,0.0862765957446809,"5xAM + pVT + gXe","5-variate",2
1080,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.0889139705019461,0.0714375,0.098938829787234,"5xAM + pVT + gXe","5-variate",2
1081,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.158113883008419,0.126711436170213,0.114273936170213,"5xAM + pVT + gXe","5-variate",2
1082,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.281170662595174,0.224723404255319,0.133125,"5xAM + pVT + gXe","5-variate",2
1083,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.5,0.399897606382979,0.157146276595745,"5xAM + pVT + gXe","5-variate",2
1084,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",0.889139705,0.71106914893617,0.191002659574468,"5xAM + pVT + gXe","5-variate",2
1085,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Population",1,0.8,0.2,"5xAM + pVT + gXe","5-variate",2
1086,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",5e-08,0,0.00590026595744681,"5xAM + pVT + gXe","5-variate",2
1087,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",8.89139705019461e-08,0,0.00648803191489362,"5xAM + pVT + gXe","5-variate",2
1088,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",1.58113883008419e-07,0,0.00720877659574468,"5xAM + pVT + gXe","5-variate",2
1089,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",2.81170662595175e-07,0,0.00801994680851064,"5xAM + pVT + gXe","5-variate",2
1090,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",5e-07,0,0.00884840425531915,"5xAM + pVT + gXe","5-variate",2
1091,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",8.89139705019461e-07,1.32978723404255e-06,0.00984441489361702,"5xAM + pVT + gXe","5-variate",2
1092,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",1.58113883008419e-06,2.65957446808511e-06,0.0108896276595745,"5xAM + pVT + gXe","5-variate",2
1093,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",2.81170662595175e-06,3.98936170212766e-06,0.0121356382978723,"5xAM + pVT + gXe","5-variate",2
1094,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",5e-06,6.64893617021277e-06,0.0135265957446809,"5xAM + pVT + gXe","5-variate",2
1095,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",8.89139705019461e-06,1.06382978723404e-05,0.0150771276595745,"5xAM + pVT + gXe","5-variate",2
1096,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",1.58113883008419e-05,1.99468085106383e-05,0.0167579787234043,"5xAM + pVT + gXe","5-variate",2
1097,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",2.81170662595175e-05,3.32446808510638e-05,0.0185585106382979,"5xAM + pVT + gXe","5-variate",2
1098,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",5e-05,4.78723404255319e-05,0.0207300531914894,"5xAM + pVT + gXe","5-variate",2
1099,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",8.89139705019461e-05,8.11170212765957e-05,0.0231768617021277,"5xAM + pVT + gXe","5-variate",2
1100,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.000158113883008419,0.000132978723404255,0.025938829787234,"5xAM + pVT + gXe","5-variate",2
1101,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.000281170662595174,0.000220744680851064,0.0290625,"5xAM + pVT + gXe","5-variate",2
1102,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",5e-04,0.000382978723404255,0.0323936170212766,"5xAM + pVT + gXe","5-variate",2
1103,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.000889139705019461,0.000706117021276596,0.0363577127659574,"5xAM + pVT + gXe","5-variate",2
1104,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.00158113883008419,0.00123005319148936,0.0409401595744681,"5xAM + pVT + gXe","5-variate",2
1105,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.00281170662595175,0.00220345744680851,0.0461090425531915,"5xAM + pVT + gXe","5-variate",2
1106,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.005,0.0039813829787234,0.0520026595744681,"5xAM + pVT + gXe","5-variate",2
1107,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.00889139705019461,0.00713164893617021,0.0587938829787234,"5xAM + pVT + gXe","5-variate",2
1108,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.0158113883008419,0.0126968085106383,0.0667433510638298,"5xAM + pVT + gXe","5-variate",2
1109,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.0281170662595174,0.0224973404255319,0.0758244680851064,"5xAM + pVT + gXe","5-variate",2
1110,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.05,0.0398976063829787,0.0864401595744681,"5xAM + pVT + gXe","5-variate",2
1111,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.0889139705019461,0.0709574468085106,0.0991276595744681,"5xAM + pVT + gXe","5-variate",2
1112,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.158113883008419,0.126522606382979,0.114429521276596,"5xAM + pVT + gXe","5-variate",2
1113,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.281170662595174,0.225702127659574,0.133316489361702,"5xAM + pVT + gXe","5-variate",2
1114,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.5,0.400978723404255,0.157579787234043,"5xAM + pVT + gXe","5-variate",2
1115,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",0.889139705,0.711796542553191,0.191091755319149,"5xAM + pVT + gXe","5-variate",2
1116,"0_5_0.1_0.1_False_8000",0,512000,8000,16000,5,5,0.2,0.1,0.1,0,0.5,"False","Within-Sib",1,0.8,0.2,"5xAM + pVT + gXe","5-variate",2
1117,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-08,0,0.0590292553191489,"5xAM + eVT + gXe","5-variate",10
1118,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",8.89139705019461e-08,0,0.0611037234042553,"5xAM + eVT + gXe","5-variate",10
1119,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",1.58113883008419e-07,0,0.0628590425531915,"5xAM + eVT + gXe","5-variate",10
1120,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",2.81170662595175e-07,0,0.0648670212765957,"5xAM + eVT + gXe","5-variate",10
1121,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-07,0,0.0670744680851064,"5xAM + eVT + gXe","5-variate",10
1122,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",8.89139705019461e-07,0,0.0690957446808511,"5xAM + eVT + gXe","5-variate",10
1123,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",1.58113883008419e-06,0,0.0714627659574468,"5xAM + eVT + gXe","5-variate",10
1124,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",2.81170662595175e-06,0,0.073843085106383,"5xAM + eVT + gXe","5-variate",10
1125,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-06,0,0.0762234042553191,"5xAM + eVT + gXe","5-variate",10
1126,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",8.89139705019461e-06,0,0.0793085106382979,"5xAM + eVT + gXe","5-variate",10
1127,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",1.58113883008419e-05,0,0.0819414893617021,"5xAM + eVT + gXe","5-variate",10
1128,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",2.81170662595175e-05,0,0.0846941489361702,"5xAM + eVT + gXe","5-variate",10
1129,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-05,2.65957446808511e-05,0.0875531914893617,"5xAM + eVT + gXe","5-variate",10
1130,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",8.89139705019461e-05,2.65957446808511e-05,0.0905186170212766,"5xAM + eVT + gXe","5-variate",10
1131,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.000158113883008419,0.000106382978723404,0.0940691489361702,"5xAM + eVT + gXe","5-variate",10
1132,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.000281170662595174,0.00023936170212766,0.0975265957446809,"5xAM + eVT + gXe","5-variate",10
1133,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-04,0.00038563829787234,0.101422872340426,"5xAM + eVT + gXe","5-variate",10
1134,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.000889139705019461,0.000664893617021277,0.105425531914894,"5xAM + eVT + gXe","5-variate",10
1135,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.00158113883008419,0.00121010638297872,0.109268617021277,"5xAM + eVT + gXe","5-variate",10
1136,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.00281170662595175,0.00206117021276596,0.113816489361702,"5xAM + eVT + gXe","5-variate",10
1137,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.005,0.00376329787234043,0.118537234042553,"5xAM + eVT + gXe","5-variate",10
1138,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.00889139705019461,0.00691489361702128,0.123563829787234,"5xAM + eVT + gXe","5-variate",10
1139,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.0158113883008419,0.0125132978723404,0.129148936170213,"5xAM + eVT + gXe","5-variate",10
1140,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.0281170662595174,0.0220744680851064,0.135531914893617,"5xAM + eVT + gXe","5-variate",10
1141,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.05,0.0392287234042553,0.142234042553191,"5xAM + eVT + gXe","5-variate",10
1142,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.0889139705019461,0.0716223404255319,0.149853723404255,"5xAM + eVT + gXe","5-variate",10
1143,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.158113883008419,0.127127659574468,0.158085106382979,"5xAM + eVT + gXe","5-variate",10
1144,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.281170662595174,0.224228723404255,0.167938829787234,"5xAM + eVT + gXe","5-variate",10
1145,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.5,0.402021276595745,0.180252659574468,"5xAM + eVT + gXe","5-variate",10
1146,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.889139705,0.712779255319149,0.196090425531915,"5xAM + eVT + gXe","5-variate",10
1147,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",1,0.8,0.2,"5xAM + eVT + gXe","5-variate",10
1148,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",5e-08,0,0.0596143617021277,"5xAM + eVT + gXe","5-variate",10
1149,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",8.89139705019461e-08,0,0.061436170212766,"5xAM + eVT + gXe","5-variate",10
1150,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",1.58113883008419e-07,0,0.0634308510638298,"5xAM + eVT + gXe","5-variate",10
1151,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",2.81170662595175e-07,0,0.0655851063829787,"5xAM + eVT + gXe","5-variate",10
1152,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",5e-07,0,0.0676063829787234,"5xAM + eVT + gXe","5-variate",10
1153,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",8.89139705019461e-07,0,0.0697606382978723,"5xAM + eVT + gXe","5-variate",10
1154,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",1.58113883008419e-06,0,0.0718085106382979,"5xAM + eVT + gXe","5-variate",10
1155,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",2.81170662595175e-06,0,0.0741622340425532,"5xAM + eVT + gXe","5-variate",10
1156,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",5e-06,0,0.0771409574468085,"5xAM + eVT + gXe","5-variate",10
1157,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",8.89139705019461e-06,1.32978723404255e-05,0.0794281914893617,"5xAM + eVT + gXe","5-variate",10
1158,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",1.58113883008419e-05,1.32978723404255e-05,0.0822074468085106,"5xAM + eVT + gXe","5-variate",10
1159,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",2.81170662595175e-05,2.65957446808511e-05,0.0848803191489362,"5xAM + eVT + gXe","5-variate",10
1160,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",5e-05,5.31914893617021e-05,0.0879920212765957,"5xAM + eVT + gXe","5-variate",10
1161,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",8.89139705019461e-05,7.97872340425532e-05,0.0911835106382979,"5xAM + eVT + gXe","5-variate",10
1162,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.000158113883008419,0.000172872340425532,0.0943882978723404,"5xAM + eVT + gXe","5-variate",10
1163,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.000281170662595174,0.000332446808510638,0.0978723404255319,"5xAM + eVT + gXe","5-variate",10
1164,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",5e-04,0.00050531914893617,0.101476063829787,"5xAM + eVT + gXe","5-variate",10
1165,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.000889139705019461,0.000904255319148936,0.10563829787234,"5xAM + eVT + gXe","5-variate",10
1166,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.00158113883008419,0.00150265957446809,0.109773936170213,"5xAM + eVT + gXe","5-variate",10
1167,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.00281170662595175,0.0025,0.114268617021277,"5xAM + eVT + gXe","5-variate",10
1168,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.005,0.00428191489361702,0.118922872340426,"5xAM + eVT + gXe","5-variate",10
1169,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.00889139705019461,0.00751329787234043,0.123882978723404,"5xAM + eVT + gXe","5-variate",10
1170,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.0158113883008419,0.013031914893617,0.128922872340426,"5xAM + eVT + gXe","5-variate",10
1171,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.0281170662595174,0.0231382978723404,0.135212765957447,"5xAM + eVT + gXe","5-variate",10
1172,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.05,0.0410239361702128,0.141848404255319,"5xAM + eVT + gXe","5-variate",10
1173,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.0889139705019461,0.0728723404255319,0.149787234042553,"5xAM + eVT + gXe","5-variate",10
1174,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.158113883008419,0.128936170212766,0.158058510638298,"5xAM + eVT + gXe","5-variate",10
1175,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.281170662595174,0.229281914893617,0.168098404255319,"5xAM + eVT + gXe","5-variate",10
1176,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.5,0.401901595744681,0.179587765957447,"5xAM + eVT + gXe","5-variate",10
1177,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",0.889139705,0.711688829787234,0.195997340425532,"5xAM + eVT + gXe","5-variate",10
1178,"0_5_0.1_0.1_True_800",0,512000,800,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Within-Sib",1,0.8,0.2,"5xAM + eVT + gXe","5-variate",10
1179,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-08,0,0.0005625,"5xAM + eVT + gXe","5-variate",1
1180,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",8.89139705019461e-08,0,0.00075,"5xAM + eVT + gXe","5-variate",1
1181,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",1.58113883008419e-07,0,0.001,"5xAM + eVT + gXe","5-variate",1
1182,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",2.81170662595175e-07,0,0.0011875,"5xAM + eVT + gXe","5-variate",1
1183,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-07,0,0.00125,"5xAM + eVT + gXe","5-variate",1
1184,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",8.89139705019461e-07,0,0.0016875,"5xAM + eVT + gXe","5-variate",1
1185,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",1.58113883008419e-06,0,0.001875,"5xAM + eVT + gXe","5-variate",1
1186,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",2.81170662595175e-06,0,0.00225,"5xAM + eVT + gXe","5-variate",1
1187,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-06,0,0.003,"5xAM + eVT + gXe","5-variate",1
1188,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",8.89139705019461e-06,0,0.0035,"5xAM + eVT + gXe","5-variate",1
1189,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",1.58113883008419e-05,0,0.0043125,"5xAM + eVT + gXe","5-variate",1
1190,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",2.81170662595175e-05,0,0.0055,"5xAM + eVT + gXe","5-variate",1
1191,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-05,0,0.00625,"5xAM + eVT + gXe","5-variate",1
1192,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",8.89139705019461e-05,0.000125,0.0075,"5xAM + eVT + gXe","5-variate",1
1193,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.000158113883008419,0.0001875,0.0089375,"5xAM + eVT + gXe","5-variate",1
1194,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.000281170662595174,0.0001875,0.0103125,"5xAM + eVT + gXe","5-variate",1
1195,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",5e-04,0.00025,0.0125,"5xAM + eVT + gXe","5-variate",1
1196,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.000889139705019461,5e-04,0.0155,"5xAM + eVT + gXe","5-variate",1
1197,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.00158113883008419,0.0008125,0.0185625,"5xAM + eVT + gXe","5-variate",1
1198,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.00281170662595175,0.0015625,0.022125,"5xAM + eVT + gXe","5-variate",1
1199,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.005,0.0034375,0.027125,"5xAM + eVT + gXe","5-variate",1
1200,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.00889139705019461,0.0065625,0.0325,"5xAM + eVT + gXe","5-variate",1
1201,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.0158113883008419,0.0123125,0.0403125,"5xAM + eVT + gXe","5-variate",1
1202,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.0281170662595174,0.022625,0.0485,"5xAM + eVT + gXe","5-variate",1
1203,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.05,0.042,0.0596875,"5xAM + eVT + gXe","5-variate",1
1204,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.0889139705019461,0.073125,0.073,"5xAM + eVT + gXe","5-variate",1
1205,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.158113883008419,0.128875,0.0905,"5xAM + eVT + gXe","5-variate",1
1206,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.281170662595174,0.2274375,0.1125,"5xAM + eVT + gXe","5-variate",1
1207,"0_5_0.1_0.1_True_8000",0,512000,8000,8000,5,5,0.2,0.1,0.1,0,0.5,"True","Population",0.5,0.3996875,0.143875,"5xAM + eVT + gXe","5-variate",1
