"gen","seed","scenario","variable","var_label","value","intercept"
2,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.596253323554993,0.5
3,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.628618371486664,0.5
4,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.662683010101318,0.5
5,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.677210307121277,0.5
0,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.495654875040054,0.5
1,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.537763941287994,0.5
2,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.576032912731171,0.5
3,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.606621098518372,0.5
4,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.63232250213623,0.5
5,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.65660183429718,0.5
0,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.492229217290878,0.5
1,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.531209778785706,0.5
2,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.568238866329193,0.5
3,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.599072313308716,0.5
4,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.623091876506805,0.5
5,101,"5xAM + GxE","h2_he","hat(italic(h))^2",0.635578501224518,0.5
0,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.511275845766068,0.5
1,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.618568658828735,0.5
2,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.69736852645874,0.5
3,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.737299203872681,0.5
4,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.769823861122131,0.5
5,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.778832256793976,0.5
0,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.494299870729446,0.5
1,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.597862362861633,0.5
2,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.67307722568512,0.5
3,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.726032423973084,0.5
4,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.747640669345856,0.5
5,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.757339417934418,0.5
0,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.488753747940063,0.5
1,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.592043232917786,0.5
2,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.66894303560257,0.5
3,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.713313817977905,0.5
4,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.729069995880127,0.5
5,101,"5xAM + VT","h2_he","hat(italic(h))^2",0.738136053085327,0.5
0,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.510665166378021,0.5
1,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.610495114326477,0.5
2,101,"5xAM + VT + GxE","h2_he","hat(italic(h))^2",0.674406850337982,0.5
