"seed","gen","scenario","variable","value","xAM","args_kmate","power"
234,5,"5xAM","rg_true",0.135813768360192,"5-variate xAM",5,"50%"
234,0,"5xAM","rg_true",7.01141102145872e-05,"5-variate xAM",5,"39%"
234,1,"5xAM","rg_true",0.0493703737050005,"5-variate xAM",5,"39%"
234,2,"5xAM","rg_true",0.0819050525951297,"5-variate xAM",5,"39%"
234,3,"5xAM","rg_true",0.110076726355207,"5-variate xAM",5,"39%"
234,4,"5xAM","rg_true",0.123964859543683,"5-variate xAM",5,"39%"
234,5,"5xAM","rg_true",0.1381725316078,"5-variate xAM",5,"39%"
235,0,"2xAM","rg_true",-0.00169750101078375,"2-variate xAM",2,"50%"
235,1,"2xAM","rg_true",0.0474248866960971,"2-variate xAM",2,"50%"
235,2,"2xAM","rg_true",0.0724937464045799,"2-variate xAM",2,"50%"
235,3,"2xAM","rg_true",0.0839575253722122,"2-variate xAM",2,"50%"
235,4,"2xAM","rg_true",0.0883325760769087,"2-variate xAM",2,"50%"
235,5,"2xAM","rg_true",0.0933853567725741,"2-variate xAM",2,"50%"
235,0,"2xAM","rg_true",0.00359606993079576,"2-variate xAM",2,"39%"
235,1,"2xAM","rg_true",0.045109000756397,"2-variate xAM",2,"39%"
235,2,"2xAM","rg_true",0.0739533772767693,"2-variate xAM",2,"39%"
235,3,"2xAM","rg_true",0.0997834345623135,"2-variate xAM",2,"39%"
235,4,"2xAM","rg_true",0.100054876547667,"2-variate xAM",2,"39%"
235,5,"2xAM","rg_true",0.120060919906155,"2-variate xAM",2,"39%"
235,0,"2xAM","rg_true",0.000462940457118719,"2-variate xAM",2,"66%"
235,1,"2xAM","rg_true",0.0477697915360446,"2-variate xAM",2,"66%"
235,2,"2xAM","rg_true",0.073294908188429,"2-variate xAM",2,"66%"
235,3,"2xAM","rg_true",0.0934181411564156,"2-variate xAM",2,"66%"
235,4,"2xAM","rg_true",0.102517860394191,"2-variate xAM",2,"66%"
235,5,"2xAM","rg_true",0.124094457838392,"2-variate xAM",2,"66%"
235,0,"5xAM","rg_true",0.000901108550592421,"5-variate xAM",5,"66%"
235,1,"5xAM","rg_true",0.0464603982176476,"5-variate xAM",5,"66%"
235,2,"5xAM","rg_true",0.0767613677358342,"5-variate xAM",5,"66%"
235,3,"5xAM","rg_true",0.100037990400692,"5-variate xAM",5,"66%"
235,4,"5xAM","rg_true",0.117331959482983,"5-variate xAM",5,"66%"
235,5,"5xAM","rg_true",0.129038631399421,"5-variate xAM",5,"66%"
235,0,"5xAM","rg_true",0.000864790591506181,"5-variate xAM",5,"50%"
235,1,"5xAM","rg_true",0.0474991966316794,"5-variate xAM",5,"50%"
235,2,"5xAM","rg_true",0.0808253297389695,"5-variate xAM",5,"50%"
235,3,"5xAM","rg_true",0.10350687175724,"5-variate xAM",5,"50%"
235,4,"5xAM","rg_true",0.117696079783,"5-variate xAM",5,"50%"
235,5,"5xAM","rg_true",0.13409234764301,"5-variate xAM",5,"50%"
235,0,"5xAM","rg_true",-0.000857997430181086,"5-variate xAM",5,"39%"
235,1,"5xAM","rg_true",0.0466046399992699,"5-variate xAM",5,"39%"
235,2,"5xAM","rg_true",0.0790721852814348,"5-variate xAM",5,"39%"
235,3,"5xAM","rg_true",0.101823043519156,"5-variate xAM",5,"39%"
235,4,"5xAM","rg_true",0.118031299659687,"5-variate xAM",5,"39%"
235,5,"5xAM","rg_true",0.129624480208543,"5-variate xAM",5,"39%"
236,0,"2xAM","rg_true",-0.00175910107088961,"2-variate xAM",2,"50%"
236,1,"2xAM","rg_true",0.0481767340283908,"2-variate xAM",2,"50%"
236,2,"2xAM","rg_true",0.0760225672657639,"2-variate xAM",2,"50%"
236,3,"2xAM","rg_true",0.093756501526952,"2-variate xAM",2,"50%"
236,4,"2xAM","rg_true",0.102867223174699,"2-variate xAM",2,"50%"
236,5,"2xAM","rg_true",0.111842558576658,"2-variate xAM",2,"50%"
236,0,"2xAM","rg_true",-0.00382787973672832,"2-variate xAM",2,"39%"
236,1,"2xAM","rg_true",0.0406361204810073,"2-variate xAM",2,"39%"
236,2,"2xAM","rg_true",0.0691749651986793,"2-variate xAM",2,"39%"
236,3,"2xAM","rg_true",0.0839626152040165,"2-variate xAM",2,"39%"
236,4,"2xAM","rg_true",0.0881265936387157,"2-variate xAM",2,"39%"
236,5,"2xAM","rg_true",0.111932229630537,"2-variate xAM",2,"39%"
236,0,"2xAM","rg_true",-0.00161126854099518,"2-variate xAM",2,"66%"
236,1,"2xAM","rg_true",0.0492469271623403,"2-variate xAM",2,"66%"
236,2,"2xAM","rg_true",0.0722418889455368,"2-variate xAM",2,"66%"
236,3,"2xAM","rg_true",0.0893136907880258,"2-variate xAM",2,"66%"
236,4,"2xAM","rg_true",0.110963310292495,"2-variate xAM",2,"66%"
236,5,"2xAM","rg_true",0.112883023465755,"2-variate xAM",2,"66%"
236,0,"5xAM","rg_true",0.000153079237500357,"5-variate xAM",5,"66%"
236,1,"5xAM","rg_true",0.0479955764249556,"5-variate xAM",5,"66%"
236,2,"5xAM","rg_true",0.0811907117347257,"5-variate xAM",5,"66%"
236,3,"5xAM","rg_true",0.104231303159247,"5-variate xAM",5,"66%"
236,4,"5xAM","rg_true",0.123045890468929,"5-variate xAM",5,"66%"
236,5,"5xAM","rg_true",0.137112012553591,"5-variate xAM",5,"66%"
236,0,"5xAM","rg_true",-1.40221365988961e-05,"5-variate xAM",5,"50%"
236,1,"5xAM","rg_true",0.0483269834468063,"5-variate xAM",5,"50%"
236,2,"5xAM","rg_true",0.0794250600432971,"5-variate xAM",5,"50%"
236,3,"5xAM","rg_true",0.101983454759659,"5-variate xAM",5,"50%"
236,4,"5xAM","rg_true",0.120065391636562,"5-variate xAM",5,"50%"
236,5,"5xAM","rg_true",0.131689723667221,"5-variate xAM",5,"50%"
236,0,"5xAM","rg_true",0.00078585904276288,"5-variate xAM",5,"39%"
236,1,"5xAM","rg_true",0.0500404556488175,"5-variate xAM",5,"39%"
236,2,"5xAM","rg_true",0.0835909857628477,"5-variate xAM",5,"39%"
236,3,"5xAM","rg_true",0.104554513893485,"5-variate xAM",5,"39%"
236,4,"5xAM","rg_true",0.120265857933419,"5-variate xAM",5,"39%"
236,5,"5xAM","rg_true",0.131450361618312,"5-variate xAM",5,"39%"
237,0,"2xAM","rg_true",0.00427556587738689,"2-variate xAM",2,"50%"
237,1,"2xAM","rg_true",0.0517873417404457,"2-variate xAM",2,"50%"
237,2,"2xAM","rg_true",0.0767990294456499,"2-variate xAM",2,"50%"
237,3,"2xAM","rg_true",0.0952911399552107,"2-variate xAM",2,"50%"
237,4,"2xAM","rg_true",0.108546033849935,"2-variate xAM",2,"50%"
237,5,"2xAM","rg_true",0.134106689669035,"2-variate xAM",2,"50%"
237,0,"2xAM","rg_true",-0.000601898737216444,"2-variate xAM",2,"39%"
237,1,"2xAM","rg_true",0.044677929709002,"2-variate xAM",2,"39%"
237,2,"2xAM","rg_true",0.0736967489708879,"2-variate xAM",2,"39%"
237,3,"2xAM","rg_true",0.093363931750072,"2-variate xAM",2,"39%"
237,4,"2xAM","rg_true",0.105384544513709,"2-variate xAM",2,"39%"
237,5,"2xAM","rg_true",0.101117668471557,"2-variate xAM",2,"39%"
237,0,"2xAM","rg_true",0.000248131092314103,"2-variate xAM",2,"66%"
237,1,"2xAM","rg_true",0.0458996163616652,"2-variate xAM",2,"66%"
237,2,"2xAM","rg_true",0.0783223556784585,"2-variate xAM",2,"66%"
237,3,"2xAM","rg_true",0.0917953432821316,"2-variate xAM",2,"66%"
237,4,"2xAM","rg_true",0.101555564359743,"2-variate xAM",2,"66%"
237,5,"2xAM","rg_true",0.108233278166315,"2-variate xAM",2,"66%"
237,0,"5xAM","rg_true",0.000351910797449034,"5-variate xAM",5,"66%"
237,1,"5xAM","rg_true",0.0460415607672359,"5-variate xAM",5,"66%"
237,2,"5xAM","rg_true",0.0792018094264266,"5-variate xAM",5,"66%"
237,3,"5xAM","rg_true",0.100840568311239,"5-variate xAM",5,"66%"
237,4,"5xAM","rg_true",0.119448787066367,"5-variate xAM",5,"66%"
237,5,"5xAM","rg_true",0.133607030152244,"5-variate xAM",5,"66%"
237,0,"5xAM","rg_true",0.0004703177759848,"5-variate xAM",5,"50%"
237,1,"5xAM","rg_true",0.0469404628007191,"5-variate xAM",5,"50%"
237,2,"5xAM","rg_true",0.0816464754620594,"5-variate xAM",5,"50%"
237,3,"5xAM","rg_true",0.103779047161573,"5-variate xAM",5,"50%"
237,4,"5xAM","rg_true",0.120791739607473,"5-variate xAM",5,"50%"
237,5,"5xAM","rg_true",0.132674693156881,"5-variate xAM",5,"50%"
237,0,"5xAM","rg_true",-0.000620433456754838,"5-variate xAM",5,"39%"
237,1,"5xAM","rg_true",0.0464698753566829,"5-variate xAM",5,"39%"
237,2,"5xAM","rg_true",0.0811207764423902,"5-variate xAM",5,"39%"
237,3,"5xAM","rg_true",0.103101592356833,"5-variate xAM",5,"39%"
237,4,"5xAM","rg_true",0.120778438963598,"5-variate xAM",5,"39%"
237,5,"5xAM","rg_true",0.124920285752583,"5-variate xAM",5,"39%"
238,0,"2xAM","rg_true",0.0048327984423757,"2-variate xAM",2,"50%"
238,1,"2xAM","rg_true",0.0491889242532393,"2-variate xAM",2,"50%"
238,2,"2xAM","rg_true",0.0763119645891562,"2-variate xAM",2,"50%"
238,3,"2xAM","rg_true",0.0869259133863128,"2-variate xAM",2,"50%"
238,4,"2xAM","rg_true",0.100872578985871,"2-variate xAM",2,"50%"
238,5,"2xAM","rg_true",0.112511504972464,"2-variate xAM",2,"50%"
238,0,"2xAM","rg_true",0.0018243962048826,"2-variate xAM",2,"39%"
238,1,"2xAM","rg_true",0.0507434802191399,"2-variate xAM",2,"39%"
238,2,"2xAM","rg_true",0.0823261231538077,"2-variate xAM",2,"39%"
238,3,"2xAM","rg_true",0.104607140086687,"2-variate xAM",2,"39%"
238,4,"2xAM","rg_true",0.113050063614943,"2-variate xAM",2,"39%"
238,5,"2xAM","rg_true",0.119545947703855,"2-variate xAM",2,"39%"
238,0,"2xAM","rg_true",-0.001719066755647,"2-variate xAM",2,"66%"
238,1,"2xAM","rg_true",0.043287472297565,"2-variate xAM",2,"66%"
238,2,"2xAM","rg_true",0.070595860778769,"2-variate xAM",2,"66%"
238,3,"2xAM","rg_true",0.0910130446954691,"2-variate xAM",2,"66%"
238,4,"2xAM","rg_true",0.0998233237073141,"2-variate xAM",2,"66%"
238,5,"2xAM","rg_true",0.116705734512579,"2-variate xAM",2,"66%"
238,0,"5xAM","rg_true",0.000820856613678287,"5-variate xAM",5,"66%"
238,1,"5xAM","rg_true",0.0486475210480085,"5-variate xAM",5,"66%"
238,2,"5xAM","rg_true",0.0833908696034731,"5-variate xAM",5,"66%"
238,3,"5xAM","rg_true",0.107758058949875,"5-variate xAM",5,"66%"
238,4,"5xAM","rg_true",0.123276634411589,"5-variate xAM",5,"66%"
238,5,"5xAM","rg_true",0.13208849514007,"5-variate xAM",5,"66%"
238,0,"5xAM","rg_true",-0.000445955847121707,"5-variate xAM",5,"50%"
238,1,"5xAM","rg_true",0.0469061333650805,"5-variate xAM",5,"50%"
238,2,"5xAM","rg_true",0.0816534464580998,"5-variate xAM",5,"50%"
238,3,"5xAM","rg_true",0.102752047932552,"5-variate xAM",5,"50%"
238,4,"5xAM","rg_true",0.119376595043152,"5-variate xAM",5,"50%"
238,5,"5xAM","rg_true",0.132951281931791,"5-variate xAM",5,"50%"
238,0,"5xAM","rg_true",-0.00147134944314382,"5-variate xAM",5,"39%"
238,1,"5xAM","rg_true",0.0456177288185539,"5-variate xAM",5,"39%"
238,2,"5xAM","rg_true",0.0782068171001779,"5-variate xAM",5,"39%"
238,3,"5xAM","rg_true",0.100223506349117,"5-variate xAM",5,"39%"
238,4,"5xAM","rg_true",0.12022188549922,"5-variate xAM",5,"39%"
238,5,"5xAM","rg_true",0.132476810356619,"5-variate xAM",5,"39%"
239,0,"2xAM","rg_true",-0.00219984466275663,"2-variate xAM",2,"50%"
239,1,"2xAM","rg_true",0.0478556411765692,"2-variate xAM",2,"50%"
239,2,"2xAM","rg_true",0.0691722665983951,"2-variate xAM",2,"50%"
239,3,"2xAM","rg_true",0.0771188167754213,"2-variate xAM",2,"50%"
239,4,"2xAM","rg_true",0.0957876112130686,"2-variate xAM",2,"50%"
239,5,"2xAM","rg_true",0.105945337641688,"2-variate xAM",2,"50%"
239,0,"2xAM","rg_true",-0.00611955049139856,"2-variate xAM",2,"39%"
239,1,"2xAM","rg_true",0.0445113478552102,"2-variate xAM",2,"39%"
239,2,"2xAM","rg_true",0.0740404403054901,"2-variate xAM",2,"39%"
239,3,"2xAM","rg_true",0.0953705977521629,"2-variate xAM",2,"39%"
239,4,"2xAM","rg_true",0.109253820273221,"2-variate xAM",2,"39%"
239,5,"2xAM","rg_true",0.113779918072495,"2-variate xAM",2,"39%"
239,0,"2xAM","rg_true",0.0017496185150013,"2-variate xAM",2,"66%"
239,1,"2xAM","rg_true",0.0510030296244649,"2-variate xAM",2,"66%"
239,2,"2xAM","rg_true",0.0819730935863124,"2-variate xAM",2,"66%"
239,3,"2xAM","rg_true",0.0934185177333376,"2-variate xAM",2,"66%"
239,4,"2xAM","rg_true",0.106755874915469,"2-variate xAM",2,"66%"
239,5,"2xAM","rg_true",0.122759557649124,"2-variate xAM",2,"66%"
239,0,"5xAM","rg_true",-8.86041379880707e-05,"5-variate xAM",5,"66%"
239,1,"5xAM","rg_true",0.0470089831437147,"5-variate xAM",5,"66%"
239,2,"5xAM","rg_true",0.0771254085988669,"5-variate xAM",5,"66%"
239,3,"5xAM","rg_true",0.103175775752949,"5-variate xAM",5,"66%"
239,4,"5xAM","rg_true",0.117094432336912,"5-variate xAM",5,"66%"
239,5,"5xAM","rg_true",0.12729365205487,"5-variate xAM",5,"66%"
239,0,"5xAM","rg_true",0.000470592127107208,"5-variate xAM",5,"50%"
239,1,"5xAM","rg_true",0.0493384077266016,"5-variate xAM",5,"50%"
239,2,"5xAM","rg_true",0.080813428328566,"5-variate xAM",5,"50%"
239,3,"5xAM","rg_true",0.103521937567839,"5-variate xAM",5,"50%"
239,4,"5xAM","rg_true",0.116362375765437,"5-variate xAM",5,"50%"
239,5,"5xAM","rg_true",0.131478002154114,"5-variate xAM",5,"50%"
239,0,"5xAM","rg_true",0.000162777714740912,"5-variate xAM",5,"39%"
239,1,"5xAM","rg_true",0.0464746643764481,"5-variate xAM",5,"39%"
239,2,"5xAM","rg_true",0.0795182337959629,"5-variate xAM",5,"39%"
239,3,"5xAM","rg_true",0.104224363046529,"5-variate xAM",5,"39%"
239,4,"5xAM","rg_true",0.118834673672014,"5-variate xAM",5,"39%"
239,5,"5xAM","rg_true",0.12770662012369,"5-variate xAM",5,"39%"
24,0,"2xAM","rg_true",-0.000755878340588387,"2-variate xAM",2,"50%"
24,1,"2xAM","rg_true",0.0491780361547811,"2-variate xAM",2,"50%"
24,2,"2xAM","rg_true",0.079702100487187,"2-variate xAM",2,"50%"
24,3,"2xAM","rg_true",0.0859742230384673,"2-variate xAM",2,"50%"
24,4,"2xAM","rg_true",0.0975641297452205,"2-variate xAM",2,"50%"
24,5,"2xAM","rg_true",0.120101845469705,"2-variate xAM",2,"50%"
24,0,"2xAM","rg_true",-0.000899651372878045,"2-variate xAM",2,"39%"
24,1,"2xAM","rg_true",0.04581987566461,"2-variate xAM",2,"39%"
24,2,"2xAM","rg_true",0.0720448989882351,"2-variate xAM",2,"39%"
24,3,"2xAM","rg_true",0.0825768554834267,"2-variate xAM",2,"39%"
24,4,"2xAM","rg_true",0.0900064737531268,"2-variate xAM",2,"39%"
24,5,"2xAM","rg_true",0.092193323051012,"2-variate xAM",2,"39%"
24,0,"2xAM","rg_true",-0.000505843367847251,"2-variate xAM",2,"66%"
24,1,"2xAM","rg_true",0.0459526991307909,"2-variate xAM",2,"66%"
24,2,"2xAM","rg_true",0.0742860768004468,"2-variate xAM",2,"66%"
24,3,"2xAM","rg_true",0.0951528174274981,"2-variate xAM",2,"66%"
24,4,"2xAM","rg_true",0.112952546726137,"2-variate xAM",2,"66%"
24,5,"2xAM","rg_true",0.11644700521978,"2-variate xAM",2,"66%"
24,0,"5xAM","rg_true",-0.00058884612716946,"5-variate xAM",5,"66%"
24,1,"5xAM","rg_true",0.0452689962266875,"5-variate xAM",5,"66%"
24,2,"5xAM","rg_true",0.0763907396695832,"5-variate xAM",5,"66%"
24,3,"5xAM","rg_true",0.100580523556254,"5-variate xAM",5,"66%"
24,4,"5xAM","rg_true",0.110848334344307,"5-variate xAM",5,"66%"
24,5,"5xAM","rg_true",0.124594871092263,"5-variate xAM",5,"66%"
24,0,"5xAM","rg_true",0.00102957294002982,"5-variate xAM",5,"50%"
24,1,"5xAM","rg_true",0.0469998577190306,"5-variate xAM",5,"50%"
24,2,"5xAM","rg_true",0.07853113521138,"5-variate xAM",5,"50%"
24,3,"5xAM","rg_true",0.103247653607826,"5-variate xAM",5,"50%"
24,4,"5xAM","rg_true",0.117956261416491,"5-variate xAM",5,"50%"
24,5,"5xAM","rg_true",0.126108520862676,"5-variate xAM",5,"50%"
24,0,"5xAM","rg_true",0.000490377669849501,"5-variate xAM",5,"39%"
24,1,"5xAM","rg_true",0.0468301324109556,"5-variate xAM",5,"39%"
24,2,"5xAM","rg_true",0.0781860902758167,"5-variate xAM",5,"39%"
24,3,"5xAM","rg_true",0.100743036667483,"5-variate xAM",5,"39%"
24,4,"5xAM","rg_true",0.119330917809364,"5-variate xAM",5,"39%"
24,5,"5xAM","rg_true",0.134963444564514,"5-variate xAM",5,"39%"
240,0,"2xAM","rg_true",-0.00173317099987122,"2-variate xAM",2,"50%"
240,1,"2xAM","rg_true",0.0465926682648259,"2-variate xAM",2,"50%"
240,2,"2xAM","rg_true",0.0756988318345851,"2-variate xAM",2,"50%"
240,3,"2xAM","rg_true",0.0892315309565125,"2-variate xAM",2,"50%"
240,4,"2xAM","rg_true",0.103256687844323,"2-variate xAM",2,"50%"
240,5,"2xAM","rg_true",0.0951498606261656,"2-variate xAM",2,"50%"
240,0,"2xAM","rg_true",6.83234993313318e-05,"2-variate xAM",2,"39%"
240,1,"2xAM","rg_true",0.0476443792560424,"2-variate xAM",2,"39%"
240,2,"2xAM","rg_true",0.0692760360891577,"2-variate xAM",2,"39%"
240,3,"2xAM","rg_true",0.085445162483454,"2-variate xAM",2,"39%"
240,4,"2xAM","rg_true",0.108412984352966,"2-variate xAM",2,"39%"
240,5,"2xAM","rg_true",0.131351909848857,"2-variate xAM",2,"39%"
240,0,"2xAM","rg_true",0.000404135560077601,"2-variate xAM",2,"66%"
240,1,"2xAM","rg_true",0.0492202653175669,"2-variate xAM",2,"66%"
240,2,"2xAM","rg_true",0.0776104364064858,"2-variate xAM",2,"66%"
240,3,"2xAM","rg_true",0.0927660242403398,"2-variate xAM",2,"66%"
240,4,"2xAM","rg_true",0.0990970173894832,"2-variate xAM",2,"66%"
240,5,"2xAM","rg_true",0.101993983655912,"2-variate xAM",2,"66%"
240,0,"5xAM","rg_true",-0.00029414739561644,"5-variate xAM",5,"66%"
240,1,"5xAM","rg_true",0.0474844049763101,"5-variate xAM",5,"66%"
240,2,"5xAM","rg_true",0.0800190615102228,"5-variate xAM",5,"66%"
240,3,"5xAM","rg_true",0.09821672153747,"5-variate xAM",5,"66%"
240,4,"5xAM","rg_true",0.117569259356346,"5-variate xAM",5,"66%"
240,5,"5xAM","rg_true",0.130116694712995,"5-variate xAM",5,"66%"
240,0,"5xAM","rg_true",-0.0013593716914903,"5-variate xAM",5,"50%"
240,1,"5xAM","rg_true",0.0487553794791153,"5-variate xAM",5,"50%"
240,2,"5xAM","rg_true",0.0833006977342985,"5-variate xAM",5,"50%"
240,3,"5xAM","rg_true",0.107113698146546,"5-variate xAM",5,"50%"
240,4,"5xAM","rg_true",0.126564173954687,"5-variate xAM",5,"50%"
240,5,"5xAM","rg_true",0.141944736520387,"5-variate xAM",5,"50%"
240,0,"5xAM","rg_true",-0.000188832273259276,"5-variate xAM",5,"39%"
240,1,"5xAM","rg_true",0.0470987308346082,"5-variate xAM",5,"39%"
240,2,"5xAM","rg_true",0.0795907221241703,"5-variate xAM",5,"39%"
240,3,"5xAM","rg_true",0.101446005055549,"5-variate xAM",5,"39%"
240,4,"5xAM","rg_true",0.117327344634701,"5-variate xAM",5,"39%"
240,5,"5xAM","rg_true",0.132859326657141,"5-variate xAM",5,"39%"
241,0,"2xAM","rg_true",0.00330176000666457,"2-variate xAM",2,"50%"
241,1,"2xAM","rg_true",0.0513132567362882,"2-variate xAM",2,"50%"
241,2,"2xAM","rg_true",0.0775023012765914,"2-variate xAM",2,"50%"
241,3,"2xAM","rg_true",0.0937388474456909,"2-variate xAM",2,"50%"
241,4,"2xAM","rg_true",0.0975710128652423,"2-variate xAM",2,"50%"
241,5,"2xAM","rg_true",0.103098169570905,"2-variate xAM",2,"50%"
241,0,"2xAM","rg_true",-0.00232464678146374,"2-variate xAM",2,"39%"
241,1,"2xAM","rg_true",0.0407772620917809,"2-variate xAM",2,"39%"
241,2,"2xAM","rg_true",0.0699774674742708,"2-variate xAM",2,"39%"
241,3,"2xAM","rg_true",0.0953983930664368,"2-variate xAM",2,"39%"
241,4,"2xAM","rg_true",0.10058456867137,"2-variate xAM",2,"39%"
241,5,"2xAM","rg_true",0.131669364856749,"2-variate xAM",2,"39%"
241,0,"2xAM","rg_true",0.00163643835782301,"2-variate xAM",2,"66%"
241,1,"2xAM","rg_true",0.0464394174941195,"2-variate xAM",2,"66%"
241,2,"2xAM","rg_true",0.0729176451673149,"2-variate xAM",2,"66%"
241,3,"2xAM","rg_true",0.0860253498558482,"2-variate xAM",2,"66%"
241,4,"2xAM","rg_true",0.0947242745067439,"2-variate xAM",2,"66%"
241,5,"2xAM","rg_true",0.102448375160601,"2-variate xAM",2,"66%"
241,0,"5xAM","rg_true",0.000193835087794763,"5-variate xAM",5,"66%"
241,1,"5xAM","rg_true",0.0476310546241457,"5-variate xAM",5,"66%"
241,2,"5xAM","rg_true",0.0844534703525477,"5-variate xAM",5,"66%"
241,3,"5xAM","rg_true",0.109233793747764,"5-variate xAM",5,"66%"
241,4,"5xAM","rg_true",0.126362840343322,"5-variate xAM",5,"66%"
241,5,"5xAM","rg_true",0.13709622456007,"5-variate xAM",5,"66%"
241,0,"5xAM","rg_true",0.000274538127779301,"5-variate xAM",5,"50%"
241,1,"5xAM","rg_true",0.046612239084389,"5-variate xAM",5,"50%"
241,2,"5xAM","rg_true",0.0788308365146418,"5-variate xAM",5,"50%"
241,3,"5xAM","rg_true",0.102296810844999,"5-variate xAM",5,"50%"
241,4,"5xAM","rg_true",0.115546754923288,"5-variate xAM",5,"50%"
241,5,"5xAM","rg_true",0.124696529477823,"5-variate xAM",5,"50%"
241,0,"5xAM","rg_true",-0.000967230251179662,"5-variate xAM",5,"39%"
241,1,"5xAM","rg_true",0.0468961862989533,"5-variate xAM",5,"39%"
241,2,"5xAM","rg_true",0.0823727798679267,"5-variate xAM",5,"39%"
241,3,"5xAM","rg_true",0.106034683162881,"5-variate xAM",5,"39%"
241,4,"5xAM","rg_true",0.11791140042761,"5-variate xAM",5,"39%"
241,5,"5xAM","rg_true",0.131765504634343,"5-variate xAM",5,"39%"
242,0,"2xAM","rg_true",0.000101131469105965,"2-variate xAM",2,"50%"
242,1,"2xAM","rg_true",0.0499776731271469,"2-variate xAM",2,"50%"
242,2,"2xAM","rg_true",0.0725551587365782,"2-variate xAM",2,"50%"
242,3,"2xAM","rg_true",0.0932292023285151,"2-variate xAM",2,"50%"
242,4,"2xAM","rg_true",0.0929278704820077,"2-variate xAM",2,"50%"
242,5,"2xAM","rg_true",0.0991186770350366,"2-variate xAM",2,"50%"
242,0,"2xAM","rg_true",0.00290527132869083,"2-variate xAM",2,"39%"
242,1,"2xAM","rg_true",0.0484542381621987,"2-variate xAM",2,"39%"
242,2,"2xAM","rg_true",0.0739581602369605,"2-variate xAM",2,"39%"
242,3,"2xAM","rg_true",0.102386855391554,"2-variate xAM",2,"39%"
242,4,"2xAM","rg_true",0.110574358775092,"2-variate xAM",2,"39%"
242,5,"2xAM","rg_true",0.11295456108979,"2-variate xAM",2,"39%"
242,0,"2xAM","rg_true",-0.00131905561326908,"2-variate xAM",2,"66%"
242,1,"2xAM","rg_true",0.0484848484151307,"2-variate xAM",2,"66%"
242,2,"2xAM","rg_true",0.078899482824493,"2-variate xAM",2,"66%"
242,3,"2xAM","rg_true",0.0924358518250945,"2-variate xAM",2,"66%"
242,4,"2xAM","rg_true",0.0908393397064814,"2-variate xAM",2,"66%"
242,5,"2xAM","rg_true",0.0896071657484705,"2-variate xAM",2,"66%"
242,0,"5xAM","rg_true",-0.00015241431734694,"5-variate xAM",5,"66%"
242,1,"5xAM","rg_true",0.0460664619974161,"5-variate xAM",5,"66%"
242,2,"5xAM","rg_true",0.078915611177008,"5-variate xAM",5,"66%"
242,3,"5xAM","rg_true",0.0990579859789334,"5-variate xAM",5,"66%"
242,4,"5xAM","rg_true",0.12088656978484,"5-variate xAM",5,"66%"
242,5,"5xAM","rg_true",0.12727547102189,"5-variate xAM",5,"66%"
242,0,"5xAM","rg_true",-3.46965160561298e-05,"5-variate xAM",5,"50%"
242,1,"5xAM","rg_true",0.0492550054051374,"5-variate xAM",5,"50%"
242,2,"5xAM","rg_true",0.0809118766208031,"5-variate xAM",5,"50%"
242,3,"5xAM","rg_true",0.101858144983945,"5-variate xAM",5,"50%"
242,4,"5xAM","rg_true",0.121116607654038,"5-variate xAM",5,"50%"
242,5,"5xAM","rg_true",0.130216760278561,"5-variate xAM",5,"50%"
242,0,"5xAM","rg_true",0.000700576269014225,"5-variate xAM",5,"39%"
242,1,"5xAM","rg_true",0.0469818423398268,"5-variate xAM",5,"39%"
242,2,"5xAM","rg_true",0.079414682340045,"5-variate xAM",5,"39%"
242,3,"5xAM","rg_true",0.103123413622281,"5-variate xAM",5,"39%"
242,4,"5xAM","rg_true",0.121183180287636,"5-variate xAM",5,"39%"
242,5,"5xAM","rg_true",0.126870428984709,"5-variate xAM",5,"39%"
243,0,"2xAM","rg_true",-0.00299905394023172,"2-variate xAM",2,"50%"
243,1,"2xAM","rg_true",0.0461888200868704,"2-variate xAM",2,"50%"
243,2,"2xAM","rg_true",0.0773824853559839,"2-variate xAM",2,"50%"
243,3,"2xAM","rg_true",0.0951468619918588,"2-variate xAM",2,"50%"
243,4,"2xAM","rg_true",0.110915247262852,"2-variate xAM",2,"50%"
243,5,"2xAM","rg_true",0.0988061755404988,"2-variate xAM",2,"50%"
243,0,"2xAM","rg_true",0.00118215230926273,"2-variate xAM",2,"39%"
243,1,"2xAM","rg_true",0.0483632043548464,"2-variate xAM",2,"39%"
243,2,"2xAM","rg_true",0.0803596991313053,"2-variate xAM",2,"39%"
243,3,"2xAM","rg_true",0.102598931368507,"2-variate xAM",2,"39%"
243,4,"2xAM","rg_true",0.107165654957824,"2-variate xAM",2,"39%"
243,5,"2xAM","rg_true",0.107183011241314,"2-variate xAM",2,"39%"
243,0,"2xAM","rg_true",-0.000320283897016834,"2-variate xAM",2,"66%"
243,1,"2xAM","rg_true",0.0462743643919392,"2-variate xAM",2,"66%"
243,2,"2xAM","rg_true",0.0800276795680573,"2-variate xAM",2,"66%"
243,3,"2xAM","rg_true",0.0914763170001725,"2-variate xAM",2,"66%"
243,4,"2xAM","rg_true",0.106436326799365,"2-variate xAM",2,"66%"
243,5,"2xAM","rg_true",0.0948730935947859,"2-variate xAM",2,"66%"
243,0,"5xAM","rg_true",-0.000805469263581104,"5-variate xAM",5,"66%"
243,1,"5xAM","rg_true",0.0452466536877269,"5-variate xAM",5,"66%"
