"","scenario","gen","args_n","args_m","args_subsample","args_kphen","args_kmate","args_rmate","args_theta","args_phi","args_gamma","args_h2","args_env","GWAS","alpha","FalsePositive","TruePositive","params"
"107","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",8.89139705019461e-05,6.25e-05,0.00725,"2xAM"
"108","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000158113883008419,0.000125,0.00884375,"2xAM"
"109","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000281170662595174,0.0001875,0.0108125,"2xAM"
"110","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",5e-04,0.00028125,0.013125,"2xAM"
"111","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.000889139705019461,0.00059375,0.01590625,"2xAM"
"112","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00158113883008419,0.00125,0.01928125,"2xAM"
"113","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00281170662595175,0.00209375,0.022875,"2xAM"
"114","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.005,0.004,0.0273125,"2xAM"
"115","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.00889139705019461,0.006625,0.0329375,"2xAM"
"116","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0158113883008419,0.012625,0.04015625,"2xAM"
"117","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0281170662595174,0.022125,0.04803125,"2xAM"
"118","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.05,0.04028125,0.05925,"2xAM"
"119","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.0889139705019461,0.07275,0.07409375,"2xAM"
"120","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.158113883008419,0.1284375,0.09178125,"2xAM"
"121","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.281170662595174,0.226125,0.1131875,"2xAM"
"122","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.5,0.4039375,0.14584375,"2xAM"
"123","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",0.889139705,0.711625,0.188875,"2xAM"
"124","0_2_0.0_0.0_False_8000",0,512000,8000,8000,5,2,0.2,0,0,0,0.5,"False","Within-Sib",1,0.8,0.2,"2xAM"
"125","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-08,0,0.00522606382978723,"2xAM"
"126","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-08,0,0.00584973404255319,"2xAM"
"127","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-07,0,0.00648005319148936,"2xAM"
"128","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-07,0,0.00721276595744681,"2xAM"
"129","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-07,1.32978723404255e-06,0.00803457446808511,"2xAM"
"130","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-07,1.32978723404255e-06,0.00898404255319149,"2xAM"
"131","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-06,1.32978723404255e-06,0.0100146276595745,"2xAM"
"132","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-06,3.98936170212766e-06,0.011219414893617,"2xAM"
"133","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-06,6.64893617021277e-06,0.0125186170212766,"2xAM"
"134","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-06,7.97872340425532e-06,0.0139747340425532,"2xAM"
"135","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",1.58113883008419e-05,1.72872340425532e-05,0.0156303191489362,"2xAM"
"136","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",2.81170662595175e-05,3.19148936170213e-05,0.0174760638297872,"2xAM"
"137","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-05,4.78723404255319e-05,0.0194773936170213,"2xAM"
"138","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",8.89139705019461e-05,8.37765957446808e-05,0.0217712765957447,"2xAM"
"139","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.000158113883008419,0.000143617021276596,0.0245159574468085,"2xAM"
"140","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.000281170662595174,0.000230053191489362,0.0275904255319149,"2xAM"
"141","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",5e-04,0.000408244680851064,0.0310465425531915,"2xAM"
"142","0_2_0.0_0.0_False_8000",0,512000,8000,16000,5,2,0.2,0,0,0,0.5,"False","Population",0.000889139705019461,0.000756648936170213,0.0348324468085106,"2xAM"
