"seed","dx1","dx2","rmate","vg1","vg2"
4,"ADHD","BIP",0.147616352282861,0.598256849755449,0.63289171701936
4,"ALC","MDD",0.102167729837503,0.386520049317078,0.273108002443379
4,"SCZ","MDD",0.159274261167001,0.588743485396908,0.273108002443379
4,"BIP","MDD",0.106817346791335,0.63289171701936,0.273108002443379
4,"MDD","MDD",0.171469390488914,0.273108002443379,0.273108002443379
4,"ANX","MDD",0.18400482584289,0.531504411554717,0.273108002443379
4,"ADHD","MDD",0.176208429053442,0.598256849755449,0.273108002443379
4,"ALC","ANX",0.0772493514152028,0.386520049317078,0.531504411554717
4,"SCZ","ANX",0.175398896772267,0.588743485396908,0.531504411554717
4,"BIP","ANX",0.0405783788825768,0.63289171701936,0.531504411554717
4,"MDD","ANX",0.18400482584289,0.273108002443379,0.531504411554717
4,"ANX","ANX",0.335112303918458,0.531504411554717,0.531504411554717
4,"ADHD","ANX",0.111922437040278,0.598256849755449,0.531504411554717
4,"ALC","ADHD",0.160968452410119,0.386520049317078,0.598256849755449
4,"SCZ","ADHD",0.175799161732493,0.588743485396908,0.598256849755449
4,"BIP","ADHD",0.147616352282861,0.63289171701936,0.598256849755449
4,"MDD","ADHD",0.176208429053442,0.273108002443379,0.598256849755449
4,"ANX","ADHD",0.111922437040278,0.531504411554717,0.598256849755449
4,"ADHD","ADHD",0.30374737985791,0.598256849755449,0.598256849755449
5,"ALC","ALC",0.297096536700572,0.384186725374409,0.384186725374409
5,"SCZ","ALC",0.156238829988134,0.555550913070993,0.384186725374409
5,"BIP","ALC",0.125286874762705,0.634308358452065,0.384186725374409
5,"MDD","ALC",0.122987326537067,0.239948672964303,0.384186725374409
5,"ANX","ALC",0.0808823604648896,0.589161235173511,0.384186725374409
5,"ADHD","ALC",0.163335013711293,0.672247074826175,0.384186725374409
5,"ALC","SCZ",0.156238829988134,0.384186725374409,0.555550913070993
5,"SCZ","SCZ",0.260450645249883,0.555550913070993,0.555550913070993
5,"BIP","SCZ",0.119518964016676,0.634308358452065,0.555550913070993
5,"MDD","SCZ",0.137541071489506,0.239948672964303,0.555550913070993
5,"ANX","SCZ",0.175163947646451,0.589161235173511,0.555550913070993
5,"ADHD","SCZ",0.146921580042295,0.672247074826175,0.555550913070993
5,"ALC","BIP",0.125286874762705,0.384186725374409,0.634308358452065
5,"SCZ","BIP",0.119518964016676,0.555550913070993,0.634308358452065
5,"BIP","BIP",0.0727172967642753,0.634308358452065,0.634308358452065
5,"MDD","BIP",0.105292162463051,0.239948672964303,0.634308358452065
5,"ANX","BIP",0.0596781692189073,0.589161235173511,0.634308358452065
5,"ADHD","BIP",0.141938710139639,0.672247074826175,0.634308358452065
5,"ALC","MDD",0.122987326537067,0.384186725374409,0.239948672964303
5,"SCZ","MDD",0.137541071489506,0.555550913070993,0.239948672964303
5,"BIP","MDD",0.105292162463051,0.634308358452065,0.239948672964303
5,"MDD","MDD",0.18547578922254,0.239948672964303,0.239948672964303
5,"ANX","MDD",0.1892065636058,0.589161235173511,0.239948672964303
5,"ADHD","MDD",0.174261977923957,0.672247074826175,0.239948672964303
5,"ALC","ANX",0.0808823604648896,0.384186725374409,0.589161235173511
5,"SCZ","ANX",0.175163947646451,0.555550913070993,0.589161235173511
5,"BIP","ANX",0.0596781692189073,0.634308358452065,0.589161235173511
5,"MDD","ANX",0.1892065636058,0.239948672964303,0.589161235173511
5,"ANX","ANX",0.35001180248545,0.589161235173511,0.589161235173511
5,"ADHD","ANX",0.144190122802379,0.672247074826175,0.589161235173511
5,"ALC","ADHD",0.163335013711293,0.384186725374409,0.672247074826175
5,"SCZ","ADHD",0.146921580042295,0.555550913070993,0.672247074826175
5,"BIP","ADHD",0.141938710139639,0.634308358452065,0.672247074826175
5,"MDD","ADHD",0.174261977923957,0.239948672964303,0.672247074826175
5,"ANX","ADHD",0.144190122802379,0.589161235173511,0.672247074826175
5,"ADHD","ADHD",0.344091776952086,0.672247074826175,0.672247074826175
6,"ALC","ALC",0.296001739118553,0.452599805272537,0.452599805272537
6,"SCZ","ALC",0.143825834877677,0.624360646904266,0.452599805272537
6,"BIP","ALC",0.0971623633566041,0.728448149349244,0.452599805272537
6,"MDD","ALC",0.112552825992746,0.28646256487118,0.452599805272537
6,"ANX","ALC",0.0771050007561991,0.53318496058518,0.452599805272537
6,"ADHD","ALC",0.129826527406564,0.610689409534707,0.452599805272537
6,"ALC","SCZ",0.143825834877677,0.452599805272537,0.624360646904266
6,"SCZ","SCZ",0.325442271733582,0.624360646904266,0.624360646904266
6,"BIP","SCZ",0.133689605140986,0.728448149349244,0.624360646904266
6,"MDD","SCZ",0.159446266633846,0.28646256487118,0.624360646904266
6,"ANX","SCZ",0.161149285230995,0.53318496058518,0.624360646904266
6,"ADHD","SCZ",0.109012578729389,0.610689409534707,0.624360646904266
6,"ALC","BIP",0.0971623633566041,0.452599805272537,0.728448149349244
6,"SCZ","BIP",0.133689605140986,0.624360646904266,0.728448149349244
6,"BIP","BIP",0.0836016141670103,0.728448149349244,0.728448149349244
6,"MDD","BIP",0.0870546275345745,0.28646256487118,0.728448149349244
6,"ANX","BIP",0.0475110578331267,0.53318496058518,0.728448149349244
6,"ADHD","BIP",0.0792323476601409,0.610689409534707,0.728448149349244
6,"ALC","MDD",0.112552825992746,0.452599805272537,0.28646256487118
6,"SCZ","MDD",0.159446266633846,0.624360646904266,0.28646256487118
6,"BIP","MDD",0.0870546275345745,0.728448149349244,0.28646256487118
6,"MDD","MDD",0.164196807655044,0.28646256487118,0.28646256487118
6,"ANX","MDD",0.186527791633283,0.53318496058518,0.28646256487118
6,"ADHD","MDD",0.162908507079808,0.610689409534707,0.28646256487118
6,"ALC","ANX",0.0771050007561991,0.452599805272537,0.53318496058518
6,"SCZ","ANX",0.161149285230995,0.624360646904266,0.53318496058518
6,"BIP","ANX",0.0475110578331267,0.728448149349244,0.53318496058518
6,"MDD","ANX",0.186527791633283,0.28646256487118,0.53318496058518
6,"ANX","ANX",0.328969269232724,0.53318496058518,0.53318496058518
6,"ADHD","ANX",0.13730538692503,0.610689409534707,0.53318496058518
6,"ALC","ADHD",0.129826527406564,0.452599805272537,0.610689409534707
6,"SCZ","ADHD",0.109012578729389,0.624360646904266,0.610689409534707
6,"BIP","ADHD",0.0792323476601409,0.728448149349244,0.610689409534707
6,"MDD","ADHD",0.162908507079808,0.28646256487118,0.610689409534707
6,"ANX","ADHD",0.13730538692503,0.53318496058518,0.610689409534707
6,"ADHD","ADHD",0.328301139629603,0.610689409534707,0.610689409534707
7,"ALC","ALC",0.301931239784071,0.410649407187755,0.410649407187755
7,"SCZ","ALC",0.147442910044389,0.57451041794847,0.410649407187755
7,"BIP","ALC",0.108797525638616,0.609771484319893,0.410649407187755
7,"MDD","ALC",0.110930009938739,0.325568093978352,0.410649407187755
7,"ANX","ALC",0.0840804174877266,0.50943772309482,0.410649407187755
7,"ADHD","ALC",0.127784648348656,0.877462325561374,0.410649407187755
7,"ALC","SCZ",0.147442910044389,0.410649407187755,0.57451041794847
7,"SCZ","SCZ",0.277847834045761,0.57451041794847,0.57451041794847
7,"BIP","SCZ",0.105973612243401,0.609771484319893,0.57451041794847
7,"MDD","SCZ",0.156352000474792,0.325568093978352,0.57451041794847
7,"ANX","SCZ",0.177465285723483,0.50943772309482,0.57451041794847
7,"ADHD","SCZ",0.111729811383463,0.877462325561374,0.57451041794847
7,"ALC","BIP",0.108797525638616,0.410649407187755,0.609771484319893
7,"SCZ","BIP",0.105973612243401,0.57451041794847,0.609771484319893
7,"BIP","BIP",0.115458912549233,0.609771484319893,0.609771484319893
7,"MDD","BIP",0.11074996830208,0.325568093978352,0.609771484319893
7,"ANX","BIP",0.0604028527796018,0.50943772309482,0.609771484319893
7,"ADHD","BIP",0.10200365772677,0.877462325561374,0.609771484319893
7,"ALC","MDD",0.110930009938739,0.410649407187755,0.325568093978352
7,"SCZ","MDD",0.156352000474792,0.57451041794847,0.325568093978352
7,"BIP","MDD",0.11074996830208,0.609771484319893,0.325568093978352
7,"MDD","MDD",0.176678045626894,0.325568093978352,0.325568093978352
7,"ANX","MDD",0.184829903812527,0.50943772309482,0.325568093978352
7,"ADHD","MDD",0.147109474076736,0.877462325561374,0.325568093978352
7,"ALC","ANX",0.0840804174877266,0.410649407187755,0.50943772309482
7,"SCZ","ANX",0.177465285723483,0.57451041794847,0.50943772309482
7,"BIP","ANX",0.0604028527796018,0.609771484319893,0.50943772309482
7,"MDD","ANX",0.184829903812527,0.325568093978352,0.50943772309482
7,"ANX","ANX",0.341873534915403,0.50943772309482,0.50943772309482
7,"ADHD","ANX",0.15414936066559,0.877462325561374,0.50943772309482
7,"ALC","ADHD",0.127784648348656,0.410649407187755,0.877462325561374
7,"SCZ","ADHD",0.111729811383463,0.57451041794847,0.877462325561374
7,"BIP","ADHD",0.10200365772677,0.609771484319893,0.877462325561374
7,"MDD","ADHD",0.147109474076736,0.325568093978352,0.877462325561374
7,"ANX","ADHD",0.15414936066559,0.50943772309482,0.877462325561374
7,"ADHD","ADHD",0.351135501060588,0.877462325561374,0.877462325561374
8,"ALC","ALC",0.304635159526588,0.44100221307891,0.44100221307891
8,"SCZ","ALC",0.168855056529262,0.565333655118803,0.44100221307891
8,"BIP","ALC",0.11129435846613,0.781563795222767,0.44100221307891
8,"MDD","ALC",0.124991118367567,0.384756976381116,0.44100221307891
8,"ANX","ALC",0.0939332439056497,0.61158262341612,0.44100221307891
8,"ADHD","ALC",0.134235883555816,0.838729785178281,0.44100221307891
8,"ALC","SCZ",0.168855056529262,0.44100221307891,0.565333655118803
8,"SCZ","SCZ",0.260795228256154,0.565333655118803,0.565333655118803
8,"BIP","SCZ",0.157814295532782,0.781563795222767,0.565333655118803
8,"MDD","SCZ",0.150196024539632,0.384756976381116,0.565333655118803
8,"ANX","SCZ",0.185230500240296,0.61158262341612,0.565333655118803
8,"ADHD","SCZ",0.159113807240414,0.838729785178281,0.565333655118803
8,"ALC","BIP",0.11129435846613,0.44100221307891,0.781563795222767
8,"SCZ","BIP",0.157814295532782,0.565333655118803,0.781563795222767
8,"BIP","BIP",0.130593899687971,0.781563795222767,0.781563795222767
8,"MDD","BIP",0.0968548568069517,0.384756976381116,0.781563795222767
8,"ANX","BIP",0.0795039356466981,0.61158262341612,0.781563795222767
8,"ADHD","BIP",0.145874035978077,0.838729785178281,0.781563795222767
8,"ALC","MDD",0.124991118367567,0.44100221307891,0.384756976381116
8,"SCZ","MDD",0.150196024539632,0.565333655118803,0.384756976381116
8,"BIP","MDD",0.0968548568069517,0.781563795222767,0.384756976381116
8,"MDD","MDD",0.17507725422647,0.384756976381116,0.384756976381116
8,"ANX","MDD",0.188208022704869,0.61158262341612,0.384756976381116
8,"ADHD","MDD",0.146132099479801,0.838729785178281,0.384756976381116
8,"ALC","ANX",0.0939332439056497,0.44100221307891,0.61158262341612
8,"SCZ","ANX",0.185230500240296,0.565333655118803,0.61158262341612
8,"BIP","ANX",0.0795039356466981,0.781563795222767,0.61158262341612
8,"MDD","ANX",0.188208022704869,0.384756976381116,0.61158262341612
8,"ANX","ANX",0.35106475704527,0.61158262341612,0.61158262341612
8,"ADHD","ANX",0.108224374558951,0.838729785178281,0.61158262341612
8,"ALC","ADHD",0.134235883555816,0.44100221307891,0.838729785178281
8,"SCZ","ADHD",0.159113807240414,0.565333655118803,0.838729785178281
8,"BIP","ADHD",0.145874035978077,0.781563795222767,0.838729785178281
8,"MDD","ADHD",0.146132099479801,0.384756976381116,0.838729785178281
8,"ANX","ADHD",0.108224374558951,0.61158262341612,0.838729785178281
8,"ADHD","ADHD",0.335553762945408,0.838729785178281,0.838729785178281
9,"ALC","ALC",0.291554661691726,0.349415405958506,0.349415405958506
9,"SCZ","ALC",0.170875921648336,0.518165215445933,0.349415405958506
9,"BIP","ALC",0.109264177402327,0.59079377481171,0.349415405958506
9,"MDD","ALC",0.115975456734951,0.245658583972173,0.349415405958506
9,"ANX","ALC",0.0756636860836451,0.555275699170147,0.349415405958506
9,"ADHD","ALC",0.139767623539163,0.843281714836859,0.349415405958506
9,"ALC","SCZ",0.170875921648336,0.349415405958506,0.518165215445933
9,"SCZ","SCZ",0.286447492527061,0.518165215445933,0.518165215445933
9,"BIP","SCZ",0.144033656807101,0.59079377481171,0.518165215445933
9,"MDD","SCZ",0.140335059482824,0.245658583972173,0.518165215445933
9,"ANX","SCZ",0.150777369768709,0.555275699170147,0.518165215445933
9,"ADHD","SCZ",0.107355385918413,0.843281714836859,0.518165215445933
9,"ALC","BIP",0.109264177402327,0.349415405958506,0.59079377481171
9,"SCZ","BIP",0.144033656807101,0.518165215445933,0.59079377481171
9,"BIP","BIP",0.0793706326629887,0.59079377481171,0.59079377481171
9,"MDD","BIP",0.088118995462174,0.245658583972173,0.59079377481171
9,"ANX","BIP",0.032058291803341,0.555275699170147,0.59079377481171
9,"ADHD","BIP",0.139007772888567,0.843281714836859,0.59079377481171
9,"ALC","MDD",0.115975456734951,0.349415405958506,0.245658583972173
9,"SCZ","MDD",0.140335059482824,0.518165215445933,0.245658583972173
9,"BIP","MDD",0.088118995462174,0.59079377481171,0.245658583972173
9,"MDD","MDD",0.178150523383428,0.245658583972173,0.245658583972173
9,"ANX","MDD",0.18478035605922,0.555275699170147,0.245658583972173
9,"ADHD","MDD",0.175967173487971,0.843281714836859,0.245658583972173
9,"ALC","ANX",0.0756636860836451,0.349415405958506,0.555275699170147
9,"SCZ","ANX",0.150777369768709,0.518165215445933,0.555275699170147
9,"BIP","ANX",0.032058291803341,0.59079377481171,0.555275699170147
9,"MDD","ANX",0.18478035605922,0.245658583972173,0.555275699170147
9,"ANX","ANX",0.35197376582873,0.555275699170147,0.555275699170147
9,"ADHD","ANX",0.143925454518757,0.843281714836859,0.555275699170147
9,"ALC","ADHD",0.139767623539163,0.349415405958506,0.843281714836859
9,"SCZ","ADHD",0.107355385918413,0.518165215445933,0.843281714836859
9,"BIP","ADHD",0.139007772888567,0.59079377481171,0.843281714836859
9,"MDD","ADHD",0.175967173487971,0.245658583972173,0.843281714836859
9,"ANX","ADHD",0.143925454518757,0.555275699170147,0.843281714836859
9,"ADHD","ADHD",0.385687380975509,0.843281714836859,0.843281714836859
10,"ALC","ALC",0.289764328125807,0.540311673896372,0.540311673896372
10,"SCZ","ALC",0.138410588139291,0.623472088207353,0.540311673896372
10,"BIP","ALC",0.122133926377869,0.462202699160997,0.540311673896372
10,"MDD","ALC",0.121232792623515,0.280893707016772,0.540311673896372
10,"ANX","ALC",0.0836800439161047,0.451671005634973,0.540311673896372
10,"ADHD","ALC",0.14521388964731,0.932498171160671,0.540311673896372
10,"ALC","SCZ",0.138410588139291,0.540311673896372,0.623472088207353
10,"SCZ","SCZ",0.286641223275853,0.623472088207353,0.623472088207353
10,"BIP","SCZ",0.155484638074457,0.462202699160997,0.623472088207353
10,"MDD","SCZ",0.14687000367073,0.280893707016772,0.623472088207353
10,"ANX","SCZ",0.17017267641384,0.451671005634973,0.623472088207353
10,"ADHD","SCZ",0.137035585180057,0.932498171160671,0.623472088207353
10,"ALC","BIP",0.122133926377869,0.540311673896372,0.462202699160997
10,"SCZ","BIP",0.155484638074457,0.623472088207353,0.462202699160997
10,"BIP","BIP",0.130220837860192,0.462202699160997,0.462202699160997
10,"MDD","BIP",0.0952637402891462,0.280893707016772,0.462202699160997
10,"ANX","BIP",0.0566141632888274,0.451671005634973,0.462202699160997
10,"ADHD","BIP",0.12194688360837,0.932498171160671,0.462202699160997
10,"ALC","MDD",0.121232792623515,0.540311673896372,0.280893707016772
10,"SCZ","MDD",0.14687000367073,0.623472088207353,0.280893707016772
10,"BIP","MDD",0.0952637402891462,0.462202699160997,0.280893707016772
10,"MDD","MDD",0.169044535860603,0.280893707016772,0.280893707016772
10,"ANX","MDD",0.182741070939457,0.451671005634973,0.280893707016772
10,"ADHD","MDD",0.169782567127545,0.932498171160671,0.280893707016772
10,"ALC","ANX",0.0836800439161047,0.540311673896372,0.451671005634973
10,"SCZ","ANX",0.17017267641384,0.623472088207353,0.451671005634973
10,"BIP","ANX",0.0566141632888274,0.462202699160997,0.451671005634973
10,"MDD","ANX",0.182741070939457,0.280893707016772,0.451671005634973
10,"ANX","ANX",0.339035741251934,0.451671005634973,0.451671005634973
10,"ADHD","ANX",0.131402904408007,0.932498171160671,0.451671005634973
10,"ALC","ADHD",0.14521388964731,0.540311673896372,0.932498171160671
10,"SCZ","ADHD",0.137035585180057,0.623472088207353,0.932498171160671
10,"BIP","ADHD",0.12194688360837,0.462202699160997,0.932498171160671
10,"MDD","ADHD",0.169782567127545,0.280893707016772,0.932498171160671
10,"ANX","ADHD",0.131402904408007,0.451671005634973,0.932498171160671
10,"ADHD","ADHD",0.302043925812904,0.932498171160671,0.932498171160671
11,"ALC","ALC",0.298312294197797,0.444280130352933,0.444280130352933
11,"SCZ","ALC",0.164928461865389,0.635054243492085,0.444280130352933
11,"BIP","ALC",0.12034138408943,0.657407280701301,0.444280130352933
11,"MDD","ALC",0.114522724241036,0.381522359903805,0.444280130352933
11,"ANX","ALC",0.0803609342023334,0.62114328271746,0.444280130352933
11,"ADHD","ALC",0.15424990897184,0.846140669183663,0.444280130352933
11,"ALC","SCZ",0.164928461865389,0.444280130352933,0.635054243492085
11,"SCZ","SCZ",0.275380050622361,0.635054243492085,0.635054243492085
11,"BIP","SCZ",0.120674865055474,0.657407280701301,0.635054243492085
11,"MDD","SCZ",0.136057242210848,0.381522359903805,0.635054243492085
11,"ANX","SCZ",0.171162326959841,0.62114328271746,0.635054243492085
11,"ADHD","SCZ",0.145890820943096,0.846140669183663,0.635054243492085
11,"ALC","BIP",0.12034138408943,0.444280130352933,0.657407280701301
11,"SCZ","BIP",0.120674865055474,0.635054243492085,0.657407280701301
11,"BIP","BIP",0.0984794910730414,0.657407280701301,0.657407280701301
11,"MDD","BIP",0.0735785997880769,0.381522359903805,0.657407280701301
11,"ANX","BIP",0.028818038196528,0.62114328271746,0.657407280701301
11,"ADHD","BIP",0.169881391648013,0.846140669183663,0.657407280701301
11,"ALC","MDD",0.114522724241036,0.444280130352933,0.381522359903805
11,"SCZ","MDD",0.136057242210848,0.635054243492085,0.381522359903805
11,"BIP","MDD",0.0735785997880769,0.657407280701301,0.381522359903805
11,"MDD","MDD",0.166688842551783,0.381522359903805,0.381522359903805
11,"ANX","MDD",0.180373310576424,0.62114328271746,0.381522359903805
11,"ADHD","MDD",0.15977616341667,0.846140669183663,0.381522359903805
11,"ALC","ANX",0.0803609342023334,0.444280130352933,0.62114328271746
11,"SCZ","ANX",0.171162326959841,0.635054243492085,0.62114328271746
11,"BIP","ANX",0.028818038196528,0.657407280701301,0.62114328271746
11,"MDD","ANX",0.180373310576424,0.381522359903805,0.62114328271746
