"","Trait1","Trait2","r.xmate.yz","r.xmate.yy","r.xmate.zz","r.wmate.yz","r.xmate.yz.maxent","r.xmate.yz.maxentdiff","rse.xmate.yz","rse.xmate.yy","rse.xmate.zz","rse.wmate.yz","rse.xmate.yz.maxent","rse.xmate.yz.maxentdiff","p.xmate.yz.maxentdiff","p.xmate.yz.maxent","p.xmate.yz","p.xmate.yy","p.xmate.zz","p.wmate.yz"
"254","eduyears_mean","evening_chronotype_earliest",0.039965839945431,0.455310397955203,-0.101736645754225,0.0463479459300672,0.017150646794339,0.022815193151092,0.0049289144299158,0.0043414415479564,0.0050035704122661,0.0049899562429744,0.00187134084036901,0.00548505962853765,3.18922715148584e-05,4.95941305860524e-20,5.12709454403142e-16,0,6.59174981596068e-92,1.56850298452341e-20
"255","eduyears_mean","met_physical_activity",-0.0572701550340757,0.455310397955203,0.139255786268682,-0.102443129419193,-0.0568918141421069,-0.000378340891968837,0.0046202339954115,0.0042832488919219,0.006231099345091,0.004792919932458,0.00272101118044999,0.00503564662962105,0.940109262524963,4.49649181525756e-97,2.76382967458965e-35,0,1.24840468387487e-110,2.34040828314842e-101
"256","fiq_score_earliest_scaled","fathers_age",0.0540970626420247,0.199472613218797,0.0299357360164911,0.0804946795198723,0.0182499051280599,0.0358471575139648,0.0051665295804529,0.005096938690884,0.0050766747093517,0.0049684719889719,0.00126435322057869,0.00526764331686328,1.00936737121509e-11,3.15362694394454e-47,1.17797457069301e-25,0,3.70795300515811e-09,4.95382468313773e-59
"257","fiq_score_earliest_scaled","mothers_age",0.0520351988521441,0.199472613218797,0.0211765415524732,0.0838044366573642,0.0182966783786282,0.0337385204735159,0.0051193219282545,0.0048022547996531,0.0052495505028745,0.0049905255307173,0.00126405175257357,0.00522867799112591,1.09953827049689e-10,1.75272452170771e-47,2.85668743358748e-24,0,5.48417752081292e-05,2.75962020036822e-63
"258","fiq_score_earliest_scaled","number_full_brothers",-0.0712428335037193,0.199472613218797,0.0545479716324183,-0.154570530169468,-0.0380054502938599,-0.0332373832098594,0.0047337478835021,0.0049544172015823,0.0054155743964212,0.0049613972961614,0.00164531414870925,0.00480382178365832,4.55016456165175e-12,4.71585050303439e-118,3.45313842192988e-51,0,7.31511691174148e-24,4.38921112061197e-213
"259","fiq_score_earliest_scaled","number_full_sisters",-0.0666851056123131,0.199472613218797,0.0627871458756391,-0.140452475977172,-0.0357359866268233,-0.0309491189854898,0.0048223844736718,0.005050255374465,0.0054460890486054,0.0050217915405919,0.00167760495756574,0.00484414390095878,1.67000295380035e-10,1.09267675452663e-100,1.72174059714161e-43,0,9.43957619127891e-31,3.91654972601068e-172
"260","fiq_score_earliest_scaled","diastolic_earliest",-0.0183816539434996,0.199472613218797,0.0864727963987875,-0.0353375341872782,-0.00992447866465182,-0.00845717527884778,0.0051409643146277,0.0050215559677228,0.0052970800264757,0.0050309058342609,0.00145826689648776,0.00524672815766399,0.106984774031416,1.00582235293321e-11,0.000349523818727686,0,6.59545897751843e-60,2.15466254384498e-12
"261","fiq_score_earliest_scaled","systolic_earliest",-0.0233824180892143,0.199472613218797,0.0868545172770288,-0.0503518852343773,-0.0141425617743844,-0.00923985631482993,0.0048162426711085,0.0047336449336461,0.0050209057940132,0.0052832805449464,0.00150815819494494,0.00492989665986299,0.0608960453769483,6.76369446404824e-21,1.20442266848751e-06,0,4.82165187412017e-67,1.56647412124231e-21
"262","fiq_score_earliest_scaled","pulse_earliest",-0.0122333233533067,0.199472613218797,0.107158011434709,-0.0100250236099833,-0.00301008450778183,-0.00922323884552487,0.0051403823381825,0.0049080272355306,0.0050388090062314,0.0052972053182142,0.00159387196326814,0.0051423278093814,0.0728782887357821,0.0589540359443311,0.0173198288181195,0,2.3177911306973e-100,0.0584228219898012
"263","fiq_score_earliest_scaled","pw_peak_to_peak_time_earliest",0.0350172777202659,0.199472613218797,0.0518746228014763,0.0374131907500211,0.00929775899563608,0.0257195187246298,0.0051383993092289,0.0049578204299858,0.005843410940991,0.005240000262334,0.00133779772064594,0.00525308108051725,9.77659993328144e-07,3.65160740702455e-12,9.43804151728866e-12,0,6.8406959641691e-19,9.33842063302742e-13
